centroid_id,smiles,smiles_sha256,vina_affinity_kcal_mol,inside_fraction_with_padding,triad_min_distance_A,centroid_in_box,vina_out_sha256,vina_log_sha256
67,C=C1OCC2=NCNc3cc(Cl)c(Cl)cc3NC1=CC=C2,49492872d97d260199008f22f5d36aaddfcdfdc31397263ba7e617551c7eeaee,-3.378,1.0,3.109617822176869,True,e7e2dba073e51a9128666785cb558b569d597705a60ce5f3953fb22e7ca03519,904ff43b0fdb05a7eaec50a5c9ac28cd0a039c3b19174105bbbe10c6ee2714e6
68,OCC1=NC(c2ccc(Cl)c(Cl)c2)C2=C=C2C=C1,0aaff17ffb4c28be08e2c61660d103df028eafd917fa4dca44edc0a08c751ebd,-5.11,1.0,8.69408747368003,True,de708a8f72b555dbe47826200ddc0d9e6da0a201143c79f587543954119f7f78,e196840d5af0935f7e99dd1f7fcb93437f93427e0eb669e5463ebd1bb5adc007
69,CC1(Cl)C(N)=CC=C1c1nc(NCCO)c2ccccc2n1,11bd17d629ec4918d11875c9186f2f694b89395f2feb38aabd62caeef3a49f0f,-6.319,0.9615384615384616,6.702618965747643,True,c1b2c123dc85669ee59962d48146e1f7660f341c19be04a8fd00d3e202314e8d,3d9c5ad40fe41da4c75aebb4bd32f2716f1b39044aaeffbc6994fdc987e542cb
71,C=C(Cl)C(Cl)=CNOCCCC1CCCNCCON1,5a3d949bf66595b9b151bd90270d20a9dc0e68760f905c470a9706e2428dfe7f,-4.089,1.0,3.5562363532251346,True,635866d99aaf8395495aa6e9d77abdb8be4dfff34070dd50f2fda0241218715f,738b98289e5b77cccc9d62927518c1830510bef3813d5ae14711f3c650751383
72,CC=CC=CN=C(Cl)Nc1ccc(Cl)c(S)c1,622df6f47cb884b98605b5ce34254f0c5eca524c74670d499e93051e37bfba5d,-5.473,1.0,8.381359316960467,True,01dae1161c8d39227fe4cc44ac577e1488513b2a22cc56c3c0b8dc47e2046f32,3f6619331be7e319320f35cf833091a996020eb740b3e10127b637ac32ec5516
73,[N+]c1cc(Nc2nc3ccccc3n2N=BCCO)ccc1Cl,fa4b80477818a9666f0ca10741d431cd2df840b86e496b441caf47f9c980c6e4,-6.675,1.0,3.664490824111858,True,ed88a617ac0c63d34a1196e9e002e71efa331a80a057ffdaa63c25a2c16f11c3,fc59532850c5877cadb2aabecf7b90a3f53befecf783c43e46b780c19196606b
74,CCC(C)OC1=CC=CC(NC(=O)CN2C(=O)NC3=CC=CC=C3C2=O)=C1,ca0487e190e967e896ffe0991804fa39a968fbb37c2ddd9ad027c4d5f6dfc9c2,-6.52,1.0,3.5686738433205134,True,8bf7826f162ebca1a1a63154f8de8cb790cfec91b538b0cde06263156ab58164,827cdfd8909841dfd7a6436654db224025c301852273a4841328720579f257f3
75,C=NC=CNC=CC=CCC=CNOCCNC=NCc1nc(CCNC)c2ccccc2n1,81a8693362ec9eee1c4a0bdb93a614b6cda13f49241379db2899ad3c74c2b6dc,-5.094,1.0,3.4337438751310523,True,b453c992e21c3ea93e5fb3871eeff8410f2262d2457d0d0773d049d7c232d632,e8884f74c4274839c13cc99877f4d7e213cb7cfc491f68575501e594aea23433
76,CC1O[P+]C(N2C=CC=CC2(Cl)Cl)=Nc2ccncc21,36159f45574d9fc4a69f3182de6636d15cb8cc423789ab00de1acd940f6032bd,-6.006,1.0,8.752612238640532,True,644eb2707f0d775e7708aa5816ff0b431ba3f1a3a5d0f969647469ec70ef9935,8d4122555a8a095dcde19f450ef5e144a3a080fe186696188429c68a2b6b87b8
77,NOCNC1=NC(c2ccc(Cl)c(Cl)c2)C2=C=C1C=C2,f2a9bc8e954844569e7240e4e4288ceceaf3470ee6aa4727fe9b333cffbf607b,-6.714,1.0,9.60006796850939,True,f252740e151d674bf69f22af3af9c7cd30f3839ff4cba221a7744458e9359110,fa49cd419f0d6a44662d7c28d273b5f9e4c7ab6a3bd283e6cb253a143731cf0a
78,Cc1ccccc1NS(=O)(=O)c1cc2c3c(c1)CCC(=O)N3CC2,5bab967e24617913e4b4bfb6840b74dbf5422dbbbb519c07c348e1963e9eaee5,-6.655,1.0,9.050321209769297,True,5702551f746047cd55fb5c430a225b6b344c180eead115efae5f34d76501db81,0a8aaca1cad3aa45d4f0248d1d5500e67a5333f8a80a20777ccd5b023d0aca41
79,CC=CC=C=[O+]CCl,3d62128232adff7db561c545bc59e1995ec1ecab448c0f1107d669e0786cd063,-3.911,1.0,5.427443781376275,True,fbb06a76faaf9ae179f798e57834aecfaf011c1ad98e0360d465430adf3d48d0,2b99fdb29ddde22bcdacd8ce14ba0561c91261da2429d2680ffd8685f693fe7d
80,CN(C)CC1=CC=C(CNC[C@H](O)C2=CC=CC=C2)C=C1,578d4e20f919c74db7f859e5e17441bc86cbfe557044123cbbfd801c4071833b,-5.283,1.0,8.061065748398285,True,ce473284d3e316bfbdb4e62b4d90da31bbc4acab0bfea511a3525d54d174db92,7ce14656a41b7c6bfc07672b61a6282957d70cacbc73a2916c443d48eb81c7af
81,CC1C=CC2CC(=NCNC3=[PH]=C(Cl)C(Cl)C3=N2)NCCO1,03844f8e545a8fb16a876f1b22844903ca2bd4fa6ca8f4e28a7d1db67bdbf544,-3.544,1.0,3.742564227905784,True,7de81a5704d8eba74a7d597139ce637d13667afca39532a52c08ca1e6ef8bd9d,c537098ad12e88823b2cb2921b162c62fc9f2166c133ad8f1e6074a711bb5923
82,CC(C)(O)CC(O)CNCCOC1=CC=C(Cl)C=C1Cl,1b895394dbf44c70948bd10f2ae343d3b1fbfbe9e7007e69a0f052dddf4c2bc5,-5.558,1.0,8.280479817015438,True,ce669d8d403fc027e317441cfa0fe4127bdaa8bf1cb0960d8fb9ce89df3c205b,80f1ad9eb96835daa24cf80b406be21d7f3061c18f5378452cdbd3d6b77a181e
83,Cc1cc(Nc2ccc(CNC(=O)[O-])cc2)n2nc(C(F)(F)F)nc2n1,6d96b97ad383de01eba8d23de654ce983fa80ffae2f82f88a350b4ddcd362c11,-7.682,1.0,8.364283352445684,True,b3f9628601428ffd8b12235bc90fa5041d477797e2e6e9b9a23e8fe06faed95a,13778a4a87a85945768830ee551b0c5efa8ae9ff6620269c3e2680237aabe4da
84,CC[C@@H](Oc1cc(O)cc2oc3c(O)cccc3c(=O)c12)C(=O)OC,923d44d038e5bfcf94f986cb84935c39d0c30e9872b242ba923de653955ff656,-6.555,1.0,7.835691035256559,True,6744948bc56507479722341a1a46bc743ec4c9af29e90c9afb9b8f307eab87e1,de4cab17ef416da5ba4ead17a922c7c4d6e2c3de5f36f51a0eedec23f9a77ba8
85,C=CNC(CN=CNCC=CC#CF)COCCCCCN=C,2dfabb3e7e7c8483520d2aea446a317fd0c69a178f6491856462a904e8de545f,-4.595,1.0,2.999210729508684,True,883cffa68935cd3b34fee2370a116edb809d068d2be7f6eeb03bff2d397fc25e,9edfd739b1245ce49531367f2948b8cfe55946a9b16b26c585fe2e7c86a2230a
86,CC=CN=CC(CN=C=N)OCCCCC,c251c399a7d620b8cf33befc02c08f1c887bd843505cd045a7a5e934afe06b7e,-4.538,1.0,3.6412177907947254,True,bbac0e650838a927f814b330b898d5bd8917f63796bdf397e5c279bf527d73a4,0082a99925ae7191ff658dd44167264f85c076a23d0bd8f463a2500c14e97a72
87,CCCCCN1C(=N)N(CC(O)COc2cccc(C)c2)c3ccccc13,069f1d6f890e437a1ceee3bd8a1cb9cab15c30718dac4f04d367cec4f2160e26,-5.561,1.0,3.4628554691179363,True,b7b779e3ea88827f6b45cb4cd2772a3bc82358b2d28f05295053bd01bd4647bf,95c52d5e9c8de6a99638b23efd6ad4e2d1b2efc3b8747b355c85e5971f6c7230
88,COc1ccc(-c2nc(NC(=O)c3cccc(C#CCO)c3)sc2C)cc1,ea0460bf13fe52d6e9a4fabdef11f21d58783d2cbf7f39b7fbf0c61f29710c6b,-6.429,1.0,3.09099935296014,True,878268ae57c2036759c9bf64f0efcf805136d34e6bb0474fd29fe9c0a814b561,692e2380260e4cf4bd050a057609cd848d95656ed430dd5970abc3260f91722a
89,CC12CCC=C1C(CO)NC=NCNC=CC=C2Cl,4990c26f81714fe6cf6f9e7a2aa5240a7b788d46e469a0b904b1025cbd2a25a2,-4.408,1.0,2.663347705426387,True,24ce924df520457886acd6b3eb413ddab0ffe085be52bc2914eae37632f3245b,4c06f5a71d037e14aaf5f1eccf94509a17257ba02abf3e0753f6e3e2512f1391
90,CC(CCl)=C(Cl)N=C(NCCO)c1ccccc1,1f5e6e921196d1b999c244c58b00f625488880dea8ad205e3d43bcf2a2934d21,-5.678,1.0,8.920952751808521,True,d1e61b0d4a62781ffbc65365f8e18f9b545501ef568841f21a7b9613eb5178cd,297b24a85fc1f168b4bc3d1495350ac87459de528415ad8bbb863a5d119b1171
91,CCNC1=NC(NCCC#CCO)=NC(NC(C)(C)C)=N1,cda698ae87cb5a83ae7f1e8eb740465873f2b7a1cc2338ac628e25d584337d29,-5.754,1.0,7.743886750204964,True,fd5415a14d677723eff87f3cf282edbe4fd619254694688618a00550db259c77,c0d1bbca9d4f603857da4f8d23c05f2b7e5ee5a80d3cb52356acb2b82f10693d
92,CCOc1ccc(-c2cc3c(SCC(=O)Nc4cc(Cl)ccc4OC)nccn3n2)cc1,cd07282a9eff0da7f11816d05b1454646f9a6b4cc2f3ab0efb46e34d9bb6ca7b,-6.147,1.0,8.955964158034579,True,4248b375e34ad0eab2066d7348988668e07e6e32acd9d7d4c1c6ec478bf43fb3,05f090fa2f6f1ab92cb143f3b3f940c479e998bfa1445fe9da2ba3f39f0d06b4
93,Cc1cc2ccc(=O)oc2cc1OC[C@@H](O)C(C)(C)O,8b50f8d1a6ee60af9d239d0dca3bf3f2b56068ca4127869197bf5c8c5cd44d42,-6.909,1.0,7.724675850804356,True,694056872f796b53ec9679611f3c1d23d8c423f12a86911ebc2cdb79c87e1f52,e44e5a22905965fe66cc64b130a7f27c0bb2c4f32c9c9c0ab4d1219486578be9
94,C=C1[N+]C(=CNC(Cl)=Nc2ccccc2CCCO)C=C1Cl,dda0001bcfae31333cc33c13e4cb0a8562eed376bd5d01f92560df8e331d4520,-5.633,1.0,5.587917143265458,True,c35a7ce718c15f4c2b36974b8ae3ccded1f6906acaeb18bb0c2b96555e3006a1,d9aa6e5cd08f52d2ab62af34e1bed3be4d4b2833a056705c4088c08d9591a271
95,C=C1N=C2N=C(NCCO)C1C#C[P-](Cl)C=CC=CN2,8a51ba505d723d2bd1cf281ad16de59aee88eeb5c7ba0806b64f5a1f0fca89e9,-5.418,1.0,7.675087295920484,True,d19f1ef8d1955be6275cc41c85fb67995a88c83ab445989c3cae567fc75938b5,a6e3444e6c4a6cfa08baefafcb0d9d1c5642c24097a955706ad0a756e823b096
96,COc1cc(O)c2c(=O)cc(-c3cc(OC)c(O)c(OC)c3OC)oc2c1,10fd42bb3c02807cd6b9df820333c74217012acfe7d735dd1a8a26c0539a85ed,-5.848,0.9655172413793104,8.639290711626737,True,b08f733e473c90b268623ac20fd90476ec73397539727d1f461bb501c5f76f71,f143b3e873e91f42b0c23ed51be0157f88910e152a2195ea3e54ce9713294c25
97,C=CCOCCCCCN=CC#CC=CCC#CN=C(CNCCO)NC=CC=C(Cl)C(N)Cl,da61f07d29f9f9821d202e785ad2cbc2e9c32cf8659f71f68c97870b0fcd0e69,-5.543,1.0,5.090654378368266,True,00381ea3de5c5640dd818eb11f14f1a9b584d78aa2766626990c6a5da344c3d5,abf703331a1ad96c27f23ff1c48d23114c4a134463c488b8fed9b9b311ef5de0
98,CCCCc1c([O-])[nH]c2ccc(OC)cc2c1=O,3965dee09b6023d8885ca262398e31448db1672f156cb3bb1833cfd15f456e8e,-5.38,1.0,3.1726356550981416,True,1ac097678b71bc70b3178df459fc2f6c977b2ca92de28aee4b0f9eff92313488,f36d2b4dc8976dd6d4d21794ba1904c37ee1776a5f9250dc4dd394bdf557e15d
100,BC1=CC2=CN=[PH](Nc3ccc(Cl)c(Cl)c3)N([B+]CCO)C2=C1,7feaa1aa661517438ac8fcb35abf92f82e57e0fab69ede6cc8ec4b14d49d4cf0,-6.413,1.0,3.207101027407776,True,74cfe494d12fa4ec8f9cb50ffb5dc92d5f44701b8e2600d8e5b103b07aae0e2e,0e96cae8a817fdbc40dc952c58424ecc0b24487fd730c9bbe0a6f66a2f8d5a19
101,CC1C=CC=CC2N=CN=CCCCCOCC(C=C=CNCCO2)C=C1,a04338b7bf6c05bf7a9e9b7ffe5559a7b3b966da4854320d15381aedf65813a3,-3.204,1.0,3.412499084248963,True,c54c997487094e105a19a0e0a0d732de7256b6ea7b05c94ff0876a3a793e92c6,daba7cbb9f3838a1af3d4e991879fcf423fb7b97f05c69184ee5dfd54c756898
102,CCn1c2ccccc2n(C[C@@H](O)c2ccc(Cl)cc2)c1=N,a87fb096a49eff4362a814cf918da9a53787711079eb6023f5aaf38a3bfbb849,-6.129,1.0,8.809516842596988,True,b4bf1046b258ec29f56ad08b335502fd27875a3ba98e4be63773ae7dd2b60cfc,156bd0fc3264348a4868690a1e94dd2b17fd175c6c0c8b11ab97c73f313ac12a
103,NSC#CC=CC=CC(ONC1=CC=CC1)c1ccc(Cl)c(Cl)c1,a8c649a10929f536c65de2c35232726b331417a6ede3b2ca814c9729795e65e9,-6.475,1.0,8.273238181026823,True,3d675823d8b02901aa1736e39c776f67015d549f783b1eb77b83530852d90f64,784cb49e21d26184a6edf14d93e59dddd39f01f57321ba473eee92703af2896c
104,OCCNc1nc(-c2ccc(Cl)c(Cl)c2)nc2c1=C=CC=2,21cdca8ba2c9f3dc1121e93df716101b02ce978a54144b72693b904720920a6e,-6.378,1.0,8.094933044812665,True,60a6a5bd1f746ef4ccaf6e18c221aef52909afe752ceeec351b486366bd34d74,336f02731096932ab628a1f878fb9a5e3c068318286c228f23b610364762330c
105,COc1ccc(C2C3=C(CC(C)(C)CC3=O)N(c3ccc(OC)cc3)C3=C2C(=O)CC(C)(C)C3)cc1,4035d3f124f0dd874c1c35db499a00011bce0f748928c6401a13da0de5cf1702,-6.015,1.0,3.1609683642833266,True,a8e1ea47773679ca677af1a26c2900ca7acc8c11c9df202033ed855cc149b700,d620c2faa3e78671b60c638d370994c8d8e2f33a611ea2a61b1b26652014ac2f
106,CC(C)=C[C@H]1[C@@H](C(=O)OCc2ccc(C)c([N+](=O)[O-])c2)C1(C)C,877621d70650c770337b7f064e10560ecca9c2b87bbb13dfa52f788c35def91a,-5.544,1.0,3.5906213946892276,True,7cee79acc2ba862a13f0d2815e2be644ebc6292754b10950c281d743d097dea7,0d67ac95cf257aef9dcddb3be09e29c31b2113e5573566e08b05860550abc904
107,C#CCSCCNc1ccnc2cc(Cl)ccc21,7834527b1f3a9fd65abbb596825c85198045f84d338f8b00bb88f3f15b75dded,-4.813,1.0,3.595161609719377,True,85474e61940378cd073805bbc171f49adde8e69d15ecea60875aa0b703ca90b5,83bad95634600daeb08f9bb8b7b410c9d82b6adbe77025a42f211dd56a810b73
108,CC[NH+](CC)CCC[C@@H](C)Nc1ccnc2cc(C(F)(F)F)ccc21,4bf9f654b7c0a65cddef6d30b72ee1240c63354553f0e7e9fdecf62e526f34a0,-5.961,1.0,7.771610772549021,True,4a7a63cbaaa8e81c77c3692b9440baa6b9a43780abda0b1f987bad465cfeebe2,f90202774396bc8db7859c017726aa2e670e96c35c26e4a4cc9e22796cf8c913
109,[O-]N=CNc1ccc(Cl)c(NCl)c1,b08af55436519d6d54e57dd0f23f54c0af5d68796281572db06d270e2c0ba71b,-5.148,1.0,2.82757510952406,True,f4f44a40b94a61f122cf1309ab6f6da16bdd2e23a8041a5e3d9d04568e142d76,0950e7af0e9c8fdae97494bc6b9cc24a337b9b8d11d4c9759f72d07c5e7c4f23
110,ClC1=CCOCCc2nc(nc3ccccc23)CC=C1Cl,fde01756309425bf1cb4c2794d416866cf18df34c33fd29a27c4cd944e6c5e9c,-4.668,1.0,4.164806117936346,True,04a17f4821dc499d9a8323de7a1c76222464d4d6a7570cb62b96fb509bf6a013,4d5ce16dab898c68be923bb88f9d34c02fddac5fb72c6ddddbab757bd33ec421
111,C[NH2+]Cc1cccc(Nc2ccnc3ccc(Cl)cc32)c1,0fee41c7b27411b310e4f17fdd019178504d2cf186d1cfc5498b82e929658a8a,-6.767,1.0,8.680012442387396,True,2435834edc4c708943b02306eeac5b9eb25cba0a95ba321b707dd5d06f92465b,01f49f0122674c0123e3f311916407fc3b52d2c4ed2c9c4752478fbd152fbd6d
112,CC[C@@H](C(=O)Nc1cccc(OC)c1)n1c(=O)[nH]c2ccccc2c1=O,8914448c0aee74d1fe0fba702d28cb5ca7e8c790ef2ca7f21d67205297b9487a,-6.491,1.0,8.739259350768807,True,dcb941e5c41e872d1ff14262b7b327338cf045b4f66da9517777eae2e1e9206f,62adf2f7af1805017bdceecebbd0ef882a58c9543d52dd5a73f9c1c7443159a3
113,CC(Cl)C(Cl)=CCC1=NC2C=CC(N)=C2C(NCCO)=N1,94fcc50dc08a206d3ad7ecfa2aa52c1efa58543dd2b872b4c7a0483d65e0e2b6,-6.143,1.0,8.628738320287619,True,0f71a96907f3b76808c8721c4404a0b7f36ee58e8850df488922e77f23bfba90,233f2e3ef16c2ada8102062b5b63db53358f23e58af6b97f91b985ef25a75ea9
114,ClCCC1(Cl)C=CC=C2C=C2CNOC1,1d84d6ae1db57b1852f1c410ebc6c17fde9c5ef048a22e82e6cffc377f45b4e5,-4.254,1.0,4.734389084137468,True,5d08831a7aba185f1e781360b1364ae3c8ace13a52f0058a59088f5832232ba1,1b6d12d1cf2d14ba26e78a62baa406032317b346d44067d3db851ff3fb5aa5a3
115,NC1=CCN(c2[c-]c(NCCO)c3ccccc3n2)C(Cl)[O+]1Cl,54c8ffb9467a7a1046cbec5ca6a30c6008a9f75f0fad47b947b472295aeb6b0a,-6.537,1.0,4.315756017200231,True,b293cf0380ed2651c05ab93432ffe033d7c452f034bf3e4c51ed499f7678dbe0,52e2142a079932ac00bd8a61acd3d9cdc86b9ec2789e58aebe4c870b2ff936cc
116,C=C(Cl)C(Cl)=C=CNc1nc(NCCCNCCCC=CCOO)c2ccccc2n1,8655470d7f970730800344b1b61a40b1a9bf8f0129cd3729af23d8e6b96e875e,-5.035,1.0,3.5123298535302756,True,6cfa85bd14ae1ed4c1f20bb0cd53b55ed4cee3452bd7d4f09668be6139074187,8645e5e976f69e14e0b6a37d17b051b46df1f0b415a21206c95340f990f84248
117,C=C(Cl)CC=CNc1nc(NCCO)c2ccccc2n1,a0201955a9b3abd6098421bb9d9ac30adb8361f7e78d7e571cd5876df6475ebe,-5.99,1.0,8.479417079021411,True,356a2bc125b84c6de8eb83f75d36bdacd708c8f3da2d63cc4ca850f5e64491b1,02478fcc94fd7fdead8f308e834a65e544175cfd1030b2a8755b040774d52a61
118,CCCOCC(=O)NC1=NN=C(CC2=CC=C(OC)C=C2)S1,d8dc977fa36cc63aa6fd710283f5a102c727651d6f4e877d44e11a072e4c5329,-5.238,1.0,7.9973279287522026,True,88883ac633545ba99bc39571762541da6a6a287eb844eea440ef1a01ca6d3054,7bd237b9e4a4ff28b2aa2a3e3066eb2b9af63764c24f17de0cbed731d2eb5a49
119,OCCNC=N[C+]1NCCC(C=C(Cl)Cl)CN1,73e8752d5b3908cceeae2249c650c56d371829c4339468aca8781da0d3939e8a,-4.059,1.0,9.680520337254606,True,12ee2011dedc15e03642eeb3e4154dfc2f39f3ddfc30ababc500d453d54c4789,0fc64e5e06cd6198c3bfe11ce79f474dce4da219c2502f4fb51d0ad1766255b5
120,Clc1ccccc1NC=Nc1ccccc1,3006fe749c080c710b5dd8abe8ce7e2b0cdca7119d167270827d74416a7cca9c,-6.105,1.0,9.666355311077698,True,677cefe93243582d004fe971e2751d342bcb617fc255bedff37d793332673753,b517b162abf8756bcc06caa782c5d1adc088db21c7008c6c0b121e1a25edbf88
121,[P-]CNC=[S-]NC(=Nc1ccccc1)ONc1ccc(Cl)c(Cl)c1,bf7180bcb339d5abaf6a5dbb72eb1cfea3201cfde771bcfc4cee484bedb0270b,-6.077,1.0,7.197527978410366,True,cff1a363cb32c3b6e5b1e4fa7adf2ad2344df2c7c08e53f9ad0cb02f2ab93fec,9437b67333e8e83ecb4b8eb627fa03f46bde27fb7927e2eae6a8eb48a73fff5f
122,CCC[C@@H](C)[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,d8e12b526bdb2b7bdc6dc587436069326902bd7f9fda0d5369c417a6d0711a9e,-5.597,1.0,9.043545046053568,True,20b758e5de18bdb267b57629353cd0f9cb5d6928ac6ee841b16df7b8ff86ee79,377bc729751c914c06fc61da8659ad0ee1164f320520bc30a54b33d1f70f37c3
123,C=C=CC=C1CCN(CCO)NC(NCC=CC(C)Cl)=NN1,6ab1450303674f443689df4c85656a90808586c9405308eff9c1d32b28deea09,-4.979,1.0,9.164705505361315,True,23907ccb9bbb99aa02985cd76c44f2d53832760d4c04c079e023dc49d02bf31a,ad1f662be4057da3959eaf2160e7bd8216103191b1e663bbddec3ee0ef2bbc99
124,Clc1cc2cc(c1)NC1C=CC(Cl)OCCNC(=NCN2)C1,a677fb538695a661bcc48d2604c7041b65b459fd0b35d15cddafae667bfe4efa,-3.4,1.0,4.8846541330988815,True,5cf3a2320bbee73997d9cce41d8f606040c11d2a7819e0b311db036c882eae3a,0f94dc18c0fb557ef45237d2fcd56a61a9ec3f8b5a7045b83bd8019c3d68460d
125,C[C@@H]1CCCN(C(=O)C2=CC(Cl)=CC=C2Cl)C1,b1a2a7d39d2680dbfd75f7d9e8755255f4f38618f9b41af3526d46d43097028c,-5.706,1.0,8.852165215358331,True,9780930fa69af363227d438398f2077c32bca2e7f71872e3035478737fc3376b,a146632f68ea352ae8a5db857e91c6a53a2bef36f719fcb970c5f4669fc8aa83
126,COc1ccc(CN2CCN(Cc3cccc(O)c3)CC2)c(Cl)c1OC,8c61d6e159acebd74023db3e26e949f4c22cb020514576eeceb88034311800cf,-6.291,1.0,8.876990818965625,True,7c0efded25bf34d1227bd37c158f34ac1ebf6913b1ec6245ab811d4223138e8f,c40a9af0e29bb2156c6dafb2a816ef9a935f48d35d1aa39e0925c98ada3fcb96
127,ClC=CCC1=NC(=CC=CCCCOC=CCl)CC=N1,1f6e5f8bd6da2985f77abfdb392596612c2d893ecee1505dd70828caa9588921,-5.008,1.0,8.048565959225284,True,cf59d2ff63e2b06517701a87294afaf429686437cf340742a8037847df22a909,056813c28f27c1fbd075627dc1893e9c7f63018a0090662e5bac2ea9e9ebbe40
128,CC=CCNC1C2=CC(C2)N=C1Nc1ccc(Cl)c(N)c1,c39118267e79e25da3063105f21a07f019e0e5a43ade3565d7ea05c0befe1661,-6.137,0.96,8.537144136067987,True,161006b2572cbe72eee5070a9f6514393fa297be21b17779321b1c5861782c20,fe79453aad371cf33c2ce09436c7e5ae6138b50c4b7bdf4627703f50a574bfc5
129,COc1ccc(C(=O)Nc2nonc2-c2ccc(OC(C)C)cc2)cc1Cl,1b3ff809ea36349023c5d2967b3040ed0292260e793c9c9bed0c470e24ae915f,-6.422,1.0,8.35588086320048,True,0cb705c0277b06b2705abba960e6719ec70bfe46bd07022ec702e2509d1482db,52ea4562fbb28d7a5dfd65ddcea8dd5bb269a2ecd4805378c3e7b7c33203368c
130,ClC=CC=C(CCl)NI,ed887ac357f151b479d1bf6b35f8b27fc60db747836c923830ba44afc302c7ea,-3.928,1.0,4.699800953231957,True,fa6a28ccccead4f82851688d215c8a9e156ac5bfba3e0f6346d2bca9d7eca4a1,b92a4eb27df986263c702c8df76dee84f082bd0c078f78bc0db79decfe933da3
131,Cc1ccc(NC(=O)Nc2ccc(C)c(F)c2)cc1,3883cb3e81f272b20f589217785d56c7017f6bc8ed7c916f4c0ab32430479ed7,-5.758,1.0,4.766747948024941,True,80d6f06b958b4f321c59b82c4a9f9a3e70936712f2140bc136b0688b41cb2a16,147bb23b6e3c4c1496b7c3dea9aadac040d0018f9017dfec46fe2dcc2039b786
132,C=C[C@@](C)(O)C(=O)Nc1cc(S(=O)(=O)CC)ccc1O,e3a194a6d544da6e7c3c2b06a8368d21289011bdd1c93b989678d7816a215b3f,-6.806,1.0,8.06422445124142,True,cae012e43c9f3d601b0cf989c5898d0d103251a26ffaff0740b056f3522c34d4,f44ea3fb18dd242a9c39fd23dc6a25ec21f80a02fd1bef03afe49d1df3035f54
133,CC(=O)C1=C(F)C=CC=C1N(C)CC(C)O,622ad2b641f610df4e4150e7115076f1932239b2d584f197a42b1063703a6335,-5.081,1.0,3.0592221233509678,True,d92896f375b611e9d5f3cb74d04d5609b80ccd196737c7ff70bc456b25cd86ae,6a7dc4eb2d3d03ae8a00f7c9ec83d3085e13f25d42ae73cd15861d678d850f51
134,CC(Cl)=CCNOC(N=CBr)=NC[O+],370cd19420206f3cda38e275a9f67d81e5fb6883d1abd83baa53e4964260ce00,-4.953,1.0,9.144386529450733,True,7be4cd4bad9974943711b6c16524f0f1e55c13ecaa4593a0c1b1b31a07239403,44d671f9cb3f38b46c32b242e765a8f9265ac72df0a7ba749df205db3b6d6782
135,CC1=CC(F)=CC=C1C1=CC=C(CNCCCCN(C)C)O1,bf803fabe5c28ece73698d51d668e0e7769fe0ee3098ce9875e8ec8b7a044ebc,-5.367,1.0,6.9717063908343135,True,e483643b5968eac48f12d687ed3455cef81abab20dc35060f91018dd9bf9ff7e,bf7e183adc3889e971049f93975825c906bb9092d80d324b5bb219b77b3e260b
137,FC#CC=CC=CCOC=Nc1ccccc1,30e36454f8017eed6e783232566e4b4670fca16bc1fa8aed5f454d178ec40ac2,-5.691,1.0,8.64819842510566,True,989472ca9f12f91f60c2a7dbd8a3d4798c4f673fa4cb2a277d814ddc143f7937,27628239660b91f42ac0d50721791babb695a1a8cef4c279dbfef05b28d51225
138,CC1=Nc2ccccc2C(NCCO)=NCC=C(Cl)C1Cl,8a084e8f1869f8c524b4f812622c449cbaee56cf6f563a252531e0d50bb42786,-4.79,1.0,8.565722911698698,True,edcf1cba55e8de6dedea2d9f4e149f946ab45bef88de0560c8a97936f72add39,8db13365400b2cd1178ea5d2d9da87eab143dbadaa9b648bccffa32709aae6ad
139,Cc1[nH]c2ccccc2c(=O)c1OCCSC(C)C,e318a8c583be3407e6409a87df842c846c02758b024230c0b93f34c0ff5a4209,-5.662,1.0,7.833171835214647,True,5d5dbd954db70bbe71b30e05e5a52197e6d3351fbc11a145ebe0431677217d0c,6b94938fc90f40cb5462633ab12017b7ca3c5597a8c4adb9419b77e512b17185
140,Cc1sc(Nc2cccc(C)c2)nc1-c1cc(C)ccc1C,ab00a95a2febbc94e3c7d9e4d5c2fb70401c231bb9bd841dcf6dbf70440ad4c4,-6.167,1.0,8.457976176367488,True,34f897fd4cc3fa763167b388e617d5279dade1c2e2375dcebbbf5e342151544f,e9b5a4ba8460cfdf02366228f925b537918d53f83f8c83a6c2476e4a7f42dd51
141,CC=CC1=NNC2=C(C=C3NN=C=CN3CCC2)C(=CC)C(NCO)=C(Cl)C1Cl,bb5335af4b95255c149bc7992f1511cff07bbb5580fd431537eb2e8071be0909,-4.49,1.0,9.674249428250233,True,9318c9bf206f37f441e9c1de7fb9f0985737dba8eddde96bb81256282e000292,1a43fb011266914d2bf5c07f87652ee22513798ca6622d4b490dd920822666ef
142,OC[C@H]1OC(Oc2c3ccoc3c(c3c2ccc(=O)o3)OC)[C@@H]([C@H]([C@@H]1O)O)O,d58707e712b7fb6ed94ad9933c72da1c84099ed1bddb95e2728f89428aa3e1ff,-6.34,1.0,7.850013694255571,True,c2e8c3511844288198352f776ff20fee30e57f9a3120866acb0d7708384961fa,cf067116eb92a6879de48da1481b9a61eb78bb75a71cc127e46d15885e175d87
