partition,model,descriptor_mode,seed,fold,best_val_auc,test_auc,test_ap,test_f1,test_bacc,n_test
canonical_random,GIN,native,0,0,0.9134432496078584,0.9173535010546894,0.9681059253905664,0.9120477928974444,0.8037968822349127,3968
canonical_random,GIN,native,0,1,0.9055933339718418,0.9060710320243104,0.9619884679946131,0.9077231695085256,0.8032383242487993,3967
canonical_random,GIN,native,0,2,0.9117722579738539,0.9101512694440902,0.9604556359402912,0.9076740640352363,0.8181408116048281,3967
canonical_random,GIN,native,0,3,0.9101687612581046,0.9144038340983467,0.9647006099646107,0.9117889530090684,0.7956011398168218,3967
canonical_random,GIN,native,0,4,0.9146370789581056,0.9017050767138426,0.9626167705848733,0.9007383100902379,0.7677664730226529,3967
canonical_random,GIN,native,1,0,0.9179045147017696,0.9111768874461246,0.9642822264273839,0.909212730318258,0.808777074651438,3968
canonical_random,GIN,native,1,1,0.9072933639441952,0.9123191394130648,0.9656006398054542,0.9086999669202779,0.7930328331527052,3967
canonical_random,GIN,native,1,2,0.9151659391054603,0.9159605898571974,0.9668812754993283,0.8975914053023739,0.8240419402652046,3967
canonical_random,GIN,native,1,3,0.9170216955269609,0.9176521526626715,0.9678467816473094,0.9072478459199189,0.8142722478112117,3967
canonical_random,GIN,native,1,4,0.9134307327997256,0.9039506433550086,0.9618930438282903,0.9040779263661879,0.7817291294785158,3967
canonical_random,GIN,native,2,0,0.9038532320787236,0.9058327400186209,0.9621786000880607,0.9036689562740827,0.7980706899212842,3968
canonical_random,GIN,native,2,1,0.9245912311654982,0.912635736750393,0.9671456374436518,0.9097544790975448,0.7985375095626673,3967
canonical_random,GIN,native,2,2,0.9096881020886889,0.9137376017361554,0.9654020841843591,0.9080012957563978,0.7673530868821454,3967
canonical_random,GIN,native,2,3,0.9080594395489489,0.9089635728781504,0.9632230319360382,0.9088808187520634,0.7911193035721875,3967
canonical_random,GIN,native,2,4,0.9063491817665583,0.9099432482255939,0.9650580130703653,0.9035482258870565,0.7909986081006417,3967
canonical_random,GIN,native,3,0,0.9076496929918522,0.9047798760926534,0.9624750855728135,0.8841921397379913,0.8080104954468282,3968
canonical_random,GIN,native,3,1,0.9237677984665936,0.9120513515236518,0.9662602026296612,0.9070038263184163,0.7963088768115942,3967
canonical_random,GIN,native,3,2,0.9272296578897993,0.9044593241319223,0.96161925117383,0.9084130329064678,0.7691382841387224,3967
canonical_random,GIN,native,3,3,0.9160174082415242,0.9215517619214587,0.9698716456635573,0.9157773764570678,0.7986997096667942,3967
canonical_random,GIN,native,3,4,0.9114010691882204,0.9087303168430447,0.9639186948731882,0.9075247846578904,0.7703724658931532,3967
canonical_random,GIN,native,4,0,0.9063668984385838,0.9152962341526885,0.9652371297431394,0.9015883977900553,0.8279466995935587,3968
canonical_random,GIN,native,4,1,0.9122125139792356,0.9021197910025927,0.9617843368367633,0.897091342064977,0.8022100054719707,3967
canonical_random,GIN,native,4,2,0.906438464582509,0.9128977139912448,0.9674704949107495,0.9071323649420597,0.7745184466509414,3967
canonical_random,GIN,native,4,3,0.9238127239687517,0.9072743343321007,0.9617928557014183,0.9049235993208828,0.815274335660249,3967
canonical_random,GIN,native,4,4,0.9120675802630289,0.9110525840452207,0.9656263915048535,0.9094196942298208,0.7874620813676739,3967
