partition,model,seed,fold,best_val_auc,test_auc,test_ap,test_f1,test_bacc,n_test
novel_101,ChemBERTa,0,0,0.9248883402158115,0.8041497901366905,0.8788500526767752,0.8374157991426822,0.7135761282747565,4626
novel_101,ChemBERTa,0,1,0.9303349652658345,0.7298838474225356,0.9169592999788748,0.8842897460018815,0.5848957613013273,4345
novel_101,ChemBERTa,0,2,0.9072671621192716,0.8075553734462305,0.9055822733159979,0.876963812886143,0.7047248609491772,3638
novel_101,ChemBERTa,0,3,0.9183212302303452,0.7509028140118978,0.8871866988785594,0.8196415235250186,0.6621296872925304,3662
novel_101,ChemBERTa,0,4,0.9195585194938675,0.8138870824302243,0.9257815958560099,0.8758169934640523,0.6435499611623414,3565
novel_101,ChemBERTa,1,0,0.9102366591518041,0.7511390690277218,0.9563413541765852,0.9171270718232044,0.5616920617357388,3805
novel_101,ChemBERTa,1,1,0.9254069840670068,0.7952118498105407,0.9068856874966248,0.857001321003963,0.6842395651488524,3965
novel_101,ChemBERTa,1,2,0.9269534876276451,0.6924917068996481,0.8786763446306192,0.873022539549209,0.5763708045892011,4215
novel_101,ChemBERTa,1,3,0.9224049642171699,0.7869648497663612,0.9037844130194566,0.8215796897038082,0.650811209439528,3842
novel_101,ChemBERTa,1,4,0.9128136999087804,0.7827504182241432,0.8490890513326969,0.796600566572238,0.6945322408053265,4009
novel_101,ChemBERTa,2,0,0.9089429048975908,0.832396877428812,0.9343108486470089,0.8432702606212067,0.7327669293642771,3907
novel_101,ChemBERTa,2,1,0.9175733960955904,0.8072520430517406,0.9210411736191169,0.854923053936949,0.6582058982357692,4298
novel_101,ChemBERTa,2,2,0.933055832626457,0.8134768437050072,0.8936686249189206,0.8225320271288621,0.7293653015517517,3962
novel_101,ChemBERTa,2,3,0.9281992931555263,0.7813896636847276,0.913463506244399,0.8763466795304712,0.6675278395231783,3862
novel_101,ChemBERTa,2,4,0.9259417761892534,0.7753229022750695,0.9247324829075345,0.8990158970476911,0.5997519411988376,3807
novel_101,ChemBERTa,3,0,0.9320496333454406,0.7448876067151156,0.9100979900812953,0.8835222605552817,0.6503460871426654,3687
novel_101,ChemBERTa,3,1,0.9013827655108486,0.8360721795943459,0.9569470381984365,0.9047276907601667,0.6042131835297714,3988
novel_101,ChemBERTa,3,2,0.9148656950963141,0.7821144684998833,0.8801644994912954,0.8293337308093606,0.6769670970670407,4616
novel_101,ChemBERTa,3,3,0.9183636217999286,0.8569468815053803,0.9445050553215003,0.8786106680843523,0.7177859851700912,3654
novel_101,ChemBERTa,3,4,0.9112176212512771,0.7761340820871004,0.8689364440281488,0.8400542189088445,0.656269088962169,3891
novel_101,ChemBERTa,4,0,0.9219391316845811,0.7496064325373394,0.8920302281116835,0.8517060367454068,0.6401777099535506,3874
novel_101,ChemBERTa,4,1,0.9261103176222539,0.7489735971631132,0.8919777052102358,0.8665158371040724,0.6495258472194521,3864
novel_101,ChemBERTa,4,2,0.9178761238218545,0.7514203540866122,0.8598103920249761,0.7813727323732934,0.6395082392324194,3862
novel_101,ChemBERTa,4,3,0.915474846625767,0.8241203818754141,0.9313451097881833,0.8544112713854412,0.6762829274353876,3886
novel_101,ChemBERTa,4,4,0.9231790179569643,0.8439642426489073,0.9503192644041378,0.914349276974416,0.7273361042199482,4350
