seed,hypervolume,front_size,smiles,mpo,syba,sa,rrs,pns
13,0.7187,54,CCOc1cccc(-c2ccsc2)c1,0.7383,68.7642,3.0000,0.1515,1.0000
13,0.7187,54,CC(OCNC(N)=O)C(CCCc1ccccc1)Nc1ccc2ccccc2n1,0.4538,91.3851,3.0000,0.0167,1.0000
13,0.7187,54,CCC(C1CN(CC)CCO1)C(N)(CN)c1ccccc1,0.8344,30.9140,3.0000,0.1892,1.0000
13,0.7187,54,CC(C)CC(NCC(C)(C)C)(c1ccccc1)N(C)C,0.7875,45.5186,3.0000,0.0330,1.0000
13,0.7187,54,CCCCC(CC(C)(C)C)C(N)(c1ccccc1)N(C)C,0.7435,41.6253,3.0000,0.1754,1.0000
13,0.7187,54,CC(C)CC(N)(c1ccccc1)N(C)C,0.7665,35.8459,3.0000,0.0426,1.0000
13,0.7187,54,CC(CCCC(N)(c1ccccc1)N(C)C)c1cccnc1,0.4379,59.8710,3.0000,0.1918,1.0000
13,0.7187,54,CC(=O)OCN(C)C(CCCC(C)c1cccnc1)(NC(C)(C)C)c1ccccc1,0.4379,59.8710,3.0000,0.1918,1.0000
13,0.7187,54,CCCCC(c1ccon1)C(N)(c1ccccc1)N(C)CCCO,0.4277,61.9603,3.0000,0.1944,1.0000
13,0.7187,54,CCCCC(c1ccon1)C(N)(c1ccccc1)N(CCCO)Cc1ccccc1,0.4277,61.9603,3.0000,0.1944,1.0000
13,0.7187,54,CCCCC(c1ccon1)C(Nc1ccoc1)(c1ccccc1)N(C)CCCO,0.4269,52.1600,3.0000,0.1948,1.0000
13,0.7187,54,CCCCC(c1ccon1)C(NN1CCCCC1)(c1ccccc1)N(C)CCCO,0.5098,52.9378,3.0000,0.1923,1.0000
13,0.7187,54,CCC(CC(c1ccon1)C(N)(c1ccccc1)N(C)CCCO)CC(C)(C)C,0.5321,48.1150,3.0000,0.1918,1.0000
13,0.7187,54,CN(CCCO)C(N)(c1ccccc1)C(CCCCCC(N)=O)c1ccon1,0.3579,63.0580,3.0000,0.1944,1.0000
13,0.7187,54,CN(CCO)C(N)(CCCCCNc1ccc2ccccc2n1)c1ccccc1,0.2418,109.5975,3.0000,0.0240,1.0000
13,0.7187,54,CCCCC(c1ccon1)C(Nc1ccoc1)(c1ccccc1)N(C)CCCO,0.4269,52.1600,3.0000,0.1948,1.0000
13,0.7187,54,CCCCC(c1ccon1)C(Nc1ccoc1)(c1ccccc1)N(C)CCCO,0.4269,52.1600,3.0000,0.1948,1.0000
13,0.7187,54,CCCCC(c1ccon1)C(N)(c1ccccc1)N(CNC(N)=O)CNc1ccc2ccccc2n1,0.2187,93.3146,3.0000,0.1647,1.0000
13,0.7187,54,CCCC(CC(Nc1ccccc1)(c1ccccc1)N(C)C)NC(C)=O,0.4744,80.4775,3.0000,0.1791,1.0000
13,0.7187,54,CCCCC(=O)NC(CCC)CC(Nc1ccccc1)(c1ccccc1)N(C)C,0.4744,80.4775,3.0000,0.1791,1.0000
13,0.7187,54,CCC(C(C)O)C(CC(Nc1ccccc1)(c1ccccc1)N(C)C)NC(C)=O,0.5335,47.6752,3.0000,0.1970,1.0000
13,0.7187,54,CCCCCC(Nc1ccccc1)(c1ccccc1)N(C)C(CC)CCc1ccccc1,0.2200,80.5499,3.0000,0.1667,1.0000
13,0.7187,54,CCCCC(CC(C)(C)C)C(N)(c1ccccc1)N(C)Cc1ccccc1,0.5107,61.6672,3.0000,0.1667,1.0000
