seed,hypervolume,front_size,smiles,mpo,syba,sa,rrs,pns
17,0.7721,77,CCCC(CC)COCc1ccccc1,0.6542,67.9809,3.0000,0.1746,1.0000
17,0.7721,77,O=C(O)C(OCc1cccc(-c2ccoc2)c1)c1cnccn1,0.7528,71.0164,3.0000,0.1446,1.0000
17,0.7721,77,CC(C)(C)CC(C)(NCC(N)=O)c1ccccc1,0.8405,53.8873,3.0000,0.1146,1.0000
17,0.7721,77,CC(C)CC(O)c1ccc(-c2cocc2-c2ccccc2)s1,0.6500,44.3937,3.0000,0.1833,1.0000
17,0.7721,77,CC(COc1csc(-c2cocc2-c2ccccc2)c1)OCCO,0.6557,32.6124,3.0000,0.1781,1.0000
17,0.7721,77,CCNC(=O)NC(Oc1csc(-c2cocc2-c2ccccc2)c1)C(C)OC,0.5361,36.4590,3.0000,0.1975,1.0000
17,0.7721,77,CCCCOCCCOc1csc(-c2cocc2-c2ccccc2)c1,0.4017,69.1131,3.0000,0.1867,1.0000
17,0.7721,77,CCCC(C)NC(=O)NC(Oc1csc(-c2cocc2-c2ccccc2)c1)C(C)OC,0.3833,47.9840,3.0000,0.1975,1.0000
17,0.7721,77,COC(C)C(NC(=O)NC(C)CCCNC(N)=O)Oc1csc(-c2cocc2-c2ccccc2)c1,0.2142,57.3290,3.0000,0.1954,1.0000
17,0.7721,77,COC(C(NC(=O)NC(C)CC(C)c1ccccc1)Oc1csc(-c2cocc2-c2ccccc2)c1)C(Nc1ccc2ccccc2n1)c1ncccn1,0.0890,106.7263,3.0000,0.1748,1.0000
17,0.7721,77,COC(C(Nc1ccc2ccccc2n1)c1ncccn1)C(Oc1csc(-c2cocc2-c2ccccc2)c1)N(C(=O)NC(C)CC(C)c1ccccc1)c1ccsc1,0.0926,113.1946,3.0000,0.1712,1.0000
17,0.7721,77,CC(Nc1ccc2ccccc2n1)N(COc1csc(-c2cocc2-c2ccccc2)c1)C(=O)NNc1ccc2ccccc2n1,0.1031,82.3837,3.0000,0.1932,1.0000
17,0.7721,77,CCN(COc1csc(-c2cocc2-c2ccccc2)c1)C(=O)NN(CC(C)C)c1ccc2ccccc2n1,0.1454,71.1715,3.0000,0.1889,1.0000
17,0.7721,77,CCC(C)(C)CC(C)(OC)C(C)(OC)C(NC(=O)NC(C)CCCNc1ccc2ccccc2n1)Oc1csc(-c2cocc2-c2ccccc2)c1,0.0610,123.1314,3.0000,0.1698,1.0000
17,0.7721,77,CCCCCCOc1csc(-c2cocc2-c2ccccc2)c1,0.4332,62.2382,3.0000,0.1757,1.0000
17,0.7721,77,NC(=O)CCOc1cccc(-c2cocc2-c2cccs2)c1,0.7496,66.3389,3.0000,0.1519,1.0000
17,0.7721,77,O=C(CCOc1cccc(-c2cocc2-c2cccs2)c1)Nc1ccccc1,0.4165,128.7826,3.0000,0.1412,1.0000
17,0.7721,77,CC(C)(C)CNC(=O)CCOc1cccc(-c2cocc2-c2cccs2)c1,0.5771,102.2924,3.0000,0.1625,1.0000
17,0.7721,77,NC(=O)CCOc1cccc(-c2cocc2-c2cccs2)c1,0.7496,66.3389,3.0000,0.1519,1.0000
17,0.7721,77,CC(C)(C)CNC(=O)C(COc1cccc(-c2cocc2-c2cccs2)c1)CC(C)(C)C,0.3901,75.0264,3.0000,0.1852,1.0000
17,0.7721,77,O=C(CCOc1cccc(-c2cocc2-c2cccs2)c1)Nc1ccccc1,0.4165,128.7826,3.0000,0.1412,1.0000
17,0.7721,77,CC(C)(C)CNC(=O)CCOc1cccc(-c2cocc2-c2cccs2)c1,0.5771,102.2924,3.0000,0.1625,1.0000
17,0.7721,77,NC(=O)CCOc1cccc(-c2cocc2-c2cccs2)c1,0.7496,66.3389,3.0000,0.1519,1.0000
17,0.7721,77,O=C(CCOc1cccc(-c2cocc2-c2cccs2)c1)Nc1ccccc1,0.4165,128.7826,3.0000,0.1412,1.0000
17,0.7721,77,NC(=O)CCOc1cccc(-c2cocc2-c2cccs2)c1,0.7496,66.3389,3.0000,0.1519,1.0000
17,0.7721,77,CC(C)(C)CC(COc1cccc(-c2cocc2-c2cccs2)c1)C(N)=O,0.5781,61.1615,3.0000,0.1948,1.0000
17,0.7721,77,O=C(O)CCOc1cccc(-c2cocc2-c2cccs2)c1,0.7260,49.6222,3.0000,0.1538,1.0000
17,0.7721,77,NC(=O)CCOc1cccc(-c2cocc2-c2cccs2)c1,0.7496,66.3389,3.0000,0.1519,1.0000
17,0.7721,77,O=C(CCOc1cccc(-c2cocc2-c2cccs2)c1)Nc1ccccc1,0.4165,128.7826,3.0000,0.1412,1.0000
17,0.7721,77,CCOC(CC(=O)O)Oc1cccc(-c2cocc2-c2cccs2)c1,0.5806,42.6581,3.0000,0.1852,1.0000
17,0.7721,77,CC(C)(C)CC(COc1cccc(-c2cocc2-c2cccs2)c1)C(N)=O,0.5781,61.1615,3.0000,0.1948,1.0000
17,0.7721,77,CCCC(C)NC(=O)CCOc1cccc(-c2cocc2-c2cccs2)c1,0.5118,109.4902,3.0000,0.1687,1.0000
17,0.7721,77,O=C(O)CCOc1cccc(-c2cocc2-c2cccs2)c1,0.7260,49.6222,3.0000,0.1538,1.0000
17,0.7721,77,CCOC(CC(=O)O)Oc1cccc(-c2cocc2-c2cccs2)c1,0.5806,42.6581,3.0000,0.1852,1.0000
17,0.7721,77,CCCC(C)NC(=O)CCOc1cccc(-c2cocc2-c2cccs2)c1,0.5118,109.4902,3.0000,0.1687,1.0000
17,0.7721,77,CCCCCCC(C)NC(=O)CCOc1cccc(-c2cocc2-c2cccs2)c1,0.3205,132.7485,3.0000,0.1591,1.0000
