Compound Names,Smiles,Set,source,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile,Canonical_smiles,standard_inchi,standard_inchi_key,NP_likeness,SA_score,Pfizer,GSK,Golden_Triangle,Rotatable_bonds
MMV665909,Brc1ccccc1C(=O)Nc2nc(cs2)c3ccccn3,Drug-like,StJude,360.236,4.2199,4,1,4,0.760963780242965,0,54.88,0.777959036827087,0.908305335044861,0.952972066402435,0.973919975757599,0.888784742355347,0.526667439937592,0.652325177192688,0.183891692757607,0.0878785341978073,0.540693712234497,0.408653336763382,0.433505380153656,0.0802283324301243,0.969261586666107,0.99996657371521,0.0306651653721929,0.107336818426847,0.936787378787994,0.300609350204468,0.042102662473917,0.682305073738098,0.140707452595234,0.97009744644165,0.266363736987114,0.866984784603119,0.678557395935059,0.374532097578049,0.913230133056641,0.470731264352798,0.681589162349701,0.453115808963776,-4.83136616347527,72.1804418703453,54.26558737209,44.8634255497912,-11.4624268695325,1.84042705338101,3.44757992732043,98.411901647905,-4.76818078232862,1.84645197902455,55.8743699108181,80.5738658394727,46.4715005816208,36.6808840635905,63.8037999224506,83.5595191934858,22.4893369523071,34.2380767739434,94.3001163241567,68.6700271423032,90.5001938735944,98.2939123691353,96.3551764249709,94.4164404808065,93.8735944164405,64.1721597518418,59.6742923613804,55.3315238464521,76.8127181077937,84.8003101977511,46.3745637844126,94.610314075223,91.7797595967429,76.6963939511439,87.1267933307484,99.3020550601008,90.7716169057774,72.5087243117487,96.8204730515704,93.3695230709577,87.5533152384645,64.598681659558,97.7898410236526,99.3796044978674,95.696006203955,98.1775882124855,95.2694842962388,74.0984877859636,61.3803799922451,59.0151221403645,78.4800310197751,79.9146956184568,84.9941837921675,32.027917797596,13.8813493602171,88.7165568049632,88.4839084916634,17.6424970918961,52.7336176812718,O=C(Nc1nc(-c2ccccn2)cs1)c1ccccc1Br,"InChI=1S/C15H10BrN3OS/c16-11-6-2-1-5-10(11)14(20)19-15-18-13(9-21-15)12-7-3-4-8-17-12/h1-9H,(H,18,19,20)",OGXCZPHWSGKJGK-UHFFFAOYSA-N,-2.20957049234405,1.95990162799837,2,1,2,3
MMV665940,CCOc1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1,Drug-like,StJude,293.322,3.7571,4,0,4,0.734689841491965,0,52.33,0.33745778799057,0.762895309925079,0.935553979873657,0.909220016002655,0.571834111213684,0.505171930789948,0.522421187162399,0.234992143511772,0.02292600562796,0.650485956668854,0.0946178875863552,0.328702041506767,0.0343711867928505,0.972221791744232,0.999852502346039,0.0146894595585763,0.136190168559551,0.723590064048767,0.19004680365324,0.127133668959141,0.52180352807045,0.0616685681045055,0.974833858013153,0.336634327471256,0.675786519050598,0.438937681913376,0.0633918829262257,0.576963841915131,0.148161706328392,0.320855095982552,0.331914755702019,-4.3685694955987,119.843206180206,80.5632584642867,6.33820312148015,-8.04832592084051,2.05354389589576,3.75914307866174,103.273084992576,-5.47370574499032,2.58275681991316,38.3094222566886,73.6719658782474,46.4715005816208,11.7681271810779,63.8037999224506,79.7595967429236,22.4893369523071,31.9115936409461,69.988367584335,52.3846452113222,84.7615354788678,95.696006203955,86.6614967041489,93.6021713842575,90.7328421868942,69.716944552152,37.8829003489725,67.0414889492051,54.7499030632028,75.6882512601784,28.9647150058162,95.153160139589,83.0554478480031,58.549825513765,89.2594028693292,96.8592477704537,84.4513377278015,90.0736719658783,95.0368359829391,86.4676231097325,89.9573478092284,68.0496316401706,91.5858860023265,98.3326870880186,78.5188057386584,88.3288096161303,80.6901899961225,37.4951531601396,53.3927879022877,88.4839084916634,95.2307095773556,91.0818146568437,48.4683986041101,65.8006979449399,22.1403644823575,93.0205506010081,94.881737107406,9.1120589375727,57.9682047305157,CCOc1ccc(C=Cc2nc(=O)c3ccccc3o2)cc1,"InChI=1S/C18H15NO3/c1-2-21-14-10-7-13(8-11-14)9-12-17-19-18(20)15-5-3-4-6-16(15)22-17/h3-12H,2H2,1H3",CCLAOBVTVUUPGH-UHFFFAOYSA-N,-0.552568808767436,2.1582803283406,2,2,2,5
MMV665891,c1ccc(cc1)c2ccc(cc2)c3nc4ccccc4[nH]3,Drug-like,GSK,270.335,4.8969,1,1,4,0.551284055776807,0,28.68,0.781193137168884,0.785374999046326,0.818482995033264,0.992138397693634,0.844087147712708,0.310739552974701,0.380682334303856,0.239334535598755,0.353642356395721,0.541631358861923,0.348231813311577,0.165377290546894,0.0355948198586702,0.946386647224426,0.999971437454224,0.0376812813803554,0.0354985143989325,0.962567675113678,0.512661904096603,0.408520066738129,0.753964495658875,0.126530489325523,0.932339704036713,0.667322129011154,0.811423432826996,0.613065940141678,0.353733450174332,0.852134430408478,0.336571735143662,0.738544225692749,0.841631472110748,-4.69268033606015,47.5042128901597,24.3559257634592,-52.1457882277794,-7.80613190381528,2.18533602847517,4.83475687089419,108.654071336119,-6.44984124606924,4.94095815637591,32.2605661108957,87.9022877084141,6.64986428848391,36.6808840635905,63.8037999224506,54.6335789065529,22.4893369523071,14.1721597518418,94.3776657619232,54.4784800310198,53.8580845288872,99.6898022489337,95.5409073284219,79.4881737107406,86.1186506397829,69.8720434276851,81.426909654905,55.3315238464521,74.2535866614967,52.2295463357891,29.7789841023653,88.3288096161303,92.4777045366421,80.3412175261729,63.7068631252423,99.457153935634,97.2082202404033,96.6265994571539,97.5959674292361,92.7879022877084,74.3311360992633,82.7064753780535,96.2388522683211,99.2632803412175,95.4633578906553,96.5878247382706,91.7409848778596,78.9453276463746,81.0779371849554,67.8945327646375,60.3334625823963,56.8825126017836,0.581620783249321,68.2047305157038,28.9647150058162,99.3796044978674,98.6816595579682,2.79177975959674,74.0597130670803,c1ccc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,"InChI=1S/C19H14N2/c1-2-6-14(7-3-1)15-10-12-16(13-11-15)19-20-17-8-4-5-9-18(17)21-19/h1-13H,(H,20,21)",SAQHCMSUQDTMSF-UHFFFAOYSA-N,-0.808357773251205,1.61296230175085,2,1,2,2
MMV665899,Fc1ccccc1C(=O)N(Cc2ccc(Cl)cc2)c3ccccn3,Drug-like,GSK,340.785,4.7211,2,0,4,0.688096928645357,0,33.2,0.232656645774841,0.935210144519806,0.93497838973999,0.650687402486801,0.985907554626465,0.567973947525024,0.900082623958588,0.068219243735075,0.237741470336914,0.697747874259949,0.831654357910156,0.449281135201454,0.0609956856817007,0.836774265766144,0.999991846084595,0.0038222571718506,0.0089837959036231,0.277224539220333,0.464653587341309,0.0308689285069704,0.316182082891464,0.0255585102364421,0.988306427001953,0.229100872576237,0.41627562046051,0.016444690246135,0.0556446023285389,0.74027606844902,0.0482303515076637,0.323995792865753,0.694706642627716,-4.49300973045975,124.498939986413,88.1297814247862,20.1894828240433,-9.96168827337987,2.34506914940258,3.51976058244712,89.9643198995938,-4.92061067130404,-0.418741828951629,51.8805738658395,86.3125242341993,16.3823187281892,11.7681271810779,63.8037999224506,72.7413726250485,22.4893369523071,17.2547499030632,57.3090345094998,73.2066692516479,84.6839860411012,87.2431174873982,99.457153935634,95.8511050794882,98.255137650252,40.2869329197363,75.8821248545948,72.7025979061652,91.9348584722761,85.73090345095,40.7910042652191,75.0290810391625,97.2082202404033,27.1423032183017,22.7995347033734,86.1186506397829,96.3939511438542,65.3741760372237,89.4920511826289,74.9903063202792,96.3551764249709,63.0089181853432,78.867778208608,64.5599069406747,76.3474214811943,93.2531989143079,64.2884839084917,38.1543233811555,71.8883288096161,80.8452888716557,95.8123303606049,93.2919736331912,67.2741372625049,46.6459868165956,38.4645211322218,89.7246994959287,73.3229934082978,15.2384645211322,33.113609926328,O=C(c1ccccc1F)N(Cc1ccc(Cl)cc1)c1ccccn1,"InChI=1S/C19H14ClFN2O/c20-15-10-8-14(9-11-15)13-23(18-7-3-4-12-22-18)19(24)16-5-1-2-6-17(16)21/h1-12H,13H2",ZQJNQURMLQTVGE-UHFFFAOYSA-N,-2.06744073594571,1.92739534579604,2,1,2,4
MMV665961,CCN(CC)CCCNc1nc(nc2ccccc12)c3ccc(Cl)cc3,Drug-like,StJude,368.912,5.09400000000001,4,1,3,0.561805028380032,0,41.05,0.835507881641388,0.992255675792694,0.918828046321869,0.982056629657745,0.101918543130159,0.177944858372211,0.0080628224881365,0.697777247428894,0.965265619754791,0.625140291452408,0.239853948354721,0.476988103985786,0.716593611240387,0.724445623159409,0.999016344547272,0.0949365772306919,0.0151685084216297,0.49193297624588,0.284466531872749,0.0294347556307912,0.106748020648956,0.0126940526533872,0.95913587808609,0.937015342712402,0.412045973539352,0.0295046908780932,0.0763072371482849,0.137226151674986,0.155394318699837,0.712358766794205,0.988134133815765,-4.71993926996956,54.3761079220107,43.4586753077129,199.088740258313,-7.58354240665976,2.55330983656726,2.39775566952866,104.5617944872,-4.38905006796445,63.0607769289927,57.9682047305157,89.3757270259791,46.4715005816208,36.6808840635905,20.9189608375339,56.0294687863513,22.4893369523071,23.962776269872,95.4633578906553,93.0981000387747,79.6044978673905,98.6816595579682,50.0969367972082,57.0376114773168,27.6075998449011,93.8348196975572,99.185730903451,63.4354400930593,68.6312524234199,87.4369910818147,97.5571927103529,66.1108956960062,66.1108956960062,90.4226444358278,36.2543621558744,92.7879022877084,90.034897246995,64.3660333462582,58.5886002326483,64.6374563784413,83.0942225668864,96.3551764249709,78.7514540519581,73.478092283831,81.3493602171384,67.8557580457542,81.3493602171384,77.2004652966266,99.185730903451,66.1108956960062,65.9170221015898,73.5556417215975,99.2245056223342,70.0659170221016,51.9193485847228,67.8557580457542,96.5878247382706,24.3505234587049,99.9224505622334,CCN(CC)CCCNc1nc(-c2ccc(Cl)cc2)nc2ccccc12,"InChI=1S/C21H25ClN4/c1-3-26(4-2)15-7-14-23-21-18-8-5-6-9-19(18)24-20(25-21)16-10-12-17(22)13-11-16/h5-6,8-13H,3-4,7,14-15H2,1-2H3,(H,23,24,25)",SNXTZYJOMPIHKM-UHFFFAOYSA-N,-1.77649524241684,2.06527072023289,2,1,1,10
MMV665929,CCCCNCC(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,Drug-like,GNF,338.278,4.619,2,2,4,0.722268166887923,0,32.26,0.0334812854416668,0.607973331212998,0.862360036373138,0.686604201793671,0.896874606609345,0.147820465266705,0.572804713249207,0.271497413516045,0.945459413528442,0.575139474868774,0.729429018497467,0.389646911621094,0.130199214816093,0.0923942431807518,0.999882364273071,0.0036266920855268,0.0049118364695459,0.0344620831310749,0.203112471103668,0.0542820490896702,0.138471385836601,0.0136012644506991,0.87784116268158,0.253878992795944,0.184438838809729,0.0008289779070764,0.0879184521734715,0.872733914852142,0.0601617373526096,0.740933585166931,0.923269462585449,-4.75694585482112,53.7948602465286,9.00849830912241,90.8678213920864,-6.79241863677836,2.58958195604606,2.62572922642981,89.5935413184847,-4.53661737102798,25.0490102651044,51.0275300504071,85.3043815432338,16.3823187281892,60.8569212873207,63.8037999224506,77.8984102365258,22.4893369523071,16.1496704148895,13.454827452501,38.5420705699884,62.9701434664599,88.7165568049632,96.6653741760372,50.1357115160915,92.2062815044591,72.276075998449,98.4877859635518,58.006979449399,88.56145792943,81.6207832493214,56.9988367584335,19.4261341605273,84.2962388522683,25.9402869329197,13.1446297014347,55.2151996898023,85.6921287320667,78.6739046141915,67.8169833268709,65.8394726638232,63.2803412175262,64.0170608763087,59.1314462970143,21.403644823575,83.3268708801861,97.16944552152,67.8169833268709,79.0616518030244,89.4920511826289,64.2497091896084,65.4517254749903,39.2787902287708,94.9205118262893,77.2392400155099,54.4397053121365,72.6250484683986,72.7801473439318,21.5587436991082,98.7592089957348,CCCCNCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,"InChI=1S/C18H21Cl2NO/c1-2-3-12-21-13-18(22,14-4-8-16(19)9-5-14)15-6-10-17(20)11-7-15/h4-11,21-22H,2-3,12-13H2,1H3",MNENUMVAFKDMEM-UHFFFAOYSA-N,-0.575717574870977,2.10785387827857,2,1,2,9
MMV666108,Clc1ccc(cc1)C2(CN3CCC(CC3)NC(=O)CCc4occc4)CCC2,Drug-like,GSK,400.95,4.5681,3,1,4,0.740062702638296,0,45.48,0.0940794728696346,0.954789245128632,0.699760556221008,0.0625614367425442,0.684994435310364,0.0767893053591251,0.116779868304729,0.403987598419189,0.973089981079102,0.795224142074585,0.78155130147934,0.0374833539128304,0.349964573979378,0.0548896551132202,0.999873065948486,0.0032697207061573,0.0076112271286547,0.0251123949885368,0.0607697494328022,0.0137439034879208,0.098425105214119,0.0030438886547926,0.949668967723847,0.803669130802155,0.487035685777664,0.0020820205565542,0.14550117328763,0.0884769380092621,0.0055969861801713,0.612854051589966,0.91042457818985,-5.44861963640839,27.9557119853949,34.3415481089685,64.0437022952404,-7.45039453856587,3.10163106540205,3.18260439711933,95.8364031615978,-3.45642817881691,3.47208569749051,65.4517254749903,84.7227607599845,31.1748739821636,36.6808840635905,63.8037999224506,80.8065141527724,22.4893369523071,26.8321054672354,31.9891430787127,77.2392400155099,36.4094610314075,54.5172547499031,90.577743311361,27.6851492826677,67.8557580457542,80.6901899961225,99.3408297789841,87.0492438929818,90.2287708414114,15.6262117099651,79.7595967429236,13.0670802636681,83.986041101202,24.1566498642885,19.8914307871268,50.7561070182241,64.7150058162078,43.3889104303994,54.7499030632028,41.8766963939511,79.682047305157,88.2512601783637,83.0166731291198,32.842186894145,88.9492051182629,61.9232260566111,29.740209383482,67.5843350135712,88.018611865064,25.2811167119038,41.7991469561846,65.6455990694067,90.7328421868942,71.6944552151997,83.2493214424195,84.5288871655681,84.0635905389686,42.1093447072509,64.6762310973246,O=C(CCc1ccco1)NC1CCN(CC2(c3ccc(Cl)cc3)CCC2)CC1,"InChI=1S/C23H29ClN2O2/c24-19-6-4-18(5-7-19)23(12-2-13-23)17-26-14-10-20(11-15-26)25-22(27)9-8-21-3-1-16-28-21/h1,3-7,16,20H,2,8-15,17H2,(H,25,27)",SQSMBCLFXHSESJ-UHFFFAOYSA-N,-1.1158946049746,2.41912720278232,2,0,2,7
MMV665948,Oc1ccccc1NC(=O)c2oc(cc2)c3ccc(Cl)cc3Cl,Drug-like,StJude,348.185,5.2113,3,2,3,0.638776343416399,0,62.47,0.31718752682209,0.591520941257477,0.823509132862091,0.982773792743683,0.912345385551453,0.376676535606384,0.883943676948547,0.152610930800438,0.418346607685089,0.627450466156006,0.441110640764236,0.291824892163277,0.0035044804448261,0.945833337306976,0.999982047080994,0.0062983390758745,0.0197172306478024,0.849881339073181,0.518091213703156,0.139965391904116,0.568429523706436,0.257377392053604,0.948534977436066,0.424062359333038,0.944545984268189,0.151228152215481,0.635468155145645,0.990731608867645,0.541116958856583,0.721974790096283,0.653153073787689,-4.72015136979454,108.547295352127,51.5029106991304,66.580593338528,-11.3115685835699,2.71474509521062,4.10824361985442,106.646457714342,-5.72093578982844,-5.71395416067122,53.0050407134548,90.1512214036448,31.1748739821636,60.8569212873207,20.9189608375339,65.2190771616906,22.4893369523071,40.1706087630865,67.8945327646375,36.7196587824738,54.8662272198527,98.7204342768515,97.0531213648701,85.8084528887166,98.0612640558356,59.4028693291974,83.4044203179527,63.8619620007755,78.0535091120589,71.4230321830167,6.59170221015898,88.2512601783637,94.7266382318728,37.1074059713067,44.3970531213649,98.6041101202016,97.2469949592865,91.0818146568437,95.7347809228383,96.5878247382706,79.2943001163242,72.1597518417992,99.0306320279178,91.7409848778596,98.1775882124855,99.7673516867003,96.6653741760372,77.8596355176425,70.2210158976347,66.1108956960062,92.6328034121753,78.1698332687088,91.2756882512602,33.2299340829779,62.6987204342769,96.1225281116712,97.7898410236526,7.1733229934083,6.5141527723924,O=C(Nc1ccccc1O)c1ccc(-c2ccc(Cl)cc2Cl)o1,"InChI=1S/C17H11Cl2NO3/c18-10-5-6-11(12(19)9-10)15-7-8-16(23-15)17(22)20-13-3-1-2-4-14(13)21/h1-9,21H,(H,20,22)",OOBLFXAIBBLOKO-UHFFFAOYSA-N,-1.56869923801201,1.95597787948271,2,1,1,4
MMV006188,Clc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NCc3occc3,Drug-like,GNF,382.869,2.6501,4,1,4,0.861633593635723,0,79.62,0.0367848437279463,0.745522367954254,0.801178681850433,0.0783197440207005,0.896972560882568,0.348168516159058,0.490574765205383,0.10793435126543,0.325682061910629,0.795632755756378,0.595069742202759,0.217838579416275,0.0668737225234509,0.613097089529038,0.999902307987213,0.0086425791494548,0.0278967322781682,0.0492747433483601,0.128714443743229,0.0163820257410407,0.159623867273331,0.0119537875056267,0.969659912586212,0.139636451005936,0.523237216472626,0.0046251794556155,0.0247349739074707,0.106008190475404,0.0065929556265473,0.234298005700111,0.388901716470718,-5.18550907539092,44.4514295958458,26.0633556980678,18.9414213544236,-8.45680246352822,2.86555695402455,2.66242073627845,95.5432391670311,-4.17376204222453,-0.546723038570943,61.1477316789453,56.3008918185343,46.4715005816208,36.6808840635905,63.8037999224506,96.5102753005041,22.4893369523071,53.1213648701047,14.8894920511826,50.6785575804575,51.1050794881737,57.1539356339667,96.6653741760372,83.3656455990694,90.0736719658783,50.9887553315239,79.8371461806902,87.1655680496316,83.6370686312524,61.2640558355952,42.3807677394339,60.5273361768127,85.4207056998837,43.9317564947654,55.7580457541683,60.7599844901124,77.8984102365258,48.1969755719271,72.8964715005816,63.4354400930593,87.2818922062815,55.6029468786351,84.9554090732842,44.6684761535479,61.5742535866615,64.4823575029081,31.8728189220628,26.0566110895696,57.8906552927491,37.5339278790229,57.5804575416828,58.1620783249321,65.9557968204731,61.8844513377278,71.9271035284994,73.2066692516479,83.5982939123691,28.1116711903839,32.2217913920124,O=C(NCc1ccco1)C1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,"InChI=1S/C17H19ClN2O4S/c18-14-3-5-16(6-4-14)25(22,23)20-9-7-13(8-10-20)17(21)19-12-15-2-1-11-24-15/h1-6,11,13H,7-10,12H2,(H,19,21)",LETUQHBGUBCUTE-UHFFFAOYSA-N,-2.35438906952342,1.97320963270969,0,2,2,5
MMV001230,CCOc1cccc2sc(nc12)N(Cc3cccnc3)C(=O)C4CCCCC4,Drug-like,StJude,395.528,5.2035,5,0,3,0.575292911959439,0,55.32,0.13594836294651,0.949082636833191,0.87627774477005,0.7843789935112,0.967417275905609,0.686954700946808,0.946777927875519,0.16126249730587,0.0827490162104368,0.722294211387634,0.970190620422363,0.0857616081833839,0.0681217685341835,0.776217186450958,0.999998068809509,0.0131366890622303,0.0567315865308046,0.665286207199097,0.466538709402084,0.0322879817336798,0.229945680499077,0.092744006216526,0.989722049236298,0.860572946071625,0.902711367607117,0.209940972924232,0.263120722770691,0.761355304718018,0.112572565674782,0.193280084431171,0.568737804889679,-4.68198146697874,112.179567458464,119.854355498829,9.05612699868491,-7.15831471451337,2.53117912018026,4.04908335434316,97.6978878428467,-5.1292624473241,3.03892594974982,64.4435827840248,90.1124466847615,59.1120589375727,11.7681271810779,20.9189608375339,57.5416828227995,22.4893369523071,34.3931756494765,41.2175261729352,76.1923226056611,66.4598681659558,91.8960837533928,98.8367584335014,98.8367584335014,98.9530825901512,60.6436603334626,58.821248545948,76.2698720434277,98.4102365257852,33.113609926328,42.7297402093835,69.6781698332687,99.3796044978674,55.9131446297014,76.3474214811943,96.0062039550213,96.4715005816208,66.6537417603722,83.3656455990694,90.4614191547111,97.2082202404033,90.8879410624273,98.4102365257852,94.2613416052734,93.7572702597906,94.1062427297402,77.0065917022102,19.4261341605273,67.3904614191547,68.5537029856534,93.4470725087243,98.1000387747189,52.8499418379217,73.7107405971307,50.2520356727414,95.7347809228383,87.3206669251648,12.6017836370686,61.4967041488949,CCOc1cccc2sc(N(Cc3cccnc3)C(=O)C3CCCCC3)nc12,"InChI=1S/C22H25N3O2S/c1-2-27-18-11-6-12-19-20(18)24-22(28-19)25(15-16-8-7-13-23-14-16)21(26)17-9-4-3-5-10-17/h6-8,11-14,17H,2-5,9-10,15H2,1H3",RNVMJWXSJBTWTP-UHFFFAOYSA-N,-2.12107242563807,2.31471898931557,2,1,1,7
MMV665918,Fc1cccc(c1)c2nnc3ccc(SCC(=O)Nc4ccc5OCOc5c4)nn23,Drug-like,GNF,423.429,3.3899,8,1,4,0.492202008093578,0,90.64,0.199932724237442,0.821174335479736,0.893987083435059,0.796162831783295,0.942593550682068,0.383392930030823,0.906274175643921,0.169637843966484,0.560060638189316,0.649798965454102,0.970089435577393,0.16620521619916,0.18786523938179,0.979255127906799,0.999857199192047,0.0072161371819675,0.0173811109736562,0.636208558082581,0.177444392442703,0.0151935068890452,0.123721452057362,0.16044003739953,0.860279881954193,0.865116012096405,0.679674649238586,0.101615436375141,0.0716901436448097,0.511898684501648,0.234640443325043,0.199128350615501,0.765434122085571,-5.11951431748497,82.193893746476,88.5585716355252,18.5015938883097,-9.83392608120238,2.34928664903535,3.62790119077541,96.2292476462651,-5.45278401753668,-9.16846265975882,70.3373400542846,67.6618844513377,82.3575029081039,36.6808840635905,63.8037999224506,45.8317177200465,22.4893369523071,61.0701822411788,52.0744474602559,57.8518805738658,71.4230321830167,92.0899573478092,97.8286157425359,86.1574253586662,98.3326870880186,62.039550213261,87.3206669251648,66.9639395114385,98.4102365257852,52.4621946490888,64.9476541295076,97.0143466459868,83.2493214424195,40.0155098875533,40.3644823575029,95.4633578906553,83.4044203179527,46.1806901899961,64.4435827840248,94.3001163241567,60.6824350523459,91.120589375727,91.8185343156262,88.4839084916634,80.3412175261729,85.9247770453664,87.6308646762311,20.317952694843,76.1147731678945,41.3726250484684,83.6370686312524,93.3695230709577,65.5292749127569,48.1582008530438,38.6196200077549,91.2756882512602,84.8390849166344,9.34470725087243,1.66731291198139,O=C(CSc1ccc2nnc(-c3cccc(F)c3)n2n1)Nc1ccc2c(c1)OCO2,"InChI=1S/C20H14FN5O3S/c21-13-3-1-2-12(8-13)20-24-23-17-6-7-19(25-26(17)20)30-10-18(27)22-14-4-5-15-16(9-14)29-11-28-15/h1-9H,10-11H2,(H,22,27)",HCHXPMOIMAHZOG-UHFFFAOYSA-N,-2.47647575476161,2.42947822854239,1,1,2,5
MMV665799,COc1ccc(cc1)C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccncc3,Drug-like,GSK,381.819,4.2482,4,2,4,0.69199123306189,0,80.32,0.376078706979752,0.433862084150314,0.94119223356247,0.61390523314476,0.818283402919769,0.355884736776352,0.785041964054108,0.141637213528156,0.356908652186394,0.627368116378784,0.887005412578583,0.263949489593506,0.209437085688114,0.968536925315857,0.999542307853699,0.0067396225407719,0.0190927017480135,0.783641457557678,0.368294984102249,0.0266574170440435,0.09598877876997,0.0649574834853411,0.867484486103058,0.52107937335968,0.563256800174713,0.1314209446311,0.315833458304405,0.834656739234924,0.482868355512619,0.207971465587616,0.648048329353333,-4.91649634457161,59.9722146918631,15.2939269014918,85.672875753301,-13.1437929284347,2.02177862983868,2.95371061474325,93.8077876020653,-5.92283724979291,-3.14857401777825,60.9150833656456,81.1167119038387,46.4715005816208,60.8569212873207,63.8037999224506,73.5168670027142,22.4893369523071,54.0907328421869,74.020938348197,26.4831329972858,86.8553702985653,86.5063978286158,94.8041876696394,83.986041101202,96.3551764249709,57.6580069794494,81.5044590926716,63.8619620007755,94.5715393563397,67.972082202404,67.7394338891043,94.1450174486235,73.749515316014,38.6196200077549,43.2725862737495,97.712291585886,93.2919736331912,61.4579294300116,53.702985653354,87.1655680496316,61.6518030244281,76.308646762311,86.6227219852656,90.8103916246607,95.0756107018224,96.3164017060876,95.6184567661884,21.8301667312912,70.0659170221016,53.8580845288872,70.259790616518,46.839860411012,94.3388910430399,19.2710352849942,20.7444746025591,79.682047305157,80.612640558356,5.8549825513765,15.9364094610314,COc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccncc2)cc1,"InChI=1S/C20H16ClN3O3/c1-27-16-5-2-13(3-6-16)19(25)24-18-7-4-14(21)12-17(18)20(26)23-15-8-10-22-11-9-15/h2-12H,1H3,(H,24,25)(H,22,23,26)",LDFWEYVSIXIDAD-UHFFFAOYSA-N,-1.61296666039884,1.80335353426559,1,1,2,6
