Name,Smiles,standard_smiles
swietephragmin B,COC(=O)C[C@H]1[C@@]2(C)C[C@]3([C@]1(C)C14CC[C@@]5(C(=CC(=O)O[C@H]5c5ccoc5)C51[C@@H](C3([C@H]2OC(=O)/C(=C/C)/C)OC(=O)C)OC(O4)(O5)C(CC)C)C)O,C/C=C(\C)C(=O)O[C@@H]1C2(OC(C)=O)[C@H]3OC4(C(C)CC)OC35C3=CC(=O)O[C@@H](c6ccoc6)[C@]3(C)CCC5(O4)[C@]3(C)[C@@H](CC(=O)OC)[C@@]1(C)C[C@]23O
swietephragmin C,COC(=O)C[C@@H]1[C@]2(C)[C@@]3(C[C@@]1(C)[C@@H](C3(O)[C@@H]1C34C2(CC[C@@]2(C3=CC(=O)O[C@H]2c2ccoc2)C)OC(O4)(O1)C(CC)C)OC(=O)/C(=C/C)/C)O,C/C=C(\C)C(=O)O[C@@H]1C2(O)[C@H]3OC4(C(C)CC)OC35C3=CC(=O)O[C@@H](c6ccoc6)[C@]3(C)CCC5(O4)[C@]3(C)[C@@H](CC(=O)OC)[C@@]1(C)C[C@]23O
swietephragmin D,COC(=O)C[C@H]1[C@@]2(C)C[C@]3([C@]1(C)C14CC[C@@]5(C(=CC(=O)O[C@H]5c5ccoc5)C51[C@@H](C3([C@H]2OC(=O)/C(=C/C)/C)O)OC(O4)(O5)C(C)C)C)O,C/C=C(\C)C(=O)O[C@@H]1C2(O)[C@H]3OC4(C(C)C)OC35C3=CC(=O)O[C@@H](c6ccoc6)[C@]3(C)CCC5(O4)[C@]3(C)[C@@H](CC(=O)OC)[C@@]1(C)C[C@]23O
swietephragmin E,COC(=O)[C@@H]([C@@H]1[C@]2(C)[C@@]3(C[C@@]1(C)[C@@H](C3(O)[C@@H]1C34C2(CC[C@@]2(C3=CC(=O)O[C@H]2c2ccoc2)C)OC(O4)(O1)C(CC)C)OC(=O)/C(=C/C)/C)O)O,C/C=C(\C)C(=O)O[C@@H]1C2(O)[C@H]3OC4(C(C)CC)OC35C3=CC(=O)O[C@@H](c6ccoc6)[C@]3(C)CCC5(O4)[C@]3(C)C(C(O)C(=O)OC)[C@@]1(C)C[C@]23O
swietephragmin F,COC(=O)C[C@H]1[C@@]2(C)C[C@]3([C@]1(C)C14CC[C@@]5(C(=CC(=O)O[C@H]5c5ccoc5)C51[C@@H](C3([C@H]2OC(=O)/C(=C/C)/C)O)OC(O4)(O5)CC)C)O,C/C=C(\C)C(=O)O[C@@H]1C2(O)[C@H]3OC4(CC)OC35C3=CC(=O)O[C@@H](c6ccoc6)[C@]3(C)CCC5(O4)[C@]3(C)[C@@H](CC(=O)OC)[C@@]1(C)C[C@]23O
swietephragmin G,COC(=O)C[C@H]1[C@@]2(C)C[C@]3([C@]1(C)C14CC[C@@]5(C(=CC(=O)O[C@H]5c5ccoc5)C51[C@@H](C3([C@H]2OC(=O)/C(=C/C)/C)O)OC(O4)(O5)C)C)O,C/C=C(\C)C(=O)O[C@@H]1C2(O)[C@H]3OC4(C)OC35C3=CC(=O)O[C@@H](c6ccoc6)[C@]3(C)CCC5(O4)[C@]3(C)[C@@H](CC(=O)OC)[C@@]1(C)C[C@]23O
swietephragmin H,COC(=O)C[C@@H]1[C@]2(C)[C@]34C[C@@]1(C)[C@@H]([C@]3(OC(=O)C)[C@H]([C@@]13[C@@]2(CC[C@@]2([C@H]1CC(=O)O[C@H]2c1ccoc1)C)O[C@](O4)(O3)CC)O)OC/C(=C/C)/C,C/C=C(\C)CO[C@H]1[C@]2(C)C[C@@]34O[C@]5(CC)O[C@]6([C@@H]7CC(=O)O[C@@H](c8ccoc8)[C@]7(C)CC[C@]6(O5)[C@]3(C)[C@H]2CC(=O)OC)[C@H](O)[C@@]14OC(C)=O
syringaldehyde,COc1cc(C=O)cc(c1O)OC,COc1cc(C=O)cc(OC)c1O
tanzanene,C[C@@H]1CC[C@H]2[C@@H]1[C@H]1[C@H](C1(C)C)CC[C@]12CCc2c(O1)cccc2,C[C@@H]1CC[C@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]23CCc2ccccc2O3)C1(C)C
taxodione,CC(C1=CC2=CC(=O)[C@@H]3[C@](C2=C(C1=O)O)(C)CCCC3(C)C)C,C=C(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)C1C(=O)C2
tecleanthine,COc1c2OCOc2cc2c1c(=O)c1c(n2C)c(OC)ccc1,COc1c2c(cc3c1c(=O)c1cccc(OC)c1n3C)OCO2
"trachyloban-2beta,6beta,19-triol",OC[C@]1(C)CC(O)C[C@@]2([C@@H]1CC[C@@]13[C@H]2CC2C(C1)[C@]2(C3)C)C,C[C@]12C[C@]34CC[C@@H]5[C@](C)(CO)CC(O)C[C@@]5(C)[C@@H]3CC1C2C4
triuvaretin,COc1c(Cc2cc(ccc2O)Cc2ccccc2O)c(O)c(c(c1C(=O)CCc1ccccc1)O)Cc1ccccc1O,COc1c(Cc2cc(Cc3ccccc3O)ccc2O)c(O)c(Cc2ccccc2O)c(O)c1C(=O)CCc1ccccc1
uvaretin trimethyl ether,COc1cc(OC)c(c(c1C(=O)CCc1ccccc1)OC)Cc1ccccc1OC,COc1ccccc1Cc1c(OC)cc(OC)c(C(=O)CCc2ccccc2)c1OC
xanthotoxin,COc1c2oc(=O)ccc2cc2c1occ2,COc1c2occc2cc2ccc(=O)oc12
carumoside,OC[C@H]1OC(Oc2c3ccoc3c(c3c2ccc(=O)o3)OC)[C@@H]([C@H]([C@@H]1O)O)O,COc1c2occc2c(OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2ccc(=O)oc12
 Quinine,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
Lumefantrine co-artemether,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1
 Artesunate,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@@H](OC(=O)CCC(O)=O)[C@@H]2C)O4,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
Sulfametopyrazine,COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1 ,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
 Chloroquine,CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
 Dapsone,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
 Quinidine,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
Demeclocycline,[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([C@H]2O)C(Cl)=CC=C1O ,CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12
Hydralazine,NNC1=NN=CC2=CC=CC=C12 ,NNc1nncc2ccccc12
Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O ,CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
Sulfadoxine,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC ,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
Mefloquine,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F ,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
 Artemotil,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OCC)[C@@H]2C)O4,CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3
Primaquine,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1 ,COc1cc(NC(C)CCCN)c2ncccc2c1
Halofantrine,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F ,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
 Artemether,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3
Proguanil,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1 ,CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1
Doxycycline,[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O ,CC1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)[C@@H]21
Ciprofloxacin,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O ,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
Methylene blue,[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1 ,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1
Acetarsol,CC(=O)NC1=CC(=CC=C1O)[As](O)(O)=O ,CC(=O)Nc1cc([As](=O)(O)O)ccc1O
Acetyl sulfisoxazole,CC(=O)N(C1=C(C)C(C)=NO1)S(=O)(=O)C1=CC=C(N)C=C1 ,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1
Midazolam,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12 ,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
Tafenoquine,COC1=CC(C)=C2C(OC3=CC=CC(=C3)C(F)(F)F)=C(OC)C=C(NC(C)CCCN)C2=N1 ,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1
Pyrimethamine,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1 ,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
Lumefantrine,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1 ,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1
 Hydroxychloroquine,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
Sulfisoxazole,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C ,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
Artenimol,[H][C@@]1(C)CC[C@@]2([H])[C@@]([H])(C)[C@@]([H])(O)O[C@]3([H])O[C@]4(C)CC[C@]1([H])[C@]23OO4 ,C[C@H]1[C@@H](O)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@]24OO3
Clotrimazole,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1 ,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
Diethyltoluamide,CCN(CC)C(=O)C1=CC(C)=CC=C1 ,CCN(CC)C(=O)c1cccc(C)c1
Clyndamicin,[H][C@@](NC(=O)[C@@H]1C[C@@H](CCC)CN1C)([C@H](C)Cl)[C@@]1([H])O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O ,CCC[C@@H]1CC(C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1
UCB7362,C[C@H]1C[C@H](CCO1)N1C(=O)C[C@](C)(NC1=N)C1=C(Cl)C(NC(=O)C2=CC=CC(=C2)C#N)=CC=C1 ,C[C@H]1C[C@@H](N2C(=O)C[C@@](C)(c3cccc(NC(=O)c4cccc(C#N)c4)c3Cl)N=C2N)CCO1
Cipargamin,C[C@H]1CC2=C(NC3=CC(Cl)=C(F)C=C23)[C@@]2(N1)C(=O)NC1=CC=C(Cl)C=C21 ,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12
Artefenomel,C(CN1CCOCC1)OC1=CC=C(C=C1)[C@H]1CC[C@]2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3 ,c1cc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1
SJ-733,FC1=CC=C(NC(=O)[C@@H]2[C@H](N(CC(F)(F)F)C(=O)C3=CC=CC=C23)C2=CC=CN=C2)C=C1C#N ,N#Cc1cc(NC(=O)C2c3ccccc3C(=O)N(CC(F)(F)F)[C@@H]2c2cccnc2)ccc1F
Pyronaridine,COC1=NC2=C(NC3=CC(CN4CCCC4)=C(O)C(CN4CCCC4)=C3)C3=CC=C(Cl)C=C3N=C2C=C1 ,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1
Quercetin,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1  ,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
ACT-451840,CC(=O)N1CCN(CC1)C1=CC=C(CN([C@@H](CC2=CC=CC=C2)C(=O)N2CCN(CC3=CC=C(C=C3)C#N)CC2)C(=O)\C=C\C2=CC=C(C=C2)C(C)(C)C)C=C1 ,CC(=O)N1CCN(c2ccc(CN(C(=O)/C=C/c3ccc(C(C)(C)C)cc3)C(Cc3ccccc3)C(=O)N3CCN(Cc4ccc(C#N)cc4)CC3)cc2)CC1
p-Quaterphenyl,C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1 ,c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1
Artemisinin,[H][C@@]1(C)CC[C@@]2([H])[C@@]([H])(C)C(=O)O[C@]3([H])O[C@@]4(C)CC[C@]1([H])[C@@]23OO4 ,CC1C(=O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
Temefos,COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1 ,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
DSM-265,CC1=NC2=NC(=NN2C(NC2=CC=C(C=C2)S(F)(F)(F)(F)F)=C1)C(C)(F)F ,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1
AQ-13,Cl.Cl.CCN(CC)CCCNC1=CC=NC2=CC(Cl)=CC=C12 ,CCN(CC)CCCNc1ccnc2cc(Cl)ccc12
Chlorproguanil,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C(Cl)=C1 ,CC(C)N=C(N)N=C(N)Nc1ccc(Cl)c(Cl)c1
Transfluthrin,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCC1=C(F)C(F)=CC(F)=C1F ,CC1(C)C(C(=O)OCc2c(F)c(F)cc(F)c2F)[C@H]1C=C(Cl)Cl
Artemisone,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H]([C@@H]2C)N1CCS(=O)(=O)CC1)O4 ,C[C@H]1[C@H](N2CCS(=O)(=O)CC2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
Fenpyroximate,CN1N=C(C)C(\C=N\OCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1 ,Cc1nn(C)c(Oc2ccccc2)c1/C=N/OCc1ccc(C(=O)OC(C)(C)C)cc1
16-Bromoepiandrosterone,[H][C@@]12C[C@@H](Br)C(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)CC[C@]12C ,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)C(Br)C[C@@H]12
Ganaplacide,CC1(C)N(CCN2C(NC3=CC=C(F)C=C3)=C(N=C12)C1=CC=C(F)C=C1)C(=O)CN ,CC1(C)c2nc(-c3ccc(F)cc3)c(Nc3ccc(F)cc3)n2CCN1C(=O)CN
Pafuramidine,CONC(=N)C1=CC=C(C=C1)C1=CC=C(O1)C1=CC=C(C=C1)C(=N)NOC ,CON=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)cc3)o2)cc1
Voacamine,[H][C@@]12C[C@H](CC)[C@]3([H])N(C1)CCC1=C(NC4=CC(=C(OC)C=C14)[C@@]1([H])C[C@]4([H])C(C(=O)OC)[C@@]([H])(CC5=C1NC1=CC=CC=C51)N(C)C\C4=C\C)[C@@]3(C2)C(=O)OC ,C/C=C1/CN(C)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3cc4[nH]c5c(c4cc3OC)CCN3C[C@H]4C[C@H](CC)[C@H]3[C@@]5(C(=O)OC)C4)C[C@@H]1C2C(=O)OC
JPC-3210,CC(C)(C)NCC1=C(O)C(=CC(=C1)C(C)(C)C)C1=CN=C(C(F)=C1)C(F)(F)F ,CC(C)(C)NCc1cc(C(C)(C)C)cc(-c2cnc(C(F)(F)F)c(F)c2)c1O
Clomocycline,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(=O)NCO)=C(O)[C@H]2N(C)C)C(=O)C1=C(C(Cl)=CC=C1O)[C@@]3(C)O ,CN(C)C1C(=O)C(C(=O)NCO)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12
MMV019066,COc1ccccc1CNC(=O)CCN2C(=O)Nc3ccsc3C2=O,COc1ccccc1CNC(=O)CCn1c(=O)[nH]c2ccsc2c1=O
MMV665941,CN(C)c1ccc(cc1)C(O)(c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C,CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1
MMV396680,c1(cc(c2ccc(C)cc2)n3)n3ccnc1SCC(=O)Nc(c(Cl)ccc4C(F)(F)F)c4,Cc1ccc(-c2cc3c(SCC(=O)Nc4cc(C(F)(F)F)ccc4Cl)nccn3n2)cc1
MMV666601,CCOC(=O)C1=C(N=C2SC(=Cc3cc(C)n(c3C)c4ccc(F)cc4)C(=O)N2C1c5cccc(OC)c5OC)c6ccccc6,CCOC(=O)C1=C(c2ccccc2)N=c2sc(=Cc3cc(C)n(-c4ccc(F)cc4)c3C)c(=O)n2C1c1cccc(OC)c1OC
MMV008294,CCOC(=O)c1cnc2c(C)cc(C)cc2c1Nc3ccc(OC)c(OC)c3,CCOC(=O)c1cnc2c(C)cc(C)cc2c1Nc1ccc(OC)c(OC)c1
MMV011259,n1(n2)c(nc(C)cc1Nc(cc(C)cc3C)c3)nc2C(F)(F)F,Cc1cc(C)cc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)c1
MMV019406,CCC1(C)CC(CCNCc2ccccc2O)(CCO1)c3ccc(C)cc3,CCC1(C)CC(CCNCc2ccccc2O)(c2ccc(C)cc2)CCO1
MMV006278,CCC1=C(C)C(=N)c2ccccc2N1C,CCc1c(C)c(=N)c2ccccc2n1C
MMV666688,Cc1cc(C=C2SC(=Nc3ccccc3)N(C4CCCC4)C2=O)c(C)n1c5ccc(Cl)cc5,C=c1c(=Cc2sc(=Nc3ccccc3)n(C3CCCC3)c2O)cc(C)n1-c1ccc(Cl)cc1
MMV019110,Cc1cccc(Nc2nc(N)c3ccccc3n2)c1,Cc1cccc(Nc2nc(N)c3ccccc3n2)c1
MMV006427,COc1cc(OC)c(cc1Cl)N(C)C(=O)c2cc3CS(=O)(=O)c4ccccc4c3s2,COc1cc(OC)c(N(C)C(=O)c2cc3c(s2)-c2ccccc2S(=O)(=O)C3)cc1Cl
MMV666062,Cc1ccc(cc1)N2C(=O)C3C(C2=O)C4(C(=O)C3(C(=C4c5ccccc5)c6ccccc6)c7ccccc7)c8ccccc8,Cc1ccc(-n2c(O)c3c(c2O)C2(c4ccccc4)C(=O)C3(c3ccccc3)C(c3ccccc3)=C2c2ccccc2)cc1
MMV020885,COc1ccc(Br)cc1C2Nc3ccc4ccccc4c3C5=C2C(=O)CC(C5)c6ccccc6,COc1ccc(Br)cc1C1N=c2ccc3ccccc3c2=C2CC(c3ccccc3)CC(=O)C21
MMV000570,CCc1ccc(Nc2cc(C)c3ccc(O)cc3n2)cc1,CCc1ccc(Nc2cc(C)c3ccc(O)cc3n2)cc1
MMV020439,CCn1c(CN2CCN(Cc3ccccc3)CC2)nc4cc(NC(=O)c5cccs5)ccc14,CCn1c(CN2CCN(Cc3ccccc3)CC2)nc2cc(NC(=O)c3cccs3)ccc21
MMV396672,C(F)(F)(F)c(cc1)ccc1C(=O)NCC(N2CCCCCC2)c(ccs3)c3,O=C(NCC(c1ccsc1)N1CCCCCC1)c1ccc(C(F)(F)F)cc1
MMV019871,Fc1ccc2[nH]c3c(NCCCN4CCOCC4)ncnc3c2c1,Fc1ccc2[nH]c3c(NCCCN4CCOCC4)ncnc3c2c1
MMV085583,CCCCCC(=O)N1C(C2=C(O)CC(CC2=Nc3ccccc13)c4ccc(OC)c(OC)c4)c5ccc(cc5)C(F)(F)F,CCCCCC(=O)N1c2ccccc2N=C2CC(c3ccc(OC)c(OC)c3)CC(=O)C2C1c1ccc(C(F)(F)F)cc1
MMV008416,CCCC1=C(CC)C(=N)c2ccccc2N1C,CCCc1c(CC)c(=N)c2ccccc2n1C
MMV665874,Cc1cc(Nc2ccc(C)c(Cl)c2)n3nc(nc3n1)C(F)(F)F,Cc1cc(Nc2ccc(C)c(Cl)c2)n2nc(C(F)(F)F)nc2n1
MMV006203,Cc1cc(NCCN2CCCCC2)c3ccc4ccccc4c3n1,Cc1cc(NCCN2CCCCC2)c2ccc3ccccc3c2n1
MMV665977,CCOC(=O)C1=CN(CC)c2cc(N(C)CCc3ccc(OC)c(OC)c3)c(F)cc2C1=O,CCOC(=O)c1cn(CC)c2cc(N(C)CCc3ccc(OC)c(OC)c3)c(F)cc2c1=O
MMV020549,CC1CCN(Cc2ccc(NC(=O)c3cc4ccc5cccnc5c4[nH]3)cc2)CC1,CC1CCN(Cc2ccc(NC(=O)c3cc4ccc5ccc[nH]c5c4n3)cc2)CC1
MMV001246,CSc1ccccc1C(=O)Nc2nc(cs2)c3ccccn3,CSc1ccccc1C(=O)Nc1nc(-c2ccccn2)cs1
MMV666607,[O-][N+](=O)c1ccc(C=NNc2nc3ccccc3[nH]2)cc1,O=[N+]([O-])c1ccc(C=NNc2nc3ccccc3[nH]2)cc1
MMV665915,COc1ccc(cc1)c2nc(NC(=O)CS(=O)(=O)c3ccc(F)cc3)sc2C,COc1ccc(-c2nc(NC(=O)CS(=O)(=O)c3ccc(F)cc3)sc2C)cc1
MMV007695,COc1ccc(cc1N2C(=O)C3C(C2=O)C4(C(=O)C3(C(=C4c5ccc(C)cc5)c6ccc(C)cc6)c7ccccc7)c8ccccc8)C(=O)C,COc1ccc(C(C)=O)cc1-n1c(O)c2c(c1O)C1(c3ccccc3)C(=O)C2(c2ccccc2)C(c2ccc(C)cc2)=C1c1ccc(C)cc1
MMV000448,CN(C)CCCNc1c2ccccc2nc3ccccc13,CN(C)CCCNc1c2ccccc2nc2ccccc12
MMV020500,CNCCCNc1ccnc2cc(Cl)ccc12,CNCCCNc1ccnc2cc(Cl)ccc12
MMV665878,COc1cccc(NC(=O)[C@H](C(C)C)N2C(=O)Nc3ccccc3C2=O)c1,COc1cccc(NC(=O)C(C(C)C)n2c(=O)[nH]c3ccccc3c2=O)c1
MMV666101,COc1ccc(cc1)C2=C(c3ccc(OC)cc3)C4(C5C(C(=O)N(C5=O)c6ccc(C)cc6)C2(C4=O)c7ccccc7)c8ccccc8,COc1ccc(C2=C(c3ccc(OC)cc3)C3(c4ccccc4)C(=O)C2(c2ccccc2)c2c3c(O)n(-c3ccc(C)cc3)c2O)cc1
MMV666596,CSC1=NC(=Nc2c(C)cccc2C)C3(CCC(CC3)C(C)(C)C)N1c4ccc(Cl)cc4,CSC1=NC(=Nc2c(C)cccc2C)C2(CCC(C(C)(C)C)CC2)N1c1ccc(Cl)cc1
MMV396679,c1(cc(c2ccc(OC)cc2)n3)n3ccnc1SCC(=O)Nc(c(Cl)ccc4C(F)(F)F)c4,COc1ccc(-c2cc3c(SCC(=O)Nc4cc(C(F)(F)F)ccc4Cl)nccn3n2)cc1
MMV396797,n1(nc(C)c2c3ccc(OC)c(OC)c3)c2ncc(C#N)c1N,COc1ccc(-c2c(C)nn3c(N)c(C#N)cnc23)cc1OC
MMV008138,c12c(CC(C(O)=O)NC1c3ccc(Cl)cc3Cl)c4c(cccc4)[nH]2,O=C(O)C1Cc2c([nH]c3ccccc23)C(c2ccc(Cl)cc2Cl)N1
MMV665916,COc1ccccc1CNC(=O)CCN2C(=O)Nc3ccccc3C2=O,COc1ccccc1CNC(=O)CCn1c(=O)[nH]c2ccccc2c1=O
MMV020788,Oc1ccccc1CNCC23CC4CC(CC(C4)C2)C3,Oc1ccccc1CNCC12CC3CC(CC(C3)C1)C2
