Compound Names,Smiles,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile,Canonical_smiles,standard_inchi,standard_inchi_key,NP_likeness,SA_score,chemical_class,chemical_superclass,chemical_subclass,direct_parent,Pfizer,GSK,Golden_Triangle,Rotatable_bonds
Acetyl sulfisoxazole,CC(=O)N(C1=C(C)C(C)=NO1)S(=O)(=O)C1=CC=C(N)C=C1 ,309.347,1.61544,6,1,4,0.86329078026047,0,106.5,0.0466431826353073,0.791482961177826,0.89335515499115,0.0066674149828031,0.184473593533039,0.461791324615479,0.175297002494335,0.0221312796697021,0.0037656945816706,0.528336787223816,0.0762054592138156,0.494666337966919,0.0276579322293401,0.936122357845306,0.998915827274323,0.0165787197649479,0.0420336503535509,0.01139614302665,0.0466446917736903,0.0085944323800504,0.0750293608754873,0.0010769900880404,0.888127446174622,0.0204417352564633,0.0646083749830723,0.0008046112663578,0.0051771920872852,0.0479496244341135,0.0063735159812495,0.244514031708241,0.0617879437282681,-4.85001296905787,3.38611268900871,6.24702507071866,2.19112452198945,-11.9013563224691,1.7429534737622,-0.52631639898369,81.0737484410493,-3.13208810379513,2.36542359729052,43.3695230709577,40.5195812330361,69.5036835982939,36.6808840635905,63.8037999224506,96.7041488949205,22.4893369523071,70.9965102753005,18.6118650639783,54.8662272198527,71.1903838697169,28.7320666925165,61.3028305544785,91.3144629701435,74.1372625048468,15.8588600232648,14.8507173322993,53.9356339666537,51.9193485847228,88.4451337727801,24.3892981775882,86.273749515316,65.2190771616906,61.5354788677782,68.902675455603,37.2237301279566,59.6355176424971,31.9503683598294,42.6909654905002,26.5606824350523,64.7925552539744,32.027917797596,35.0135711516092,21.2097712291586,31.1360992632803,53.6642109344707,31.3299728576968,27.8014734393176,23.6525785188057,57.9294300116324,17.4486234974796,35.9829391236914,41.0624272974021,28.5381930981,11.5160915083366,18.9220628150446,58.006979449399,48.2357502908104,56.8437378829004,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,"InChI=1S/C13H15N3O4S/c1-8-9(2)15-20-13(8)16(10(3)17)21(18,19)12-6-4-11(14)5-7-12/h4-7H,14H2,1-3H3",JFNWFXVFBDDWCX-UHFFFAOYSA-N,-1.31200631826645,2.60497658746514,Benzene and substituted derivatives,Benzenoids,Benzenesulfonamides,Aminobenzenesulfonamides,0,2,2,7
Midazolam,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12 ,325.774,4.32422,3,0,4,0.654885085071007,0,30.18,0.473642373085022,0.980596947669983,0.97740148305893,0.901835882663727,0.879989337921143,0.534026855230331,0.527976250648499,0.160861760377884,0.166804292798042,0.861398184299469,0.80901962518692,0.106217338889837,0.118792513012886,0.694443428516388,0.999994969367981,0.0061711739050224,0.0448973819613457,0.392039719223976,0.354483181238174,0.0413558013737202,0.201886734366417,0.0130178857594728,0.990683519840241,0.853167688846588,0.383887758851051,0.138710246235132,0.0330156188458204,0.0648759892210364,0.0343046143651009,0.251867511868477,0.750967192649841,-4.4726069481116,29.3518738889547,19.4994557195104,-16.5640706105525,-8.56648115066895,2.51624423377247,3.12949199204017,89.7955830341166,-4.39401256726849,-2.60097106363326,48.2745250096937,82.1248545948042,31.1748739821636,11.7681271810779,63.8037999224506,67.9333074835207,22.4893369523071,15.7813105854983,80.8065141527724,86.273749515316,97.4796432725863,95.1919348584723,96.3164017060876,94.5327646374564,90.849166343544,60.5273361768127,70.6475378053509,96.0837533927879,90.9654905001939,39.5889879798371,55.176424970919,64.4823575029081,97.9449398991857,36.6421093447073,70.0659170221016,90.1124466847615,92.6328034121753,72.1209771229159,80.1085692128732,65.1803024428073,98.0612640558356,90.5389685924777,77.0065917022102,91.1981388134936,67.3129119813881,57.0763861962001,58.7436991081815,29.1973633191159,75.106630476929,82.2024040325708,43.3113609926328,52.0744474602559,10.8181465684374,60.7599844901124,49.127568825126,83.4044203179527,72.9740209383482,24.2341993020551,18.1465684373788,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,"InChI=1S/C18H13ClFN3/c1-11-21-9-13-10-22-18(14-4-2-3-5-16(14)20)15-8-12(19)6-7-17(15)23(11)13/h2-9H,10H2,1H3",DDLIGBOFAVUZHB-UHFFFAOYSA-N,-0.603726482389883,2.56894956318362,Benzodiazepines,Organoheterocyclic compounds,"1,4-benzodiazepines","Imidazo[1,5-a][1,4]benzodiazepines",2,1,2,2
Tafenoquine,COC1=CC(C)=C2C(OC3=CC=CC(=C3)C(F)(F)F)=C(OC)C=C(NC(C)CCCN)C2=N1 ,463.5,5.91082000000001,6,2,3,0.410730123421052,1,78.63,0.401667100191116,0.819109463691711,0.949167501926422,0.598744428157806,0.656393814086914,0.146835848689079,0.452624160051346,0.397498220205307,0.416931727528572,0.805823743343353,0.947413814067841,0.411868813633919,0.310440313816071,0.655159187316895,0.999864017963409,0.0356110777705908,0.0390422705560923,0.619998759031296,0.429622560739517,0.0300738986581564,0.0684358313679695,0.0509610570967197,0.928841388225555,0.969889569282532,0.582942217588425,0.0660149063915014,0.0596562385559082,0.79177041053772,0.288030609488487,0.0880324348807335,0.962379992008209,-5.12240198653556,29.6166471159876,52.2653622109222,61.7584361417126,-6.65194086799366,3.61753418235273,2.80163365756345,88.6006242829802,-5.26450005981761,19.8716155673435,77.3555641721598,93.8348196975572,69.5036835982939,60.8569212873207,20.9189608375339,35.1686700271423,54.8080651415277,52.6172935246219,76.308646762311,57.735556417216,89.3757270259791,86.002326483133,89.4532764637456,49.7867390461419,88.9104303993796,80.2248933695231,83.4044203179527,88.6777820860799,97.2469949592865,83.1329972857697,77.12291585886,62.4660721209771,83.6370686312524,79.1004265219077,66.6925164792555,95.2307095773556,95.696006203955,64.9088794106243,38.5032958511051,84.1023652578519,73.2842186894145,98.4877859635518,87.4757658006979,83.2105467235363,77.5106630476929,95.153160139589,89.8797983714618,4.11012020162854,95.3858084528887,41.3338503295851,43.6603334625824,78.7126793330748,90.0736719658783,78.324932144242,94.3388910430399,76.308646762311,70.6475378053509,11.0895696006204,97.8673904614192,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,"InChI=1S/C24H28F3N3O3/c1-14-11-20(32-4)30-22-18(29-15(2)7-6-10-28)13-19(31-3)23(21(14)22)33-17-9-5-8-16(12-17)24(25,26)27/h5,8-9,11-13,15,29H,6-7,10,28H2,1-4H3",LBHLFPGPEGDCJG-UHFFFAOYSA-N,-0.630023289797024,3.16030607743329,Quinolines and derivatives,Organoheterocyclic compounds,Quinolones and derivatives,Quinolones and derivatives,1,0,0,14
Pyrimethamine,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1 ,248.717,2.5238,4,2,4,0.856137149346395,0,77.82,0.176188281178474,0.873510301113129,0.979863882064819,0.75392656326294,0.173167482763529,0.195585037767887,0.0364209946244955,0.170202794671059,0.0400721661746502,0.57385276556015,0.0350397264584899,0.382440128922463,0.0442960504442453,0.918650627136231,0.999934077262878,0.0264183448627591,0.0956417709589005,0.444480282068253,0.12827310487628,0.0435611322522163,0.277617835998535,0.0034617642639204,0.965787494182587,0.0302652222104371,0.240849122405052,0.0578885450959206,0.0085107414983212,0.126709530502558,0.045364086702466,0.32640688419342,0.12540742829442,-4.59324243766928,43.3622347163448,39.415758564139,54.2694901006867,-10.8563081757954,2.78627965367165,2.43272609603633,85.0623182926742,-3.55417726963453,13.5926903710178,26.8708801861187,53.5866614967041,46.4715005816208,60.8569212873207,63.8037999224506,95.7735556417216,22.4893369523071,52.0744474602559,48.313299728577,63.9395114385421,97.983714618069,91.0430399379604,59.9457153935634,61.2640558355952,49.4765412950756,62.2334238076774,47.1888328809616,57.8131058549826,42.8848390849166,81.0391624660721,33.4238076773943,84.0635905389686,87.5920899573478,73.7107405971307,85.8860023264831,91.6246607212098,77.8596355176425,73.6331911593641,87.1655680496316,43.9705312136487,85.8084528887166,36.4094610314075,65.8006979449399,81.698332687088,41.178751454052,66.6537417603722,63.4354400930593,38.5032958511051,33.4238076773943,74.29236138038,56.533540131834,70.3761147731679,88.290034897247,37.9604497867391,66.6925164792555,68.5149282667701,63.8231872818922,39.97673516867,94.9592865451726,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,"InChI=1S/C12H13ClN4/c1-2-9-10(11(14)17-12(15)16-9)7-3-5-8(13)6-4-7/h3-6H,2H2,1H3,(H4,14,15,16,17)",WKSAUQYGYAYLPV-UHFFFAOYSA-N,-0.926102700743424,2.12336740017116,Diazines,Organoheterocyclic compounds,Pyrimidines and pyrimidine derivatives,Aminopyrimidines and derivatives,0,2,2,5
Lumefantrine,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1 ,528.951,9.1517,2,1,2,0.221686693839071,1,23.47,0.310285025835037,0.839052057266235,0.699311149120331,0.803077173233032,0.219868624210358,0.162337586283684,0.209702110290527,0.341782847046852,0.713631331920624,0.757487237453461,0.0803649347275496,0.590616077184677,0.22298472225666,0.389993840456009,0.996652269363403,0.0327011305838823,0.0067545421421527,0.396988174319267,0.216066408157349,0.0192054120823741,0.0595018427819014,0.0418332435190678,0.672873377799988,0.972161602973938,0.299976822733879,0.0065695272525772,0.377501583099365,0.583918958902359,0.224271485209465,0.758824038505554,0.95733779668808,-4.63991274336653,-14.8140186265838,20.7351551322522,233.439186648264,-6.96203013404443,3.36078055751217,4.24264665891777,105.640437092524,-5.66014127146456,44.9290650686301,84.2186894145017,99.185730903451,16.3823187281892,36.6808840635905,9.84877859635518,13.9201240791004,54.8080651415277,11.43854207057,67.0802636680884,60.0620395502133,36.2931368747577,92.2838309422257,65.7231485071733,53.5478867778209,76.6576192322606,77.3167894532765,90.8879410624273,81.9309810003878,52.5009693679721,92.3613803799922,68.8639007367197,47.1500581620783,52.6560682435052,77.8596355176425,17.6812718107794,90.306320279178,86.816595579682,52.1907716169058,32.5319891430787,81.6595579682047,44.280728964715,98.6428848390849,71.5393563396665,49.2826677006592,95.7347809228383,88.6777820860799,87.2431174873982,80.4187669639395,94.5327646374564,71.4618069019,7.91004265219077,53.6254362155874,99.5734780922838,75.6494765412951,89.8022489336952,97.0918960837534,97.3633191159364,7.52229546335789,99.6898022489337,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,"InChI=1S/C30H32Cl3NO/c1-3-5-13-34(14-6-4-2)19-29(35)28-18-23(33)17-27-25(15-20-7-9-21(31)10-8-20)26-16-22(32)11-12-24(26)30(27)28/h7-12,15-18,29,35H,3-6,13-14,19H2,1-2H3/b25-15-",DYLGFOYVTXJFJP-MYYYXRDXSA-N,-0.598528742408063,3.15487307776463,Fluorenes,Benzenoids,,Fluorenes,2,0,0,13
 Hydroxychloroquine,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,335.879,3.783,4,2,4,0.731780104377117,1,48.39,0.543683111667633,0.958831942081451,0.902058804035187,0.763910186290741,0.182069057226181,0.127122917771339,0.019727776478976,0.450496876239777,0.853065228462219,0.451512631773949,0.135887052863836,0.348194110393524,0.709980750083923,0.378663003444672,0.999344992637634,0.0247963674366474,0.0148813560605049,0.300117845833302,0.0411493211984634,0.0105576791800559,0.0603909902274609,0.0026458704494871,0.878667414188385,0.309628528356552,0.128001696616411,0.0053932546172291,0.0349068362265825,0.0587251976132393,0.0526382207870483,0.633331197500229,0.849592924118042,-4.67358851850841,18.6739667826039,12.4856221572726,465.69048194013,-11.9703104451014,2.70960273747163,1.2484521303089,82.311321178348,-2.33585847916028,162.079598864207,50.4846839860411,74.0597130670803,46.4715005816208,60.8569212873207,63.8037999224506,79.2167506785576,54.8080651415277,29.5657231485072,85.3819309810004,78.4412563008918,73.749515316014,91.2369135323769,60.8763086467623,43.8154323381156,40.7134548274525,83.2105467235363,94.881737107406,47.1888328809616,59.5191934858472,77.8208607987592,97.3633191159364,45.9868165955797,70.1434664598682,72.0822024040326,35.5951919348585,87.0880186118651,57.735556417216,37.2237301279566,33.2299340829779,39.3175649476541,63.5129895308259,66.8476153547887,50.329585110508,46.8786351298953,68.2047305157038,56.0682435052346,65.8394726638232,69.4067468010857,81.8146568437379,69.0965490500194,31.6013958898798,43.0787126793331,99.9612252811167,28.1504459092672,62.310973245444,46.297014346646,59.5191934858472,63.6293136874758,99.9612252811167,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,"InChI=1S/C18H26ClN3O/c1-3-22(11-12-23)10-4-5-14(2)21-17-8-9-20-18-13-15(19)6-7-16(17)18/h6-9,13-14,23H,3-5,10-12H2,1-2H3,(H,20,21)",XXSMGPRMXLTPCZ-UHFFFAOYSA-N,-1.23082021826687,2.79330059537248,Quinolines and derivatives,Organoheterocyclic compounds,Aminoquinolines and derivatives,4-aminoquinolines,2,2,2,12
Sulfisoxazole,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C ,267.31,1.67444,5,2,4,0.824195903866472,0,98.22,0.0260886108502746,0.722163677215576,0.956092119216919,0.0118151809088886,0.0383449422195554,0.454525804519653,0.0318649193271995,0.0511696510016918,0.0037633678351994,0.334274822473526,0.0196295207133517,0.392445713281631,0.0261299190111458,0.963539183139801,0.998757386207581,0.0166287135332823,0.0553379975259304,0.0153233738616109,0.0045121935312636,0.0029181303223595,0.0538502804934979,0.0002944021645816,0.730859291553497,0.0155600463971496,0.014082995429635,0.000636934034992,0.0025314505328424,0.0103797527961433,0.001791267376393,0.127594351768494,0.0381951689720154,-4.98428168130483,-1.07705267903958,1.70053836746669,-0.676676642653855,-11.3931649852952,1.67884477709644,-0.0410137087741061,88.601754024873,-2.66034227900941,0.148597693167672,31.6789453276464,41.1399767351687,59.1120589375727,60.8569212873207,63.8037999224506,92.0511826289259,22.4893369523071,66.3241566498643,10.5854982551377,48.2745250096937,91.5858860023265,35.3625436215587,33.8115548662272,90.8879410624273,47.7316789453276,34.0442031795269,14.7731678945328,35.0523458704924,38.3094222566886,81.8922062815045,23.2260566110896,92.7103528499418,63.7068631252423,61.7293524621947,75.7658006979449,42.4583171772005,29.9728576967817,14.3078712679333,28.8871655680496,14.7343931756495,48.313299728577,28.9259402869329,12.9507561070182,18.6506397828616,19.7363319115936,33.7727801473439,17.2547499030632,9.73245443970531,18.844513377278,49.9030632027918,14.26909654905,30.5157037611477,35.6339666537418,32.6095385808453,9.88755331523846,25.4749903063203,70.6863125242342,57.6967816983327,37.8053509112059,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,"InChI=1S/C11H13N3O3S/c1-7-8(2)13-17-11(7)14-18(15,16)10-5-3-9(12)4-6-10/h3-6,14H,12H2,1-2H3",NHUHCSRWZMLRLA-UHFFFAOYSA-N,-1.82017211787275,2.18768292991656,Benzene and substituted derivatives,Benzenoids,Benzenesulfonamides,Aminobenzenesulfonamides,0,2,2,6
Artenimol,[H][C@@]1(C)CC[C@@]2([H])[C@@]([H])(C)[C@@]([H])(O)O[C@]3([H])O[C@]4(C)CC[C@]1([H])[C@]23OO4 ,284.352,2.1867,5,1,4,0.690996397199389,8,57.15,0.660038077831268,0.938802766799927,0.941629683971405,0.0428979558870196,0.0589293505996466,0.0591825475916266,0.0092533260583877,0.166084801219404,0.0038847342017106,0.457306958734989,0.0080184052931144,0.0035190904978662,0.0609444849193096,0.321848317980766,0.999765086174011,0.0668614654801786,0.337234070897102,0.0224047219380736,0.196317778527737,0.0880761321634054,0.417829844355583,0.0068916967604309,0.967564082145691,0.0335116517264396,0.173100288212299,0.0158723584376276,0.0062006373424083,0.127862341329455,0.0596486559137702,0.532811363041401,0.252636596560478,-4.70874542831545,49.6777530073098,-16.2198291303232,23.2995933586664,-9.80852752665416,2.52562111091396,1.68264530162417,62.2934733111913,-2.69325425960638,1.85705895728143,35.6727413726251,48.1194261341605,59.1120589375727,36.6808840635905,63.8037999224506,73.1678945327646,91.9736331911594,35.2462194649089,90.7328421868942,73.8658394726638,86.9716944552152,50.2520356727414,40.9461031407522,21.3260953858085,29.3136874757658,61.2640558355952,15.1609150833656,47.6541295075611,30.7483520744475,1.16324156649864,40.7910042652191,41.7603722373013,79.4493989918573,87.6696393951144,94.1837921675068,49.127568825126,85.0329585110508,86.3512989530826,93.3695230709577,55.4090732842187,86.3900736719659,37.7278014734393,57.3090345094998,63.8619620007755,34.587049243893,66.7312911981388,67.7394338891043,61.1477316789453,47.1888328809616,66.9639395114385,62.0783249321442,11.9038386971694,69.9495928654517,48.4683986041101,50.0193873594416,54.0907328421869,33.5789065529275,56.9988367584335,52.9274912756883,C[C@H]1[C@@H](O)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@]24OO3,"InChI=1S/C15H24O5/c1-8-4-5-11-9(2)12(16)17-13-15(11)10(8)6-7-14(3,18-13)19-20-15/h8-13,16H,4-7H2,1-3H3/t8-,9-,10+,11+,12+,13-,14+,15+/m1/s1",BJDCWCLMFKKGEE-ITYWPALDSA-N,3.87951906789691,5.80444149580566,Prenol lipids,Lipids and lipid-like molecules,Sesquiterpenoids,Artemisinins,1,2,2,4
Clotrimazole,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1 ,344.845,5.3767,2,0,3,0.454544984742071,0,17.82,0.314174473285675,0.367274910211563,0.769836986064911,0.673189127445221,0.978234219551087,0.0885539099574089,0.896601641178131,0.0127283045090735,0.770493924617767,0.552123516798019,0.942561829090118,0.177879297733307,0.0738688753917813,0.311710898578167,0.999960780143738,0.0058368836063891,0.0010029876226326,0.28019669726491,0.953934299945831,0.524039286375046,0.304332709312439,0.0693940423429012,0.924063265323639,0.404025286436081,0.874284088611603,0.0047101708129048,0.747496259212494,0.956069779396057,0.370248809456825,0.837792527675629,0.908113348484039,-4.8301756037396,57.7586032641872,13.2767546675831,10.4531331388692,-5.9268535767637,2.41964512373742,3.75226959160785,99.243305252091,-6.28095604819561,7.65834530328286,52.7336176812718,91.0818146568437,16.3823187281892,11.7681271810779,20.9189608375339,41.2950756107018,22.4893369523071,8.70492438929818,67.5067855758046,22.2566886390074,45.7929430011632,88.1737107405971,99.3020550601008,32.3768902675456,98.2163629313688,6.82435052345871,92.4777045366421,56.0682435052346,96.9367972082202,54.5948041876696,44.3195036835983,40.9848778596355,90.7134548274525,35.2074447460256,3.21830166731291,86.1962000775494,99.9612252811167,97.440868553703,88.7165568049632,87.8247382706475,72.4311748739822,71.3067080263668,97.983714618069,44.823575029081,99.0694067468011,99.0694067468011,92.865451725475,87.9410624272974,87.9022877084141,59.1314462970143,69.0189996122528,44.1256300891819,54.7886777820861,83.3268708801861,42.9623885226832,92.9042264443583,89.9185730903451,3.48972469949593,85.8860023264831,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,"InChI=1S/C22H17ClN2/c23-21-14-8-7-13-20(21)22(25-16-15-24-17-25,18-9-3-1-4-10-18)19-11-5-2-6-12-19/h1-17H",VNFPBHJOKIVQEB-UHFFFAOYSA-N,-0.579737398633164,2.21084125696666,Triphenyl compounds,Benzenoids,,Triphenyl compounds,2,1,1,4
Diethyltoluamide,CCN(CC)C(=O)C1=CC(C)=CC=C1 ,191.274,2.47702,1,0,4,0.7184022097171,0,20.31,0.120027369260788,0.992367267608643,0.936842262744904,0.402142751216888,0.268116191029549,0.383454471826553,0.0225630440749228,0.328108002245426,0.0055270407843636,0.489926561713219,0.0171190541237593,0.293396434187889,0.0102072723209858,0.127018785476685,0.999940931797028,0.0012135427012253,0.0109155168756843,0.0055517957458505,0.0025201778509654,0.0042801160889212,0.124612046778202,0.0002349368585782,0.994411933422089,0.0052062864881008,0.0049835796235129,0.0006486383121227,0.0020755227655172,0.001920376549242,0.0003102706281424,0.771003472805023,0.142439657077193,-3.85754207080266,116.262545334856,79.3149651916046,-0.877882540274975,-6.94802273177134,2.11830954726204,2.00847603958634,52.8509274966492,-1.48431773515595,-0.526601668232559,16.1496704148895,52.7723924001551,6.64986428848391,11.7681271810779,63.8037999224506,77.4331136099263,22.4893369523071,10.6630476929042,37.6114773167895,93.2144241954246,85.5370298565335,80.1473439317565,70.1822411787515,86.1574253586662,42.8848390849166,76.2698720434277,18.4955409073284,50.4846839860411,36.9910818146568,71.5393563396665,11.709965102753,24.1566498642885,88.2124854594804,12.0589375727026,26.9484296238852,26.7157813105855,24.1178751454052,19.5424583171772,64.6374563784413,13.4936021713843,99.2245056223342,15.4711128344319,4.18766963939511,18.844513377278,17.5261729352462,17.8363706863125,6.24272974020938,81.0391624660721,35.7890655292749,99.4183792167507,94.6490887941062,90.5389685924777,35.401318340442,75.6882512601784,25.8239627762699,60.1395889879798,24.5831717720047,76.5412950756107,32.299340829779,CCN(CC)C(=O)c1cccc(C)c1,"InChI=1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",MMOXZBCLCQITDF-UHFFFAOYSA-N,-1.93996068836599,1.583118237514,Benzene and substituted derivatives,Benzenoids,Toluenes,"N,N-dialkyl-m-toluamides",1,2,1,6
Clyndamicin,[H][C@@](NC(=O)[C@@H]1C[C@@H](CCC)CN1C)([C@H](C)Cl)[C@@]1([H])O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O ,424.991,0.3895,7,4,4,0.438273016979582,9,102.26,0.298358643054962,0.217134165763855,0.736633682250977,0.0011980896553723,0.0172704044729471,0.0525785654783249,0.0018857459304854,0.109859772026539,0.0516446838155389,0.517017090320587,0.168983601778746,0.0346278984099627,0.317453923821449,0.104643277078867,0.771862781047821,0.0127335741184652,0.0525034390389919,0.0027405045111663,0.0034882134525105,0.0330070091411471,0.139367081969976,0.0021348442998714,0.402879291772842,0.369184577465057,0.0545097559690475,0.0044664852553978,0.0035063274670392,0.0019615237339166,0.0108733541797847,0.176041186973453,0.282955431938171,-5.50319417211859,60.5956798584774,23.3687528395959,9.39000043709871,-15.1077557861611,2.53326861718821,1.44696633542102,55.7580343587078,-2.34325406811602,1.14795146640049,70.6863125242342,27.0259790616518,77.3555641721598,86.0217138425746,63.8037999224506,38.8522683210547,93.9511438542071,68.9414501744862,66.3823187281892,13.6099263280341,41.6440480806514,12.6793330748352,23.1872818922063,19.0771616905777,13.2997285769678,51.41527723924,50.9887553315239,52.6948429623885,63.5129895308259,14.540519581233,77.394338891043,21.2873206669252,22.1403644823575,55.0213260953858,74.5250096936797,17.8751454051958,27.1423032183017,67.2741372625049,67.972082202404,36.1380379992245,29.5851105079488,69.6781698332687,32.1830166731291,44.0868553702986,24.5443970531214,18.1077937184955,39.5502132609539,17.1772004652966,49.6704148894921,23.3423807677394,70.9577355564172,56.262117099651,53.3152384645211,8.99573478092284,50.601008142691,49.6316401706088,27.6075998449011,63.3578906552928,46.4908879410624,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,"InChI=1S/C18H33ClN2O5S/c1-5-6-10-7-11(21(3)8-10)17(25)20-12(9(2)19)16-14(23)13(22)15(24)18(26-16)27-4/h9-16,18,22-24H,5-8H2,1-4H3,(H,20,25)/t9-,10+,11-,12+,13-,14+,15+,16+,18+/m0/s1",KDLRVYVGXIQJDK-AWPVFWJPSA-N,0.597373698250167,4.74343750029956,Carboxylic acids and derivatives,Organic acids and derivatives,"Amino acids, peptides, and analogues",Proline and derivatives,0,1,2,14
