Compound Names,Smiles,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile,Canonical_smiles,standard_inchi,standard_inchi_key,NP_likeness,SA_score,chemical_class,chemical_superclass,chemical_subclass,direct_parent,Pfizer,GSK,Golden_Triangle,Rotatable_bonds
Sulfadoxine,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC ,310.335,0.8768,7,2,4,0.787087879163999,0,116.43,0.0199408065527678,0.69175181388855,0.948803794384003,0.0093353325501084,0.030131493601948,0.38366602063179,0.0246245725080371,0.0516739550977945,0.0018844641308533,0.206659972667694,0.0643899848684669,0.26148996502161,0.0200411492958665,0.984714102745056,0.998286950588226,0.0032801466295495,0.0130559309385717,0.0078335613477975,0.0036123760044574,0.0017368046857882,0.0160834458656609,0.0001399132095684,0.475565826892853,0.0121071466244757,0.0155126453377306,0.0005804408108815,0.000758432544535,0.0023055764846503,0.0009815353434532,0.0920285813510418,0.041984336450696,-5.31596837008866,7.89856725363944,-11.0382511840729,-18.405322381785,-13.5297483574996,1.63233342970433,-0.563611636372534,79.5692927566436,-2.8090672956816,-5.59297513305798,43.8154323381156,31.6207832493214,77.3555641721598,60.8569212873207,63.8037999224506,87.14618069019,22.4893369523071,76.250484683986,7.91004265219077,45.9868165955797,89.1430787126793,32.9197363319116,30.011632415665,86.273749515316,44.2031795269484,34.3544009305933,10.0038774718883,24.5443970531214,49.9806126405584,67.700659170221,18.8832880961613,98.3326870880186,60.1395889879798,24.2729740209384,31.5238464521132,32.1054672353625,27.6075998449011,9.03450949980613,4.96316401706088,10.5467235362544,33.113609926328,25.6688639007367,13.8813493602171,17.6424970918961,8.10391624660721,19.6200077549438,12.5242341993021,4.45909267157813,19.7363319115936,30.825901512214,21.2873206669252,15.742535866615,9.30593253198914,16.7894532764637,8.76308646762311,18.4955409073284,56.0682435052346,54.4784800310198,6.82435052345871,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,"InChI=1S/C12H14N4O4S/c1-19-10-11(14-7-15-12(10)20-2)16-21(17,18)9-5-3-8(13)4-6-9/h3-7H,13H2,1-2H3,(H,14,15,16)",PJSFRIWCGOHTNF-UHFFFAOYSA-N,-1.08259721559426,2.25283990690432,Benzene and substituted derivatives,Benzenoids,Benzenesulfonamides,Aminobenzenesulfonamides,0,2,2,8
Mefloquine,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F ,378.316,4.4479,3,2,4,0.759443254935721,2,45.15,0.116243765503168,0.970398640632629,0.832288753986359,0.298859396576881,0.281228452920914,0.144976126402617,0.0733808550983667,0.334165287017822,0.387920641899109,0.487944394350052,0.0971640445291996,0.252648887038231,0.524199336767197,0.239370059967041,0.999906980991364,0.0158508569002152,0.0345295447856188,0.0347488032653928,0.181190080940723,0.0094918811693787,0.0713231772184372,0.0088624514639377,0.957672870159149,0.697705763578415,0.136768843233585,0.0018820566590875,0.0120621357113123,0.165053521841764,0.0370164647698402,0.285510392487049,0.940908086299896,-4.92230974804553,-9.01787917736238,-4.09389423334493,41.1402802464109,-8.52549522000882,3.59066843049407,2.84597256564379,87.8980200644027,-3.8449646575082,7.25610419840573,60.0620395502133,83.443195036836,31.1748739821636,60.8569212873207,63.8037999224506,83.3656455990694,68.8639007367197,26.6770065917022,36.9135323768903,82.1248545948042,56.6886390073672,75.8821248545948,71.0740597130671,49.2826677006592,59.9844901124467,76.7739433889104,82.6289259402869,50.1744862349748,54.9825513765025,66.3823187281892,90.2287708414114,35.8666149670415,85.8860023264831,60.4110120201629,63.0089181853432,55.4090732842187,83.6370686312524,34.7809228383094,40.3644823575029,59.1702210158976,82.5126017836371,83.6758433501357,51.7642497091896,31.5238464521132,47.4214811942613,70.0659170221016,60.0620395502133,33.7727801473439,92.0511826289259,53.5478867778209,10.1977510663048,23.0709577355564,82.9003489724699,61.3028305544785,93.7960449786739,77.1616905777433,69.5618456766188,34.858472276076,84.6064366033346,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,"InChI=1S/C17H16F6N2O/c18-16(19,20)11-5-3-4-9-10(15(26)12-6-1-2-7-24-12)8-13(17(21,22)23)25-14(9)11/h3-5,8,12,15,24,26H,1-2,6-7H2",XEEQGYMUWCZPDN-UHFFFAOYSA-N,0.0278368452545462,3.49223551712534,Quinolines and derivatives,Organoheterocyclic compounds,4-quinolinemethanols,4-quinolinemethanols,2,1,2,3
 Artemotil,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OCC)[C@@H]2C)O4,312.406,3.2309,5,0,4,0.732614321606736,8,46.15,0.80890439748764,0.984327781200409,0.974027717113495,0.0283618143526837,0.0902441613376141,0.0665232116356492,0.0132573235896416,0.252407728694379,0.0062861240643542,0.691596114635468,0.0537653893232346,0.006932309869444,0.0674069941043854,0.396696236729622,0.999939024448395,0.0193530507502146,0.133751400560141,0.0347445159219205,0.163529609143734,0.0698055025190115,0.270596525073051,0.0084255282767117,0.992109727859497,0.0733498570043594,0.238758039474487,0.0173762804595754,0.0138694022316486,0.117082413285971,0.0368899468332529,0.623519033193588,0.413148781657219,-4.57308702919119,63.2326234266957,2.96269018480245,14.5694630130984,-5.11453210320935,2.32456197747966,2.69156445366976,80.5914938032624,-4.41154757234972,3.65437620068439,44.4746025591315,65.1803024428073,59.1120589375727,11.7681271810779,63.8037999224506,79.3330748352074,91.9736331911594,27.1035284994184,94.8429623885227,88.290034897247,96.6265994571539,45.4439705312137,47.7316789453276,24.1566498642885,34.5482745250097,70.8801861186506,19.8138813493602,71.6944552151997,47.6929042264444,2.36525785188057,42.4970918960838,47.4602559131446,88.018611865064,65.8006979449399,89.104303993796,55.4090732842187,81.5432338115549,83.2493214424195,86.5839472663823,58.3171772004653,98.3714618069019,47.4602559131446,65.6068243505235,65.6455990694067,50.0193873594416,65.8394726638232,59.9844901124467,68.4761535478868,59.2089957347809,75.8433501357115,72.7025979061652,31.9891430787127,60.7212097712292,88.4839084916634,37.3788290034897,73.7882900348972,57.2702597906165,23.8076773943389,65.8782473827065,CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,"InChI=1S/C17H28O5/c1-5-18-14-11(3)13-7-6-10(2)12-8-9-16(4)20-15(19-14)17(12,13)22-21-16/h10-15H,5-9H2,1-4H3/t10-,11-,12+,13+,14+,15-,16-,17-/m1/s1",NLYNIRQVMRLPIQ-XQLAAWPRSA-N,3.53775681488724,5.71443332736347,Prenol lipids,Lipids and lipid-like molecules,Sesquiterpenoids,Artemisinins,2,2,2,6
Primaquine,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1 ,259.353,2.7827,4,2,4,0.837128936045855,1,60.17,0.726777386665344,0.935516488552094,0.938424360752106,0.973265099525452,0.484807425737381,0.122527477890253,0.0774659663438797,0.677248072624207,0.70900205373764,0.558018624782562,0.833579981327057,0.115434293448925,0.127885030210018,0.39991908967495,0.999992775917053,0.0085934064816683,0.0181403554975986,0.916622805595398,0.146273417770863,0.0219513691961765,0.103344788402319,0.0055944002233445,0.954718768596649,0.0791382230818272,0.203955441713333,0.0937556773424149,0.101828598976135,0.129137323796749,0.137098705023527,0.343843403458595,0.713219022750855,-4.62658451656804,61.005640889131,9.70119203525794,55.7301149643048,-10.9588158024684,3.17886614005605,0.380103486759894,60.6160145633116,-2.33130786873591,15.0111649952681,29.6626599457154,58.821248545948,46.4715005816208,60.8569212873207,63.8037999224506,93.5246219464909,54.8080651415277,38.3869716944552,92.9042264443583,73.2842186894145,85.9635517642497,98.1775882124855,83.2493214424195,42.535866614967,61.1477316789453,93.2531989143079,90.6940674680109,56.6886390073672,91.9736331911594,42.0705699883676,56.6886390073672,47.6929042264444,97.5959674292361,43.6603334625824,41.8379216750679,99.185730903451,79.9922450562233,55.9519193485847,57.2702597906165,51.9968980224893,81.6595579682047,48.3520744474603,61.7293524621947,87.3982163629314,85.1105079488174,66.9251647925553,79.7208220240403,40.4420317952695,73.2066692516479,72.1597518417992,71.2291585886002,40.1318340442032,88.7165568049632,36.8359829391237,86.0411012020163,32.7258627374952,32.1442419542458,63.7068631252423,96.1225281116712,COc1cc(NC(C)CCCN)c2ncccc2c1,"InChI=1S/C15H21N3O/c1-11(5-3-7-16)18-14-10-13(19-2)9-12-6-4-8-17-15(12)14/h4,6,8-11,18H,3,5,7,16H2,1-2H3",INDBQLZJXZLFIT-UHFFFAOYSA-N,-0.429754010193979,2.6335930400849,Quinolines and derivatives,Organoheterocyclic compounds,Aminoquinolines and derivatives,Aminoquinolines and derivatives,1,2,2,9
Halofantrine,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F ,500.432,8.6443,2,1,2,0.281769304500676,1,23.47,0.200780168175697,0.956448948383331,0.675795835256577,0.670694887638092,0.111967585980892,0.142607139050961,0.0634917892515659,0.529462170600891,0.640850043296814,0.708586663007736,0.170972670614719,0.735873579978943,0.243884524703026,0.198906442523003,0.997081887722015,0.0343287661671639,0.0151406411081553,0.138028338551521,0.123006924241781,0.0159594455733895,0.0488484103232622,0.0190045986324549,0.79535710811615,0.978911793231964,0.13765379562974,0.0014052355196327,0.0853192307054997,0.579535818099976,0.211730502545834,0.553871548175812,0.988040292263031,-4.61992830042144,-1.88582593734962,38.4932132734565,217.498938336778,-6.22895166229634,3.68007089482178,4.4712083321187,107.270256987247,-6.51141804535007,37.3432765052002,81.7758821248546,98.5653354013183,16.3823187281892,36.6808840635905,9.84877859635518,19.0383869716945,54.8080651415277,11.43854207057,52.1907716169058,77.8208607987592,32.9197363319116,88.018611865064,51.7254749903063,48.7785963551764,57.4253586661497,87.5920899573478,89.2206281504459,74.4862349747964,63.6293136874758,96.6653741760372,71.2679333074835,32.7258627374952,54.1295075610702,78.6739046141915,36.2155874369911,76.2310973245444,77.0065917022102,47.3827064753781,25.8239627762699,70.4148894920512,53.6642109344707,99.0306320279178,51.9968980224893,28.1116711903839,83.0554478480031,88.3675843350136,86.1962000775494,62.7374951531601,99.185730903451,72.5087243117487,13.5323768902675,69.4842962388523,99.3408297789841,81.3493602171384,95.2307095773556,98.1388134936022,98.1000387747189,2.55913144629701,99.4183792167507,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,"InChI=1S/C26H30Cl2F3NO/c1-3-5-10-32(11-6-4-2)12-9-25(33)23-16-22-21(14-18(27)15-24(22)28)20-13-17(26(29,30)31)7-8-19(20)23/h7-8,13-16,25,33H,3-6,9-12H2,1-2H3",FOHHNHSLJDZUGQ-UHFFFAOYSA-N,-0.728418799638821,3.1142029497917,Phenanthrenes and derivatives,Benzenoids,,Phenanthrenes and derivatives,2,0,0,13
 Artemether,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4,298.379,2.8408,5,0,4,0.696614752576668,8,46.15,0.836926221847534,0.984343099594116,0.98309006690979,0.0192894923151471,0.0773077536374331,0.0757341105490923,0.0076063329877797,0.211647706851363,0.0029982130043208,0.67385331094265,0.0427859475836158,0.0053250050084898,0.070116475969553,0.467370045185089,0.999951279163361,0.0107760572747793,0.0733980787917972,0.03174069148954,0.138910226523876,0.052718869317323,0.204620598256588,0.0085701168514788,0.992844939231873,0.0554596691392362,0.226172778010368,0.0177757801022381,0.009454751573503,0.0803886460140348,0.0371813509613276,0.650561290979385,0.365262496471405,-4.41358609141788,57.9570396251442,6.90530433121016,10.0225526972926,-5.8174215751934,2.39947562705224,2.27800054396965,73.8235673052998,-4.08419921569188,4.60499674370243,39.97673516867,59.4416440480807,59.1120589375727,11.7681271810779,63.8037999224506,74.6025591314463,91.9736331911594,27.1035284994184,95.4633578906553,88.290034897247,98.6816595579682,40.7522295463358,44.9398991857309,27.2586273749515,27.1035284994184,67.1965878247383,13.1058549825514,69.6393951143854,45.0562233423808,1.89996122528112,43.4276851492827,52.1907716169058,89.4532764637456,50.2132609538581,82.0860798759209,54.1682822799535,79.2167506785576,78.0147343931756,80.4963164017061,58.7049243892982,98.5265606824351,44.3195036835983,64.1333850329585,65.9945715393563,42.6909654905002,60.7599844901124,60.294687863513,71.3842574641334,56.1070182241179,85.7696781698333,69.1353237689027,36.9910818146568,54.0907328421869,83.8697169445522,41.6828227995347,65.9170221015898,48.041876696394,30.011632415665,72.1597518417992,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,"InChI=1S/C16H26O5/c1-9-5-6-12-10(2)13(17-4)18-14-16(12)11(9)7-8-15(3,19-14)20-21-16/h9-14H,5-8H2,1-4H3/t9-,10-,11+,12+,13+,14-,15-,16-/m1/s1",SXYIRMFQILZOAM-HVNFFKDJSA-N,3.83032744320025,5.73354580156906,Prenol lipids,Lipids and lipid-like molecules,Sesquiterpenoids,Artemisinins,1,2,2,5
Proguanil,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1 ,253.737,2.20904,2,5,4,0.4139251478727,0,83.79,0.34300222247839,0.72300888299942,0.928290545940399,0.584552669525147,0.2402059212327,0.11998577490449,0.0309445748105645,0.257272088527679,0.446627575159073,0.413208532333374,0.0413773058680818,0.246982607245445,0.0890068408101797,0.470609962940216,0.988984644412994,0.0198311856016517,0.0320153413340449,0.09979437738657,0.0058410777710378,0.0317525409162045,0.115879541635513,0.0038668103283271,0.666285282373428,0.0314708389341831,0.336199708282948,0.0175208294764161,0.0427441626787186,0.0786554601043463,0.0678820420056581,0.774446856975555,0.222704963386059,-5.49592040732908,-0.459602608046163,3.02660617379624,51.3129473959184,-9.34328938003675,2.24089314251988,0.555860903926159,62.6147722782317,-2.40010978935171,15.8619757983439,27.9565723148507,48.4683986041101,16.3823187281892,90.7522295463358,63.8037999224506,35.6727413726251,22.4893369523071,56.6498642884839,70.7250872431175,48.3520744474603,82.7064753780535,85.4982551376503,67.7782086079876,41.8379216750679,47.2276075998449,71.2291585886002,84.2962388522683,43.0011632415665,44.7460255913145,65.68437378829,48.3520744474603,52.3458704924389,41.2175261729352,66.4210934470725,60.8763086467623,71.6556804963164,32.299340829779,66.0333462582396,61.8844513377278,45.9092671578131,43.737882900349,36.874757658007,73.7107405971307,65.7619232260566,72.276075998449,60.4885614579294,69.8332687088019,81.155486622722,44.7460255913145,23.4974796432726,14.8119426134161,32.1442419542458,87.5920899573478,53.2376890267546,32.1054672353625,35.4400930593253,34.0829778984102,62.3497479643273,96.3551764249709,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,"InChI=1S/C11H16ClN5/c1-7(2)15-10(13)17-11(14)16-9-5-3-8(12)4-6-9/h3-7H,1-2H3,(H5,13,14,15,16,17)",SSOLNOMRVKKSON-UHFFFAOYSA-N,-0.848177732317847,2.76313380592082,Organonitrogen compounds ,Organic nitrogen compounds,Guanidines,1-arylbiguanides,0,2,2,4
Doxycycline,[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O ,444.44,-0.347599999999999,9,6,3,0.332217487903797,6,181.62,0.254148212075233,0.161178457736969,0.822015988826752,0.0087829313939437,0.0105563359567896,0.165705063939095,0.0084335992054548,0.0288622343912721,0.014499326236546,0.605656039714813,0.0069564923236612,0.0546532675623894,0.253759840130806,0.689777445793152,0.872658514976502,0.0556141726672649,0.0780523993074894,0.0341483380645514,0.0175201788544655,0.0117506932234392,0.0457848612219095,0.0020174869307084,0.352363502979279,0.0816413924098015,0.0201927688438445,0.011267000483349,0.004391139515792,0.0432988893706352,0.0189883839339018,0.114684836566448,0.223153835535049,-6.36441557506979,47.1595733926689,37.9179968232884,-12.4183097438265,-13.6730910462357,2.53985615891488,0.198143847290195,57.2504630083001,-3.00543684442301,3.37912406734883,74.3505234587049,19.6200077549438,86.2543621558744,93.0593253198914,20.9189608375339,25.3198914307871,87.1267933307484,89.1818534315626,60.9150833656456,10.3916246607212,54.4784800310198,32.299340829779,16.9057774331136,54.0907328421869,28.1892206281504,21.3648701046917,30.2055060100814,61.1865063978286,29.6626599457154,21.9852656068244,72.2373012795657,64.2109344707251,24.6607212097712,85.6533540131834,83.3268708801861,55.0601008142691,45.0562233423808,39.5889879798371,23.4974796432726,35.2462194649089,27.723924001551,48.7398216362931,16.8670027142303,57.5029081039163,28.4994183792168,52.3070957735556,48.0806514152772,7.4835207444746,44.7848003101978,6.63047692904226,59.9069406746801,69.1353237689027,16.0527336176813,15.6262117099651,50.872431174874,29.8953082590151,29.0810391624661,50.5622334238077,63.9782861574254,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,"InChI=1S/C22H24N2O8/c1-7-8-5-4-6-9(25)11(8)16(26)12-10(7)17(27)14-15(24(2)3)18(28)13(21(23)31)20(30)22(14,32)19(12)29/h4-7,10,14-15,17,25,27-29,32H,1-3H3,(H2,23,31)/t7-,10+,14+,15-,17-,22-/m0/s1",JBIWCJUYHHGXTC-AKNGSSGZSA-N,1.80673291334612,4.53395243516293,Tetracyclines,Phenylpropanoids and polyketides,,Tetracyclines,0,1,2,10
Ciprofloxacin,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O ,331.347,1.5833,5,2,4,0.893229876350722,0,74.57,0.536771416664124,0.287527522444725,0.928062629699707,0.007877174206078,0.0239051102660596,0.143329007923603,0.0501119872555137,0.0478646952658892,0.0151741788256913,0.0745117988437414,0.0137887157034129,0.180220854282379,0.414434373378754,0.956127738952637,0.971612095832825,0.0277448613196611,0.0645106732845306,0.0494894247502089,0.0089067026041448,0.010511911381036,0.0837405622005463,0.0049553893972188,0.0782300643622875,0.0045636774972081,0.0739209424704313,0.0151462516747415,0.0031451133661903,0.0133722408674657,0.0287628307938576,0.198020640015602,0.0703100927174091,-4.84788827783168,2.904657423413,-12.0205701098822,6.89188049429725,-12.8783037282222,2.45184881779646,-0.891462569510315,41.1369634905793,-3.64639041524533,1.39828893947331,49.4377665761923,40.0930593253199,59.1120589375727,60.8569212873207,63.8037999224506,98.7979837146181,22.4893369523071,48.8755331523846,85.0717332299341,17.7200465296627,82.5513765025204,30.9810003877472,27.2974020938348,48.8949205118263,53.8968592477705,32.570763861962,30.7095773555642,5.81620783249321,35.5951919348585,55.1376502520357,83.986041101202,90.4614191547111,33.8115548662272,74.9127568825126,79.5269484296239,60.7599844901124,36.7972082202404,37.1074059713067,47.5378053509112,50.2520356727414,12.1752617293525,14.5792943001163,37.5727025979062,63.2415664986429,22.5668863900737,36.9135323768903,55.2151996898023,20.1240791004265,25.2811167119038,58.0457541682823,16.9445521519969,14.9282667700659,49.5153160139589,21.3648701046917,44.823575029081,13.9201240791004,15.0058162078325,38.4257464133385,48.8173710740597,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,"InChI=1S/C17H18FN3O3/c18-13-7-11-14(8-15(13)20-5-3-19-4-6-20)21(10-1-2-10)9-12(16(11)22)17(23)24/h7-10,19H,1-6H2,(H,23,24)",MYSWGUAQZAJSOK-UHFFFAOYSA-N,-0.724516744737421,2.4652006570325,Quinolines and derivatives,Organoheterocyclic compounds,Quinoline carboxylic acids,Quinoline carboxylic acids,1,2,2,3
Methylene blue,[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1 ,319.861,0.8666,3,0,4,0.515951764787277,0,19.37,0.868333399295807,0.840838503837585,0.798024094104767,0.986445879936218,0.487690728902817,0.151178809255362,0.0736278396099806,0.347092664241791,0.433445966243744,0.464381676912308,0.292902809008956,0.267395916581154,0.0320687834173441,0.966938316822052,0.998664259910584,0.386280846595764,0.067463593930006,0.96446008682251,0.644566786289215,0.131476243585348,0.44104837179184,0.0709880247712135,0.94788966178894,0.503245288133621,0.908614599704743,0.371993553638458,0.358266484737396,0.879274320602417,0.731885516643524,0.789866518974304,0.75584055185318,-4.96542324120149,121.841314929939,76.6575918691271,85.858103829945,-11.3863991416689,2.6570210126264,2.42920401670969,86.1819827812389,-1.31415909141398,16.579750383015,46.9561845676619,31.3687475765801,31.1748739821636,11.7681271810779,63.8037999224506,49.0112446684762,22.4893369523071,8.95696006203955,96.3551764249709,60.4497867390461,50.5234587049244,98.9918573090345,83.4044203179527,50.5234587049244,60.1008142690965,77.5106630476929,83.8697169445522,48.1194261341605,71.8107793718496,68.2047305157038,27.6075998449011,93.679720822024,62.4660721209771,94.5327646374564,80.4963164017061,99.6122528111671,98.6428848390849,90.5389685924777,93.9123691353238,88.0573865839473,79.1004265219077,75.6882512601784,98.5265606824351,97.6347421481194,95.5021326095386,97.3633191159364,98.9530825901512,83.0942225668864,75.5331523846452,51.1050794881737,95.5796820473052,89.7246994959287,94.3388910430399,32.6483132997286,58.8987979837146,68.4761535478868,65.8782473827065,78.9065529274913,96.7816983326871,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-],"InChI=1S/C16H18N3S.ClH/c1-18(2)11-5-7-13-15(9-11)20-16-10-12(19(3)4)6-8-14(16)17-13;/h5-10H,1-4H3;1H/q+1;/p-1",CXKWCBBOMKCUKX-UHFFFAOYSA-M,-0.468441414654709,3.40615374188966,Benzothiazines,Organoheterocyclic compounds,,Benzothiazines,1,2,2,6
Acetarsol,CC(=O)NC1=CC(=CC=C1O)[As](O)(O)=O ,275.092,-1.0884,3,4,4,0.40517030950533,0,106.86,0.0768489882349968,0.616919559240341,0.359133839607239,0.0028584620798938,0.0020228985813446,0.139444779232144,0.0020131814962951,0.047062249109149,0.0063690792419947,0.118529452383518,4.6880358195267e-05,0.316338784992695,0.0253715539351106,0.388564155995846,0.512726593017578,0.0031932166893966,0.0070485711796209,0.0039130712335463,0.0001060549780049,0.0017816486768424,0.0212921500205994,1.490258482022e-05,0.0159675057278946,0.0115434000268579,0.0267849779804237,6.11986804869957e-05,0.0024778672755928,0.0063451648631598,0.0023252923303516,0.133453512936831,0.0075301962904632,-5.75551158235141,-8.15639195455884,-16.7670405189491,64.661427681977,-10.7621153054133,1.44081891521851,0.291343046533566,56.6926875145846,-2.73074459348225,-7.33005754109577,33.4238076773943,15.0445909267158,31.1748739821636,86.0217138425746,63.8037999224506,34.3544009305933,22.4893369523071,71.1516091508337,27.6463745637844,39.3563396665374,11.9038386971694,19.9689802248934,4.26521907716169,48.0031019775107,13.726250484684,32.2605661108957,19.9689802248934,12.8732066692516,7.36719658782474,74.1372625048468,22.7607599844901,46.9949592865452,17.2547499030632,23.8464521132222,18.4567661884451,22.3730127956572,4.76929042264444,9.30593253198914,7.44474602559131,4.30399379604498,2.67545560294688,24.893369523071,20.0853043815432,5.66110895696006,19.5812330360605,28.9259402869329,20.0853043815432,10.6242729740209,6.74680108569213,16.556804963164,10.4303993796045,11.2446684761535,90.8103916246607,38.8522683210547,5.66110895696006,31.0973245443971,28.5381930981,56.1845676618845,3.64482357502908,CC(=O)Nc1cc([As](=O)(O)O)ccc1O,"InChI=1S/C8H10AsNO5/c1-5(11)10-7-4-6(9(13,14)15)2-3-8(7)12/h2-4,12H,1H3,(H,10,11)(H2,13,14,15)",ODFJOVXVLFUVNQ-UHFFFAOYSA-N,-0.40535535310972,2.95131655075658,Benzene and substituted derivatives,Benzenoids,Anilides,Acetanilides,0,2,2,6
