smiles,identifier,search_type,database
COc1cc2ccc(=O)oc2cc1OCC=C(C)C,ZINC15 : ZINC000002109870,morgan,zinc15
COc1cc2ccc(=O)oc2cc1OC/C=C(\C)CCC=C(C)C,ZINC15 : ZINC000015253754,morgan,zinc15
COc1cc2ccc(=O)oc2cc1OC/C=C(/C)CO,ZINC15 : ZINC000012362100,morgan,zinc15
COc1cc2oc(=O)ccc2cc1CC=C(C)C,ZINC15 : ZINC000001664037,morgan,zinc15
CC(C)=CCOc1ccc2ccc(=O)oc2c1,ZINC15 : ZINC000000388776,morgan,zinc15
COc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC000000002067,morgan,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)CCC=C(C)C,ZINC15 : ZINC001229474750,morgan,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CCC=C(C)C,ZINC15 : ZINC001227565540,morgan,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](C)CCC=C(C)C,ZINC15 : ZINC001229477636,morgan,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)CCC=C(C)C,ZINC15 : ZINC001227563812,morgan,zinc15
COc1cc2ccc(=O)oc2c(O)c1OCC=C(C)C,ZINC15 : ZINC000000113310,morgan,zinc15
COc1ccc2ccc(=O)oc2c1OCC=C(C)C,ZINC15 : ZINC000006624399,morgan,zinc15
COc1cc2ccc(=O)oc2cc1OC(C)=O,ZINC15 : ZINC000012153161,morgan,zinc15
COc1cc2oc(=O)ccc2cc1OC(C)=O,ZINC15 : ZINC000205331088,morgan,zinc15
COc1cc2ccc(=O)oc2c(OC(C)=O)c1OCC=C(C)C,ZINC15 : ZINC000000113351,morgan,zinc15
COc1cc2oc(=O)ccc2cc1OCCOC(C)C,ZINC15 : ZINC001229481701,morgan,zinc15
COc1cc2ccc(=O)oc2cc1OCCOC(C)C,ZINC15 : ZINC001227560990,morgan,zinc15
COc1cc2ccc(=O)oc2cc1O,ZINC15 : 57733,morgan,zinc15
COc1cc2ccc(=O)oc2cc1OC[C@@H](O)C(C)(C)O,ZINC15 : ZINC000000338160,morgan,zinc15
COc1cc2ccc(=O)oc2cc1OC[C@H](O)C(C)(C)O,ZINC15 : ZINC000000488415,morgan,zinc15
CC/C=C(\C)[C@@H](CC)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227564628,morgan,zinc15
CC/C=C(\C)[C@H](CC)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227564627,morgan,zinc15
CC/C=C(\C)[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229474740,morgan,zinc15
CC/C=C(\C)[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229474742,morgan,zinc15
CC(C)=CCOc1cc2oc(=O)cc(C)c2cc1OCC=C(C)C,ZINC15 : ZINC000000615062,morgan,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](CC(C)C)C(C)C,ZINC15 : ZINC001229481452,morgan,zinc15
COc1cc2oc(=O)ccc2cc1OCC[C@H](C)OC,ZINC15 : ZINC001229478103,morgan,zinc15
CC[C@@H](COc1cc2ccc(=O)oc2cc1OC)OC,ZINC15 : ZINC001229481341,morgan,zinc15
CC[C@H](COc1cc2oc(=O)ccc2cc1OC)OC,ZINC15 : ZINC001227567858,morgan,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](CC(C)C)C(C)C,ZINC15 : ZINC001229481449,morgan,zinc15
CCOc1cc2ccc(=O)oc2cc1OCC,ZINC15 : ZINC000005464620,morgan,zinc15
CC[C@@H](COc1cc2oc(=O)ccc2cc1OC)OC,ZINC15 : ZINC001227567860,morgan,zinc15
COc1cc2ccc(=O)oc2cc1OCC[C@H](C)OC,ZINC15 : ZINC001227566482,morgan,zinc15
COc1cc2oc(=O)ccc2cc1OCC[C@@H](C)OC,ZINC15 : ZINC001229478105,morgan,zinc15
COc1cc2ccc(=O)oc2cc1OCC[C@@H](C)OC,ZINC15 : ZINC001227566483,morgan,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](CC(C)C)C(C)C,ZINC15 : ZINC001227566525,morgan,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](CC(C)C)C(C)C,ZINC15 : ZINC001227566527,morgan,zinc15
CC[C@H](COc1cc2ccc(=O)oc2cc1OC)OC,ZINC15 : ZINC001229481338,morgan,zinc15
COc1cc2oc(=O)ccc2cc1OC(C(C)C)C(C)C,ZINC15 : ZINC001229478405,morgan,zinc15
COc1cc2ccc(=O)oc2cc1OC(C(C)C)C(C)C,ZINC15 : ZINC001227567999,morgan,zinc15
CCO[C@@H](C)COc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229480303,morgan,zinc15
CCO[C@H](C)COc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229480306,morgan,zinc15
COc1cc2oc(=O)ccc2cc1O,ZINC15 : 1845692,morgan,zinc15
COc1cc2ccc(=O)oc2cc1OC(C)C,ZINC15 : ZINC001227560681,morgan,zinc15
COc1cc2oc(=O)ccc2cc1C(C)=O,ZINC15 : ZINC000000384856,morgan,zinc15
CCC(CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229478457,morgan,zinc15
CCC(CC)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227567039,morgan,zinc15
COc1cc2oc(=O)ccc2cc1OC(=O)C[C@@H](C)O,ZINC15 : ZINC001229481235,morgan,zinc15
CC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,ZINC15 : ZINC001229476285,morgan,zinc15
CCC(CC)[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229477733,morgan,zinc15
CCC(CC)[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229477731,morgan,zinc15
CC[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,ZINC15 : ZINC001229476294,morgan,zinc15
CCC(CC)[C@@H](CC)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227565916,morgan,zinc15
CCC(CC)[C@H](CC)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227565914,morgan,zinc15
COc1cc2ccc(=O)oc2cc1OC(=O)C[C@@H](C)O,ZINC15 : ZINC001227560767,morgan,zinc15
CC[C@@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,ZINC15 : ZINC001227564788,morgan,zinc15
CC[C@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,ZINC15 : ZINC001227564789,morgan,zinc15
COc1cc2ccc(=O)oc2cc1OCCOCCOCCOC(C)C,ZINC15 : ZINC001227567182,morgan,zinc15
C=C(C)C[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(=C)C,ZINC15 : ZINC001229475487,morgan,zinc15
C=C(C)C[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(=C)C,ZINC15 : ZINC001229475488,morgan,zinc15
C=CC(C=C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227566396,morgan,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(C)C,ZINC15 : ZINC001227565633,morgan,zinc15
COCC(COC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229474569,morgan,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)CC(C)C,ZINC15 : ZINC001227563964,morgan,zinc15
CC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473832,morgan,zinc15
C=CC(C=C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229481233,morgan,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](C)CC(C)C,ZINC15 : ZINC001229479597,morgan,zinc15
CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473831,morgan,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)CC(C)C,ZINC15 : ZINC001229476413,morgan,zinc15
CC[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227561027,morgan,zinc15
CC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227561026,morgan,zinc15
CC(C)=CCC/C(C)=C\COc1ccc2ccc(=O)oc2c1,ZINC15 : ZINC000031905382,morgan,zinc15
CC(C)=CCC/C(C)=C/COc1ccc2ccc(=O)oc2c1,ZINC15 : ZINC000001658901,morgan,zinc15
C=CC[C@@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,ZINC15 : ZINC001227563648,morgan,zinc15
C=CC[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,ZINC15 : ZINC001229475768,morgan,zinc15
CC(C)=CCOC(=O)COc1ccc2ccc(=O)oc2c1,ZINC15 : ZINC000122098036,morgan,zinc15
C=CC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,ZINC15 : ZINC001229475767,morgan,zinc15
C=CC[C@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,ZINC15 : ZINC001227563651,morgan,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)C(C)C,ZINC15 : ZINC001227565523,morgan,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](C)C(C)C,ZINC15 : ZINC001229478208,morgan,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)C(C)C,ZINC15 : ZINC001229475125,morgan,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(C)C,ZINC15 : ZINC001227567997,morgan,zinc15
COc1cc2oc(=O)ccc2cc1OC(=O)[C@H](C)O,ZINC15 : ZINC001229481019,morgan,zinc15
COc1cc2ccc(=O)oc2cc1OC(=O)[C@H](C)O,ZINC15 : ZINC001227565564,morgan,zinc15
C=C[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473556,morgan,zinc15
C=C[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473557,morgan,zinc15
C=CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229474083,morgan,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)CC(C)(C)OC,ZINC15 : ZINC001229474744,morgan,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](C)CC(C)(C)OC,ZINC15 : ZINC001229474745,morgan,zinc15
C=C[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229478462,morgan,zinc15
COC/C(C)=C\COc1ccc2ccc(=O)oc2c1,ZINC15 : ZINC000901354404,morgan,zinc15
C=CC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227561562,morgan,zinc15
COC/C(C)=C/COc1ccc2ccc(=O)oc2c1,ZINC15 : ZINC000901354405,morgan,zinc15
C=C[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229478461,morgan,zinc15
CC(C)=CCc1cc2ccc(=O)oc2cc1O,ZINC15 : ZINC000012153561,morgan,zinc15
CCC[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227563576,morgan,zinc15
CC[C@@H](C)[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229479028,morgan,zinc15
CC[C@H](C)[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229479031,morgan,zinc15
CC[C@@H](C)[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229479026,morgan,zinc15
CC[C@@H](C)[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227567196,morgan,zinc15
COc1cc2ccc(=O)oc2cc1OCC=C(C)C,ZINC15 : ZINC000002109870,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1OC/C=C(\C)CCC=C(C)C,ZINC15 : ZINC000015253754,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1OC/C=C(/C)CO,ZINC15 : ZINC000012362100,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1CC=C(C)C,ZINC15 : ZINC000001664037,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC000000002067,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)CCC=C(C)C,ZINC15 : ZINC001227563812,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CCC=C(C)C,ZINC15 : ZINC001227565540,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](C)CCC=C(C)C,ZINC15 : ZINC001229477636,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)CCC=C(C)C,ZINC15 : ZINC001229474750,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1OCCOC(C)C,ZINC15 : ZINC001227560990,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1OCCOC(C)C,ZINC15 : ZINC001229481701,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1O,ZINC15 : 57733,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1OC[C@@H](O)C(C)(C)O,ZINC15 : ZINC000000338160,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1OC[C@H](O)C(C)(C)O,ZINC15 : ZINC000000488415,espsim_electrostatic,zinc15
CC/C=C(\C)[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229474740,espsim_electrostatic,zinc15
CC/C=C(\C)[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229474742,espsim_electrostatic,zinc15
CC(C)=CCOc1cc2oc(=O)cc(C)c2cc1OCC=C(C)C,ZINC15 : ZINC000000615062,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1OCC[C@H](C)OC,ZINC15 : ZINC001227566482,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](CC(C)C)C(C)C,ZINC15 : ZINC001229481449,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1OCC[C@@H](C)OC,ZINC15 : ZINC001227566483,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](CC(C)C)C(C)C,ZINC15 : ZINC001227566527,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](CC(C)C)C(C)C,ZINC15 : ZINC001227566525,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1OCC[C@H](C)OC,ZINC15 : ZINC001229478103,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1OCC[C@@H](C)OC,ZINC15 : ZINC001229478105,espsim_electrostatic,zinc15
CCOc1cc2ccc(=O)oc2cc1OCC,ZINC15 : ZINC000005464620,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](CC(C)C)C(C)C,ZINC15 : ZINC001229481452,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1OC(C(C)C)C(C)C,ZINC15 : ZINC001229478405,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1OC(C(C)C)C(C)C,ZINC15 : ZINC001227567999,espsim_electrostatic,zinc15
CCO[C@H](C)COc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229480306,espsim_electrostatic,zinc15
CCO[C@@H](C)COc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229480303,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1OC(C)C,ZINC15 : ZINC001227560681,espsim_electrostatic,zinc15
CCC(CC)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227567039,espsim_electrostatic,zinc15
CCC(CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229478457,espsim_electrostatic,zinc15
CC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,ZINC15 : ZINC001229476285,espsim_electrostatic,zinc15
CC[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,ZINC15 : ZINC001229476294,espsim_electrostatic,zinc15
CC[C@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,ZINC15 : ZINC001227564789,espsim_electrostatic,zinc15
CCC(CC)[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229477731,espsim_electrostatic,zinc15
CCC(CC)[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229477733,espsim_electrostatic,zinc15
CC[C@@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,ZINC15 : ZINC001227564788,espsim_electrostatic,zinc15
C=C(C)C[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(=C)C,ZINC15 : ZINC001229475487,espsim_electrostatic,zinc15
C=C(C)C[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(=C)C,ZINC15 : ZINC001229475488,espsim_electrostatic,zinc15
C=CC(C=C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229481233,espsim_electrostatic,zinc15
CC[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227561027,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](C)CC(C)C,ZINC15 : ZINC001229479597,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(C)C,ZINC15 : ZINC001227565633,espsim_electrostatic,zinc15
C=CC(C=C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227566396,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)CC(C)C,ZINC15 : ZINC001227563964,espsim_electrostatic,zinc15
CC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227561026,espsim_electrostatic,zinc15
CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473831,espsim_electrostatic,zinc15
CC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473832,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)CC(C)C,ZINC15 : ZINC001229476413,espsim_electrostatic,zinc15
C=CCC(CC=C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229474075,espsim_electrostatic,zinc15
C=CC[C@@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,ZINC15 : ZINC001227563648,espsim_electrostatic,zinc15
C=CC[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,ZINC15 : ZINC001229475768,espsim_electrostatic,zinc15
C=CC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,ZINC15 : ZINC001229475767,espsim_electrostatic,zinc15
C=CC[C@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,ZINC15 : ZINC001227563651,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)C(C)C,ZINC15 : ZINC001229475125,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](C)C(C)C,ZINC15 : ZINC001229478208,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(C)C,ZINC15 : ZINC001227567997,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)C(C)C,ZINC15 : ZINC001227565523,espsim_electrostatic,zinc15
C=C[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473556,espsim_electrostatic,zinc15
C=C[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473557,espsim_electrostatic,zinc15
C=C[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227560755,espsim_electrostatic,zinc15
C=C[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227560754,espsim_electrostatic,zinc15
C=C[C@@H](CC)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227563708,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)CC(C)(C)OC,ZINC15 : ZINC001229474744,espsim_electrostatic,zinc15
C=C[C@H](CC)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227563706,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)CC(C)(C)OC,ZINC15 : ZINC001227564007,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(C)(C)OC,ZINC15 : ZINC001227564009,espsim_electrostatic,zinc15
C=C[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229478462,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](C)CC(C)(C)OC,ZINC15 : ZINC001229474745,espsim_electrostatic,zinc15
C=CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229474083,espsim_electrostatic,zinc15
C=C[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229478461,espsim_electrostatic,zinc15
CC(C)=CCc1cc2ccc(=O)oc2cc1O,ZINC15 : ZINC000012153561,espsim_electrostatic,zinc15
CC[C@H](C)[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229479031,espsim_electrostatic,zinc15
CC[C@@H](C)[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229479026,espsim_electrostatic,zinc15
CCC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229478185,espsim_electrostatic,zinc15
CC[C@@H](C)[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229479028,espsim_electrostatic,zinc15
CC[C@H](C)[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229479029,espsim_electrostatic,zinc15
CCC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229478186,espsim_electrostatic,zinc15
C=CC[C@@H](C=C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229475127,espsim_electrostatic,zinc15
C=CC[C@H](C=C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229475129,espsim_electrostatic,zinc15
CCCc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC000001017926,espsim_electrostatic,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)[C@H](C)S,ZINC15 : ZINC001229477689,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)[C@H](C)S,ZINC15 : ZINC001227567363,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CON,ZINC15 : ZINC001227563694,espsim_electrostatic,zinc15
CC[C@H](COC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229479618,espsim_electrostatic,zinc15
CC[C@@H](COC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229479628,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)CON,ZINC15 : ZINC001227563691,espsim_electrostatic,zinc15
CCC[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229479526,espsim_electrostatic,zinc15
CCC[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229479527,espsim_electrostatic,zinc15
CCC[C@@H](C)[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229477479,espsim_electrostatic,zinc15
CCC[C@H](C)[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229477478,espsim_electrostatic,zinc15
CCC[C@@H](C)[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229477481,espsim_electrostatic,zinc15
CCC[C@H](Oc1cc2ccc(=O)oc2cc1OC)[C@@H](C)CC,ZINC15 : ZINC001229479059,espsim_electrostatic,zinc15
CCC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)[C@@H](C)CC,ZINC15 : ZINC001229479057,espsim_electrostatic,zinc15
C=C[C@H](CCC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229481374,espsim_electrostatic,zinc15
C=C[C@@H](CCC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229481376,espsim_electrostatic,zinc15
CCC[C@H](Oc1cc2ccc(=O)oc2cc1OC)[C@H](C)CC,ZINC15 : ZINC001229479061,espsim_electrostatic,zinc15
CCC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)[C@H](C)CC,ZINC15 : ZINC001229479062,espsim_electrostatic,zinc15
COc1cc2ccc(=O)oc2cc1OCC=C(C)C,ZINC15 : ZINC000002109870,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1OC/C=C(/C)CO,ZINC15 : ZINC000012362100,espsim_shape,zinc15
COc1cc2oc(=O)ccc2cc1CC=C(C)C,ZINC15 : ZINC000001664037,espsim_shape,zinc15
COc1cc2ccc(=O)oc2c(O)c1OCC=C(C)C,ZINC15 : ZINC000000113310,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1OC(C)=O,ZINC15 : ZINC000012153161,espsim_shape,zinc15
COc1cc2oc(=O)ccc2cc1OCCOC(C)C,ZINC15 : ZINC001229481701,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1OCCOC(C)C,ZINC15 : ZINC001227560990,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1OC[C@H](O)C(C)(C)O,ZINC15 : ZINC000000488415,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1OC[C@@H](O)C(C)(C)O,ZINC15 : ZINC000000338160,espsim_shape,zinc15
CC[C@H](COc1cc2oc(=O)ccc2cc1OC)OC,ZINC15 : ZINC001227567858,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1OCC[C@H](C)OC,ZINC15 : ZINC001227566482,espsim_shape,zinc15
COc1cc2oc(=O)ccc2cc1OCC[C@@H](C)OC,ZINC15 : ZINC001229478105,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1OCC[C@@H](C)OC,ZINC15 : ZINC001227566483,espsim_shape,zinc15
CC[C@@H](COc1cc2ccc(=O)oc2cc1OC)OC,ZINC15 : ZINC001229481341,espsim_shape,zinc15
COc1cc2oc(=O)ccc2cc1OCC[C@H](C)OC,ZINC15 : ZINC001229478103,espsim_shape,zinc15
CC[C@H](COc1cc2ccc(=O)oc2cc1OC)OC,ZINC15 : ZINC001229481338,espsim_shape,zinc15
CCOc1cc2ccc(=O)oc2cc1OCC,ZINC15 : ZINC000005464620,espsim_shape,zinc15
CC[C@@H](COc1cc2oc(=O)ccc2cc1OC)OC,ZINC15 : ZINC001227567860,espsim_shape,zinc15
CCO[C@H](C)COc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229480306,espsim_shape,zinc15
CCO[C@@H](C)COc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229480303,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1OC(C)C,ZINC15 : ZINC001227560681,espsim_shape,zinc15
CCC(CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229478457,espsim_shape,zinc15
CCC(CC)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227567039,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1OC(=O)C[C@@H](C)O,ZINC15 : ZINC001227560767,espsim_shape,zinc15
