smiles,identifier,search_type,database
CO[C@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O,ZINC15 : 100491932,active_pairs,zinc15
CO[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1O,ZINC15 : 252693537,active_pairs,zinc15
CO[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,ZINC15 : 100204147,active_pairs,zinc15
COC1[C@@H](O)[C@@H](O)C(O)[C@H](O)[C@@H]1O,ZINC15 : 4537423,active_pairs,zinc15
CO[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,ZINC15 : 247822546,active_pairs,zinc15
CO[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,ZINC15 : 100762852,active_pairs,zinc15
CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O,ZINC15 : 238742017,active_pairs,zinc15
CO[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,ZINC15 : 108475601,active_pairs,zinc15
CO[C@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,ZINC15 : 216449101,active_pairs,zinc15
COC1[C@@H](O)[C@@H](O)C(O)[C@@H](O)[C@@H]1O,ZINC15 : 18044205,active_pairs,zinc15
CO[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O,ZINC15 : 100055842,active_pairs,zinc15
COC1[C@@H](O)[C@@H](O)C(O)[C@H](O)[C@H]1O,ZINC15 : 2561263,active_pairs,zinc15
CO[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O,ZINC15 : 242463987,active_pairs,zinc15
COC1[C@H](O)[C@H](O)C(O)[C@@H](O)[C@H]1O,ZINC15 : 3978754,active_pairs,zinc15
COC1[C@H](O)[C@@H](O)C(O)[C@@H](O)[C@H]1O,ZINC15 : 968163,active_pairs,zinc15
COC1[C@H](O)[C@@H](O)C(O)[C@H](O)[C@H]1O,ZINC15 : 4097492,active_pairs,zinc15
COC1[C@@H](O)[C@@H](O)C(O)[C@@H](O)[C@H]1O,ZINC15 : 18084566,active_pairs,zinc15
CO[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O,ZINC15 : 255970085,active_pairs,zinc15
CO[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,ZINC15 : 100075817,active_pairs,zinc15
CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,ZINC15 : 100016113,active_pairs,zinc15
CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,ZINC15 : 100056016,active_pairs,zinc15
CCCC(C)CN[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,ENAMINE-REAL : Z5638496760,active_pairs,enamine-real
CCCCC(C)N[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,ENAMINE-REAL : Z5638497212,active_pairs,enamine-real
C#CCCCCN[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,ENAMINE-REAL : Z5638503271,active_pairs,enamine-real
CC(C)=CCCCN[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,ENAMINE-REAL : Z5638502733,active_pairs,enamine-real
C=C(C)CCC(C)N[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,ENAMINE-REAL : Z5638500966,active_pairs,enamine-real
CCCCCC(C)N[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,ENAMINE-REAL : Z5638497178,active_pairs,enamine-real
CCOCC(C)N[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,ENAMINE-REAL : Z5638496675,active_pairs,enamine-real
C=CCCC(C)N[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,ENAMINE-REAL : Z5638497116,active_pairs,enamine-real
CCCCCCC(C)N[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,ENAMINE-REAL : Z5638497210,active_pairs,enamine-real
CCCC[C@H](C)CN[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,ENAMINE-REAL : Z5638502388,active_pairs,enamine-real
CC(C)=CCCC(C)N[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,ENAMINE-REAL : Z5638496833,active_pairs,enamine-real
O=C([O-])[C@]1(O)C[C@H](O)[C@@H](O)[C@@H](O)C1,ZINC15 : 100075304,active_pairs,zinc15
O=C([O-])[C@]1(O)C[C@H](O)[C@H](O)[C@@H](O)C1,ZINC15 : 238752886,active_pairs,zinc15
O=C([O-])C1(O)C[C@H](O)C(O)[C@H](O)C1,ZINC15 : 3870192,active_pairs,zinc15
O=C([O-])[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1,ZINC15 : 100009542,active_pairs,zinc15
O=C([O-])C1(O)C[C@@H](O)C(O)[C@H](O)C1,ZINC15 : 1764753,active_pairs,zinc15
O=C([O-])C1(O)C[C@H](O)C(O)[C@@H](O)C1,ZINC15 : 895164,active_pairs,zinc15
O=C([O-])[C@@]1(O)C[C@H](O)[C@@H](O)[C@H](O)C1,ZINC15 : 245228054,active_pairs,zinc15
O=C([O-])[C@]1(O)C[C@@H](O)[C@H](O)[C@H](O)C1,ZINC15 : 100076909,active_pairs,zinc15
CCCSCC(C)N[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,ENAMINE-REAL : Z5638500683,active_pairs,enamine-real
CCC=CCCC(C)N[C@H]1C[C@@H](O)[C@H](O)[C@H](O)C1,ENAMINE-REAL : Z5638503134,active_pairs,enamine-real
N[C@@H]1C(O)[C@H]([NH3+])[C@@H](O)C(O)[C@H]1O,ZINC15 : 4095730,active_pairs,zinc15
N[C@H]1C(O)[C@@H]([NH3+])[C@H](O)C(O)[C@@H]1O,ZINC15 : 4095730,active_pairs,zinc15
N[C@H]1C(O)[C@H]([NH3+])[C@H](O)C(O)[C@@H]1O,ZINC15 : 4536627,active_pairs,zinc15
N[C@@H]1C(O)[C@@H]([NH3+])[C@@H](O)C(O)[C@H]1O,ZINC15 : 13437802,active_pairs,zinc15
N[C@@H]1C(O)[C@H]([NH3+])[C@H](O)C(O)[C@@H]1O,ZINC15 : 1529303,active_pairs,zinc15
N[C@H]1C(O)[C@@H]([NH3+])[C@@H](O)C(O)[C@H]1O,ZINC15 : 1529303,active_pairs,zinc15
N[C@@H]1C(O)[C@@H]([NH3+])[C@H](O)C(O)[C@@H]1O,ZINC15 : 13437802,active_pairs,zinc15
N[C@H]1C(O)[C@H]([NH3+])[C@@H](O)C(O)[C@H]1O,ZINC15 : 4536627,active_pairs,zinc15
[NH3+][C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,ZINC15 : 5157081,active_pairs,zinc15
[NH3+][C@@H]1C[C@](O)(CO)[C@H](O)[C@@H](O)[C@@H]1O,ZINC15 : 247663726,active_pairs,zinc15
[NH3+][C@@H]1C[C@](O)(CO)[C@H](O)[C@H](O)[C@H]1O,ZINC15 : 44172017,active_pairs,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1OCC,ZINC15 : ZINC000006811480-DMCH,morgan,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1OCCC,ZINC15 : ZINC000006811498-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1C,ZINC15 : ZINC000027746691-DMCH,morgan,zinc15
CCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCC)c(OCC)c2)c1,ZINC15 : ZINC000006811493-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccccc2)cc1OCC,ZINC15 : ZINC000016753886-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(Cl)c2)cc1OCC,ZINC15 : ZINC000016753881-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(C)cc2)cc1OCC,ZINC15 : ZINC000006811479-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(OC)c2)cc1OCC,ZINC15 : ZINC000016753876-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1,ZINC15 : ZINC000006767571-DMCH,morgan,zinc15
COc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1OC,ZINC15 : ZINC000005482777-DMCH,morgan,zinc15
CCCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCC)c(OCC)c2)c1,ZINC15 : ZINC000006811494-DMCH,morgan,zinc15
COc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1C,ZINC15 : ZINC000027664361-DMCH,morgan,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2cccc(OCC)c2)cc1OCCC,ZINC15 : ZINC000006811511-DMCH,morgan,zinc15
CCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCC)c(C)c2)c1,ZINC15 : ZINC000027746647-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccccc2)cc1C,ZINC15 : ZINC000027740870-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(Cl)cc2)cc1OCC,ZINC15 : ZINC000016752537-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(F)cc2)cc1OCC,ZINC15 : ZINC000016752747-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(Cl)c2)cc1C,ZINC15 : ZINC000027746741-DMCH,morgan,zinc15
CCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCCC)c(OCCC)c2)c1,ZINC15 : ZINC000011915529-DMCH,morgan,zinc15
Cc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1,ZINC15 : ZINC000008869592-DMCH,morgan,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1,ZINC15 : ZINC000012062533-DMCH,morgan,zinc15
CCCCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1,ZINC15 : ZINC000011914166-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(OC)cc2)cc1OCC,ZINC15 : ZINC000016752758-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(C(C)(C)C)cc2)cc1OCC,ZINC15 : ZINC000027529795-DMCH,morgan,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2cccc(Cl)c2)cc1OCCC,ZINC15 : ZINC000011915548-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(OC)c2)cc1C,ZINC15 : ZINC000027746766-DMCH,morgan,zinc15
CCOc1cccc(C(=O)Nc2nonc2-c2ccc(OC)c(OC)c2)c1,ZINC15 : ZINC000008916406-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(OC)c(Cl)c2)cc1OCC,ZINC15 : ZINC000006811523-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1OCC,ZINC15 : ZINC000009194954-DMCH,morgan,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2ccc(C)cc2)cc1OCCC,ZINC15 : ZINC000006811497-DMCH,morgan,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2cccc(OC)c2)cc1OCCC,ZINC15 : ZINC000006811500-DMCH,morgan,zinc15
CCOc1cccc(C(=O)Nc2nonc2-c2ccc(C)cc2)c1,ZINC15 : ZINC000008916031-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(C)cc2)cc1C,ZINC15 : ZINC000027740879-DMCH,morgan,zinc15
Cc1cccc(C(=O)Nc2nonc2-c2ccccc2)c1,ZINC15 : ZINC000008868555-DMCH,morgan,zinc15
COc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1,ZINC15 : ZINC000008915682-DMCH,morgan,zinc15
CCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCC)c(C)c2)c1,ZINC15 : ZINC000027746637-DMCH,morgan,zinc15
Cc1cccc(C(=O)Nc2nonc2-c2ccc(Cl)cc2)c1,ZINC15 : ZINC000008869610-DMCH,morgan,zinc15
CCOc1cccc(C(=O)Nc2nonc2-c2ccc(OC)c(C)c2)c1,ZINC15 : ZINC000027664656-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc([N+](=O)[O-])c2)cc1C,ZINC15 : ZINC000027746706-DMCH,morgan,zinc15
CCCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCC)c(C)c2)c1,ZINC15 : ZINC000027741008-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(OC(C)C)cc2)cc1OCC,ZINC15 : ZINC000016753878-DMCH,morgan,zinc15
CCOc1cccc(C(=O)Nc2nonc2-c2ccc(C)c(C)c2)c1,ZINC15 : ZINC000015670750-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(OCC(C)C)cc2)cc1OCC,ZINC15 : ZINC000016753891-DMCH,morgan,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2ccc(OCC)cc2)cc1OCCC,ZINC15 : ZINC000008869137-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(OCC)c2)cc1,ZINC15 : ZINC000006767589-DMCH,morgan,zinc15
Cc1cccc(C(=O)Nc2nonc2-c2ccc(OC(C)C)cc2)c1,ZINC15 : ZINC000012111306-DMCH,morgan,zinc15
CCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OC)c(OC)c2)c1,ZINC15 : ZINC000005482771-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(Br)cc2)cc1C,ZINC15 : ZINC000027740905-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(F)cc2)cc1C,ZINC15 : ZINC000027793263-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(Cl)cc2)cc1C,ZINC15 : ZINC000027792845-DMCH,morgan,zinc15
COc1cccc(C(=O)Nc2nonc2-c2ccc(OC)c(OC)c2)c1,ZINC15 : ZINC000005451141-DMCH,morgan,zinc15
CCCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OC)c(OC)c2)c1,ZINC15 : ZINC000006662274-DMCH,morgan,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2ccc(F)cc2)cc1OCCC,ZINC15 : ZINC000006811503-DMCH,morgan,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2ccc(Cl)cc2)cc1OCCC,ZINC15 : ZINC000006811502-DMCH,morgan,zinc15
CCCOc1cccc(C(=O)Nc2nonc2-c2ccc(C)cc2)c1,ZINC15 : ZINC000008915711-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(OC)cc2)cc1C,ZINC15 : ZINC000027740944-DMCH,morgan,zinc15
CCOc1cccc(C(=O)Nc2nonc2-c2ccccc2)c1,ZINC15 : ZINC000005422440-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(OC)c(Cl)c2)cc1C,ZINC15 : ZINC000027746410-DMCH,morgan,zinc15
CCOc1cccc(C(=O)Nc2nonc2-c2ccc(Cl)cc2)c1,ZINC15 : ZINC000012062497-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(OC)c2)cc1,ZINC15 : ZINC000006767576-DMCH,morgan,zinc15
COc1ccc(-c2nonc2NC(=O)c2cccc(Cl)c2)cc1OC,ZINC15 : ZINC000005451394-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(Cl)c2)cc1,ZINC15 : ZINC000006767592-DMCH,morgan,zinc15
CCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OC)c(C)c2)c1,ZINC15 : ZINC000027740816-DMCH,morgan,zinc15
COc1ccc(-c2nonc2NC(=O)c2ccccc2)cc1OC,ZINC15 : ZINC000008916789-DMCH,morgan,zinc15
CCCCOc1cccc(C(=O)Nc2nonc2-c2ccc(C)cc2)c1,ZINC15 : ZINC000006719449-DMCH,morgan,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2ccc(OC)cc2)cc1OCCC,ZINC15 : ZINC000006811499-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1C,ZINC15 : ZINC000027741037-DMCH,morgan,zinc15
CCCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OC)c(C)c2)c1,ZINC15 : ZINC000027664365-DMCH,morgan,zinc15
COc1cccc(C(=O)Nc2nonc2-c2ccc(OC)c(C)c2)c1,ZINC15 : ZINC000027664354-DMCH,morgan,zinc15
CCCOc1cccc(C(=O)Nc2nonc2-c2ccc(C)c(C)c2)c1,ZINC15 : ZINC000020899440-DMCH,morgan,zinc15
CCCOc1ccc(C(=O)Nc2nonc2-c2ccc(OCC)c(C)c2)cc1,ZINC15 : ZINC000027740935-DMCH,morgan,zinc15
COc1ccc(-c2nonc2NC(=O)c2ccc(C)cc2)cc1OC,ZINC15 : ZINC000008915180-DMCH,morgan,zinc15
CCCCOc1ccc(-c2nonc2NC(=O)c2cccc(OCC)c2)cc1,ZINC15 : ZINC000011914175-DMCH,morgan,zinc15
CCCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCC)cc2)c1,ZINC15 : ZINC000021175560-DMCH,morgan,zinc15
CCOc1cccc(C(=O)Nc2nonc2-c2ccc(C(C)C)cc2)c1,ZINC15 : ZINC000013688643-DMCH,morgan,zinc15
COc1ccc(-c2nonc2NC(=O)c2cccc(Cl)c2)cc1C,ZINC15 : ZINC000027664348-DMCH,morgan,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2cccc(OCC)c2)cc1,ZINC15 : ZINC000012062628-DMCH,morgan,zinc15
CCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCC)cc2)c1,ZINC15 : ZINC000006767590-DMCH,morgan,zinc15
CCCCOc1cccc(C(=O)Nc2nonc2-c2ccc(C)c(C)c2)c1,ZINC15 : ZINC000020899442-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1C,ZINC15 : ZINC000027741028-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(OC(C)C)cc2)cc1C,ZINC15 : ZINC000027746418-DMCH,morgan,zinc15
COc1cccc(C(=O)Nc2nonc2-c2ccc(C)cc2)c1,ZINC15 : ZINC000008915705-DMCH,morgan,zinc15
COc1ccc(-c2nonc2NC(=O)c2ccccc2)cc1C,ZINC15 : ZINC000027664362-DMCH,morgan,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2cccc(OCCC)c2)cc1,ZINC15 : ZINC000012062604-DMCH,morgan,zinc15
CCOc1cccc(C(=O)Nc2nonc2-c2ccc(OC(C)C)cc2)c1,ZINC15 : ZINC000012111470-DMCH,morgan,zinc15
Cc1ccc(-c2nonc2NC(=O)c2cccc(Cl)c2)cc1,ZINC15 : ZINC000008915717-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(C)cc2)cc1,ZINC15 : ZINC000006767570-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(OCC(C)C)cc2)cc1C,ZINC15 : ZINC000027746628-DMCH,morgan,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2ccc(OC(C)C)cc2)cc1OCCC,ZINC15 : ZINC000016753427-DMCH,morgan,zinc15
CCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCC(C)C)cc2)c1,ZINC15 : ZINC000027662803-DMCH,morgan,zinc15
COc1ccc(-c2nonc2NC(=O)c2cccc([N+](=O)[O-])c2)cc1OC,ZINC15 : ZINC000011913835-DMCH,morgan,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2ccc(OCC(C)C)cc2)cc1OCCC,ZINC15 : ZINC000008867465-DMCH,morgan,zinc15
COc1cccc(C(=O)Nc2nonc2-c2ccc(C)c(C)c2)c1,ZINC15 : ZINC000015670739-DMCH,morgan,zinc15
Cc1ccc(-c2nonc2NC(=O)c2cccc(Cl)c2)cc1C,ZINC15 : ZINC000020899446-DMCH,morgan,zinc15
COc1ccc(-c2nonc2NC(=O)c2ccc(C)cc2)cc1C,ZINC15 : ZINC000027664364-DMCH,morgan,zinc15
CCCOc1cccc(C(=O)Nc2nonc2-c2ccccc2)c1,ZINC15 : ZINC000005428221-DMCH,morgan,zinc15
CCCOc1cccc(C(=O)Nc2nonc2-c2ccc(F)cc2)c1,ZINC15 : ZINC000006669406-DMCH,morgan,zinc15
CCCOc1cccc(C(=O)Nc2nonc2-c2ccc(Br)cc2)c1,ZINC15 : ZINC000011917317-DMCH,morgan,zinc15
CCCCOc1ccc(-c2nonc2NC(=O)c2cccc(OC)c2)cc1,ZINC15 : ZINC000011914159-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(OC)c(Cl)c2)cc1,ZINC15 : ZINC000008917000-DMCH,morgan,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1OCC,ZINC15 : ZINC000006811480-DMCH,espsim_electrostatic,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1OCCC,ZINC15 : ZINC000006811498-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1C,ZINC15 : ZINC000027746691-DMCH,espsim_electrostatic,zinc15
CCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCC)c(OCC)c2)c1,ZINC15 : ZINC000006811493-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccccc2)cc1OCC,ZINC15 : ZINC000016753886-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(Cl)c2)cc1OCC,ZINC15 : ZINC000016753881-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(C)cc2)cc1OCC,ZINC15 : ZINC000006811479-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(OC)c2)cc1OCC,ZINC15 : ZINC000016753876-DMCH,espsim_electrostatic,zinc15
COc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1OC,ZINC15 : ZINC000005482777-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1,ZINC15 : ZINC000006767571-DMCH,espsim_electrostatic,zinc15
CCCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCC)c(OCC)c2)c1,ZINC15 : ZINC000006811494-DMCH,espsim_electrostatic,zinc15
COc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1C,ZINC15 : ZINC000027664361-DMCH,espsim_electrostatic,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2cccc(OCC)c2)cc1OCCC,ZINC15 : ZINC000006811511-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(C(=O)Nc2nonc2-c2ccc(OCC)c(OCC)c2)cc1,ZINC15 : ZINC000006811486-DMCH,espsim_electrostatic,zinc15
CCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCC)c(C)c2)c1,ZINC15 : ZINC000027746647-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(F)cc2)cc1OCC,ZINC15 : ZINC000016752747-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(Cl)cc2)cc1OCC,ZINC15 : ZINC000016752537-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccccc2)cc1C,ZINC15 : ZINC000027740870-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(Cl)c2)cc1C,ZINC15 : ZINC000027746741-DMCH,espsim_electrostatic,zinc15
CCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCCC)c(OCCC)c2)c1,ZINC15 : ZINC000011915529-DMCH,espsim_electrostatic,zinc15
Cc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1,ZINC15 : ZINC000008869592-DMCH,espsim_electrostatic,zinc15
CCCCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1,ZINC15 : ZINC000011914166-DMCH,espsim_electrostatic,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1,ZINC15 : ZINC000012062533-DMCH,espsim_electrostatic,zinc15
Cc1cccc(C(=O)Nc2nonc2-c2ccc(C)c(C)c2)c1,ZINC15 : ZINC000020899398-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccccc2C)cc1OCC,ZINC15 : ZINC000006811481-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(C(C)(C)C)cc2)cc1OCC,ZINC15 : ZINC000027529795-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(OC)cc2)cc1OCC,ZINC15 : ZINC000016752758-DMCH,espsim_electrostatic,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2cccc(Cl)c2)cc1OCCC,ZINC15 : ZINC000011915548-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cccc(OC)c2)cc1C,ZINC15 : ZINC000027746766-DMCH,espsim_electrostatic,zinc15
CCOc1cccc(C(=O)Nc2nonc2-c2ccc(OC)c(OC)c2)c1,ZINC15 : ZINC000008916406-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(OC)c(Cl)c2)cc1OCC,ZINC15 : ZINC000006811523-DMCH,espsim_electrostatic,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2ccc(C)cc2)cc1OCCC,ZINC15 : ZINC000006811497-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1OCC,ZINC15 : ZINC000009194954-DMCH,espsim_electrostatic,zinc15
CCCOc1ccc(-c2nonc2NC(=O)c2cccc(OC)c2)cc1OCCC,ZINC15 : ZINC000006811500-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(C)cc2)cc1C,ZINC15 : ZINC000027740879-DMCH,espsim_electrostatic,zinc15
COc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1,ZINC15 : ZINC000008915682-DMCH,espsim_electrostatic,zinc15
CCCCOc1ccc(C(=O)Nc2nonc2-c2ccc(OCC)c(OCC)c2)cc1,ZINC15 : ZINC000006811489-DMCH,espsim_electrostatic,zinc15
CCCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCCC)c(OCCC)c2)c1,ZINC15 : ZINC000008867872-DMCH,espsim_electrostatic,zinc15
CCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCC)c(C)c2)c1,ZINC15 : ZINC000027746637-DMCH,espsim_electrostatic,zinc15
CCOc1cccc(C(=O)Nc2nonc2-c2ccc(OC)c(C)c2)c1,ZINC15 : ZINC000027664656-DMCH,espsim_electrostatic,zinc15
CCCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCC)c(C)c2)c1,ZINC15 : ZINC000027741008-DMCH,espsim_electrostatic,zinc15
CCOc1ccc(-c2nonc2NC(=O)c2ccc(OC(C)C)cc2)cc1OCC,ZINC15 : ZINC000016753878-DMCH,espsim_electrostatic,zinc15
