Compound_names,Smiles,chemical_class,np_classifier_pathway,np_classifier_superclass,np_classifier_class,Canonical_smiles,standard_inchi,standard_inchi_key,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile,NP_likeness,SA_score,Pfizer,GSK,Golden_Triangle,Rotatable_bonds
"5,14-dimethylbudmunchiamine L1",CCC1OC(=O)C(C)C(OC2OC(C)C(C(C2)(C)OC)O)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(CC(C(=O)C(C(C1(C)O)O)C)C)(C)O,Alkaloid,Polyketides,Macrolides,Erythromycins,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,"InChI=1S/C37H67NO13/c1-14-25-37(10,45)30(41)20(4)27(39)18(2)16-35(8,44)32(51-34-28(40)24(38(11)12)15-19(3)47-34)21(5)29(22(6)33(43)49-25)50-26-17-36(9,46-13)31(42)23(7)48-26/h18-26,28-32,34,40-42,44-45H,14-17H2,1-13H3",ULGZDMOVFRHVEP-UHFFFAOYSA-N,733.937,1.7856,14,5,2,0.237872505983736,18,193.91,0.132164923846722,0.0400560945272445,0.842041671276093,3.13703655606901E-05,0.0069870001170784,0.015113837365061,0.0030546037771273,0.005247821426019,0.0008642204332318,0.665066969394684,0.230540044605732,0.0308198735117912,0.0548262640833854,0.593750697374344,0.882837665081024,0.0092329893959686,0.0200175911188125,0.0040206144563853,0.0277391593903303,0.0118780724704265,0.0419673986732959,0.0147714659571647,0.68030954003334,0.756925392150879,0.0635385069996118,0.0046953306067734,0.0093816380947828,0.0776381367817521,0.0361824572086334,0.18164601828903,0.112181430310011,-5.58649387966107,74.9411869653363,45.3174697944947,16.0442947969677,-10.6300180627661,2.52214604199302,0.782297546392118,55.9882433852842,-1.94581495224912,3.93662414839772,92.7103528499418,42.6909654905002,94.5909267157813,90.7522295463358,9.84877859635518,15.0445909267158,98.7592089957348,90.7716169057774,40.3257076386196,1.70608763086468,59.0538968592478,1.08569212873207,12.8344319503684,5.07948817371074,17.4486234974796,1.24079100426522,6.47537805350911,68.6312524234199,68.2047305157038,13.0283055447848,38.619620007755,59.4028693291974,25.0484683986041,45.5602946878635,44.7848003101978,22.5281116711904,51.5703761147732,39.8604110120202,20.589375727026,67.157813105855,44.6684761535479,86.1186506397829,34.7421481194261,44.7460255913145,42.4970918960838,60.3722373012796,59.6742923613804,18.1465684373788,31.5238464521132,20.8220240403257,79.9922450562233,74.6801085692129,62.3885226832106,40.3644823575029,49.5540907328422,38.5420705699884,27.7626987204343,70.259790616518,67.6618844513377,1.89478832202048,6.08831082805574,0,1,1,25
"5,7,8-trimethoxyflav-3-ene",COc1cc(OC)c2c(c1OC)OC(C=C2)c1ccccc1,Flavonoid,Shikimates and phenylpropanoids,,,COc1cc(OC)c(OC)c2c1C=CC(c1ccccc1)O2,"InChI=1S/C18H18O4/c1-19-15-11-16(20-2)18(21-3)17-13(15)9-10-14(22-17)12-7-5-4-6-8-12/h4-11,14H,1-3H3",AKGAHTGZXKRIMD-UHFFFAOYSA-N,298.338,3.8593,4,0,4,0.85862701927957,1,36.92,0.327582564949989,0.938419020175934,0.940984177589416,0.95665910243988,0.945536041259766,0.174343194067478,0.559352564811707,0.38869611620903,0.12962372303009,0.718340790271759,0.551922398805618,0.064083182439208,0.0060633641667664,0.866858565807343,0.999961447715759,0.0014172100607538,0.0249580321833491,0.64562029838562,0.131501942873001,0.0113045246340334,0.215645529329777,0.0051236446481198,0.989064347743988,0.285610309243202,0.348751786351204,0.0802053533494472,0.0122678713873028,0.212297430634499,0.0161838727071881,0.332201462984085,0.651264691352844,-4.56832009708651,93.05093816793,30.9714806295978,-5.15584435903395,-6.31679144912399,2.87089780426343,2.76564240322817,88.1517349098034,-4.84891104539927,5.53094340328436,39.8991857309035,75.0290810391625,46.4715005816208,11.7681271810779,63.8037999224506,95.9674292361381,54.8080651415277,18.9414501744862,69.1353237689027,73.8658394726638,86.8553702985653,97.3245443970531,97.8673904614192,56.4559906940675,91.8573090345095,79.6432725862738,66.9251647925553,75.8045754168282,82.0473051570376,25.6300891818534,9.1120589375727,77.8208607987592,90.7716169057774,13.4160527336177,51.686700271423,95.696006203955,78.2861574253587,38.7359441644048,81.6207832493214,50.8336564559907,96.9755719271035,66.0333462582396,74.7576580069795,85.9247770453664,47.6929042264444,73.5944164404808,45.5990694067468,39.0849166343544,70.1822411787515,76.1147731678945,88.2512601783637,62.5048468398604,27.3361768127181,80.7677394338891,72.1597518417992,75.3780535091121,70.1046917409849,16.4404808065142,77.7433113609926,1.42634787861106,2.96552093360062,2,2,2,7
5-normethylbudmunchiamine K,CCCCCCCCCCCCCCCC1NCCCN(C)CCCCN(CCCNC(=O)C1)C,Alkaloid,Alkaloids,Ornithine alkaloids,Polyamines,CCCCCCCCCCCCCCCC1CC(=O)NCCCN(C)CCCCN(C)CCCN1,"InChI=1S/C30H62N4O/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-21-29-28-30(35)32-23-20-27-34(3)25-18-17-24-33(2)26-19-22-31-29/h29,31H,4-28H2,1-3H3,(H,32,35)",CPTVXANOOLZOCG-UHFFFAOYSA-N,494.853,6.36980000000001,4,2,3,0.275477009347962,1,47.61,0.0395454511046409,0.768289613723755,0.355491742491722,0.0088948630262166,0.0172754812985658,0.0330698171630501,0.0028150790254585,0.445383137464523,0.363712860643864,0.60401583313942,0.0411025896668434,0.0976223364472389,0.0772306926548481,0.0927649207413196,0.606849026679993,0.0012661911896429,0.0064927357714623,0.0047277627279981,0.0234594661742448,0.0141423252411186,0.0638970054686069,0.001417407230474,0.725235390663147,0.87697160243988,0.432445642352104,0.0005387574579799,0.064817482419312,0.0856711246073246,0.0138799286447465,0.922817707061768,0.927766227722168,-5.41267959717161,15.6530988953131,35.3132446319363,22.4733383781579,-5.64944130759664,2.54106779543006,0.91383448535908,74.2179804062226,-3.99744395428856,3.65131776206775,81.1942613416053,95.5409073284219,46.4715005816208,60.8569212873207,20.9189608375339,18.5343156262117,54.8080651415277,29.2361380379992,15.8976347421481,52.8111671190384,11.8262892594029,32.3768902675456,23.1872818922063,12.2140364482357,16.5180302442807,83.0942225668864,81.7758821248546,61.0701822411788,44.6684761535479,36.603334625824,45.0562233423808,19.4261341605273,19.2710352849942,12.7181077937185,17.0608763086468,24.4668476153548,49.0887941062427,44.2419542458317,35.401318340442,29.8177588212485,47.9255525397441,91.7022101589763,79.9534703373401,16.9057774331136,78.7902287708414,61.5742535866615,43.4276851492827,95.1143854207057,90.1512214036448,26.7545560294688,28.5769678169833,66.5761923226057,69.2128732066692,85.0717332299341,50.9112058937573,40.7522295463358,48.4683986041101,31.8340442031795,65.8782473827065,0.428330967068629,3.51765105002028,2,0,0,17
"6,11,12,16-tetrahydroxy-5,8,11,13-abietatetra-en-7-one",OCC(c1cc2C(=O)C(=C3[C@@](c2c(c1O)O)(C)CCCC3(C)C)O)C,Terpenoid,Terpenoids,Diterpenoids,Abeoabietane diterpenoids,CC(CO)c1cc2c(c(O)c1O)[C@]1(C)CCCC(C)(C)C1=C(O)C2=O,"InChI=1S/C20H26O5/c1-10(9-21)11-8-12-13(16(24)14(11)22)20(4)7-5-6-19(2,3)18(20)17(25)15(12)23/h8,10,21-22,24-25H,5-7,9H2,1-4H3/t10?,20-/m0/s1",KPIDDSZEIRXHPH-IEOXRBHFSA-N,346.423,3.6698,5,4,4,0.612607991511629,2,97.99,0.176261913776398,0.49173229932785,0.585864633321762,0.374511510133743,0.453813475370407,0.120490210875869,0.539135551452637,0.0603195429313927,0.110462459176779,0.813564658164978,0.638139170408249,0.109993149712682,0.0349572962149977,0.400481979548931,0.999931526184082,0.0354576392099261,0.0315661014989018,0.203751122951508,0.373695236444473,0.143580926954746,0.246122321486473,0.0190789218991994,0.897554790973663,0.188240073621273,0.551011282205582,0.0223341915756464,0.319590750336647,0.964727473258972,0.396382585167885,0.672157937288284,0.21411864310503,-4.86247299656477,72.8572350105643,55.1833764504498,-31.0234181492203,-8.08580621027763,2.97698758294934,2.43105549478172,84.9846755326736,-4.28666671555695,4.64634348969693,52.888716556805,72.3924001550989,59.1120589375727,86.0217138425746,63.8037999224506,61.9232260566111,68.8639007367197,66.2659945715394,48.313299728577,30.1279565723149,24.5056223342381,79.0616518030244,81.8922062815045,42.0317952694843,91.1981388134936,37.4563784412563,63.8231872818922,89.6471500581621,84.6839860411012,40.6746801085692,29.468786351299,47.7316789453277,87.3206669251648,79.0616518030244,60.6436603334626,81.9309810003878,93.7572702597906,91.3144629701435,84.4513377278015,70.4924389298178,66.5374176037224,60.6048856145793,86.1574253586662,69.6393951143854,95.1143854207057,99.3020550601008,93.4858472276076,73.1678945327646,43.8542070569988,57.1927103528499,78.9453276463746,80.5350911205894,3.10197751066305,65.6068243505235,77.6657619232261,68.4761535478868,63.6293136874758,26.250484683986,72.4699495928655,2.29385365839505,4.1284638825717,1,2,2,10
6-(3-methyl-2-butenyl)-1H-indole,CC(=CCc1ccc2c(c1)[nH]cc2)C,Alkaloid,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,CC(C)=CCc1ccc2cc[nH]c2c1,"InChI=1S/C13H15N/c1-10(2)3-4-11-5-6-12-7-8-14-13(12)9-11/h3,5-9,14H,4H2,1-2H3",TWLHPMIWLQNHPM-UHFFFAOYSA-N,185.27,3.6766,0,1,4,0.686880953549803,0,15.79,0.280706849694252,0.970528256893158,0.643765622377396,0.974522876739502,0.851376938819885,0.15542424172163,0.211325833201408,0.386590665578842,0.536747139692307,0.484854412078857,0.413904392719269,0.0811018899083137,0.0327258265577256,0.537646108865738,0.999984788894653,0.0059207333251833,0.0112139846663922,0.715941166877747,0.118286222964525,0.0745774645358324,0.236356826126575,0.0085961480624973,0.958367896080017,0.129460294172168,0.139376011490822,0.0367134105414152,0.420672744512558,0.441466170549393,0.0532631210982799,0.783847570419312,0.337496283650398,-4.54746036566633,75.0098504000937,51.3799263021191,45.3436975636511,-7.52904580382163,2.24396256240402,3.81626138170641,100.435229433882,-4.66986550076768,20.9387716024056,15.5098875533152,72.4699495928655,1.9387359441644,36.6808840635905,63.8037999224506,72.6250484683986,22.4893369523071,7.94881737107406,64.0946103140752,82.1636293136875,29.468786351299,98.3326870880186,95.6572314850717,51.8417991469562,76.7739433889104,79.6044978673905,86.8553702985653,49.9418379216751,77.0065917022102,31.3299728576968,28.0341217526173,55.8743699108182,95.5021326095386,35.5951919348585,27.4912756882513,96.7429236138038,76.1535478867778,84.6452113222179,83.7921675067856,58.7824738270648,82.8615742535867,54.5172547499031,52.0356727413726,76.580069794494,96.3939511438542,83.2880961613028,66.0333462582396,82.4350523458705,53.7805350911206,77.1616905777433,79.9922450562233,78.0922838309422,85.3431562621171,70.7638619620008,32.6095385808453,93.6409461031408,91.5858860023265,19.0383869716945,98.0612640558356,0.9492264501201,2.40721635492291,2,2,1,4
"6-(3-methylbuta-1,3-dienyl)-1H-indole",CC(=C)/C=C/c1ccc2c(c1)[nH]cc2,Alkaloid,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,C=C(C)/C=C/c1ccc2cc[nH]c2c1,"InChI=1S/C13H13N/c1-10(2)3-4-11-5-6-12-7-8-14-13(12)9-11/h3-9,14H,1H2,2H3/b4-3+",QIIFHOAHEFIPRF-ONEGZZNKSA-N,183.254,3.7572,0,1,4,0.682221991040265,0,15.79,0.405149340629578,0.959976983070374,0.71328809261322,0.94600692987442,0.566831463575363,0.181548596918583,0.165581186115742,0.370505613088608,0.201574815064669,0.355287706851959,0.247536304593086,0.117311742156744,0.0368221143260598,0.836001396179199,0.999945950508118,0.0512123230844736,0.0515506662428379,0.653840005397797,0.0710423670709133,0.0690586008131504,0.22163810133934,0.0228165598586201,0.918350839614868,0.195763098448515,0.463269406557083,0.151639460772276,0.432966306805611,0.379560738801956,0.146423152089119,0.813482320308685,0.188125714659691,-4.66828082232223,54.5152040747109,42.6616884640751,31.0949529468195,-8.7018599956077,2.17337928607093,3.6945945477726,100.599734838558,-4.5667880483444,18.6358269264195,15.1609150833656,73.6719658782474,1.9387359441644,36.6808840635905,63.8037999224506,71.9271035284994,22.4893369523071,7.94881737107406,76.6576192322606,78.6739046141915,38.5420705699884,96.9367972082202,86.5063978286158,58.3171772004653,73.4005428460644,78.867778208608,73.6331911593641,37.4951531601396,68.9802248933695,42.4970918960838,30.3218301667313,74.9903063202792,88.9104303993796,84.8390849166344,74.0597130670803,95.8123303606049,66.8476153547887,83.0554478480031,82.5901512214036,73.2454439705312,70.9577355564172,61.0701822411788,81.7371074059713,91.7409848778597,96.3939511438542,81.0779371849554,80.6514152772392,85.4982551376503,40.9848778596355,69.445521519969,65.9557968204731,73.0903450949981,76.308646762311,59.4028693291974,28.5769678169833,92.2450562233424,91.8573090345095,20.8995734780923,97.5184179914696,1.03225043949696,2.55902212415368,2,2,1,3
"(6',7'-dihydro-8',9'-dihydroxy)-3-farnesindole",C/C(=C\Cc1c[nH]c2c1cccc2)/CCCC(C(C(C=C(C)C)O)O)C,Alkaloid,Alkaloids,Tryptophan alkaloids,Quinoline alkaloids,CC(C)=CC(O)C(O)C(C)CCC/C(C)=C/Cc1c[nH]c2ccccc12,"InChI=1S/C23H33NO2/c1-16(2)14-22(25)23(26)18(4)9-7-8-17(3)12-13-19-15-24-21-11-6-5-10-20(19)21/h5-6,10-12,14-15,18,22-26H,7-9,13H2,1-4H3/b17-12+",JMJIEBPTDSDJNZ-SFQUDFHCSA-N,355.522,5.15110000000001,2,3,3,0.544790580892295,3,56.25,0.0861915566027164,0.793955850601196,0.691789275407791,0.528400844335556,0.707338607311249,0.317807644605637,0.518721157312393,0.454575431346893,0.720259034633637,0.713318336009979,0.824832630157471,0.207441863417625,0.199698439240456,0.176800684630871,0.999909913539887,0.0050451467046514,0.0058408559765666,0.530892288684845,0.189353695511818,0.027031110599637,0.0562910579144954,0.0264451632276177,0.902320921421051,0.870562314987183,0.151994863152504,0.005944801098667,0.397481635212898,0.526181077957153,0.0329491470009088,0.476520627737045,0.904557526111603,-5.20635723832856,56.8822210274104,39.5153179556909,25.5517010438448,-9.23396258121341,3.13229410355918,3.71321796094716,104.107087739439,-4.82815520110494,12.9241873276777,54.7886777820861,89.6471500581621,16.3823187281892,77.2586273749515,20.9189608375339,53.4703373400543,75.436215587437,34.9747964327259,30.4769290422644,55.1376502520357,35.129895308259,83.7533927879023,91.3532376890268,80.0697944939899,90.7328421868942,83.3656455990694,91.0818146568437,75.0678557580458,91.5471112834432,59.5967429236138,66.4598681659558,30.825901512214,85.9635517642497,32.0666925164793,15.5098875533152,93.4858472276076,84.3350135711516,61.8456766188445,30.7095773555642,75.5719271035285,67.2741372625049,91.3144629701435,54.2846064366033,48.2357502908104,96.1225281116712,86.4676231097325,58.006979449399,55.3702985653354,87.5920899573478,36.4870104691741,68.2822799534703,70.3761147731679,72.4699495928655,54.4784800310198,84.257464133385,92.322605661109,96.0837533927879,16.5955796820473,94.4552151996898,1.82720885723752,3.78208947745623,2,1,1,15
6-acetoxy methyl angolensate,COC(=O)C([C@@H]1[C@@]2(C)[C@H](CC(=O)C1(C)C)O[C@@]13C(=C)[C@@H]2CC[C@@]1(C)[C@@H](OC(=O)C3)c1cocc1)OC(=O)C,Terpenoid,Terpenoids,Triterpenoids,Limonoids,C=C1[C@@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1CC(=O)C(C)(C)[C@H](C(OC(C)=O)C(=O)OC)[C@@]12C,"InChI=1S/C29H36O9/c1-15-18-8-10-27(5)24(17-9-11-35-14-17)37-21(32)13-29(15,27)38-20-12-19(31)26(3,4)23(28(18,20)6)22(25(33)34-7)36-16(2)30/h9,11,14,18,20,22-24H,1,8,10,12-13H2,2-7H3/t18-,20-,22?,23-,24-,27-,28+,29-/m0/s1",QSQFOIMEVMOMIJ-AJZQVFHJSA-N,528.598,4.1039,9,0,3,0.323168369369111,8,118.34,0.347776784002781,0.767987191677094,0.863388073444366,0.001080411755538,0.129592997953296,0.0213290929794311,0.171307819709182,0.0163922086823731,0.0114427384687587,0.776235103607178,0.911170375347137,0.0341721193864941,0.153985120356083,0.759268510341644,0.999679780006409,0.0340178776532411,0.16013425141573,0.0120924009941518,0.397583609819412,0.0422391012310981,0.095611996948719,0.0306671623140573,0.974853682518005,0.779364383220673,0.541983997821808,0.0393388260155916,0.0482181720435619,0.498945361375809,0.151226445287466,0.273557935655117,0.31542726457119,-4.91675677903889,121.061000614343,78.7045929313837,41.5564110100701,-6.22571551330618,4.67303259358735,3.06362601070257,94.5869631849244,-4.8957256364987,11.457123458766,84.1799146956185,78.596355176425,86.2543621558744,11.7681271810779,20.9189608375339,24.1178751454052,91.9736331911594,77.0453664210935,71.3454827452501,52.8111671190384,63.3191159364095,11.8650639782862,54.1682822799535,7.52229546335789,73.7882900348972,10.9732454439705,26.8708801861187,84.5676618844513,95.4633578906553,14.3854207056999,60.8763086467623,68.4373788290035,76.5025203567274,78.596355176425,90.5389685924777,38.0767739433889,94.6490887941062,72.6638231872819,53.5478867778209,77.4718883288096,89.9573478092284,87.2431174873982,86.0798759208996,77.2004652966266,74.29236138038,85.4982551376503,80.9616130283056,31.8728189220628,51.9968980224893,53.8580845288872,95.3082590151221,90.2287708414114,83.2105467235363,81.3493602171384,99.8061264055836,82.2024040325708,82.0473051570376,15.5874369910818,93.136874757658,2.83448123918721,6.39281918623842,1,0,1,10
6-hydroxy-5-normethylbudmunchiamine K,CCCCCCCCCC(CCCCCC1NCCCN(C)CCCCN(CCCNC(=O)C1)C)O,Alkaloid,Alkaloids,Ornithine alkaloids,Polyamines,CCCCCCCCCC(O)CCCCCC1CC(=O)NCCCN(C)CCCCN(C)CCCN1,"InChI=1S/C30H62N4O2/c1-4-5-6-7-8-9-12-19-29(35)20-13-10-11-18-28-27-30(36)32-22-17-26-34(3)24-15-14-23-33(2)25-16-21-31-28/h28-29,31,35H,4-27H2,1-3H3,(H,32,36)",PNURFNPZVHXXPD-UHFFFAOYSA-N,510.852000000001,5.34060000000001,5,3,2,0.27527470926256,2,67.84,0.039585075341165,0.466611349582672,0.223777371644974,0.0046857487410306,0.0106020608916878,0.0218648560345172,0.0029909291188232,0.419356238842011,0.274417814612389,0.543893355131149,0.0160266610793769,0.0668618947267532,0.0867029882967472,0.0528994848951697,0.390695878863335,0.0027071180054917,0.011577355954796,0.0046602084068581,0.0096350343897938,0.0098779884167015,0.0845259681344032,0.0005741599961766,0.512418460845947,0.836635839939117,0.230110089480877,0.0004468226747121,0.0393197391182184,0.0459945734590292,0.0139663594774901,0.847456741333008,0.915207850933075,-5.55946539335059,-6.18737672681263,31.3089485528601,19.2927954025975,-8.78507369229016,2.44644924756686,0.27616997380964,62.3500343699195,-3.01377276517653,2.72111081172084,82.7452500969368,90.8103916246607,59.1120589375727,77.2586273749515,9.84877859635518,18.5343156262117,68.8639007367197,44.9398991857309,15.8976347421481,28.5381930981,5.15703761147732,25.0484683986041,16.9057774331136,7.79371849554091,17.2547499030632,81.698332687088,77.4331136099263,55.4090732842187,36.4870104691741,26.5994571539356,47.7316789453277,12.5242341993021,14.6956184567662,21.0546723536254,28.4994183792168,24.2729740209384,37.7665761923226,35.9441644048081,48.0806514152772,20.1628538193098,34.7421481194261,89.5696006203955,64.598681659558,15.5098875533152,70.7250872431175,53.2376890267546,43.5440093059325,88.9104303993796,88.6002326483133,21.5587436991082,11.2834431950368,62.7374951531601,66.3823187281892,58.6273749515316,44.5133772780147,30.9810003877472,33.6176812718108,50.4459092671578,58.8987979837146,0.701832687627249,3.9092111932656,2,0,0,18
6-hydroxybudmunchiamine K,CCCCCCCCCC(CCCCCC1CC(=O)NCCCN(C)CCCCN(CCCN1C)C)O,Alkaloid,Alkaloids,Ornithine alkaloids,Polyamines,CCCCCCCCCC(O)CCCCCC1CC(=O)NCCCN(C)CCCCN(C)CCCN1C,"InChI=1S/C31H64N4O2/c1-5-6-7-8-9-10-13-20-30(36)21-14-11-12-19-29-28-31(37)32-22-17-25-33(2)23-15-16-24-34(3)26-18-27-35(29)4/h29-30,36H,5-28H2,1-4H3,(H,32,37)",SRKLXMKWGYYXOG-UHFFFAOYSA-N,524.879000000001,5.68280000000001,5,2,2,0.286251281509436,2,59.05,0.0384415592998266,0.594024455547333,0.220588452741504,0.0035609453887445,0.0083908672910183,0.0218063365668058,0.002565827849321,0.431845730543137,0.282728237658739,0.574651497602463,0.0079074397683143,0.0672568533569574,0.090325079113245,0.0430328236892819,0.366938409209251,0.0018387640477158,0.0080819926224648,0.0034986472222954,0.0118413737043738,0.0077493982389569,0.0693481743335723,0.0003362524999829,0.615876591205597,0.864526319503784,0.263100582361221,0.0003131150617264,0.0276374774053692,0.0490077041089534,0.0090020250063389,0.883048415184021,0.946960175037384,-5.3923819621539,2.76605792326303,45.1447636342466,11.3525754365063,-8.16493482960657,2.50241773305539,0.685111737283791,62.758905049425,-3.05993210313365,-2.05841096257584,83.8697169445522,92.5164792555254,59.1120589375727,60.8569212873207,9.84877859635518,19.4649088794106,68.8639007367197,37.4563784412563,15.4711128344319,36.9523070957736,4.8856145792943,21.8689414501745,14.5017448623497,7.75494377665762,15.8200853043815,82.4350523458705,77.7820860798759,57.9294300116324,30.7095773555642,26.7933307483521,48.7398216362931,10.895696006204,14.1915471112834,15.8588600232648,20.860798759209,20.6281504459093,39.8991857309035,29.5075610701822,38.9298177588213,15.6649864288484,40.4808065141528,91.120589375727,67.5843350135712,13.0670802636681,63.6680884063591,53.974408685537,36.0217138425746,91.9348584722761,93.0205506010081,27.3749515316014,16.7506785575805,74.5250096936797,56.2233423807677,64.8313299728577,48.313299728577,36.9910818146568,34.1993020550601,49.5540907328422,20.860798759209,0.566325417678405,3.94581428031573,2,0,0,19
6-hydroxy methyl angolensate,COC(=O)[C@@H]([C@@H]1[C@@]2(C)[C@H](CC(=O)C1(C)C)O[C@@]13C(=C)[C@@H]2CC[C@@]1(C)[C@@H](OC(=O)C3)c1cocc1)O,Terpenoid,Terpenoids,Triterpenoids,Limonoids,C=C1[C@@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1CC(=O)C(C)(C)[C@H]([C@@H](O)C(=O)OC)[C@@]12C,"InChI=1S/C27H34O8/c1-14-16-7-9-25(4)22(15-8-10-33-13-15)34-19(29)12-27(14,25)35-18-11-17(28)24(2,3)21(26(16,18)5)20(30)23(31)32-6/h8,10,13,16,18,20-22,30H,1,7,9,11-12H2,2-6H3/t16-,18-,20+,21-,22-,25-,26+,27-/m0/s1",GOYZKWCPWBKPIG-OPOIYOSBSA-N,486.561,3.5331,8,1,4,0.510097989331074,8,112.27,0.235859872400761,0.720655810832977,0.876572573184967,0.0012492602334532,0.0917267316952347,0.020658989995718,0.0990917579270899,0.0221642821095883,0.0083642666751984,0.704693043231964,0.849924886226654,0.0158545386977493,0.143944744765759,0.597125154733658,0.99989664554596,0.0531696677207946,0.260617637634277,0.0112399156205356,0.461156198382378,0.0177837988361716,0.122599928081036,0.0182161170989275,0.96454975605011,0.794129419326782,0.330497920513153,0.0234108187258243,0.0190286200493574,0.435399389266968,0.0694174401462078,0.209216057136655,0.355241784453392,-5.07453284249455,98.2291252451279,55.193040607382,47.2813081739093,-8.49990040350031,4.48102325375911,2.61550184345289,94.4608610534833,-4.4970167628362,5.01487638755714,80.2636680884064,70.3373400542846,82.3575029081039,36.6808840635905,63.8037999224506,48.1194261341605,91.9736331911594,74.1372625048468,58.006979449399,48.1582008530438,66.6537417603722,12.8732066692516,48.041876696394,7.40597130670803,65.1027530050407,15.9751841799147,22.7607599844901,73.749515316014,92.7491275688251,6.55292749127569,59.0538968592478,59.5191934858472,85.0329585110508,85.188057386584,93.4470725087243,37.1849554090733,96.3939511438542,49.7479643272586,64.2109344707251,69.988367584335,85.4207056998837,87.9410624272974,73.3617681271811,70.3761147731679,56.533540131834,83.171772004653,70.259790616518,22.0240403257076,55.2539744086855,44.2031795269484,89.6471500581621,80.5350911205894,86.4288483908492,61.5742535866615,99.457153935634,72.547499030632,81.698332687088,22.5281116711904,74.6801085692129,2.89296004561,6.38994590837417,1,1,1,9
