seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
17,all,1.414,0.8,1000,8,COC(C)(C1(c2ccsc2)CCCC1)C(C)(C)C(C)C(=O)F,0.6996,16.81
