seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
16,all,1.414,0.8,1000,8,CC(C)(C)C1(C)CCC2(CCCC2)CC1(C1CCCCCC1)C(C)(CCc1ccccc1)C(N)(CCCCCN)C1CCSC1,0.6996,17.11
