seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
1,all,1.414,0.8,1000,8,C=C(C#N)C1(C(CBr)(c2cncnc2)C2(C3(C(=O)O)CCCCCC3)CCNCC2)CCOC1,0.6996,16.35
