seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
8,all,1.414,0.8,1000,8,CCCC(C)(C(=N)N)C1(C(C)(N)C(C)(CC(C)(C(C)(C)C)C2(C)CNCCN2)C(=O)F)CCNCC1,0.6996,16.89
