seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
7,all,1.414,0.8,1000,8,CC(CCCCCCCC(=O)O)C(C(N)=O)(C1CCNCC1)C(C)(C)c1ccncc1,0.6996,15.64
