seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
12,all,1.414,0.8,1000,8,CC(C)(C)CC1(C(c2cnccn2)(C(C)(C)C)C(F)(F)F)CNCCN1,0.694,15.28
