seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
6,all,1.414,0.8,1000,8,C=C(C(C)(CCNC(C)=O)C(C)(CC(C)(C(C)(NC(C)=O)C(N)=S)C12CCCCC1(C)CCCC2)c1ccsc1)S(N)(=O)=O,0.6996,15.60
