seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
19,all,1.414,0.8,1000,8,CC(c1cncnc1)(c1cnoc1)C(C)(C)C(C1(C(=O)O)CCSC1)C12CCCCC1CCC2,0.6996,15.44
