input,weighted_mpo_score,syba_score,sa_score,qed
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,0.744537781924262,77.13224567490701,2.1311137638480755,0.7560099167404621
COc1cc(O)c2c(c1)O[C@H](c1ccccc1)CC2=O,0.8156940322336177,41.60715130262052,2.590407530278407,0.9105940495449673
COc1cc2ccc(=O)oc2cc1OC,0.7389037364122997,43.31703429039859,1.857746305617104,0.7029061202023811
COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1,0.8038626426323106,75.37926689599755,2.059186880759958,0.8039282567987951
O=C(O)C=Cc1ccc(O)cc1,0.701528624543718,24.244861402480115,1.783127575393852,0.65083387330713
CC(C)=CCOc1ccc2ccc(=O)oc2c1,0.7474947077297278,81.05273953684066,2.23122427414825,0.6003303852676992
COc1ccc(-c2oc3cc(OC)c(OC)cc3c(=O)c2O)cc1OC,0.7508915851213176,57.202297295611984,2.1486775663867377,0.749188475238997
COc1ccc(-c2oc3cc(OC)c(OC)cc3c(=O)c2O)cc1O,0.7253016633644159,48.4516866004609,2.2555261525646024,0.750637703843906
CC(=O)OC1C(=O)c2c(O)cc(O)cc2O[C@H]1c1ccc(O)cc1,0.7048068775140734,13.539669282589584,3.312326569266194,0.7221575226816442
C=C[C@@](C)(O)CC/C=C(\C)CCC=C(C)C,0.7208123232677695,24.82712410963757,3.452406491322635,0.6330935299160739
CC(C)=CCc1c(O)cc2c(c1O)C(=O)C(c1ccc(O)cc1O)CO2,0.7008141056645943,1.9965245921680712,3.431154878909563,0.6282271211234742
COc1cc(O)c(OC)c(O)c1C(=O)C=Cc1ccccc1,0.733545181716706,63.61741080828153,2.2358522348664547,0.6554849868562895
COc1cc(O)c(C(=O)C=Cc2ccccc2)c(OC)c1,0.7690207612350264,87.4910470717604,2.0044238029615045,0.6757764398035883
COc1c(O)cc2c(c1O)C(=O)C([C@H](O)c1ccccc1)CO2,0.7128209644630932,19.436463373949376,3.402246366047212,0.8016275763025335
COc1cc(O)cc(O)c1C(=O)C=Cc1ccccc1,0.7645623916966262,72.61471640660143,2.095525410776052,0.6617234466745804
COc1cc(O)c(C(=O)C=Cc2ccccc2)c(O)c1OC,0.7345962278304018,68.43503013293105,2.1859220961527086,0.6554849868562895
COc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1,0.7813903991338823,83.09134595777941,1.9504004107760515,0.8211998772423056
COc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1OC,0.7529211947996786,71.26475396293253,2.071852487073265,0.8023743088284231
COc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)cc(CC=C(C)C)c1O,0.7274924008249072,22.55113747118919,3.1406267911522505,0.799792689620218
COc1ccc2c(=O)c3cccc(O)c3oc2c1,0.7300057250133005,44.70278082975333,2.011707733684222,0.6662793546915292
COc1cccc2c(=O)c3ccc(O)cc3oc12,0.7344712041683297,60.11806467326269,2.0078253807430464,0.6662793546915292
COc1cc2[nH]c3ccccc3c(=O)c2c(O)c1OC,0.7343481248324084,36.53784808159921,2.20458859758924,0.7020057491303076
COc1ccc(O)c2c1C(=O)c1coc(C)c1C2=O,0.7111656653559625,24.18179292987581,2.637932967193155,0.7226690502580803
CC=Cc1cc(O)c(O)c(OC)c1,0.710824995208796,24.329621534143048,2.284844585173662,0.6853310912050172
Cc1occ2c1C(=O)c1c(O)cccc1C2=O,0.709167174965275,10.773949178686548,2.5861824574543046,0.6391377238115616
COc1ccc(OC)c2c1C(=O)c1coc(C)c1C2=O,0.7246816746722352,19.23443406553177,2.5482534177690592,0.7162067761285416
CC(=O)OCc1occ2c1C(=O)c1c(O)cccc1C2=O,0.7051614194465129,21.13716365559016,2.728118686745168,0.722105102951569
CC1(C)CCC[C@]2(C)c3cc(O)c(O)cc3CCC12,0.721352547492927,2.931857084625064,3.360681035858251,0.6885747543102371
C=C[C@](C)(O)CC/C=C(\C)CCC=C(C)C,0.7208123232677695,24.82712410963757,3.452406491322635,0.6330935299160739
COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1,0.7727280047674335,69.80520353716777,2.17597310249748,0.792282696137802
COc1c2ccc(OC[C@@H](O)C(C)(C)O)cc2nc2occc12,0.7061972457745274,52.15735071323225,3.2106428438931927,0.7518877863524451
Oc1cc(O)cc(-c2cc3ccc(O)cc3o2)c1,0.7342626488793906,30.89985627244362,2.3088353354941766,0.612151416117047
CC(C)=CCc1c(O)cc(-c2cc3ccc(O)cc3o2)cc1O,0.7132378512912736,37.38682446287325,2.6566123691276804,0.6116330264114946
COc1cc2ccc(=O)oc2cc1OCC=C(C)C,0.7445953628630317,52.73658904186855,2.2819682468626894,0.6255834433667719
O=C1C=C/C(=C/[C@H](O)COc2ccccc2)O1,0.7324489002684365,5.030097337846242,3.265046261865096,0.7976041594710345
COc1cc(O)c(Cc2ccccc2O)cc1C(=O)CCc1ccccc1,0.7221490921173161,92.35561194547644,2.1329171706292307,0.6068924242214324
COc1c(C(=O)CCc2ccccc2)ccc(O)c1Cc1ccccc1O,0.7229046830530412,93.20287221440712,2.1932396481517067,0.6068924242214324
Cc1c(O)c(C)c(O)c(C(=O)C=Cc2ccccc2)c1O,0.7069691530272615,61.3428270773598,2.3842371426993765,0.5965781995451054
COc1ccc(CC2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC,0.7297147448455306,43.791717024145,2.9640724173124777,0.648967123078641
COc1ccc(C[C@@H]2CO[C@H](O)[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,0.7448199900326793,24.22719319560357,3.261029655342666,0.7497062964085384
COc1cccc2cc(C)c(C(C)=O)c(O)c12,0.7896984563120018,37.01388715940473,2.123266916288717,0.8063396827824809
COc1cc(OC)c(OC)c(O)c1C=CC(=O)c1ccccc1,0.7519159731008032,69.4008270093933,2.1701364075892187,0.6543551223607273
COc1ccc2c(OC)c3ccoc3nc2c1OC,0.7615826088602253,51.48070904989695,2.523200225575799,0.7233029923217836
CC(C)=CCc1ccc2cc[nH]c2c1,0.7295578309417763,46.86795211463441,2.407216354922907,0.6868809535498026
C=C(C)/C=C/c1ccc2cc[nH]c2c1,0.7190144733901883,26.67624539197057,2.5590221241536764,0.6822219910402648
COc1ccc2c(=O)c3c(OC)c4c(cc3n(C)c2c1OC)OCO4,0.7133508866089924,26.34646083636301,2.673095851561259,0.6806480142239549
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(OC)c3)oc2c1,0.7120867684969269,52.54414580502414,2.3755817550389704,0.6768622802504395
COc1ccc(C2CC(=O)c3c(OC)c(OC)c(O)c(OC)c3O2)cc1,0.7620109619486305,10.169736977955903,2.9605114065368667,0.8768223764124619
COc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)CC2=O,0.7590036642221741,40.94540007200603,2.737037173750485,0.8874343900434254
C=CCc1cc(OC)c2c(c1OC)OCO2,0.7349283929977738,39.2954018251498,2.556031552271408,0.7314183369737344
COC(=O)c1cc(OC)c2cc(OC)c(OC)c(O)c2c1O,0.7403420063021623,34.77747648094607,2.357751518855597,0.8347532908549034
Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,0.719562524713167,28.75288107258628,2.18885959441209,0.6444480285471403
C=CCc1cc2c(c(OC)c1OC)OCO2,0.7344397204988485,35.862257001561794,2.492686936886793,0.7314183369737344
CC(C)CNC(=O)/C=C/c1ccc2c(c1)OCO2,0.7794797503227974,110.79764390982766,2.101031715584675,0.8296672327414982
COc1c(-c2ccc(O)cc2)oc2cc3c(c(O)c2c1=O)C=CC(C)(C)O3,0.717409123750053,20.020327187070244,2.8508927310687917,0.7108077994921321
COc1c2ccoc2nc2c(OC)c3c(cc12)OCO3,0.7236978745715035,29.021361914100908,2.9096046548078824,0.7150183629602055
COc1cc(OC)c2nc3occc3c(OC)c2c1,0.7545682587413687,35.89421690020036,2.521592533268107,0.7233029923217836
COc1c(OC)c(OC)c2c(c1OC)c(=O)c1ccccc1n2C,0.7172566026251158,32.06492895795806,2.381162174619389,0.6889431342938164
C=CCc1cc(OC)c2c(c1)OCO2,0.7048280122140973,37.16039597794985,2.330567508769061,0.6866314906407247
COc1c(OC)c(OC)c2c(c1O)c(=O)c1ccccc1n2C,0.7393483663693823,31.955465761502342,2.410621091655152,0.7517474754797178
C=CCc1c(OC)c(OC)c2c(c1OC)OCO2,0.7255121957298285,14.413118331475433,2.7349985029149924,0.7514449363286689
c1cc2c(cc1[C@H]1OC[C@H]3[C@@H]1CO[C@@H]3c1ccc3c(c1)OCO3)OCO2,0.7413964239331958,19.40703500567789,3.774053045763237,0.8254203175590742
COc1ccc2c(OC)c3ccoc3nc2c1OC,0.7615826088602253,51.48070904989695,2.523200225575799,0.7233029923217836
COc1cc(C=O)cc(OC)c1O,0.7159019134173287,35.64561102168482,1.9251412884703656,0.7139059911063813
COc1c2c(cc3c1c(=O)c1cccc(OC)c1n3C)OCO2,0.7176233648221855,41.02958679958003,2.564906163506379,0.6801623475505676
C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0.736242347144918,16.295658939823955,4.515548580286903,0.8776016184783941
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,0.7042153172634105,83.3160405508799,2.160921512465011,0.8045216732232587
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.7077092184242997,84.26976904545818,2.670786229594949,0.7564117572128701
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.7160498563115926,51.16283783824427,1.7627405343309803,0.7916266736810947
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0.736242347144918,16.295658939823955,4.515548580286903,0.8776016184783941
