GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
671,-0.0,0.0,-0.0,0.0,0.0,0.0,-24.6,-0.01,-0.0,-0.0,9.34,-3.93,-24.6,5.41,-19.19
681,-0.0,-0.0,0.0,0.0,0.0,0.0,-22.98,3.59,0.0,-0.0,7.69,-4.0,-19.39,3.69,-15.7
691,0.0,0.0,-0.0,0.0,0.0,0.0,-23.53,-0.56,0.0,0.0,10.14,-4.16,-24.09,5.97,-18.11
701,-0.0,0.0,0.0,0.0,0.0,0.0,-27.93,-3.96,0.0,0.0,13.57,-4.51,-31.89,9.06,-22.83
711,0.0,-0.0,0.0,0.0,0.0,0.0,-26.72,-3.06,-0.0,-0.0,12.38,-4.38,-29.78,8.0,-21.79
721,0.0,0.0,0.0,0.0,0.0,0.0,-24.25,-5.11,0.0,-0.0,14.33,-4.53,-29.36,9.8,-19.56
731,-0.0,-0.0,-0.0,0.0,0.0,0.0,-26.27,-4.06,0.0,0.0,12.15,-3.93,-30.33,8.22,-22.11
741,-0.0,-0.0,0.0,0.0,0.0,0.0,-25.52,-6.51,-0.0,0.0,14.6,-3.87,-32.03,10.73,-21.3
751,0.0,0.0,-0.0,0.0,0.0,0.0,-26.34,-2.0,0.0,0.0,10.93,-3.92,-28.34,7.02,-21.32
761,0.0,-0.0,0.0,0.0,0.0,0.0,-30.92,-2.79,-0.0,0.0,13.33,-4.55,-33.71,8.78,-24.93
771,-0.0,0.0,-0.0,0.0,0.0,0.0,-25.95,-2.62,0.0,-0.0,11.55,-4.31,-28.58,7.23,-21.35
781,-0.0,0.0,0.0,0.0,0.0,0.0,-23.19,-1.36,-0.0,0.0,9.92,-3.91,-24.54,6.01,-18.54
791,0.0,-0.0,-0.0,0.0,0.0,0.0,-30.52,-3.49,0.0,-0.0,12.83,-4.55,-34.01,8.28,-25.72
801,0.0,0.0,-0.0,0.0,0.0,0.0,-22.69,-5.63,0.0,0.0,14.75,-3.98,-28.32,10.76,-17.56
811,0.0,0.0,-0.0,0.0,0.0,0.0,-25.52,-5.81,0.0,-0.0,14.94,-3.72,-31.33,11.22,-20.11
821,-0.0,0.0,-0.0,0.0,0.0,0.0,-22.57,-0.37,-0.0,-0.0,9.38,-3.71,-22.94,5.67,-17.27
831,0.0,0.0,0.0,0.0,0.0,0.0,-23.9,-0.65,-0.0,0.0,10.31,-4.15,-24.55,6.16,-18.39
841,0.0,-0.0,-0.0,0.0,0.0,0.0,-23.6,-2.62,0.0,0.0,11.84,-3.68,-26.22,8.16,-18.06
851,-0.0,-0.0,0.0,0.0,0.0,0.0,-23.12,-0.15,-0.0,-0.0,9.21,-3.75,-23.27,5.45,-17.81
861,-0.0,-0.0,0.0,0.0,0.0,0.0,-21.96,0.38,-0.0,-0.0,7.94,-3.61,-21.58,4.34,-17.24
871,0.0,-0.0,-0.0,0.0,0.0,0.0,-19.79,-0.36,-0.0,0.0,7.85,-3.42,-20.15,4.43,-15.72
881,-0.0,0.0,-0.0,0.0,0.0,0.0,-25.29,-2.82,-0.0,-0.0,12.3,-3.67,-28.11,8.63,-19.48
891,-0.0,-0.0,-0.0,0.0,0.0,0.0,-20.32,0.19,0.0,-0.0,8.15,-3.11,-20.13,5.04,-15.09
901,0.0,-0.0,-0.0,0.0,0.0,0.0,-23.0,-5.07,-0.0,-0.0,15.0,-3.46,-28.07,11.54,-16.53
911,-0.0,-0.0,0.0,0.0,0.0,0.0,-23.0,-0.1,0.0,-0.0,8.84,-3.49,-23.11,5.35,-17.76
921,0.0,0.0,0.0,0.0,0.0,0.0,-21.96,1.57,-0.0,-0.0,8.16,-3.33,-20.4,4.83,-15.56
931,0.0,-0.0,0.0,0.0,0.0,0.0,-18.49,5.05,-0.0,-0.0,3.36,-2.98,-13.44,0.38,-13.06
941,0.0,-0.0,-0.0,0.0,0.0,0.0,-23.05,-9.87,-0.0,0.0,18.07,-3.34,-32.92,14.73,-18.19
951,0.0,-0.0,0.0,0.0,0.0,0.0,-23.53,-6.68,0.0,-0.0,15.77,-3.41,-30.21,12.36,-17.85
961,-0.0,-0.0,0.0,0.0,0.0,0.0,-22.28,-6.66,-0.0,0.0,15.72,-3.61,-28.94,12.1,-16.84
971,0.0,-0.0,0.0,0.0,0.0,0.0,-23.99,-8.81,-0.0,-0.0,16.82,-3.66,-32.8,13.16,-19.65
981,0.0,-0.0,0.0,0.0,0.0,0.0,-19.03,-8.95,0.0,0.0,17.13,-2.99,-27.97,14.14,-13.83
991,-0.0,-0.0,0.0,0.0,0.0,0.0,-19.04,-1.0,0.0,0.0,9.04,-3.78,-20.03,5.25,-14.78
1001,-0.0,-0.0,0.0,0.0,0.0,0.0,-23.94,-9.1,-0.0,-0.0,17.8,-3.8,-33.04,14.0,-19.04


