cand_idx,span_frac,w_min,w_max,mpo,syba
1,0.955630443695563,1e-05,0.95564,0.9447,1.0
29,0.04113958860411396,0.9556500000000001,0.9967800000000001,0.9456648615736708,0.9065429338014616
2,0.003219967800321997,0.9967900000000001,1.0,0.9463,0.0208
0,9.99990000099999e-06,0.0,0.0,0.9103,1.0
