set_c_id,rank,smiles,target,mutation,prepared_complex_dir,system_name,md_status,docking_rrs_mean,docking_rrs_class,docking_pns,acsi,blocking_reasons,md_rrs_status
PP-01,1,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1,PfDHFR,WT,/home/nanaengo/Malaria_codesV2/Project2_Polypharmacology_MD_ValidationV2607/results/md_systems/set_c/PP-01_PfDHFR_WT,PP-01_PfDHFR_WT,BLOCKED,87.77777777777777,A*,4.449709449968555,0.4592834467120182,missing/empty md.mdp; missing/empty npt.gro,NOT_COMPUTED
