set_c_id,rank,smiles,target,mutation,prepared_complex_dir,system_name,md_status,docking_rrs_mean,docking_rrs_class,docking_pns,acsi,blocking_reasons,md_rrs_status
PP-02,2,COc1ccc(C[C@@H]2CO[C@H](O)[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,PfDHFR,I164L,/home/nanaengo/Malaria_codesV2/Project2_Polypharmacology_MD_ValidationV2607/results/md_systems/set_c/PP-02_PfDHFR_I164L,PP-02_PfDHFR_I164L,BLOCKED,91.26373626373626,A*,1.2346619349154686,0.823190460983201,missing/empty md.mdp; missing/empty npt.gro,NOT_COMPUTED
