seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
2,all,1.414,0.8,1000,8,CC(=O)C(C)(C12CCCCC1CCC2)C1(C(F)(F)F)CCNC1,0.6992,15.18
