seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
3,all,1.414,0.8,1000,8,CC(C#N)=C(C(N)=S)C1(c2cncnc2)CNCC1(c1ccccc1)C(C)O,0.6996,15.47
