seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
14,all,1.414,0.8,1000,8,C=C(C(N)=O)C(C=O)(c1cnoc1)C1CCOC1,0.6996,15.39
