seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
0,all,1.414,0.8,1000,8,C=C(C(N)=O)C(C)(CCC(C)(N1CCC2(CCNCC2)C1=O)C(C)(N)C(CC(C)=O)(C(=N)N)c1ccncc1)C1CCC2(CCCCC2)CC1,0.6996,16.62
