seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
5,all,1.414,0.8,1000,8,CC(CO)(CCC(C)(CC(=O)O)C(C)(Cl)C1(N)CC1)C(=O)C1(C2(C(N)CCCCCN)CCOC2)COCCN1,0.6992,15.82
