seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
15,all,1.414,0.8,1000,8,CC1(C(C)(C)C(Cl)(C2CNCCN2)C23CCCCC2CCC3)CCC2(CCCCC2)CC1,0.6996,15.75
