seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
4,all,1.414,0.8,1000,8,CC1(C(=O)O)CC1(c1ccsc1)C1(C23CCCCC2CCCC3)CCNCC1,0.6992,14.80
