smiles,index,H0_entropy,H0_count,H0_max_pers,H0_mean_pers,H0_birth_mean,H0_birth_std,H0_death_mean,H0_death_std,H0_pers_q25,H0_pers_q50,H0_pers_q75,H1_entropy,H1_count,H1_max_pers,H1_mean_pers,H1_birth_mean,H1_birth_std,H1_death_mean,H1_death_std,H1_pers_q25,H1_pers_q50,H1_pers_q75,H2_entropy,H2_count,H2_max_pers,H2_mean_pers,H2_birth_mean,H2_birth_std,H2_death_mean,H2_death_std,H2_pers_q25,H2_pers_q50,H2_pers_q75,pers_img_0,pers_img_1,pers_img_2,pers_img_3,pers_img_4,pers_img_5,pers_img_6,pers_img_7,pers_img_8,pers_img_9,pers_img_10,pers_img_11,pers_img_12,pers_img_13,pers_img_14,pers_img_15,pers_img_16,pers_img_17,pers_img_18,pers_img_19,pers_img_20,pers_img_21,pers_img_22,pers_img_23,pers_img_24,betti_0,betti_1,betti_2,betti_3,betti_4,betti_5,betti_6,betti_7,betti_8,betti_9,betti_10,betti_11,betti_12,betti_13,betti_14,betti_15,betti_16,betti_17,betti_18,betti_19,tfp_valid
COc1cc(O)c2c(c1)O[C@H](c1ccccc1)CC2=O,1,3.4645019,33.0,2.1047692,1.6111469,0.0,0.0,1.6111469,0.4010548,1.1599077,1.8933176,1.9085273,1.7076206,5.0,1.3890438,0.94985557,2.1141026,0.1873507,3.0639582,0.27103233,0.69821835,1.1974804,1.3774747,0.6924537,0.0,0.49373507,0.47600937,3.3082166,0.0134625435,3.784226,0.0042631626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26807532,0.25930953,0.033262733,0.04083769,0.0,0.0,0.0,0.0,0.0033525461,0.11748248,0.0,0.0,0.16180931,0.0,0.0,0.0,0.0,0.0057402723,0.0659508,0.044179305,1.0,1.0,1.0,1.0,1.0,0.57575756,0.57575756,0.54545456,0.6,1.0,1.0,0.8,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True
COc1cc2ccc(=O)oc2cc1OC,2,3.1463323,24.0,2.1026819,1.6245542,0.0,0.0,1.6245542,0.40254167,1.1604428,1.8547084,1.984475,1.2823297,3.0,1.3874297,0.91698116,2.189421,0.19384202,3.1064022,0.22471985,0.89057994,1.2648785,1.3261541,0.5945039,0.0,0.4613328,0.32110536,3.4626882,0.14649534,3.7837934,0.0062679052,0.0,0.0,0.0,0.0,0.0,0.14082445,0.0,0.0,0.3591756,0.09229711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04982807,0.114949524,0.0,0.12608673,0.0,0.0,0.0,0.0,0.015654072,0.040926374,0.060258165,1.0,1.0,1.0,1.0,1.0,0.5833333,0.5833333,0.5,0.5,0.75,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,True
COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1,3,3.5245926,35.0,2.10483,1.6270068,0.0,0.0,1.6270068,0.39551553,1.1599109,1.89432,1.9223362,1.7998034,4.0,1.3972708,0.8426886,2.1815035,0.25405714,3.024192,0.26679918,1.1081567,1.3384879,1.3915167,1.0352615,0.0,0.48857188,0.38224348,3.4032686,0.13530894,3.785512,0.007526087,0.0,0.0,0.0,0.0,0.0,0.08758152,0.0,0.01833392,0.2519224,0.21302824,0.03223781,0.0,0.0,0.0,0.0,0.0,0.0031261174,0.04419613,0.0,0.072747715,0.15748174,0.0,0.0,0.0,0.0,0.010704346,0.05587979,0.052760284,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.54285717,0.6666667,0.6666667,1.0,0.6666667,0.5,0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,True
COc1ccc(-c2oc3cc(OC)c(OC)cc3c(=O)c2O)cc1OC,6,3.7285066,43.0,2.1032212,1.627695,0.0,0.0,1.627695,0.40909812,1.1605935,1.8968573,2.0077806,2.0285196,7.0,1.3881456,0.6542005,2.3343349,0.30583698,2.9885354,0.25934204,0.50697005,0.5213535,1.3321185,1.0440832,0.0,0.48445916,0.39069137,3.40707,0.12883301,3.7977612,0.0062176427,0.0,0.0,0.0,0.0,0.012440846,0.10320393,0.0,0.0,0.20059939,0.31060907,0.0,0.0,0.0,0.0,0.0,0.0,0.0025452876,0.047265194,0.06521947,0.0,0.1412607,0.0,0.0,0.0,0.0,0.008756799,0.04566414,0.06243526,1.0,1.0,1.0,1.0,1.0,0.5813953,0.5813953,0.53488374,0.42857143,0.85714287,1.0,0.42857143,0.42857143,0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,True
COc1ccc(-c2oc3cc(OC)c(OC)cc3c(=O)c2O)cc1O,7,3.6565468,40.0,2.1032398,1.6360347,0.0,0.0,1.6360347,0.40742445,1.1604257,1.897439,2.006234,1.9328896,5.0,1.4100442,0.60827667,2.322685,0.3075016,2.9309616,0.3356596,0.50745034,1.2799366,1.3842025,1.0457475,0.0,0.4843347,0.38534316,3.405999,0.12965925,3.7913423,0.013782537,0.0,0.0,0.0,0.0028195463,0.013387438,0.10556149,0.0,0.0,0.19650705,0.29179406,0.0,0.0,0.0,0.0,0.0,0.0,0.0054049813,0.04156576,0.07014004,0.0,0.15312368,0.0,0.0,0.0,0.0,0.009355114,0.04877129,0.061569523,1.0,1.0,1.0,1.0,0.975,0.6,0.6,0.55,0.5,0.6666667,1.0,0.5,0.5,0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,True
COc1cc(O)c(OC)c(O)c1C(=O)C=Cc1ccccc1,11,3.5779424,37.0,2.1196225,1.6005467,0.0,0.0,1.6005467,0.40476516,1.1539186,1.8929709,1.9046081,1.7572134,5.0,1.3851775,0.6209426,2.6758277,0.59143054,3.2967703,0.54912,0.9286499,1.0869594,1.3770665,1.0826062,0.0,0.4995098,0.42680335,3.781292,0.669976,4.2080956,0.59708434,0.0,0.0,0.0,0.011635509,0.0066898186,0.0,0.0,0.12643869,0.17850278,0.22508444,0.0,0.0,0.0,0.0,0.055390697,0.0,0.0707945,0.04578723,0.0,0.0,0.16475812,0.0,0.0,0.0,0.0,0.010311427,0.053708494,0.050898314,0.5,0.5,0.5,0.5,0.5,0.2837838,0.2837838,0.25675675,0.34684685,0.5,0.5,0.5,0.5,1.0,0.8333334,0.16666667,0.0,0.0,0.25,0.25,True
COc1cc(O)c(C(=O)C=Cc2ccccc2)c(OC)c1,12,3.5507877,36.0,2.1151655,1.5928738,0.0,0.0,1.5928738,0.40232933,1.1535528,1.8605475,1.9030054,1.9379717,4.0,1.3961422,0.52885616,2.993816,0.90728587,3.5226722,0.7702219,0.5674141,0.9841307,1.3874105,0.98428816,0.0,0.49756622,0.37262765,3.9365354,0.89823896,4.309163,0.7342922,0.0,0.0,0.0,0.008231225,0.071284495,0.0,0.018082501,0.024482377,0.24397641,0.25522098,0.03679397,0.0,0.0,0.0,0.0,0.0,0.0030678613,0.05066733,0.0,0.0,0.17526141,0.0,0.0,0.0,0.0,0.01065629,0.055531755,0.04674344,0.75,0.75,0.75,0.75,0.7291666,0.4166667,0.4166667,0.375,0.5416667,0.5,0.75,0.5,0.75,1.0,0.75,0.25,0.25,0.0,0.25,0.0,True
COc1cc(O)cc(O)c1C(=O)C=Cc1ccccc1,14,3.4643896,33.0,2.1055746,1.5987445,0.0,0.0,1.5987445,0.39837345,1.1521763,1.8872174,1.9051095,1.6263261,4.0,1.3942494,0.65081203,2.4311826,0.6756042,3.0819945,0.5992524,0.5648841,0.98335004,1.3853348,0.69304776,0.0,0.4850018,0.47825742,3.3080711,0.0027987957,3.7863286,0.003945589,0.0,0.0,0.0,0.0003048648,0.0,0.0,0.022560047,0.027490394,0.24647452,0.29058737,0.042755146,0.0,0.0,0.0,0.0,0.0,0.0067003453,0.043896012,0.0,0.0,0.20316106,0.0,0.0,0.0,0.0,0.011566812,0.06019634,0.044307165,1.0,1.0,1.0,1.0,0.969697,0.57575756,0.57575756,0.5151515,0.780303,1.0,1.0,0.75,0.5,1.0,1.0,0.0,0.25,0.0,0.0,0.0,True
COc1cc(O)c(C(=O)C=Cc2ccccc2)c(O)c1OC,15,3.5781357,37.0,2.1120718,1.6001335,0.0,0.0,1.6001335,0.40346995,1.1532346,1.8956109,1.9118189,1.9275165,6.0,1.404032,0.71006167,2.5107205,0.62964725,3.2207823,0.58304954,0.5339237,0.6085974,1.1995202,1.3387284,0.0,0.49403572,0.2849132,4.358078,0.9948271,4.642991,0.8490385,0.0,0.0,0.0,0.0025136138,0.0,0.061035346,0.11736682,0.02097546,0.16219872,0.23423952,0.033440534,0.03798488,0.0,0.0,0.0,0.0,0.005999768,0.04578702,0.0,0.0,0.1635785,0.0,0.0,0.0,0.0,0.010329204,0.05379674,0.05075395,0.71428573,0.71428573,0.71428573,0.71428573,0.71428573,0.40540543,0.40540543,0.36679536,0.44787645,0.71428573,0.42857146,0.42857146,0.2857143,0.71428573,1.0,0.2857143,0.35714287,0.0,0.0,0.0,True
COc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1,16,3.521491,35.0,2.106726,1.5824083,0.0,0.0,1.5824083,0.4071425,1.1562417,1.8794391,1.9024777,1.5730897,4.0,1.3945723,0.6337108,2.2438302,0.28688866,2.8775408,0.35214818,0.5639299,0.9780027,1.3837757,0.952734,0.0,0.48869514,0.3469169,3.6529448,0.47996628,3.9998617,0.31068242,0.0,0.0,0.0,0.0071304166,0.05162139,0.0,0.0,0.0,0.24833514,0.27447328,0.043269586,0.0,0.0,0.0,0.0,0.0,0.006409382,0.049064748,0.0,0.0,0.20850347,0.0,0.0,0.0,0.0,0.0055411155,0.06323289,0.04241852,1.0,1.0,1.0,1.0,0.9714286,0.54285717,0.54285717,0.51428574,0.7785714,0.75,1.0,0.75,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True
