seed,hypervolume,front_size,smiles,mpo,syba,sa,rrs,pns
2,0.8151,66,c1ccc(COCC2CCCO2)cc1,0.7289,73.5040,3.0000,0.1515,1.0000
2,0.8151,66,O=C(Cc1ncccc1-c1ccccc1)NC1CCOC1,0.9350,62.3704,3.0000,0.0000,1.0000
2,0.8151,66,COCC(Nc1cncc(-c2ccccc2)c1)C(C)(C)CC1CCCO1,0.7414,67.1510,3.0000,0.1772,1.0000
2,0.8151,66,CC(C)Cc1ccc(-c2cccnc2)cc1,0.7488,83.9074,3.0000,0.1509,1.0000
2,0.8151,66,c1cncc(-c2cccc(NCC3CCCO3)c2)c1,0.9083,72.1761,3.0000,0.1493,1.0000
2,0.8151,66,CCCC1CCCN(CC(=O)N(CCO)c2cncc(-c3ccccc3)c2)C1,0.7592,90.5964,3.0000,0.0000,1.0000
2,0.8151,66,CC(=O)OCC(=O)Nc1cncc(-c2ccccc2)c1,0.2137,63.4427,3.0000,0.1957,0.0000
2,0.8151,66,O=C(COC(=O)Cc1ccncn1)Nc1cncc(-c2ccccc2)c1,0.6869,117.9477,3.0000,0.1370,1.0000
2,0.8151,66,CCOCCN(C(=O)C(Nc1ccc2ccccc2n1)C(C)(C)C)c1cncc(-c2ccccc2)c1,0.2881,125.4518,3.0000,0.1667,1.0000
2,0.8151,66,CC(=O)OCC(=O)N(CC(=O)NCC(C)C)c1cncc(-c2ccccc2)c1,0.7074,97.3354,3.0000,0.1690,1.0000
2,0.8151,66,CCOCC(=O)OCC(=O)N(CC(N)=O)c1cncc(-c2ccccc2)c1,0.6619,92.4890,3.0000,0.1757,1.0000
2,0.8151,66,CC(=O)OCC(=O)N(CC(N)=O)c1cncc(-c2ccccc2)c1,0.8012,68.6886,3.0000,0.1690,1.0000
2,0.8151,66,CC(=O)OCC(=O)N(CC(N)=O)c1cncc(-c2ccccc2)c1,0.8012,68.6886,3.0000,0.1690,1.0000
2,0.8151,66,CC(=O)OCC(=O)N(CC(=O)Nc1cccnc1)c1cncc(-c2ccccc2)c1,0.6077,111.5169,3.0000,0.1447,1.0000
2,0.8151,66,CCOCC(=O)OCC(=O)N(CC(N)=O)c1cncc(-c2ccccc2)c1,0.6619,92.4890,3.0000,0.1757,1.0000
2,0.8151,66,CC(=O)OCC(=O)N(CC(N)=O)c1cncc(-c2ccccc2)c1,0.8012,68.6886,3.0000,0.1690,1.0000
2,0.8151,66,CC(=O)OCC(=O)N(CC(N)=O)c1cncc(-c2ccccc2)c1,0.8012,68.6886,3.0000,0.1690,1.0000
2,0.8151,66,CCCCC(C)NC(=O)CN(C(=O)COC(C)=O)c1cncc(-c2ccccc2)c1,0.6059,97.9234,3.0000,0.1750,1.0000
2,0.8151,66,CCOC(CN)C(=O)OCC(=O)N(CC(N)=O)c1cncc(-c2ccccc2)c1,0.5530,67.0880,3.0000,0.1818,1.0000
2,0.8151,66,CCOCC(=O)OCC(=O)N(CC(N)=O)c1cncc(-c2ccccc2)c1,0.6619,92.4890,3.0000,0.1757,1.0000
2,0.8151,66,CCCCC(C)NC(=O)C(CO)N(C(=O)COC(C)=O)c1cncc(-c2ccccc2)c1,0.5192,80.1255,3.0000,0.1951,1.0000
2,0.8151,66,CCCCCCOCC(=O)OCC(=O)N(CC(N)=O)c1cncc(-c2ccccc2)c1,0.3885,117.7291,3.0000,0.1750,1.0000
2,0.8151,66,CC(=O)OCC(=O)N(CC(N)=O)c1cncc(-c2ccccc2)c1,0.8012,68.6886,3.0000,0.1690,1.0000
2,0.8151,66,CCCCC(C)NC(=O)CN(C(=O)COC(C)=O)c1cncc(-c2ccccc2)c1,0.6059,97.9234,3.0000,0.1750,1.0000
