GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
95,0.0,0.0,0.0,0.0,0.0,0.0,336648515.307,-235437.4269,0.0,0.0,nan,0.0,336413077.88009995,nan,nan
96,0.0,0.0,0.0,0.0,0.0,0.0,337539684.0821,-235713.8294,0.0,0.0,nan,0.0,337303970.2527,nan,nan
97,0.0,0.0,0.0,0.0,0.0,0.0,337424230.4626,-236021.6393,0.0,0.0,nan,0.0,337188208.8233,nan,nan
98,0.0,0.0,0.0,0.0,0.0,0.0,338306724.939,-235863.3273,0.0,0.0,nan,0.0,338070861.6117,nan,nan
99,0.0,0.0,0.0,0.0,0.0,0.0,337071281.7628,-235778.3276,0.0,0.0,nan,0.0,336835503.4352,nan,nan

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,0.0,0.0,0.0,0.0,0.0,0.0,647947.2545,-105.5522,0.0,0.0,nan,0.0,647841.7023,nan,nan
1,0.0,0.0,0.0,0.0,0.0,0.0,652983.6462,-104.311,0.0,0.0,nan,0.0,652879.3352,nan,nan
2,0.0,0.0,0.0,0.0,0.0,0.0,650385.7153,-102.8429,0.0,0.0,nan,0.0,650282.8724,nan,nan
3,0.0,0.0,0.0,0.0,0.0,0.0,653712.6841,-104.2093,0.0,0.0,nan,0.0,653608.4748,nan,nan
4,0.0,0.0,0.0,0.0,0.0,0.0,657721.7578,-103.023,0.0,0.0,nan,0.0,657618.7348,nan,nan
5,0.0,0.0,0.0,0.0,0.0,0.0,653517.8617,-102.405,0.0,0.0,nan,0.0,653415.4567,nan,nan
6,0.0,0.0,0.0,0.0,0.0,0.0,651000.9951,-105.082,0.0,0.0,nan,0.0,650895.9130999999,nan,nan
7,0.0,0.0,0.0,0.0,0.0,0.0,662206.5832,-103.0613,0.0,0.0,nan,0.0,662103.5219,nan,nan
8,0.0,0.0,0.0,0.0,0.0,0.0,647953.918,-102.8018,0.0,0.0,nan,0.0,647851.1161999999,nan,nan
9,0.0,0.0,0.0,0.0,0.0,0.0,643956.0096,-102.7436,0.0,0.0,nan,0.0,643853.266,nan,nan
10,0.0,0.0,0.0,0.0,0.0,0.0,638943.8434,-101.6375,0.0,0.0,nan,0.0,638842.2059000001,nan,nan
11,0.0,0.0,0.0,0.0,0.0,0.0,643359.57,-102.7174,0.0,0.0,nan,0.0,643256.8526,nan,nan
12,0.0,0.0,0.0,0.0,0.0,0.0,639390.9817,-101.6945,0.0,0.0,nan,0.0,639289.2872,nan,nan
13,0.0,0.0,0.0,0.0,0.0,0.0,658473.4167,-105.6454,0.0,0.0,nan,0.0,658367.7712999999,nan,nan
14,0.0,0.0,0.0,0.0,0.0,0.0,666508.4613,-101.86,0.0,0.0,nan,0.0,666406.6013,nan,nan
15,0.0,0.0,0.0,0.0,0.0,0.0,645519.9524,-102.0966,0.0,0.0,nan,0.0,645417.8557999999,nan,nan
16,0.0,0.0,0.0,0.0,0.0,0.0,653806.2013,-103.6325,0.0,0.0,nan,0.0,653702.5688,nan,nan
17,0.0,0.0,0.0,0.0,0.0,0.0,648497.4956,-103.0662,0.0,0.0,nan,0.0,648394.4294,nan,nan
18,0.0,0.0,0.0,0.0,0.0,0.0,639455.3348,-107.1137,0.0,0.0,nan,0.0,639348.2211,nan,nan
19,0.0,0.0,0.0,0.0,0.0,0.0,641478.7854,-105.4496,0.0,0.0,nan,0.0,641373.3358,nan,nan
20,0.0,0.0,0.0,0.0,0.0,0.0,648538.033,-103.1112,0.0,0.0,nan,0.0,648434.9218,nan,nan
21,0.0,0.0,0.0,0.0,0.0,0.0,654947.6178,-102.8406,0.0,0.0,nan,0.0,654844.7772,nan,nan
22,0.0,0.0,0.0,0.0,0.0,0.0,655240.3665,-101.7928,0.0,0.0,nan,0.0,655138.5737,nan,nan
23,0.0,0.0,0.0,0.0,0.0,0.0,644343.9973,-102.4482,0.0,0.0,nan,0.0,644241.5491000001,nan,nan
24,0.0,0.0,0.0,0.0,0.0,0.0,661733.3856,-104.0625,0.0,0.0,nan,0.0,661629.3231,nan,nan
25,0.0,0.0,0.0,0.0,0.0,0.0,645591.5516,-103.9933,0.0,0.0,nan,0.0,645487.5583,nan,nan
26,0.0,0.0,0.0,0.0,0.0,0.0,646447.3702,-101.5754,0.0,0.0,nan,0.0,646345.7948,nan,nan
27,0.0,0.0,0.0,0.0,0.0,0.0,657248.7268,-102.3854,0.0,0.0,nan,0.0,657146.3413999999,nan,nan
28,0.0,0.0,0.0,0.0,0.0,0.0,654510.1163,-102.4142,0.0,0.0,nan,0.0,654407.7021,nan,nan
29,0.0,0.0,0.0,0.0,0.0,0.0,646493.1082,-105.0906,0.0,0.0,nan,0.0,646388.0176,nan,nan
30,0.0,0.0,0.0,0.0,0.0,0.0,646310.6005,-105.5937,0.0,0.0,nan,0.0,646205.0068,nan,nan
31,0.0,0.0,0.0,0.0,0.0,0.0,642063.815,-101.3459,0.0,0.0,nan,0.0,641962.4691,nan,nan
32,0.0,0.0,0.0,0.0,0.0,0.0,657350.8642,-103.7023,0.0,0.0,nan,0.0,657247.1619,nan,nan
33,0.0,0.0,0.0,0.0,0.0,0.0,641348.2295,-104.5294,0.0,0.0,nan,0.0,641243.7001,nan,nan
34,0.0,0.0,0.0,0.0,0.0,0.0,648185.0176,-103.2262,0.0,0.0,nan,0.0,648081.7914,nan,nan
35,0.0,0.0,0.0,0.0,0.0,0.0,646980.8302,-100.7925,0.0,0.0,nan,0.0,646880.0377,nan,nan
36,0.0,0.0,0.0,0.0,0.0,0.0,649592.6653,-105.589,0.0,0.0,nan,0.0,649487.0763,nan,nan
37,0.0,0.0,0.0,0.0,0.0,0.0,658377.5583,-103.0179,0.0,0.0,nan,0.0,658274.5404,nan,nan
38,0.0,0.0,0.0,0.0,0.0,0.0,648861.3276,-103.3901,0.0,0.0,nan,0.0,648757.9375,nan,nan
39,0.0,0.0,0.0,0.0,0.0,0.0,652448.2326,-103.5471,0.0,0.0,nan,0.0,652344.6855,nan,nan
40,0.0,0.0,0.0,0.0,0.0,0.0,656688.543,-102.9649,0.0,0.0,nan,0.0,656585.5780999999,nan,nan
41,0.0,0.0,0.0,0.0,0.0,0.0,662798.8872,-103.079,0.0,0.0,nan,0.0,662695.8082,nan,nan
42,0.0,0.0,0.0,0.0,0.0,0.0,634619.6366,-102.6807,0.0,0.0,nan,0.0,634516.9559,nan,nan
43,0.0,0.0,0.0,0.0,0.0,0.0,656205.7165,-103.0855,0.0,0.0,nan,0.0,656102.6309999999,nan,nan
44,0.0,0.0,0.0,0.0,0.0,0.0,644823.1279,-105.405,0.0,0.0,nan,0.0,644717.7228999999,nan,nan
45,0.0,0.0,0.0,0.0,0.0,0.0,632802.792,-104.8289,0.0,0.0,nan,0.0,632697.9631,nan,nan
46,0.0,0.0,0.0,0.0,0.0,0.0,667579.3002,-102.267,0.0,0.0,nan,0.0,667477.0332000001,nan,nan
47,0.0,0.0,0.0,0.0,0.0,0.0,638842.3381,-103.2394,0.0,0.0,nan,0.0,638739.0987000001,nan,nan
48,0.0,0.0,0.0,0.0,0.0,0.0,652232.6359,-102.217,0.0,0.0,nan,0.0,652130.4189,nan,nan
49,0.0,0.0,0.0,0.0,0.0,0.0,665745.583,-103.1592,0.0,0.0,nan,0.0,665642.4238,nan,nan
50,0.0,0.0,0.0,0.0,0.0,0.0,644639.0177,-102.8832,0.0,0.0,nan,0.0,644536.1344999999,nan,nan
51,0.0,0.0,0.0,0.0,0.0,0.0,644653.2414,-103.4502,0.0,0.0,nan,0.0,644549.7912000001,nan,nan
52,0.0,0.0,0.0,0.0,0.0,0.0,638770.3399,-102.4585,0.0,0.0,nan,0.0,638667.8814000001,nan,nan
53,0.0,0.0,0.0,0.0,0.0,0.0,650150.3302,-102.9623,0.0,0.0,nan,0.0,650047.3679,nan,nan
54,0.0,0.0,0.0,0.0,0.0,0.0,650959.3652,-102.4954,0.0,0.0,nan,0.0,650856.8698,nan,nan
55,0.0,0.0,0.0,0.0,0.0,0.0,658195.6205,-106.5011,0.0,0.0,nan,0.0,658089.1194,nan,nan
56,0.0,0.0,0.0,0.0,0.0,0.0,628654.8421,-103.4627,0.0,0.0,nan,0.0,628551.3794,nan,nan
57,0.0,0.0,0.0,0.0,0.0,0.0,633142.8621,-103.3261,0.0,0.0,nan,0.0,633039.5360000001,nan,nan
58,0.0,0.0,0.0,0.0,0.0,0.0,653741.16,-102.3024,0.0,0.0,nan,0.0,653638.8576,nan,nan
59,0.0,0.0,0.0,0.0,0.0,0.0,644675.4627,-103.0768,0.0,0.0,nan,0.0,644572.3859,nan,nan
60,0.0,0.0,0.0,0.0,0.0,0.0,654950.7358,-103.3277,0.0,0.0,nan,0.0,654847.4081,nan,nan
61,0.0,0.0,0.0,0.0,0.0,0.0,638407.1471,-101.398,0.0,0.0,nan,0.0,638305.7490999999,nan,nan
62,0.0,0.0,0.0,0.0,0.0,0.0,637202.5012,-102.3691,0.0,0.0,nan,0.0,637100.1321,nan,nan
63,0.0,0.0,0.0,0.0,0.0,0.0,647010.8303,-102.8589,0.0,0.0,nan,0.0,646907.9714,nan,nan
64,0.0,0.0,0.0,0.0,0.0,0.0,649381.8587,-103.9851,0.0,0.0,nan,0.0,649277.8735999999,nan,nan
65,0.0,0.0,0.0,0.0,0.0,0.0,650040.3461,-104.2525,0.0,0.0,nan,0.0,649936.0936,nan,nan
66,0.0,0.0,0.0,0.0,0.0,0.0,646898.3396,-104.0541,0.0,0.0,nan,0.0,646794.2855,nan,nan
67,0.0,0.0,0.0,0.0,0.0,0.0,644202.4489,-104.0058,0.0,0.0,nan,0.0,644098.4430999999,nan,nan
68,0.0,0.0,0.0,0.0,0.0,0.0,642649.4334,-102.2868,0.0,0.0,nan,0.0,642547.1466,nan,nan
69,0.0,0.0,0.0,0.0,0.0,0.0,654182.8943,-102.5438,0.0,0.0,nan,0.0,654080.3505000001,nan,nan
70,0.0,0.0,0.0,0.0,0.0,0.0,650631.242,-102.8428,0.0,0.0,nan,0.0,650528.3992,nan,nan
71,0.0,0.0,0.0,0.0,0.0,0.0,650002.8083,-103.6997,0.0,0.0,nan,0.0,649899.1086,nan,nan
72,0.0,0.0,0.0,0.0,0.0,0.0,643524.4378,-102.7585,0.0,0.0,nan,0.0,643421.6793,nan,nan
73,0.0,0.0,0.0,0.0,0.0,0.0,655417.2131,-102.4685,0.0,0.0,nan,0.0,655314.7446000001,nan,nan
74,0.0,0.0,0.0,0.0,0.0,0.0,655977.42,-102.293,0.0,0.0,nan,0.0,655875.1270000001,nan,nan
75,0.0,0.0,0.0,0.0,0.0,0.0,642610.2122,-101.3533,0.0,0.0,nan,0.0,642508.8589,nan,nan
76,0.0,0.0,0.0,0.0,0.0,0.0,687674.0307,-105.2445,0.0,0.0,nan,0.0,687568.7862,nan,nan
77,0.0,0.0,0.0,0.0,0.0,0.0,655312.3801,-103.7044,0.0,0.0,nan,0.0,655208.6756999999,nan,nan
78,0.0,0.0,0.0,0.0,0.0,0.0,653131.6889,-102.7823,0.0,0.0,nan,0.0,653028.9066,nan,nan
79,0.0,0.0,0.0,0.0,0.0,0.0,650202.2478,-102.2116,0.0,0.0,nan,0.0,650100.0362,nan,nan
80,0.0,0.0,0.0,0.0,0.0,0.0,645319.3457,-103.9359,0.0,0.0,nan,0.0,645215.4097999999,nan,nan
81,0.0,0.0,0.0,0.0,0.0,0.0,642198.1473,-102.9598,0.0,0.0,nan,0.0,642095.1875,nan,nan
82,0.0,0.0,0.0,0.0,0.0,0.0,658719.3928,-103.3329,0.0,0.0,nan,0.0,658616.0599,nan,nan
83,0.0,0.0,0.0,0.0,0.0,0.0,651046.8739,-102.2211,0.0,0.0,nan,0.0,650944.6528,nan,nan
84,0.0,0.0,0.0,0.0,0.0,0.0,658949.2028,-105.1631,0.0,0.0,nan,0.0,658844.0397,nan,nan
85,0.0,0.0,0.0,0.0,0.0,0.0,643342.8425,-103.1063,0.0,0.0,nan,0.0,643239.7362,nan,nan
86,0.0,0.0,0.0,0.0,0.0,0.0,635919.1642,-104.1492,0.0,0.0,nan,0.0,635815.015,nan,nan
87,0.0,0.0,0.0,0.0,0.0,0.0,644953.2421,-102.6392,0.0,0.0,nan,0.0,644850.6029,nan,nan
88,0.0,0.0,0.0,0.0,0.0,0.0,650443.7453,-104.2955,0.0,0.0,nan,0.0,650339.4498,nan,nan
89,0.0,0.0,0.0,0.0,0.0,0.0,641912.1911,-102.438,0.0,0.0,nan,0.0,641809.7531000001,nan,nan
90,0.0,0.0,0.0,0.0,0.0,0.0,628081.4767,-104.8969,0.0,0.0,nan,0.0,627976.5798,nan,nan
91,0.0,0.0,0.0,0.0,0.0,0.0,628029.192,-102.2849,0.0,0.0,nan,0.0,627926.9071000001,nan,nan
92,0.0,0.0,0.0,0.0,0.0,0.0,658388.968,-102.1076,0.0,0.0,nan,0.0,658286.8604,nan,nan
93,0.0,0.0,0.0,0.0,0.0,0.0,641112.7926,-102.2871,0.0,0.0,nan,0.0,641010.5055000001,nan,nan
94,0.0,0.0,0.0,0.0,0.0,0.0,643872.1665,-102.422,0.0,0.0,nan,0.0,643769.7445,nan,nan
95,0.0,0.0,0.0,0.0,0.0,0.0,637805.5334,-103.3159,0.0,0.0,nan,0.0,637702.2174999999,nan,nan
96,0.0,0.0,0.0,0.0,0.0,0.0,643451.1854,-101.6892,0.0,0.0,nan,0.0,643349.4961999999,nan,nan
97,0.0,0.0,0.0,0.0,0.0,0.0,642069.151,-102.3095,0.0,0.0,nan,0.0,641966.8415,nan,nan
98,0.0,0.0,0.0,0.0,0.0,0.0,659199.4873,-101.498,0.0,0.0,nan,0.0,659097.9893,nan,nan
99,0.0,0.0,0.0,0.0,0.0,0.0,650583.1287,-101.981,0.0,0.0,nan,0.0,650481.1477,nan,nan

DELTA Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,0.0,0.0,0.0,0.0,0.0,0.0,485.8491999821272,-3.4581999999992092,0.0,0.0,nan,0.0,482.3909999849275,nan,nan
1,0.0,0.0,0.0,0.0,0.0,0.0,468.60449999698903,-10.168699999996221,0.0,0.0,nan,0.0,458.4358000276843,nan,nan
2,0.0,0.0,0.0,0.0,0.0,0.0,522.4618000027258,-12.124399999989336,0.0,0.0,nan,0.0,510.3374000049662,nan,nan
3,0.0,0.0,0.0,0.0,0.0,0.0,469.9752000293229,-12.52589999999553,0.0,0.0,nan,0.0,457.44930004142225,nan,nan
4,0.0,0.0,0.0,0.0,0.0,0.0,484.74319998710416,-10.345100000021517,0.0,0.0,nan,0.0,474.39809994003735,nan,nan
5,0.0,0.0,0.0,0.0,0.0,0.0,512.0507999642286,-11.244699999979929,0.0,0.0,nan,0.0,500.8060999782756,nan,nan
6,0.0,0.0,0.0,0.0,0.0,0.0,520.357599995099,-6.305400000006898,0.0,0.0,nan,0.0,514.0521999640623,nan,nan
7,0.0,0.0,0.0,0.0,0.0,0.0,476.6769000070635,-13.169699999999764,0.0,0.0,nan,0.0,463.50720000080764,nan,nan
8,0.0,0.0,0.0,0.0,0.0,0.0,511.0998999901349,-7.0557999999884515,0.0,0.0,nan,0.0,504.04410001647193,nan,nan
9,0.0,0.0,0.0,0.0,0.0,0.0,490.44959996500984,-14.628099999988777,0.0,0.0,nan,0.0,475.8214999762131,nan,nan
10,0.0,0.0,0.0,0.0,0.0,0.0,475.9307999626035,-9.028600000002186,0.0,0.0,nan,0.0,466.90219999698456,nan,nan
11,0.0,0.0,0.0,0.0,0.0,0.0,500.0166999626672,-13.539699999987988,0.0,0.0,nan,0.0,486.4769999765558,nan,nan
12,0.0,0.0,0.0,0.0,0.0,0.0,506.01429999188986,-12.967100000021276,0.0,0.0,nan,0.0,493.04719999816734,nan,nan
13,0.0,0.0,0.0,0.0,0.0,0.0,515.0220999773592,-10.883299999995302,0.0,0.0,nan,0.0,504.13879992370494,nan,nan
14,0.0,0.0,0.0,0.0,0.0,0.0,472.95940001367126,-8.891900000002934,0.0,0.0,nan,0.0,464.0674999963958,nan,nan
15,0.0,0.0,0.0,0.0,0.0,0.0,503.34630003466737,-8.893999999990086,0.0,0.0,nan,0.0,494.45230004482437,nan,nan
16,0.0,0.0,0.0,0.0,0.0,0.0,503.10129996656906,-8.21569999997854,0.0,0.0,nan,0.0,494.88559994334355,nan,nan
17,0.0,0.0,0.0,0.0,0.0,0.0,477.70530001819134,-1.0402999999944171,0.0,0.0,nan,0.0,476.66499998862855,nan,nan
18,0.0,0.0,0.0,0.0,0.0,0.0,526.3855000188341,-1.4735999999846854,0.0,0.0,nan,0.0,524.9119000162464,nan,nan
19,0.0,0.0,0.0,0.0,0.0,0.0,487.0337999792537,-5.214100000004606,0.0,0.0,nan,0.0,481.81969999475405,nan,nan
20,0.0,0.0,0.0,0.0,0.0,0.0,512.7577000183519,-6.965999999999724,0.0,0.0,nan,0.0,505.7917000228772,nan,nan
21,0.0,0.0,0.0,0.0,0.0,0.0,506.85510003298987,-5.733499999998003,0.0,0.0,nan,0.0,501.12160001543816,nan,nan
22,0.0,0.0,0.0,0.0,0.0,0.0,488.7997999987565,-12.185700000026543,0.0,0.0,nan,0.0,476.61409999022726,nan,nan
23,0.0,0.0,0.0,0.0,0.0,0.0,477.20580002560746,-8.570699999995483,0.0,0.0,nan,0.0,468.63509998878,nan,nan
24,0.0,0.0,0.0,0.0,0.0,0.0,480.27160003839526,-10.940200000011828,0.0,0.0,nan,0.0,469.3314000671962,nan,nan
25,0.0,0.0,0.0,0.0,0.0,0.0,493.1129999550758,-9.503200000008377,0.0,0.0,nan,0.0,483.6097999397898,nan,nan
26,0.0,0.0,0.0,0.0,0.0,0.0,472.81389997224323,-5.895200000000557,0.0,0.0,nan,0.0,466.91869996325113,nan,nan
27,0.0,0.0,0.0,0.0,0.0,0.0,492.4554000146454,-8.02999999999804,0.0,0.0,nan,0.0,484.425399986445,nan,nan
28,0.0,0.0,0.0,0.0,0.0,0.0,462.7487000095425,-4.899600000003545,0.0,0.0,nan,0.0,457.8490999726346,nan,nan
29,0.0,0.0,0.0,0.0,0.0,0.0,498.65480001142714,-8.986000000000331,0.0,0.0,nan,0.0,489.6687999962596,nan,nan
30,0.0,0.0,0.0,0.0,0.0,0.0,500.540499972878,-4.532000000004146,0.0,0.0,nan,0.0,496.0084999758983,nan,nan
31,0.0,0.0,0.0,0.0,0.0,0.0,477.49400001531467,-12.431100000001862,0.0,0.0,nan,0.0,465.0629000052577,nan,nan
32,0.0,0.0,0.0,0.0,0.0,0.0,517.516300018644,-11.152300000020588,0.0,0.0,nan,0.0,506.36400000634603,nan,nan
33,0.0,0.0,0.0,0.0,0.0,0.0,474.4086999850115,-6.247000000002473,0.0,0.0,nan,0.0,468.1617000149563,nan,nan
34,0.0,0.0,0.0,0.0,0.0,0.0,514.1333999632625,-9.964300000026071,0.0,0.0,nan,0.0,504.16909994231537,nan,nan
35,0.0,0.0,0.0,0.0,0.0,0.0,487.7264000342693,-3.7813000000128483,0.0,0.0,nan,0.0,483.94510000688024,nan,nan
36,0.0,0.0,0.0,0.0,0.0,0.0,513.6021999833174,-5.911999999989291,0.0,0.0,nan,0.0,507.69019999622833,nan,nan
37,0.0,0.0,0.0,0.0,0.0,0.0,485.1743000332499,-10.051099999988594,0.0,0.0,nan,0.0,475.12320002750494,nan,nan
38,0.0,0.0,0.0,0.0,0.0,0.0,475.29280001157895,-7.439499999997295,0.0,0.0,nan,0.0,467.85330003499985,nan,nan
39,0.0,0.0,0.0,0.0,0.0,0.0,477.9949999784585,-8.698700000004237,0.0,0.0,nan,0.0,469.296299960115,nan,nan
40,0.0,0.0,0.0,0.0,0.0,0.0,487.77079997735564,-6.1800999999895225,0.0,0.0,nan,0.0,481.59069999645,nan,nan
41,0.0,0.0,0.0,0.0,0.0,0.0,497.9049999692943,-11.676800000013557,0.0,0.0,nan,0.0,486.22820002015214,nan,nan
42,0.0,0.0,0.0,0.0,0.0,0.0,500.71320005028974,-8.100299999988124,0.0,0.0,nan,0.0,492.6129000321962,nan,nan
43,0.0,0.0,0.0,0.0,0.0,0.0,495.3563999972539,-10.329299999998653,0.0,0.0,nan,0.0,485.0271000090288,nan,nan
44,0.0,0.0,0.0,0.0,0.0,0.0,479.2734000131022,-7.526000000011408,0.0,0.0,nan,0.0,471.7474000188522,nan,nan
45,0.0,0.0,0.0,0.0,0.0,0.0,488.8408999996027,-7.276700000009868,0.0,0.0,nan,0.0,481.56420000013895,nan,nan
46,0.0,0.0,0.0,0.0,0.0,0.0,473.95289997791406,-8.901299999990272,0.0,0.0,nan,0.0,465.0516000048956,nan,nan
47,0.0,0.0,0.0,0.0,0.0,0.0,519.1467999976594,-12.250400000010288,0.0,0.0,nan,0.0,506.8964000212727,nan,nan
48,0.0,0.0,0.0,0.0,0.0,0.0,493.12229998980183,-11.791399999991526,0.0,0.0,nan,0.0,481.33089996676426,nan,nan
49,0.0,0.0,0.0,0.0,0.0,0.0,440.9840000314871,-5.025300000003028,0.0,0.0,nan,0.0,435.9587000524625,nan,nan
50,0.0,0.0,0.0,0.0,0.0,0.0,461.44139994843863,-6.763100000022163,0.0,0.0,nan,0.0,454.67829993064515,nan,nan
51,0.0,0.0,0.0,0.0,0.0,0.0,466.94080001453403,-0.6890999999807264,0.0,0.0,nan,0.0,466.2516999661457,nan,nan
52,0.0,0.0,0.0,0.0,0.0,0.0,472.9192999769002,0.20689999998221253,0.0,0.0,nan,0.0,473.1262000093702,nan,nan
53,0.0,0.0,0.0,0.0,0.0,0.0,471.61059995158575,-13.564400000016718,0.0,0.0,nan,0.0,458.04619999136776,nan,nan
54,0.0,0.0,0.0,0.0,0.0,0.0,502.52440003852826,-12.985100000005119,0.0,0.0,nan,0.0,489.53930005570874,nan,nan
55,0.0,0.0,0.0,0.0,0.0,0.0,500.2544000430498,-6.959299999981752,0.0,0.0,nan,0.0,493.29510005773045,nan,nan
56,0.0,0.0,0.0,0.0,0.0,0.0,509.87740000523627,-6.933800000002563,0.0,0.0,nan,0.0,502.9436000138521,nan,nan
57,0.0,0.0,0.0,0.0,0.0,0.0,492.80419999873266,-15.954100000008339,0.0,0.0,nan,0.0,476.8500999941025,nan,nan
58,0.0,0.0,0.0,0.0,0.0,0.0,517.7052999996813,-10.062300000005536,0.0,0.0,nan,0.0,507.64299998036586,nan,nan
59,0.0,0.0,0.0,0.0,0.0,0.0,485.57720000483096,-12.446000000006094,0.0,0.0,nan,0.0,473.13119997654576,nan,nan
60,0.0,0.0,0.0,0.0,0.0,0.0,456.4652999917744,-10.086899999989157,0.0,0.0,nan,0.0,446.37839997711126,nan,nan
61,0.0,0.0,0.0,0.0,0.0,0.0,498.97389999195,-12.517999999997443,0.0,0.0,nan,0.0,486.45589998341165,nan,nan
62,0.0,0.0,0.0,0.0,0.0,0.0,483.47389998077415,-8.01659999998435,0.0,0.0,nan,0.0,475.45729999337345,nan,nan
63,0.0,0.0,0.0,0.0,0.0,0.0,480.1946000191383,-16.125799999971775,0.0,0.0,nan,0.0,464.06879999500234,nan,nan
64,0.0,0.0,0.0,0.0,0.0,0.0,482.77860001451336,-10.608499999992873,0.0,0.0,nan,0.0,472.17010003945325,nan,nan
65,0.0,0.0,0.0,0.0,0.0,0.0,470.7629000272136,-5.47640000001644,0.0,0.0,nan,0.0,465.2865000118036,nan,nan
66,0.0,0.0,0.0,0.0,0.0,0.0,472.707499947981,-10.057800000018062,0.0,0.0,nan,0.0,462.6496999163646,nan,nan
67,0.0,0.0,0.0,0.0,0.0,0.0,509.558099969523,-6.228399999977142,0.0,0.0,nan,0.0,503.32969996880274,nan,nan
68,0.0,0.0,0.0,0.0,0.0,0.0,506.5074000111781,-5.747700000008848,0.0,0.0,nan,0.0,500.75970000831876,nan,nan
69,0.0,0.0,0.0,0.0,0.0,0.0,503.87469999375753,-6.9363999999908685,0.0,0.0,nan,0.0,496.93830000108574,nan,nan
70,0.0,0.0,0.0,0.0,0.0,0.0,500.1773999767611,-5.568400000002285,0.0,0.0,nan,0.0,494.6089999898104,nan,nan
71,0.0,0.0,0.0,0.0,0.0,0.0,491.61819996277336,-12.614899999983322,0.0,0.0,nan,0.0,479.003299971926,nan,nan
72,0.0,0.0,0.0,0.0,0.0,0.0,487.35700004315004,-0.6751999999941347,0.0,0.0,nan,0.0,486.6818000776693,nan,nan
73,0.0,0.0,0.0,0.0,0.0,0.0,488.7058000129182,-2.678199999982951,0.0,0.0,nan,0.0,486.0275999882724,nan,nan
74,0.0,0.0,0.0,0.0,0.0,0.0,517.6617999839364,-6.390999999979272,0.0,0.0,nan,0.0,511.2707999686245,nan,nan
75,0.0,0.0,0.0,0.0,0.0,0.0,483.8547000149265,-5.166500000009123,0.0,0.0,nan,0.0,478.68820000754204,nan,nan
76,0.0,0.0,0.0,0.0,0.0,0.0,481.45480003766716,-1.5705000000023261,0.0,0.0,nan,0.0,479.8842999804765,nan,nan
77,0.0,0.0,0.0,0.0,0.0,0.0,509.60329998726957,-5.155499999981274,0.0,0.0,nan,0.0,504.4477999896044,nan,nan
78,0.0,0.0,0.0,0.0,0.0,0.0,520.1564999758266,-7.2137999999893765,0.0,0.0,nan,0.0,512.9426999673015,nan,nan
79,0.0,0.0,0.0,0.0,0.0,0.0,504.4973000213504,-7.057500000004978,0.0,0.0,nan,0.0,497.4398000109941,nan,nan
80,0.0,0.0,0.0,0.0,0.0,0.0,490.06399997649714,-12.811900000011917,0.0,0.0,nan,0.0,477.2520999839762,nan,nan
81,0.0,0.0,0.0,0.0,0.0,0.0,468.3743999650469,-11.191299999988217,0.0,0.0,nan,0.0,457.1830999851227,nan,nan
82,0.0,0.0,0.0,0.0,0.0,0.0,503.01320001808926,-6.943300000022077,0.0,0.0,nan,0.0,496.06989996205084,nan,nan
83,0.0,0.0,0.0,0.0,0.0,0.0,486.5706999860704,-9.29849999999962,0.0,0.0,nan,0.0,477.27220001188107,nan,nan
84,0.0,0.0,0.0,0.0,0.0,0.0,511.84349999402184,-7.974500000016391,0.0,0.0,nan,0.0,503.86899998935405,nan,nan
85,0.0,0.0,0.0,0.0,0.0,0.0,510.85909995553084,-15.536000000006794,0.0,0.0,nan,0.0,495.3230999457883,nan,nan
86,0.0,0.0,0.0,0.0,0.0,0.0,494.81889999704435,-9.734899999995676,0.0,0.0,nan,0.0,485.08399997709785,nan,nan
87,0.0,0.0,0.0,0.0,0.0,0.0,492.0821000341093,-12.842799999989055,0.0,0.0,nan,0.0,479.239300040761,nan,nan
88,0.0,0.0,0.0,0.0,0.0,0.0,496.2215999910841,-10.49369999999925,0.0,0.0,nan,0.0,485.72789998317603,nan,nan
89,0.0,0.0,0.0,0.0,0.0,0.0,488.00419998297,-7.96410000000661,0.0,0.0,nan,0.0,480.0401000159327,nan,nan
90,0.0,0.0,0.0,0.0,0.0,0.0,493.711499996949,-5.924400000010522,0.0,0.0,nan,0.0,487.787099967245,nan,nan
91,0.0,0.0,0.0,0.0,0.0,0.0,495.11109998985194,-10.348499999991532,0.0,0.0,nan,0.0,484.76260002644267,nan,nan
92,0.0,0.0,0.0,0.0,0.0,0.0,486.57170003128704,-9.833200000011217,0.0,0.0,nan,0.0,476.73850007972214,nan,nan
93,0.0,0.0,0.0,0.0,0.0,0.0,487.90269998298027,-10.111699999995395,0.0,0.0,nan,0.0,477.7910000270931,nan,nan
