GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
941,3731.28,8762.04,9844.34,1018.27,523.55,-3102.38,-5365.6,-57354.52,2489.49,45813.85,-14715.63,544.92,6360.32,-14170.71,-7810.39
951,3686.31,8833.95,9869.46,1016.94,531.46,-3067.19,-5426.42,-56775.55,2424.06,45723.19,-15159.05,549.77,6816.21,-14609.28,-7793.07
961,3688.34,8733.74,9895.97,1010.97,544.62,-3086.83,-5414.46,-57149.9,2474.12,45927.08,-14947.15,543.56,6623.65,-14403.59,-7779.94
971,3833.12,8817.04,9874.76,1022.75,541.41,-3148.04,-5412.06,-57426.4,2429.32,45802.81,-14652.2,539.97,6334.71,-14112.23,-7777.52
981,3674.61,8804.86,9881.92,997.37,548.67,-3080.81,-5450.79,-57243.98,2452.25,45803.55,-14768.47,537.32,6387.65,-14231.15,-7843.5
991,3674.73,8747.28,9873.24,982.1,542.66,-3077.78,-5453.84,-57131.14,2451.16,45757.77,-14819.53,533.03,6366.19,-14286.5,-7920.31
1001,3681.11,8761.67,9941.43,1009.22,582.62,-3120.52,-5355.78,-57202.8,2477.85,45846.21,-14798.97,537.78,6621.01,-14261.2,-7640.19

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,683.95,20.86,43.88,0.0,0.0,0.0,-4.02,-21.24,5.28,-4.36,-9.24,4.26,724.35,-4.98,719.37
11,675.23,17.37,41.3,0.0,0.0,0.0,-4.49,-20.88,5.17,-4.46,-10.04,4.54,709.25,-5.51,703.74
21,698.62,17.23,38.57,0.0,0.0,0.0,-2.75,-20.06,7.1,-3.61,-11.28,4.55,735.09,-6.73,728.36
31,684.01,16.37,37.26,0.0,0.0,0.0,-3.5,-20.45,5.94,-3.8,-10.45,4.5,715.83,-5.94,709.89
41,680.27,19.05,38.42,0.0,0.0,0.0,-4.66,-20.34,5.95,-3.91,-10.93,4.57,714.77,-6.36,708.41
51,680.47,14.79,36.89,0.0,0.0,0.0,-3.94,-19.98,5.91,-3.77,-11.41,4.58,710.37,-6.83,703.54
61,653.39,20.32,39.96,0.0,0.0,0.0,-2.88,-21.04,5.29,-3.77,-9.9,4.53,691.27,-5.37,685.89
71,694.04,19.11,38.62,0.0,0.0,0.0,-2.57,-20.17,8.6,-3.5,-11.22,4.51,734.13,-6.7,727.42
81,637.29,17.02,46.9,0.0,0.0,0.0,-2.75,-20.34,4.85,-3.59,-11.2,4.58,679.39,-6.62,672.77
91,706.48,17.41,37.77,0.0,0.0,0.0,-3.08,-20.39,4.98,-3.32,-11.34,4.58,739.85,-6.76,733.09
101,694.28,14.32,42.28,0.0,0.0,0.0,-1.01,-19.8,5.29,-3.47,-12.04,4.58,731.89,-7.46,724.43
111,648.36,17.81,40.32,0.0,0.0,0.0,-3.98,-21.23,5.82,-3.65,-10.39,4.52,683.44,-5.87,677.57
121,649.22,16.42,36.36,0.0,0.0,0.0,-4.51,-19.77,3.94,-3.52,-12.0,4.57,678.14,-7.43,670.71
131,663.84,15.39,41.41,0.0,0.0,0.0,-3.71,-22.42,6.64,-3.99,-9.05,4.54,697.15,-4.52,692.63
141,700.83,24.81,37.55,0.0,0.0,0.0,-3.74,-19.71,5.89,-4.39,-11.59,4.55,741.23,-7.04,734.19
151,668.37,16.15,43.32,0.0,0.0,0.0,-1.63,-19.58,6.57,-3.66,-11.56,4.51,709.54,-7.04,702.5
161,704.96,16.65,39.24,0.0,0.0,0.0,-3.6,-20.33,5.37,-4.3,-10.45,4.52,737.98,-5.93,732.05
171,721.33,19.75,41.74,0.0,0.0,0.0,-3.17,-20.07,5.77,-4.0,-11.14,4.55,761.36,-6.59,754.77
181,644.22,20.99,37.96,0.0,0.0,0.0,-3.31,-22.89,8.05,-4.96,-7.88,4.42,680.06,-3.46,676.6
191,687.76,20.5,39.23,0.0,0.0,0.0,-2.5,-20.86,6.36,-4.17,-9.64,4.48,726.32,-5.16,721.16
201,647.95,21.88,38.25,0.0,0.0,0.0,-4.81,-19.58,4.23,-3.89,-11.47,4.56,684.02,-6.91,677.11
211,665.92,13.77,42.03,0.0,0.0,0.0,-3.55,-20.03,6.16,-3.96,-11.31,4.52,700.34,-6.78,693.56
221,707.57,19.25,36.48,0.0,0.0,0.0,-2.75,-20.06,5.6,-4.06,-11.52,4.57,742.02,-6.95,735.07
231,710.94,18.25,38.68,0.0,0.0,0.0,-2.32,-19.77,4.41,-3.46,-11.6,4.57,746.74,-7.03,739.7
241,680.57,18.65,41.21,0.0,0.0,0.0,-4.33,-20.92,6.09,-3.65,-10.46,4.58,717.63,-5.88,711.75
251,697.73,20.24,35.04,0.0,0.0,0.0,-3.06,-20.59,5.88,-3.62,-10.49,4.57,731.61,-5.92,725.69
261,657.27,17.49,39.56,0.0,0.0,0.0,-3.95,-19.54,6.26,-3.84,-11.68,4.55,693.26,-7.13,686.13
271,707.91,19.18,37.4,0.0,0.0,0.0,-3.26,-19.94,6.08,-3.61,-11.49,4.55,743.78,-6.94,736.83
281,659.51,18.85,38.55,0.0,0.0,0.0,-3.81,-19.86,5.29,-3.63,-11.39,4.55,694.89,-6.84,688.05
291,687.93,17.39,38.07,0.0,0.0,0.0,-2.38,-21.48,7.82,-3.91,-9.71,4.45,723.44,-5.26,718.18
301,701.08,18.41,40.34,0.0,0.0,0.0,-1.58,-22.06,7.97,-3.73,-9.16,4.49,740.43,-4.67,735.76
311,712.45,12.09,40.42,0.0,0.0,0.0,-3.64,-20.07,4.99,-3.47,-11.75,4.55,742.78,-7.2,735.58
321,690.25,16.2,38.72,0.0,0.0,0.0,-4.54,-20.69,3.8,-4.5,-10.63,4.58,719.26,-6.06,713.2
331,655.21,26.79,43.78,0.0,0.0,0.0,-4.28,-21.32,4.22,-3.74,-10.03,4.64,700.66,-5.39,695.28
341,697.04,21.73,39.29,0.0,0.0,0.0,-3.33,-20.68,5.6,-3.42,-10.86,4.57,736.22,-6.29,729.93
351,703.49,22.3,37.88,0.0,0.0,0.0,-3.13,-19.77,6.65,-3.58,-12.11,4.61,743.85,-7.5,736.34
