key,input,pca_1,pca_2,pca_3,pca_4,umap_1,umap_2,tsne_1,tsne_2
7514855889b544e289f8cc232ccfdbe6,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,-0.3604559,-0.41460323,-0.34977013,-0.23471141,-0.05866486,-0.5740491,-0.05033034384519175,-0.3854670611910472
17e4664547f3f4876ecb216a68c8f179,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,-0.5209495,-0.36821213,-0.4462877,-0.24671134,-0.7461257,-0.36709478,-0.32467098292020075,-0.22868765743439906
d0565023ffe529df43cb3964a347bdc2,COc1cc(O)c2c(c1)O[C@H](c1ccccc1)CC2=O,-0.393626,-0.048980564,-0.4618875,-0.25653425,-0.5196008,0.0382514,-0.03522208577348287,0.1581741687642832
17f34c6225a9890fa55fad168e48f144,COc1cc2ccc(=O)oc2cc1OC,-0.3454883,-0.39249092,-0.6464039,-0.41181335,-0.21207076,-0.5805173,-0.28382415977088016,-0.32944977233755135
56b9dac052b9f2b417cd10b49c296a6f,COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1,-0.47345617,-0.25036737,-0.5322695,-0.338736,-0.63117254,-0.49457976,-0.29253078505245295,-0.24878087933650295
4e9297d997dd7a53e4d716e7b648625a,O=C(O)C=Cc1ccc(O)cc1,-0.17755319,-0.31557345,-0.3789466,-0.18373726,-0.59097964,0.06361067,-0.03719359150865298,-0.35716305834914086
8358e346a634daa993d0c2f66b366981,CC(C)=CCOc1ccc2ccc(=O)oc2c1,-0.5032486,-0.17006853,-0.5485612,-0.1669373,-0.45851648,-0.35689157,-0.3217129908864547,-0.17606701588941254
35fb5149d7da25ede0e355d338fc3ae4,CC(C)=CCc1c2c(c(O)c3c1O[C@H](c1ccc(O)cc1)CC3=O)C=CC(C)(C)O2,-0.3807227,-0.3085407,-0.7785578,0.1773935,-0.2947722,-0.7230105,-0.17527915325048,-0.14967697907305705
c62fa2d9d86fbc49be5228fad7bfb583,O=C(O)C=Cc1ccccc1,-0.16055056,-0.14256735,-0.14540608,-0.051364005,-0.58284414,0.20338744,0.09695123401217737,0.024869654768313862
2c8296fd99a487fda3afd0b80cdd4a39,COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,-0.2920544,-0.43212518,-0.4107048,-0.11101125,-0.18065038,-0.5663128,-0.0857251702642515,0.3800404425209401
a73c2aa7263f8b1be4a1b418916f5233,O=c1c(O)cc2c(O)oc3c(=O)c(O)cc4c(O)oc1c2c43,-0.068112254,-0.7084071,-0.6632991,-0.30428743,-0.25370103,-0.6550698,-0.2694276463181428,-0.3383344132942657
