complex_name,candidate_id,target,pdb_id,vina_affinity_kcal_mol,rank1_inside_fraction,rank1_atom_count,rank1_anchor_min_A,rank1_centroid_in_box,ligand_pdbqt_sha256,vina_out_pdbqt_sha256,conversion_log_sha256,vina_log_sha256,vina_command
PP-01_PfATP4,PP-01,PfATP4,9N10,-6.361,1.0,25,3.346130003451734,True,347c8dd913756738b269e6b6952bb8e3886bff4a9dee7c6f04c9c634d99074df,23aeb9e0d77973b184dc711f34002b7bc00ff6a613fee5a24f1eca1569ed2f63,763782ce18bd111b5a1fa99ddb68fb6ed4e0b8f872d7db81de5dfe155e5034a8,124410e0ca1f8b5634419664a0bd16559b4ef2704577be54bddb55420cdc0726,"['/usr/local/bin/vina', '--receptor', '/home/nanaengo/Malaria_codesV2/Project2_Polypharmacology_MD_ValidationV2607/data/from_project1/data/proteins/9N10.pdbqt', '--ligand', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-01_PfATP4/ligand.pdbqt', '--center_x', '122.71161538461541', '--center_y', '125.54478846153845', '--center_z', '91.41128846153843', '--size_x', '25.0', '--size_y', '25.0', '--size_z', '25.0', '--exhaustiveness', '16', '--num_modes', '9', '--seed', '0', '--out', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-01_PfATP4/vina_out.pdbqt']"
PP-02_PfATP4,PP-02,PfATP4,9N10,-6.591,1.0,29,2.972338305105921,True,77031e57a8b6af62c251a54e66853193db12232a553566cbe3fc8e68de469c15,865f5c959de08a8062405048795cb5d7a8b9b1297f5ef4ab29081dfc2f6833fe,763782ce18bd111b5a1fa99ddb68fb6ed4e0b8f872d7db81de5dfe155e5034a8,31b4b0943dfa8e2fac950cfe7a8b88e289b461311a76f6c7753c5a433775e9aa,"['/usr/local/bin/vina', '--receptor', '/home/nanaengo/Malaria_codesV2/Project2_Polypharmacology_MD_ValidationV2607/data/from_project1/data/proteins/9N10.pdbqt', '--ligand', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-02_PfATP4/ligand.pdbqt', '--center_x', '122.71161538461541', '--center_y', '125.54478846153845', '--center_z', '91.41128846153843', '--size_x', '25.0', '--size_y', '25.0', '--size_z', '25.0', '--exhaustiveness', '16', '--num_modes', '9', '--seed', '0', '--out', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-02_PfATP4/vina_out.pdbqt']"
PP-03_PfATP4,PP-03,PfATP4,9N10,-7.311,0.9666666666666667,30,1.997049073007466,True,ed9f8842a4b8c33cf03ab367d310c904d36c8b60104a6be4f231fc3e23bf7dea,1b2cf7b7b4cb5e2ba63a581cbfb67a697fb0cc824756e6ec0815888e97064998,763782ce18bd111b5a1fa99ddb68fb6ed4e0b8f872d7db81de5dfe155e5034a8,0da557f451676b2ea54ecddc5fa7a7e25faeea27c356225c1cf4848da42edee5,"['/usr/local/bin/vina', '--receptor', '/home/nanaengo/Malaria_codesV2/Project2_Polypharmacology_MD_ValidationV2607/data/from_project1/data/proteins/9N10.pdbqt', '--ligand', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-03_PfATP4/ligand.pdbqt', '--center_x', '122.71161538461541', '--center_y', '125.54478846153845', '--center_z', '91.41128846153843', '--size_x', '25.0', '--size_y', '25.0', '--size_z', '25.0', '--exhaustiveness', '16', '--num_modes', '9', '--seed', '0', '--out', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-03_PfATP4/vina_out.pdbqt']"
PP-04_PfATP4,PP-04,PfATP4,9N10,-6.086,1.0,19,3.507259186316293,True,0abd8a0c19037a071794737cf977018a09e6c37aab38a20443afd3a5327b84df,777cf92ab4e7c2be5c22f922e9a38d4f6f6d5305d25892cc539a4ed6e6b32ad6,763782ce18bd111b5a1fa99ddb68fb6ed4e0b8f872d7db81de5dfe155e5034a8,b9a18f995602e9fac1834e569781267d3288af2b5d83948422ef9945cfac6a1d,"['/usr/local/bin/vina', '--receptor', '/home/nanaengo/Malaria_codesV2/Project2_Polypharmacology_MD_ValidationV2607/data/from_project1/data/proteins/9N10.pdbqt', '--ligand', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-04_PfATP4/ligand.pdbqt', '--center_x', '122.71161538461541', '--center_y', '125.54478846153845', '--center_z', '91.41128846153843', '--size_x', '25.0', '--size_y', '25.0', '--size_z', '25.0', '--exhaustiveness', '16', '--num_modes', '9', '--seed', '0', '--out', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-04_PfATP4/vina_out.pdbqt']"
PP-05_PfATP4,PP-05,PfATP4,9N10,-6.378,1.0,23,2.647878584829735,True,149b942fa7736f0749c538191f2bc7a80a2797fa947b6b9585d42625ac2a38c9,379eb37c7f3ce594d942ca52d7efcf9551fb9cc9a9bc30a1a732cdd4f7cb4499,763782ce18bd111b5a1fa99ddb68fb6ed4e0b8f872d7db81de5dfe155e5034a8,bc97f8eda08352612ab537389be9b87d226b6d59874d0b714c9124ba43fd8cba,"['/usr/local/bin/vina', '--receptor', '/home/nanaengo/Malaria_codesV2/Project2_Polypharmacology_MD_ValidationV2607/data/from_project1/data/proteins/9N10.pdbqt', '--ligand', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-05_PfATP4/ligand.pdbqt', '--center_x', '122.71161538461541', '--center_y', '125.54478846153845', '--center_z', '91.41128846153843', '--size_x', '25.0', '--size_y', '25.0', '--size_z', '25.0', '--exhaustiveness', '16', '--num_modes', '9', '--seed', '0', '--out', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-05_PfATP4/vina_out.pdbqt']"
PP-06_PfATP4,PP-06,PfATP4,9N10,-7.285,1.0,28,1.9828981315236511,True,29c188b14f49902922c45d610120d385d38b71ef1a010f6c2ae702faa25bf29d,fd49c84038cc263a9b83ab4886bd8878397274560adbce0c60744055b6d98c05,763782ce18bd111b5a1fa99ddb68fb6ed4e0b8f872d7db81de5dfe155e5034a8,49c3cca15aa58e2f2c736fae0e0f1ce22ffb1c8a1952f33f14522044b8e4b13a,"['/usr/local/bin/vina', '--receptor', '/home/nanaengo/Malaria_codesV2/Project2_Polypharmacology_MD_ValidationV2607/data/from_project1/data/proteins/9N10.pdbqt', '--ligand', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-06_PfATP4/ligand.pdbqt', '--center_x', '122.71161538461541', '--center_y', '125.54478846153845', '--center_z', '91.41128846153843', '--size_x', '25.0', '--size_y', '25.0', '--size_z', '25.0', '--exhaustiveness', '16', '--num_modes', '9', '--seed', '0', '--out', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-06_PfATP4/vina_out.pdbqt']"
PP-07_PfATP4,PP-07,PfATP4,9N10,-5.775,1.0,17,3.401296958514503,True,d92578edb6565511ac804d39a7f8d8d312f596dedfb89ed811d5d5853d5ad0cf,f1b7c75a9cb048651758192b7c58aa9f9fbceb0a8b13415c540fc4dc14ad941f,763782ce18bd111b5a1fa99ddb68fb6ed4e0b8f872d7db81de5dfe155e5034a8,30fe5ef7d8f78a4eb8bf6ad71700a74dd3da7d8bea0e01ed2b6b441b9cbd69ae,"['/usr/local/bin/vina', '--receptor', '/home/nanaengo/Malaria_codesV2/Project2_Polypharmacology_MD_ValidationV2607/data/from_project1/data/proteins/9N10.pdbqt', '--ligand', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-07_PfATP4/ligand.pdbqt', '--center_x', '122.71161538461541', '--center_y', '125.54478846153845', '--center_z', '91.41128846153843', '--size_x', '25.0', '--size_y', '25.0', '--size_z', '25.0', '--exhaustiveness', '16', '--num_modes', '9', '--seed', '0', '--out', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-07_PfATP4/vina_out.pdbqt']"
PP-08_PfATP4,PP-08,PfATP4,9N10,-5.494,1.0,16,2.880404311897894,True,71c9084fc9466bd7483dea9fa51319363787fdff287c3bcb24c691717ee9e166,14d77b978c30e7a899c3b0f55117ae6b21e75ca414407106e836821df4279320,763782ce18bd111b5a1fa99ddb68fb6ed4e0b8f872d7db81de5dfe155e5034a8,9202ae03999d425693837d6cf22069a86a6dcb2621d455eca2142cd58c6744fa,"['/usr/local/bin/vina', '--receptor', '/home/nanaengo/Malaria_codesV2/Project2_Polypharmacology_MD_ValidationV2607/data/from_project1/data/proteins/9N10.pdbqt', '--ligand', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-08_PfATP4/ligand.pdbqt', '--center_x', '122.71161538461541', '--center_y', '125.54478846153845', '--center_z', '91.41128846153843', '--size_x', '25.0', '--size_y', '25.0', '--size_z', '25.0', '--exhaustiveness', '16', '--num_modes', '9', '--seed', '0', '--out', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-08_PfATP4/vina_out.pdbqt']"
PP-09_PfATP4,PP-09,PfATP4,9N10,-6.078,1.0,15,3.482901233167548,True,251ace60348f2721651a07e430bc53490ff3b008d30dc4e6dfd385cf9937150c,3430ca2e27fb05a07d9a5f69cc49147ed37075975b2b89c6677e1750959df50f,763782ce18bd111b5a1fa99ddb68fb6ed4e0b8f872d7db81de5dfe155e5034a8,82be09e3c87d8dc512cab4d6297f428a23bf1a68ff7dcf7358829f61f6a05f5a,"['/usr/local/bin/vina', '--receptor', '/home/nanaengo/Malaria_codesV2/Project2_Polypharmacology_MD_ValidationV2607/data/from_project1/data/proteins/9N10.pdbqt', '--ligand', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-09_PfATP4/ligand.pdbqt', '--center_x', '122.71161538461541', '--center_y', '125.54478846153845', '--center_z', '91.41128846153843', '--size_x', '25.0', '--size_y', '25.0', '--size_z', '25.0', '--exhaustiveness', '16', '--num_modes', '9', '--seed', '0', '--out', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-09_PfATP4/vina_out.pdbqt']"
PP-10_PfATP4,PP-10,PfATP4,9N10,-6.67,0.9473684210526315,19,3.5060352251510674,True,8a75be7ef0c5bb74575dda02728c8619da821107722e2060d82cace3feee3a75,670ca72442f03fd3ff696289fecfe9a6195e0d6889ddf143aa29ec1c93834e41,763782ce18bd111b5a1fa99ddb68fb6ed4e0b8f872d7db81de5dfe155e5034a8,a780fb8dcea66d8ca7ce81fbec83489c0d476e82a80d72b4a37daf5fe9061ac1,"['/usr/local/bin/vina', '--receptor', '/home/nanaengo/Malaria_codesV2/Project2_Polypharmacology_MD_ValidationV2607/data/from_project1/data/proteins/9N10.pdbqt', '--ligand', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-10_PfATP4/ligand.pdbqt', '--center_x', '122.71161538461541', '--center_y', '125.54478846153845', '--center_z', '91.41128846153843', '--size_x', '25.0', '--size_y', '25.0', '--size_z', '25.0', '--exhaustiveness', '16', '--num_modes', '9', '--seed', '0', '--out', '/home/nanaengo/Malaria_codesV2/Project1_Chem_space_antimalarial_V5_CorrectedGrid/results/vina_dock_9N10_PfATP4_17/PP-10_PfATP4/vina_out.pdbqt']"
