Frame,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,EGB,1-4 VDW,1-4 EEL,ESURF,TOTAL
14,4.6566128730773926e-09,-0.00010000000034438017,2.2737367544323206e-13,0.0,0.0,0.0,-16.402500000000167,3.6190000000003266,5.712900000000225,-9.999999991450181e-05,2.184918912462308e-13,-1.6767957599999939,-8.747495760000035
15,1.1777878228258487e-08,3.552713678800501e-14,1.4210854715202004e-14,0.0,0.0,0.0,-16.10089999999996,-6.36709999999988,15.167700000000341,-9.769962616701378e-14,8.810729923425242e-13,-1.8814348799999951,-9.18173487999924
16,NaN,-1.1155520951433573e-12,1.3500311979441904e-13,0.0,0.0,0.0,-14.022700000000158,-5.259899999999824,11.406300000000023,-5.1514348342607263e-14,5.755396159656812e-13,-1.896120720000006,-9.772420719997086
17,NaN,-0.0001000000007422841,4.263256414560601e-14,0.0,0.0,0.0,-12.616400000000121,-3.573400000000511,11.549799999999934,-6.039613253960852e-14,-1.2043699371133698e-12,-1.9864612799999954,-6.6264612800010525
18,NaN,-2.8812507935072063e-12,-3.126388037344441e-13,0.0,0.0,0.0,-17.239199999999958,0.885199999998683,9.515499999999737,-1.7763568394002505e-15,-1.5987211554602254e-12,-1.937993040000014,-8.77649304000235
19,NaN,-2.2737367544323206e-13,-1.5631940186722204e-13,0.0,0.0,0.0,-15.149399999999922,-0.1687999999996066,8.152599999999921,1.4210854715202004e-14,8.348877145181177e-13,-1.901336399999999,-9.066936400000017
20,NaN,0.00010000000097321049,-7.105427357601002e-15,0.0,0.0,0.0,-15.312599999999993,2.1309000000016596,6.056199999999826,-8.526512829121202e-14,-8.597567102697212e-13,-1.801982159999998,-8.92748216000085
21,8.916854810081531e-09,9.999999854670705e-05,-0.00010000000003884679,0.0,0.0,0.0,-14.4253999999999,-6.929399999998893,15.317400000000411,-1.4210854715202004e-14,9.999999977594598e-05,-1.6981732799999936,-7.735473279996825
22,NaN,2.1316282072803006e-13,0.00010000000010279564,0.0,0.0,0.0,-14.995100000000079,-8.632499999999162,18.542600000000224,-7.993605777301127e-14,5.009326287108706e-13,-2.3035233600000096,-7.388523360000107
23,1.1682512734978445e-09,1.6342482922482304e-13,-4.263256414560601e-14,0.0,0.0,0.0,-11.651999999999846,-3.84260000000004,9.441700000000193,8.704148513061227e-14,-0.00010000000033372203,-1.310064480000003,-7.363064479999181
24,-6.794929063858035e-09,9.999999977239327e-05,1.4210854715202004e-14,0.0,0.0,0.0,-15.747600000000128,-3.6626000000010137,12.41390000000018,-5.3290705182007514e-14,-0.00010000000012411192,-2.039981040000008,-9.03638104000126
25,1.7166144061775412e-09,-1.2434497875801753e-13,4.263256414560601e-14,0.0,0.0,0.0,-19.302900000000065,0.18039999999915324,9.907000000000036,-3.197442310920451e-14,-5.186961971048731e-13,-2.4251083200000023,-11.640608320000624
26,6.675719532722724e-09,-0.00010000000126453301,7.815970093361102e-14,0.0,0.0,0.0,-17.242700000000156,-2.7004999999986055,11.348200000000066,-1.7763568394002505e-15,9.272582701669307e-13,-1.7228894399999963,-10.317889439997089
27,9.999544620509226e-05,8.881784197001252e-14,-1.0658141036401503e-13,0.0,0.0,0.0,-15.968399999999896,-4.653499999999326,14.096299999999982,-0.00010000000001753051,0.00010000000148124855,-1.7619271199999882,-8.287527119997804
28,4.2676919775885835e-09,2.984279490192421e-13,9.999999990384367e-05,0.0,0.0,0.0,-17.60070000000003,-1.230000000000011,12.559100000000182,9.999999992515995e-05,4.902744876744691e-13,-2.0401977599999888,-8.311697759998864
29,1.1205667505009842e-09,-1.5987211554602254e-12,-1.3500311979441904e-13,0.0,0.0,0.0,-14.362700000000034,-0.5153000000013606,9.01649999999987,-5.329070518200751e-15,-9.999999983989483e-05,-1.8303926399999937,-7.691992640002766
30,-4.4584282932191854e-09,-5.542233338928781e-13,3.552713678800501e-14,0.0,0.0,0.0,-16.614000000000136,-9.808000000000725,17.30949999999965,-3.552713678800501e-15,1.1581846592889633e-12,-2.0260051199999842,-11.13850512000117
31,-5.60283641704018e-09,-3.126388037344441e-13,-1.3500311979441904e-13,0.0,0.0,0.0,-15.105200000000197,-3.6333000000006805,13.228600000000018,-5.684341886080802e-14,-9.9999998795397e-05,-2.1935872799999885,-7.70358727999907
32,NaN,6.750155989720952e-14,-1.7053025658242404e-13,0.0,0.0,0.0,-13.501799999999923,-2.3444999999989378,9.546200000000251,0.0001000000000423995,-5.861977570020827e-13,-1.7395459200000016,-8.039545919999057
33,7.390976719534592e-09,-1.7408297026122455e-13,0.00010000000017384991,0.0,0.0,0.0,-15.994800000000057,0.6978000000008038,10.478900000000042,9.999999995891073e-05,4.405364961712621e-13,-1.9433484000000028,-6.7613483999978
34,-9.999465942378549e-05,-0.000100000001314271,0.00010000000015253363,0.0,0.0,0.0,-14.958599999999842,-1.0806999999998226,10.047999999999927,2.3092638912203256e-14,-3.090860900556436e-13,-1.8670989600000025,-7.858398960000713
35,1.199245502903068e-08,-1.1723955140041653e-13,2.1316282072803006e-13,0.0,0.0,0.0,-17.140899999999938,-1.3615000000003334,9.383600000000058,7.815970093361102e-14,-0.00010000000109400276,-2.07536616000001,-11.194266160002925
36,-1.1921130749215081e-11,-4.760636329592671e-13,-9.947598300641403e-14,0.0,0.0,0.0,-17.846199999999826,-2.928300000000256,12.763799999999993,7.815970093361102e-14,-1.2434497875801753e-13,-2.0064290400000067,-10.017129039998807
37,-1.0728840038609633e-09,-7.105427357601002e-15,-9.237055564881302e-14,0.0,0.0,0.0,-16.106899999999868,-1.6086999999990255,10.051700000000114,0.00010000000004062315,-5.258016244624741e-13,-1.72399104,-9.387791039997978
38,-1.2755396738839408e-09,-0.00010000000016319177,0.00010000000001753051,0.0,0.0,0.0,-20.08709999999999,-6.214100000001231,17.3484999999998,4.263256414560601e-14,-9.999999893750555e-05,-2.4932707200000053,-11.44607072000008
39,-0.00010000312328273253,3.552713678800501e-13,-7.105427357601002e-15,0.0,0.0,0.0,-16.894299999999937,0.17859999999959797,8.400000000000109,-1.0658141036401503e-14,7.638334409421077e-13,-1.7824852800000035,-10.09818527999991
40,-9.999511241964854e-05,-1.8474111129762605e-13,-1.2789769243681803e-13,0.0,0.0,0.0,-13.27109999999995,0.35529999999896944,6.835599999999953,-9.999999997134523e-05,-5.719869022868806e-13,-1.6590895199999967,-7.739389519999662
41,-3.3378633190750406e-10,4.263256414560601e-14,-1.1368683772161603e-13,0.0,0.0,0.0,-15.538600000000038,2.277199999998466,7.473299999999959,7.105427357601002e-15,-9.999999996779252e-05,-1.902394799999997,-7.6905948000012785
42,-5.125999180677354e-09,6.750155989720952e-14,-2.842170943040401e-14,0.0,0.0,0.0,-14.397699999999915,-7.517499999999181,17.691799999999994,-5.329070518200751e-15,-4.476419235288631e-13,-1.9160906399999909,-6.139490639997504
43,0.00010000498294893134,8.526512829121202e-13,1.4210854715202004e-13,0.0,0.0,0.0,-13.456000000000088,-2.7626999999998887,9.708500000000065,-3.552713678800501e-14,-1.1368683772161603e-13,-1.5446088000000038,-8.05480880000242
44,-4.8398973717667104e-09,-6.750155989720952e-14,-0.00010000000003174137,0.0,0.0,0.0,-14.376199999999915,-1.8596000000009667,10.419599999999829,7.105427357601002e-14,5.542233338928781e-13,-1.6065021600000033,-7.4227021600015775
45,1.3828262979131978e-09,-3.552713678800501e-13,2.1316282072803006e-14,0.0,0.0,0.0,-14.825100000000079,-2.443899999999651,10.158100000000069,0.00010000000007792664,-8.881784197001252e-13,-1.5718406400000062,-8.68264063999834
46,0.00010000905990636966,2.2026824808563106e-13,-7.105427357601002e-15,0.0,0.0,0.0,-14.304500000000061,-3.4061000000000803,9.687199999999983,8.881784197001252e-15,5.613287612504791e-13,-1.4155005599999946,-9.438900560000263
47,1.6689227777533233e-10,-1.1546319456101628e-12,9.999999985410568e-05,0.0,0.0,0.0,-18.065599999999833,-1.517699999999543,10.084600000000002,-5.861977570020827e-14,1.1333156635373598e-12,-2.1209716800000002,-11.619671679998334
48,0.00010001227855660488,-9.99999985609179e-05,-3.410605131648481e-13,0.0,0.0,0.0,-14.671000000000074,-2.3099999999986807,10.978299999999855,5.5067062021407764e-14,7.105427357601002e-13,-1.8947246399999944,-7.897424639995677
49,NaN,-1.8829382497642655e-13,1.7053025658242404e-13,0.0,0.0,0.0,-11.939599999999936,-8.629300000001358,15.129199999999862,-9.414691248821327e-14,-3.339550858072471e-13,-1.8834710399999914,-7.3231710400035155
50,NaN,-7.247535904753022e-13,7.815970093361102e-14,0.0,0.0,0.0,-10.71330000000006,-4.922799999999782,13.183300000000234,2.1316282072803006e-14,0.00010000000103005391,-1.95438887999999,-4.407088879998042
51,NaN,1.4566126083082054e-12,1.5631940186722204e-13,0.0,0.0,0.0,-12.007199999999973,0.2546999999996373,6.741499999999746,-0.00010000000005305765,1.1937117960769683e-12,-1.2860611199999918,-6.29716111999835
52,NaN,-6.679101716144942e-13,-9.237055564881302e-14,0.0,0.0,0.0,-17.72749999999983,-1.7929000000002944,12.36039999999987,-9.999999993759445e-05,-4.547473508864641e-13,-2.179844639999987,-9.339944640001107
53,NaN,1.0551559626037488e-12,-5.684341886080802e-14,0.0,0.0,0.0,-14.215499999999995,-3.173600000000725,11.139000000000081,-7.105427357601002e-15,2.2737367544323206e-13,-1.840546080000002,-8.090646080000639
54,NaN,1.3358203432289883e-12,0.00010000000013121735,0.0,0.0,0.0,-17.30509999999989,3.5398999999999674,7.736400000000337,0.0,9.999999936738391e-05,-1.7718623999999936,-7.8005624000006435
55,-3.19480886190604e-09,-9.999999992871267e-05,-4.263256414560601e-14,0.0,0.0,0.0,-18.364700000000035,-1.2713000000012329,10.845799999999766,1.7763568394002505e-14,4.263256414560601e-13,-2.373928559999995,-11.164128560000933
56,NaN,9.99999992359335e-05,-0.00010000000001042508,0.0,0.0,0.0,-16.55620000000003,-2.862600000000633,11.353099999999792,-7.105427357601002e-15,1.9184653865522705e-13,-1.8716630399999956,-9.93736304000062
57,NaN,0.00010000000111531904,-9.999999998200337e-05,0.0,0.0,0.0,-18.619000000000078,-3.0387999999984956,12.109700000000323,-5.329070518200751e-15,-5.400124791776761e-13,-1.9510372800000062,-11.499137279999047
58,NaN,-0.00010000000025911504,0.00010000000006016307,0.0,0.0,0.0,-13.74669999999999,-0.3234000000004613,8.731600000000189,0.00010000000001753051,-4.760636329592671e-13,-1.6662391200000188,-7.004639120001798
59,NaN,0.00010000000097321049,1.5631940186722204e-13,0.0,0.0,0.0,-16.921100000000187,-8.139900000000587,17.20779999999987,7.105427357601002e-14,-9.450218385609332e-13,-2.107045440000001,-9.96024544000231
60,NaN,1.5631940186722204e-13,9.999999995358166e-05,0.0,0.0,0.0,-12.169800000000123,-5.443700000000355,14.755299999999878,-9.999999999799059e-05,4.192202140984591e-13,-1.8758498399999946,-4.73414984000047
61,0.00010000150203737235,8.881784197001252e-14,-7.105427357601002e-14,0.0,0.0,0.0,-17.063599999999937,-14.85539999999957,22.927599999999927,5.684341886080802e-14,1.3571366253017914e-12,-2.4568574399999874,-11.448257439995345
62,NaN,-4.725109192804666e-13,-0.00010000000001753051,0.0,0.0,0.0,-15.52429999999998,-17.424500000000393,24.702200000000097,-5.3290705182007514e-14,-5.861977570020827e-13,-2.3973926399999943,-10.643992639999354
63,1.2898444978759471e-08,-9.592326932761353e-14,1.3500311979441904e-13,0.0,0.0,0.0,-16.211600000000157,1.269799999999833,8.247800000000012,-0.00010000000006549215,-0.0001000000002235879,-2.1124072800000038,-8.806607280000307
64,NaN,4.547473508864641e-13,0.00010000000003174137,0.0,0.0,0.0,-12.439400000000125,0.21379999999917487,7.525000000000048,4.796163466380676e-14,3.694822225952521e-13,-2.131755119999997,-6.8323551200017505
65,NaN,0.00010000000077070581,-2.1316282072803006e-13,0.0,0.0,0.0,-12.311199999999886,-9.229800000001262,19.335099999999727,-4.4853010194856324e-14,-9.166001291305292e-13,-1.9090547999999896,-4.114954800002408
66,NaN,-9.99999989517164e-05,9.999999979015683e-05,0.0,0.0,0.0,-11.336999999999978,17.94050000000015,-7.595000000000098,-4.796163466380676e-14,-0.00010000000104781748,-1.8886377600000066,-2.880237759999872
67,NaN,4.547473508864641e-13,2.7000623958883807e-13,0.0,0.0,0.0,-9.355400000000078,8.022400000000761,-1.748199999999997,9.999999999976694e-05,-9.999999991805453e-05,-1.7823571200000048,-4.863557120000451
68,NaN,0.00010000000122900587,7.105427357601002e-15,0.0,0.0,0.0,-14.833300000000119,1.5880000000004202,7.113299999999956,8.881784197001252e-15,1.0373923942097463e-12,-1.5170083200000066,-7.649008319998842
69,-9.999601840959826e-05,-3.232969447708456e-13,3.552713678800501e-14,0.0,0.0,0.0,-19.540200000000066,1.6486000000001297,9.15380000000005,-1.5987211554602254e-14,-0.000100000000458067,-2.129159519999993,-10.867059520002371
70,-3.259629011154175e-09,4.973799150320701e-13,8.526512829121202e-14,0.0,0.0,0.0,-18.654700000000048,1.9684999999999135,8.172200000000242,4.973799150320701e-14,-9.9999998845135e-05,-2.073604319999989,-10.587704320000157
71,0.00010000963210998748,-3.552713678800501e-13,7.105427357601002e-14,0.0,0.0,0.0,-19.34859999999982,-2.269999999999925,13.303800000000233,0.00010000000002108322,1.3216094885137863e-12,-2.1598415999999983,-10.474541599999398
72,NaN,-4.014566457044566e-13,9.999999998200337e-05,0.0,0.0,0.0,-17.305399999999963,-14.629200000000317,23.032400000000266,5.684341886080802e-14,0.0001000000011046609,-2.0668247999999996,-10.968924799999144
73,NaN,-1.5489831639570184e-12,-9.999999997489795e-05,0.0,0.0,0.0,-16.56769999999993,-6.72989999999912,17.073400000000117,-2.1316282072803006e-14,-0.00010000000010279564,-1.9811080800000127,-8.205408079997952
74,1.0943413286668147e-08,5.471179065352771e-13,0.00010000000001753051,0.0,0.0,0.0,-11.922299999999897,-18.347700000000373,22.41530000000018,-2.6645352591003757e-14,-8.739675649849232e-13,-1.9227844799999958,-9.777484480001789
75,9.107589349355294e-09,9.769962616701378e-13,2.1316282072803006e-14,0.0,0.0,0.0,-14.766600000000016,-0.6795000000008784,11.48590000000025,6.394884621840902e-14,-3.410605131648481e-13,-1.8089812799999931,-5.769181279999188
76,-4.5299586304281547e-10,-1.4068746168049984e-12,-5.684341886080802e-14,0.0,0.0,0.0,-13.799399999999908,-6.333399999999756,16.592000000000052,-5.5067062021407764e-14,-9.999999942067461e-05,-1.769070959999997,-5.309970959999433
77,NaN,1.4424017535930034e-12,-5.684341886080802e-14,0.0,0.0,0.0,-17.882299999999894,-7.180899999998957,16.899799999999754,6.039613253960852e-14,9.999999916487923e-05,-1.949047920000011,-10.112347920000246
78,NaN,-1.3642420526593924e-12,1.1368683772161603e-13,0.0,0.0,0.0,-9.398599999999998,-3.924099999998795,11.045699999999961,0.00010000000000420783,2.2737367544323206e-13,-1.8138729600000043,-4.0907729600002085
79,NaN,-6.821210263296962e-13,-8.526512829121202e-14,0.0,0.0,0.0,-9.974599999999985,17.249699999999272,-6.8589999999997815,7.549516567451064e-14,1.0835776720341528e-13,-2.053621440000008,-1.6375214400003273
80,NaN,-6.252776074688882e-13,3.836930773104541e-13,0.0,0.0,0.0,-8.701999999999972,-4.752199999999441,11.087499999999991,9.999999999443787e-05,1.1581846592889633e-12,-1.5302995199999905,-3.8968995199991667
81,NaN,-0.00010000000031595846,-9.999999988963282e-05,0.0,0.0,0.0,-11.149400000000156,-6.910800000001153,15.478600000000352,4.263256414560601e-14,-9.166001291305292e-13,-1.6024478399999929,-4.184047840002648
82,NaN,1.1368683772161603e-13,9.999999996068709e-05,0.0,0.0,0.0,-12.366999999999969,0.8767000000001985,7.453699999999806,1.4210854715202004e-14,-9.521272659185342e-13,-2.004663599999999,-6.041263600003219
83,NaN,-2.2737367544323206e-13,-1.4210854715202004e-13,0.0,0.0,0.0,-13.424600000000106,23.962400000000613,-14.080199999999905,-6.217248937900877e-15,-8.119893646352239e-13,-2.2145068800000076,-5.7569068800010825
84,NaN,1.3642420526593924e-12,-3.552713678800501e-14,0.0,0.0,0.0,-13.077500000000086,-27.753899999999597,34.91760000000006,-9.999999993404174e-05,-0.00010000000067478254,-1.4469508800000024,-7.360950879999848
85,NaN,-1.1368683772161603e-13,-3.552713678800501e-14,0.0,0.0,0.0,-13.338799999999994,-14.782200000001488,22.235900000000434,-2.4868995751603507e-14,7.318590178329032e-13,-2.409536160000003,-8.294636160000948
86,NaN,-1.1368683772161603e-13,8.526512829121202e-14,0.0,0.0,0.0,-13.800800000000097,16.808800000000623,-9.719499999999819,-3.552713678800501e-15,-7.851497230149107e-13,-2.5375089600000065,-9.249008960001504
87,NaN,-5.684341886080802e-14,6.394884621840902e-14,0.0,0.0,0.0,-10.445200000000003,-31.510500000000256,38.672499999999964,-0.00010000000001220144,-9.999999998200337e-05,-2.5510240800000084,-5.834424079999252
88,NaN,1.0231815394945443e-12,-1.7763568394002505e-13,0.0,0.0,0.0,-11.711500000000058,-13.974000000000103,23.186700000000073,-3.907985046680551e-14,1.199040866595169e-12,-2.255372640000011,-4.754172639998728
89,NaN,-1.3642420526593924e-12,-9.999999997489795e-05,0.0,0.0,0.0,-12.088899999999963,-31.1025000000015,41.28960000000003,-9.999999997845066e-05,-4.760636329592671e-13,-2.548848959999999,-4.450748960001107
90,NaN,1.2505552149377763e-12,-9.999999977594598e-05,0.0,0.0,0.0,-15.239499999999945,-20.941900000000132,30.613600000000105,1.0658141036401503e-14,0.0001000000010265012,-2.2271990399999995,-7.794899039997688
91,NaN,5.435651928564766e-13,7.815970093361102e-14,0.0,0.0,0.0,-15.541199999999982,-7.898199999998695,17.229100000000127,4.796163466380676e-14,-9.999999853960162e-05,-2.214498959999999,-8.42489895999789
92,NaN,-1.2683187833317788e-12,-9.999999998200337e-05,0.0,0.0,0.0,-16.220500000000094,-22.90979999999871,28.803599999999992,-4.973799150320701e-14,-5.329070518200751e-13,-2.5968844799999875,-12.923584480000216
93,NaN,7.140954494389007e-13,0.00010000000003174137,0.0,0.0,0.0,-15.99630000000004,-4.954899999998624,15.641200000000183,-5.3290705182007514e-14,1.1866063687193673e-12,-2.0658052799999997,-7.375805279995461
94,NaN,6.217248937900877e-13,9.999999993937081e-05,0.0,0.0,0.0,-15.301899999999911,-6.368100000000098,16.497299999999857,-9.999999998377973e-05,2.5579538487363607e-13,-1.8123156000000011,-6.985115600000029
95,2.241135277358808e-09,-1.7053025658242404e-13,-1.4210854715202004e-14,0.0,0.0,0.0,-19.296799999999905,-0.5317000000006047,11.095699999999923,1.0125233984581428e-13,2.8066438062523957e-13,-2.423943359999995,-11.156743359999737
96,NaN,-6.394884621840902e-14,1.0658141036401503e-13,0.0,0.0,0.0,-15.003300000000095,-0.973700000000008,11.513000000000165,8.881784197001252e-15,-0.00010000000122900587,-1.7523777600000132,-6.216477760001666
97,NaN,0.00010000000015608634,-0.00010000000007437393,0.0,0.0,0.0,-16.839499999999934,-6.538200000000529,14.560799999999809,0.00010000000002108322,-1.1368683772161603e-13,-2.0168690399999996,-10.833669040003642
98,NaN,0.00010000000065701897,3.268496584496461e-13,0.0,0.0,0.0,-10.332300000000028,-5.222399999999794,12.067300000000209,3.019806626980426e-14,1.7461587731304462e-12,-1.718270639999993,-5.20567063999971
99,NaN,9.999999940646376e-05,0.00010000000023069333,0.0,0.0,0.0,-10.494900000000175,7.014399999998652,-1.345099999999924,-4.973799150320701e-14,9.627854069549358e-13,-1.7310528000000076,-6.556652799999853
100,NaN,-2.2737367544323206e-13,-4.973799150320701e-14,0.0,0.0,0.0,-12.951300000000073,57.44640000000047,-46.7798999999996,-1.0480505352461478e-13,7.105427357601002e-13,-1.5865653599999958,-3.8713653600003397
101,NaN,-4.547473508864641e-13,3.552713678800501e-14,0.0,0.0,0.0,-10.192900000000138,17.06139999999909,-7.369699999999916,-3.552713678800501e-14,-9.999999956988859e-05,-1.8424879200000022,-2.3437879200037344
