Frame,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,EGB,1-4 VDW,1-4 EEL,ESURF,TOTAL
1,-7.993605777301127e-14,-6.039613253960852e-14,0.00010000000005305765,0.0,0.0,0.0,-21.108699999999832,0.5775000000004056,10.548299999999948,-0.00010000000003174137,-0.0001000000001702972,-2.330820000000009,-12.313920000001005
2,0.00010000021308620433,-1.7763568394002505e-14,-9.947598300641403e-14,0.0,0.0,0.0,-18.60340000000005,-2.132499999998707,11.232499999999746,-3.552713678800501e-14,1.3855583347321954e-12,-1.9993816799999964,-11.50278167999656
3,1.1921130749215081e-11,-0.00010000000002818865,3.552713678800501e-14,0.0,0.0,0.0,-15.561000000000043,-1.2985999999993965,9.610900000000065,7.105427357601002e-14,-6.181721801112872e-13,-1.9309046399999898,-9.179604640000505
4,6.616112102619809e-10,7.815970093361102e-14,1.6342482922482304e-13,0.0,0.0,0.0,-20.389399999999846,-1.378199999999957,10.288500000000308,8.881784197001252e-15,-9.999999943133275e-05,-2.182422960000015,-13.661622959996748
5,-2.4363444595110195e-10,2.1316282072803006e-14,4.263256414560601e-14,0.0,0.0,0.0,-19.94009999999984,-1.2791999999996975,11.543899999999834,6.750155989720952e-14,0.0001000000006889934,-2.04428015999999,-11.71958015999951
6,0.00010000537633914064,9.999999968002271e-05,-4.973799150320701e-14,0.0,0.0,0.0,-17.26499999999999,0.8624000000005552,9.052899999999674,3.552713678800501e-15,-4.511946372076636e-13,-2.1372127199999964,-9.486912720000817
7,1.430510820910058e-09,-7.460698725481052e-13,2.1316282072803006e-14,0.0,0.0,0.0,-17.348499999999856,-2.562300000000093,11.607500000000076,0.0001000000000139778,1.3500311979441904e-12,-2.1959812799999954,-10.49918127999966
8,-2.2768977814280333e-09,8.526512829121202e-14,0.00010000000000331966,0.0,0.0,0.0,-11.539199999999997,-8.118099999998947,13.3062000000002,1.5987211554602254e-14,9.999999964094286e-05,-1.792953360000003,-8.143953359996075
9,-5.376339373697192e-09,-9.999999988963282e-05,-0.00010000000013832278,0.0,0.0,0.0,-18.994699999999852,-3.5170999999993597,11.985800000000015,4.263256414560601e-14,1.8474111129762605e-13,-2.0169453599999905,-12.542945360000388
10,7.03334279705814e-10,6.856737400084967e-13,-1.4210854715202004e-14,0.0,0.0,0.0,-17.886500000000016,-1.5203000000002689,10.269800000000004,4.263256414560601e-14,0.00010000000130361286,-2.332028880000005,-11.468928879998643
11,-2.8848656796753858e-09,-6.750155989720952e-14,-1.4921397450962104e-13,0.0,0.0,0.0,-16.798399999999944,-1.8435999999991566,9.830200000000378,9.999999999976694e-05,1.0658141036401503e-12,-1.8018511200000131,-10.613551119998064
12,-4.410747322936004e-10,1.3855583347321954e-13,1.4210854715202004e-14,0.0,0.0,0.0,-19.061200000000028,0.20570000000048339,8.909199999999906,2.3092638912203256e-14,6.679101716144942e-13,-2.0080094400000026,-11.95430943999932
13,4.9114223799051615e-09,-6.750155989720952e-14,1.0658141036401503e-13,0.0,0.0,0.0,-19.555500000000006,3.3881000000002217,7.371000000000219,-5.5067062021407764e-14,-0.00010000000100518491,-2.352248639999997,-11.148748639999738
