ScafVAE,Pareto,c_PUCT,Temperature,Vocab,ConfigID,Replicate,Reward
False,False,2.0,0.5,Small,4,0,0.47629108078595755
False,False,2.0,0.5,Small,4,1,0.4776332432675042
False,False,2.0,0.5,Small,4,2,0.5308367738757159
False,False,2.0,0.5,Small,4,3,0.552880715965815
False,False,2.0,0.5,Small,4,4,0.5398164830234705
