ScafVAE,Pareto,c_PUCT,Temperature,Vocab,ConfigID,Replicate,Reward
True,True,1.0,1.5,Small,26,0,0.7670615903027788
True,True,1.0,1.5,Small,26,1,0.8462928122640421
True,True,1.0,1.5,Small,26,2,0.8931842527524695
True,True,1.0,1.5,Small,26,3,0.8329870791151807
True,True,1.0,1.5,Small,26,4,0.8437487122775087
