ScafVAE,Pareto,c_PUCT,Temperature,Vocab,ConfigID,Replicate,Reward
False,False,2.0,1.5,Small,6,0,0.4793158893421094
False,False,2.0,1.5,Small,6,1,0.5400665531075035
False,False,2.0,1.5,Small,6,2,0.5191338943326191
False,False,2.0,1.5,Small,6,3,0.4509715140898899
False,False,2.0,1.5,Small,6,4,0.4152395423214639
