ScafVAE,Pareto,c_PUCT,Temperature,Vocab,ConfigID,Replicate,Reward
True,False,1.0,1.5,Large,19,0,0.7074265289872278
True,False,1.0,1.5,Large,19,1,0.8445678571371035
True,False,1.0,1.5,Large,19,2,0.7192060017214423
True,False,1.0,1.5,Large,19,3,0.776423700492711
True,False,1.0,1.5,Large,19,4,0.7980387197848576
