cluster_id,member_idx,vina_score,status,tanimoto_to_centroid,target,exhaustiveness,grid_version
289,89,-6.227,OK,0.5416666666666666,7F3Y,16,V2
289,90,-6.294,OK,0.5416666666666666,7F3Y,16,V2
289,92,-6.29,OK,0.5405405405405406,7F3Y,16,V2
289,91,-6.105,OK,0.5416666666666666,7F3Y,16,V2
289,93,-6.57,OK,0.54,7F3Y,16,V2
289,95,-6.435,OK,0.54,7F3Y,16,V2
289,96,-6.541,OK,0.54,7F3Y,16,V2
289,94,-6.42,OK,0.54,7F3Y,16,V2
289,97,-6.443,OK,0.54,7F3Y,16,V2
289,100,-6.262,OK,0.5319148936170213,7F3Y,16,V2
289,98,-6.385,OK,0.54,7F3Y,16,V2
289,99,-6.153,OK,0.5319148936170213,7F3Y,16,V2
289,101,-6.288,OK,0.5319148936170213,7F3Y,16,V2
289,102,-6.424,OK,0.5319148936170213,7F3Y,16,V2
289,104,-6.669,OK,0.5306122448979592,7F3Y,16,V2
289,103,-6.561,OK,0.5319148936170213,7F3Y,16,V2
289,105,-6.531,OK,0.5306122448979592,7F3Y,16,V2
289,106,-6.475,OK,0.5306122448979592,7F3Y,16,V2
289,107,-6.334,OK,0.5306122448979592,7F3Y,16,V2
289,108,-6.635,OK,0.5306122448979592,7F3Y,16,V2
289,109,-6.317,OK,0.5306122448979592,7F3Y,16,V2
289,110,-6.7,OK,0.5306122448979592,7F3Y,16,V2
289,111,-6.226,OK,0.5306122448979592,7F3Y,16,V2
289,112,-6.608,OK,0.5294117647058824,7F3Y,16,V2
289,113,-6.727,OK,0.5294117647058824,7F3Y,16,V2
289,114,-6.3,OK,0.5294117647058824,7F3Y,16,V2
289,116,-6.239,OK,0.525,7F3Y,16,V2
289,117,-6.306,OK,0.5238095238095238,7F3Y,16,V2
289,115,-6.406,OK,0.5283018867924528,7F3Y,16,V2
289,118,-6.355,OK,0.5238095238095238,7F3Y,16,V2
289,119,-6.586,OK,0.5217391304347826,7F3Y,16,V2
289,120,-6.417,OK,0.5217391304347826,7F3Y,16,V2
289,121,-6.498,OK,0.5217391304347826,7F3Y,16,V2
289,122,-6.295,OK,0.5217391304347826,7F3Y,16,V2
289,123,-6.314,OK,0.5217391304347826,7F3Y,16,V2
289,124,-6.16,OK,0.5217391304347826,7F3Y,16,V2
289,125,-6.132,OK,0.5217391304347826,7F3Y,16,V2
289,126,-6.378,OK,0.5217391304347826,7F3Y,16,V2
289,128,-6.255,OK,0.5208333333333334,7F3Y,16,V2
289,127,-6.363,OK,0.5217391304347826,7F3Y,16,V2
289,129,-6.35,OK,0.5208333333333334,7F3Y,16,V2
289,130,-6.377,OK,0.5208333333333334,7F3Y,16,V2
289,132,-6.171,OK,0.5116279069767442,7F3Y,16,V2
289,131,-6.289,OK,0.52,7F3Y,16,V2
289,133,-6.507,OK,0.5111111111111111,7F3Y,16,V2
289,134,-6.496,OK,0.5106382978723404,7F3Y,16,V2
289,135,-6.669,OK,0.5106382978723404,7F3Y,16,V2
289,136,-6.582,OK,0.5106382978723404,7F3Y,16,V2
289,137,-6.039,OK,0.5106382978723404,7F3Y,16,V2
289,138,-6.613,OK,0.5106382978723404,7F3Y,16,V2
289,139,-6.28,OK,0.5102040816326531,7F3Y,16,V2
289,140,-6.188,OK,0.5102040816326531,7F3Y,16,V2
289,141,-6.441,OK,0.5102040816326531,7F3Y,16,V2
289,142,-6.4,OK,0.5102040816326531,7F3Y,16,V2
289,143,-6.455,OK,0.5102040816326531,7F3Y,16,V2
289,144,-6.503,OK,0.5,7F3Y,16,V2
289,145,-6.694,OK,0.5,7F3Y,16,V2
289,146,-6.533,OK,0.5,7F3Y,16,V2
289,147,-6.656,OK,0.5,7F3Y,16,V2
289,148,-6.455,OK,0.5,7F3Y,16,V2
289,149,-6.464,OK,0.5,7F3Y,16,V2
289,150,-6.282,OK,0.5,7F3Y,16,V2
289,153,-6.347,OK,0.5,7F3Y,16,V2
289,151,-6.418,OK,0.5,7F3Y,16,V2
289,152,-6.627,OK,0.5,7F3Y,16,V2
289,154,-6.593,OK,0.5,7F3Y,16,V2
289,155,-6.426,OK,0.5,7F3Y,16,V2
289,156,-6.508,OK,0.5,7F3Y,16,V2
289,157,-6.2,OK,0.5,7F3Y,16,V2
126,2,-8.392,OK,0.7659574468085106,6UKJ,16,V2
126,0,-8.234,OK,0.8043478260869565,6UKJ,16,V2
126,1,-8.429,OK,0.7708333333333334,6UKJ,16,V2
126,3,-8.223,OK,0.7555555555555555,6UKJ,16,V2
126,6,-8.71,OK,0.6875,6UKJ,16,V2
126,5,-8.338,OK,0.7446808510638298,6UKJ,16,V2
126,4,-8.367,OK,0.7551020408163265,6UKJ,16,V2
126,7,-8.571,OK,0.6666666666666666,6UKJ,16,V2
126,8,-8.329,OK,0.6666666666666666,6UKJ,16,V2
126,10,-8.281,OK,0.66,6UKJ,16,V2
126,9,-8.482,OK,0.6666666666666666,6UKJ,16,V2
126,11,-8.472,OK,0.66,6UKJ,16,V2
126,12,-8.099,OK,0.66,6UKJ,16,V2
126,14,-8.207,OK,0.6530612244897959,6UKJ,16,V2
126,13,-8.223,OK,0.6595744680851063,6UKJ,16,V2
126,15,-8.031,OK,0.6470588235294118,6UKJ,16,V2
126,16,-8.45,OK,0.6470588235294118,6UKJ,16,V2
126,17,-8.305,OK,0.6458333333333334,6UKJ,16,V2
126,18,-8.553,OK,0.64,6UKJ,16,V2
126,19,-8.343,OK,0.6326530612244898,6UKJ,16,V2
126,20,-8.119,OK,0.6274509803921569,6UKJ,16,V2
126,22,-8.223,OK,0.6153846153846154,6UKJ,16,V2
126,23,-8.56,OK,0.6041666666666666,6UKJ,16,V2
126,21,-7.973,OK,0.62,6UKJ,16,V2
126,25,-8.53,OK,0.6,6UKJ,16,V2
126,24,-8.168,OK,0.6041666666666666,6UKJ,16,V2
126,26,-8.121,OK,0.6,6UKJ,16,V2
126,27,-7.891,OK,0.6,6UKJ,16,V2
126,29,-8.091,OK,0.5961538461538461,6UKJ,16,V2
126,28,-8.507,OK,0.6,6UKJ,16,V2
126,30,-8.416,OK,0.5961538461538461,6UKJ,16,V2
126,31,-8.421,OK,0.5849056603773585,6UKJ,16,V2
126,32,-8.434,OK,0.5833333333333334,6UKJ,16,V2
126,33,-8.408,OK,0.5833333333333334,6UKJ,16,V2
126,34,-8.524,OK,0.58,6UKJ,16,V2
126,35,-8.544,OK,0.5714285714285714,6UKJ,16,V2
126,36,-8.292,OK,0.5714285714285714,6UKJ,16,V2
126,38,-8.041,OK,0.5714285714285714,6UKJ,16,V2
126,39,-8.198,OK,0.5686274509803921,6UKJ,16,V2
126,40,-8.366,OK,0.5686274509803921,6UKJ,16,V2
126,37,-8.422,OK,0.5714285714285714,6UKJ,16,V2
126,42,-8.356,OK,0.5625,6UKJ,16,V2
126,41,-8.456,OK,0.5636363636363636,6UKJ,16,V2
126,44,-8.318,OK,0.56,6UKJ,16,V2
126,43,-8.416,OK,0.5614035087719298,6UKJ,16,V2
126,45,-8.43,OK,0.5581395348837209,6UKJ,16,V2
126,46,-8.49,OK,0.5576923076923077,6UKJ,16,V2
126,47,-8.537,OK,0.5576923076923077,6UKJ,16,V2
126,48,-8.705,OK,0.5576923076923077,6UKJ,16,V2
126,49,-8.426,OK,0.5576923076923077,6UKJ,16,V2
126,51,-7.986,OK,0.5555555555555556,6UKJ,16,V2
126,50,-8.093,OK,0.5555555555555556,6UKJ,16,V2
126,52,-8.579,OK,0.5555555555555556,6UKJ,16,V2
126,53,-8.273,OK,0.5531914893617021,6UKJ,16,V2
126,54,-8.68,OK,0.5490196078431373,6UKJ,16,V2
126,55,-8.492,OK,0.5454545454545454,6UKJ,16,V2
126,56,-8.337,OK,0.54,6UKJ,16,V2
126,57,-8.157,OK,0.54,6UKJ,16,V2
126,58,-8.33,OK,0.5384615384615384,6UKJ,16,V2
126,59,-8.456,OK,0.5384615384615384,6UKJ,16,V2
126,60,-8.424,OK,0.5370370370370371,6UKJ,16,V2
126,61,-8.13,OK,0.5306122448979592,6UKJ,16,V2
126,62,-8.185,OK,0.5294117647058824,6UKJ,16,V2
126,63,-8.435,OK,0.5294117647058824,6UKJ,16,V2
126,64,-8.236,OK,0.5294117647058824,6UKJ,16,V2
126,66,-8.509,OK,0.5283018867924528,6UKJ,16,V2
126,65,-8.702,OK,0.5283018867924528,6UKJ,16,V2
126,67,-8.576,OK,0.5283018867924528,6UKJ,16,V2
126,68,-8.656,OK,0.5283018867924528,6UKJ,16,V2
126,69,-8.78,OK,0.5283018867924528,6UKJ,16,V2
126,70,-8.05,OK,0.5283018867924528,6UKJ,16,V2
126,71,-8.349,OK,0.5283018867924528,6UKJ,16,V2
126,72,-8.346,OK,0.5283018867924528,6UKJ,16,V2
126,73,-8.347,OK,0.5272727272727272,6UKJ,16,V2
126,74,-8.48,OK,0.5263157894736842,6UKJ,16,V2
126,75,-8.203,OK,0.52,6UKJ,16,V2
126,76,-8.31,OK,0.52,6UKJ,16,V2
126,77,-7.984,OK,0.5192307692307693,6UKJ,16,V2
126,78,-8.372,OK,0.5192307692307693,6UKJ,16,V2
126,79,-8.182,OK,0.5192307692307693,6UKJ,16,V2
126,80,-8.499,OK,0.5192307692307693,6UKJ,16,V2
126,81,-8.514,OK,0.5192307692307693,6UKJ,16,V2
126,83,-8.532,OK,0.5192307692307693,6UKJ,16,V2
126,82,-8.077,OK,0.5192307692307693,6UKJ,16,V2
126,84,-8.146,OK,0.5192307692307693,6UKJ,16,V2
126,85,-8.399,OK,0.5185185185185185,6UKJ,16,V2
126,86,-8.416,OK,0.5185185185185185,6UKJ,16,V2
126,88,-8.436,OK,0.5178571428571429,6UKJ,16,V2
126,89,-8.259,OK,0.5102040816326531,6UKJ,16,V2
126,87,-7.856,OK,0.5185185185185185,6UKJ,16,V2
126,90,-8.319,OK,0.5102040816326531,6UKJ,16,V2
126,91,-8.208,OK,0.5098039215686274,6UKJ,16,V2
126,92,-8.261,OK,0.5098039215686274,6UKJ,16,V2
126,93,-8.489,OK,0.5098039215686274,6UKJ,16,V2
126,94,-8.5,OK,0.5098039215686274,6UKJ,16,V2
126,95,-8.012,OK,0.5098039215686274,6UKJ,16,V2
126,96,-8.049,OK,0.5098039215686274,6UKJ,16,V2
126,97,-7.853,OK,0.5098039215686274,6UKJ,16,V2
126,99,-8.643,OK,0.5094339622641509,6UKJ,16,V2
126,98,-8.416,OK,0.5094339622641509,6UKJ,16,V2
126,100,-8.289,OK,0.5094339622641509,6UKJ,16,V2
126,101,-8.108,OK,0.5094339622641509,6UKJ,16,V2
126,102,-8.291,OK,0.5094339622641509,6UKJ,16,V2
126,104,-8.642,OK,0.5094339622641509,6UKJ,16,V2
126,103,-8.566,OK,0.5094339622641509,6UKJ,16,V2
126,105,-8.643,OK,0.5094339622641509,6UKJ,16,V2
126,108,-8.211,OK,0.5094339622641509,6UKJ,16,V2
126,106,-8.087,OK,0.5094339622641509,6UKJ,16,V2
126,109,-8.552,OK,0.509090909090909,6UKJ,16,V2
126,107,-8.496,OK,0.5094339622641509,6UKJ,16,V2
126,110,-8.58,OK,0.5,6UKJ,16,V2
126,112,-8.577,OK,0.5,6UKJ,16,V2
126,111,-8.144,OK,0.5,6UKJ,16,V2
126,113,-8.501,OK,0.5,6UKJ,16,V2
126,114,-8.458,OK,0.5,6UKJ,16,V2
126,116,-8.781,OK,0.5,6UKJ,16,V2
126,115,-8.298,OK,0.5,6UKJ,16,V2
126,117,-8.092,OK,0.5,6UKJ,16,V2
126,118,-8.463,OK,0.5,6UKJ,16,V2
126,119,-8.474,OK,0.5,6UKJ,16,V2
126,121,-8.74,OK,0.5,6UKJ,16,V2
126,120,-8.683,OK,0.5,6UKJ,16,V2
126,123,-8.534,OK,0.5,6UKJ,16,V2
126,124,-8.535,OK,0.5,6UKJ,16,V2
126,122,-8.246,OK,0.5,6UKJ,16,V2
126,125,-8.189,OK,0.5,6UKJ,16,V2
126,126,-8.216,OK,0.5,6UKJ,16,V2
126,127,-8.033,OK,0.5,6UKJ,16,V2
126,128,-8.036,OK,0.5,6UKJ,16,V2
126,129,-8.034,OK,0.5,6UKJ,16,V2
126,130,-8.369,OK,0.5,6UKJ,16,V2
126,132,-8.563,OK,0.5,6UKJ,16,V2
126,133,-8.382,OK,0.5,6UKJ,16,V2
126,131,-8.181,OK,0.5,6UKJ,16,V2
126,134,-8.061,OK,0.5,6UKJ,16,V2
126,137,-8.232,OK,0.5,6UKJ,16,V2
126,135,-8.303,OK,0.5,6UKJ,16,V2
126,136,-8.449,OK,0.5,6UKJ,16,V2
126,138,-8.244,OK,0.5,6UKJ,16,V2
126,140,-8.059,OK,0.5,6UKJ,16,V2
126,139,-8.214,OK,0.5,6UKJ,16,V2
460,0,-8.548,OK,0.7368421052631579,6UKJ,16,V2
460,1,-8.236,OK,0.7297297297297297,6UKJ,16,V2
460,3,-8.42,OK,0.7058823529411765,6UKJ,16,V2
460,2,-8.077,OK,0.7105263157894737,6UKJ,16,V2
460,5,-8.533,OK,0.6923076923076923,6UKJ,16,V2
460,4,-8.486,OK,0.6923076923076923,6UKJ,16,V2
460,6,-8.592,OK,0.6904761904761905,6UKJ,16,V2
460,7,-8.405,OK,0.675,6UKJ,16,V2
460,8,-8.365,OK,0.6666666666666666,6UKJ,16,V2
460,9,-8.419,OK,0.6666666666666666,6UKJ,16,V2
460,10,-8.749,OK,0.6666666666666666,6UKJ,16,V2
460,11,-8.7,OK,0.65,6UKJ,16,V2
460,13,-8.163,OK,0.6486486486486487,6UKJ,16,V2
460,12,-8.662,OK,0.6486486486486487,6UKJ,16,V2
460,14,-8.248,OK,0.631578947368421,6UKJ,16,V2
460,17,-8.365,OK,0.625,6UKJ,16,V2
460,15,-8.632,OK,0.627906976744186,6UKJ,16,V2
460,16,-8.463,OK,0.625,6UKJ,16,V2
460,18,-8.36,OK,0.6222222222222222,6UKJ,16,V2
460,21,-8.504,OK,0.6136363636363636,6UKJ,16,V2
460,20,-8.77,OK,0.6190476190476191,6UKJ,16,V2
460,19,-8.482,OK,0.6222222222222222,6UKJ,16,V2
460,22,-8.955,OK,0.6136363636363636,6UKJ,16,V2
460,24,-8.709,OK,0.6097560975609756,6UKJ,16,V2
460,25,-8.662,OK,0.6097560975609756,6UKJ,16,V2
460,23,-8.751,OK,0.6136363636363636,6UKJ,16,V2
460,26,-8.486,OK,0.6097560975609756,6UKJ,16,V2
460,27,-8.641,OK,0.6046511627906976,6UKJ,16,V2
460,28,-8.497,OK,0.6046511627906976,6UKJ,16,V2
460,29,-8.441,OK,0.6046511627906976,6UKJ,16,V2
460,30,-8.656,OK,0.6046511627906976,6UKJ,16,V2
460,31,-8.26,OK,0.6,6UKJ,16,V2
460,32,-8.661,OK,0.6,6UKJ,16,V2
460,33,-8.468,OK,0.6,6UKJ,16,V2
460,34,-8.444,OK,0.6,6UKJ,16,V2
460,35,-8.699,OK,0.5952380952380952,6UKJ,16,V2
460,37,-8.811,OK,0.5909090909090909,6UKJ,16,V2
460,36,-8.594,OK,0.5952380952380952,6UKJ,16,V2
460,38,-8.635,OK,0.5909090909090909,6UKJ,16,V2
460,39,-8.374,OK,0.5909090909090909,6UKJ,16,V2
460,40,-8.49,OK,0.5909090909090909,6UKJ,16,V2
460,41,-8.547,OK,0.5909090909090909,6UKJ,16,V2
460,43,-8.538,OK,0.5853658536585366,6UKJ,16,V2
460,42,-8.983,OK,0.5869565217391305,6UKJ,16,V2
460,44,-8.142,OK,0.5853658536585366,6UKJ,16,V2
460,45,-8.997,OK,0.5813953488372093,6UKJ,16,V2
460,46,-8.741,OK,0.5777777777777777,6UKJ,16,V2
460,47,-8.697,OK,0.5777777777777777,6UKJ,16,V2
460,48,-8.656,OK,0.5777777777777777,6UKJ,16,V2
460,49,-9.013,OK,0.574468085106383,6UKJ,16,V2
460,50,-8.886,OK,0.5681818181818182,6UKJ,16,V2
460,51,-8.813,OK,0.5681818181818182,6UKJ,16,V2
460,52,-8.502,OK,0.5681818181818182,6UKJ,16,V2
460,53,-8.823,OK,0.5681818181818182,6UKJ,16,V2
460,54,-8.391,OK,0.5675675675675675,6UKJ,16,V2
460,55,-8.501,OK,0.5652173913043478,6UKJ,16,V2
460,56,-8.281,OK,0.5581395348837209,6UKJ,16,V2
460,57,-8.473,OK,0.5555555555555556,6UKJ,16,V2
460,58,-8.865,OK,0.5555555555555556,6UKJ,16,V2
460,59,-8.408,OK,0.5531914893617021,6UKJ,16,V2
460,60,-8.836,OK,0.5531914893617021,6UKJ,16,V2
460,61,-8.559,OK,0.5454545454545454,6UKJ,16,V2
460,62,-8.428,OK,0.5454545454545454,6UKJ,16,V2
460,63,-8.245,OK,0.5454545454545454,6UKJ,16,V2
460,64,-8.42,OK,0.5454545454545454,6UKJ,16,V2
460,65,-8.258,OK,0.5454545454545454,6UKJ,16,V2
460,66,-8.518,OK,0.5454545454545454,6UKJ,16,V2
460,67,-8.835,OK,0.5454545454545454,6UKJ,16,V2
460,68,-8.143,OK,0.5454545454545454,6UKJ,16,V2
460,69,-8.53,OK,0.5434782608695652,6UKJ,16,V2
460,70,-8.516,OK,0.5416666666666666,6UKJ,16,V2
460,71,-9.333,OK,0.54,6UKJ,16,V2
460,72,-8.759,OK,0.54,6UKJ,16,V2
460,73,-8.472,OK,0.54,6UKJ,16,V2
460,74,-8.659,OK,0.5333333333333333,6UKJ,16,V2
460,75,-8.43,OK,0.5333333333333333,6UKJ,16,V2
460,76,-8.545,OK,0.5333333333333333,6UKJ,16,V2
460,77,-8.536,OK,0.5333333333333333,6UKJ,16,V2
460,78,-8.433,OK,0.5319148936170213,6UKJ,16,V2
460,79,-8.514,OK,0.5319148936170213,6UKJ,16,V2
460,80,-8.46,OK,0.5319148936170213,6UKJ,16,V2
460,81,-8.519,OK,0.5319148936170213,6UKJ,16,V2
460,82,-8.485,OK,0.5319148936170213,6UKJ,16,V2
460,83,-8.528,OK,0.5319148936170213,6UKJ,16,V2
460,84,-8.59,OK,0.5319148936170213,6UKJ,16,V2
460,86,-8.538,OK,0.5319148936170213,6UKJ,16,V2
