cluster_id,member_idx,vina_score,status,tanimoto_to_centroid,target,exhaustiveness,grid_version
52,0,-8.704,OK,0.7894736842105263,6UKJ,16,V2
52,2,-8.439,OK,0.7435897435897436,6UKJ,16,V2
52,3,-8.41,OK,0.7,6UKJ,16,V2
52,1,-8.303,OK,0.7435897435897436,6UKJ,16,V2
52,4,-8.33,OK,0.7,6UKJ,16,V2
52,5,-8.719,OK,0.6923076923076923,6UKJ,16,V2
52,6,-8.691,OK,0.6511627906976745,6UKJ,16,V2
52,7,-8.546,OK,0.6511627906976745,6UKJ,16,V2
52,8,-8.668,OK,0.6190476190476191,6UKJ,16,V2
52,10,-8.599,OK,0.6190476190476191,6UKJ,16,V2
52,9,-8.287,OK,0.6190476190476191,6UKJ,16,V2
52,11,-8.303,OK,0.6153846153846154,6UKJ,16,V2
52,13,-8.505,OK,0.5952380952380952,6UKJ,16,V2
52,12,-8.579,OK,0.6153846153846154,6UKJ,16,V2
52,14,-8.722,OK,0.5813953488372093,6UKJ,16,V2
52,15,-8.243,OK,0.5777777777777777,6UKJ,16,V2
52,16,-8.586,OK,0.5777777777777777,6UKJ,16,V2
52,17,-8.43,OK,0.575,6UKJ,16,V2
52,18,-8.502,OK,0.5714285714285714,6UKJ,16,V2
52,19,-8.678,OK,0.5681818181818182,6UKJ,16,V2
52,20,-7.759,OK,0.5588235294117647,6UKJ,16,V2
52,21,-8.384,OK,0.5581395348837209,6UKJ,16,V2
52,22,-8.428,OK,0.5555555555555556,6UKJ,16,V2
52,23,-8.667,OK,0.5555555555555556,6UKJ,16,V2
52,25,-8.267,OK,0.5476190476190477,6UKJ,16,V2
52,24,-8.689,OK,0.5531914893617021,6UKJ,16,V2
52,27,-8.385,OK,0.5454545454545454,6UKJ,16,V2
52,26,-8.496,OK,0.5454545454545454,6UKJ,16,V2
52,29,-8.668,OK,0.5454545454545454,6UKJ,16,V2
52,28,-8.563,OK,0.5454545454545454,6UKJ,16,V2
52,31,-8.354,OK,0.5405405405405406,6UKJ,16,V2
52,30,-8.724,OK,0.5434782608695652,6UKJ,16,V2
52,32,-8.472,OK,0.5348837209302325,6UKJ,16,V2
52,35,-8.421,OK,0.5263157894736842,6UKJ,16,V2
52,33,-8.342,OK,0.5319148936170213,6UKJ,16,V2
52,34,-8.483,OK,0.5319148936170213,6UKJ,16,V2
52,36,-8.481,OK,0.5238095238095238,6UKJ,16,V2
52,37,-8.297,OK,0.5238095238095238,6UKJ,16,V2
52,38,-8.3,OK,0.5238095238095238,6UKJ,16,V2
52,39,-8.546,OK,0.5227272727272727,6UKJ,16,V2
52,40,-8.826,OK,0.5217391304347826,6UKJ,16,V2
52,41,-8.638,OK,0.5217391304347826,6UKJ,16,V2
52,42,-8.07,OK,0.5217391304347826,6UKJ,16,V2
52,43,-8.458,OK,0.5217391304347826,6UKJ,16,V2
52,44,-8.354,OK,0.5217391304347826,6UKJ,16,V2
52,45,-8.442,OK,0.5116279069767442,6UKJ,16,V2
52,46,-8.076,OK,0.5116279069767442,6UKJ,16,V2
52,47,-8.348,OK,0.5111111111111111,6UKJ,16,V2
52,48,-8.539,OK,0.5111111111111111,6UKJ,16,V2
52,49,-8.798,OK,0.5106382978723404,6UKJ,16,V2
52,50,-8.651,OK,0.5106382978723404,6UKJ,16,V2
52,51,-8.761,OK,0.5106382978723404,6UKJ,16,V2
52,52,-8.458,OK,0.5106382978723404,6UKJ,16,V2
52,53,-8.614,OK,0.5106382978723404,6UKJ,16,V2
52,54,-7.994,OK,0.5,6UKJ,16,V2
52,55,-8.346,OK,0.5,6UKJ,16,V2
52,56,-8.357,OK,0.5,6UKJ,16,V2
52,58,-8.856,OK,0.5,6UKJ,16,V2
52,59,-8.085,OK,0.5,6UKJ,16,V2
52,60,-8.405,OK,0.5,6UKJ,16,V2
52,57,-9.067,OK,0.5,6UKJ,16,V2
52,62,-7.681,OK,0.5,6UKJ,16,V2
52,61,-8.552,OK,0.5,6UKJ,16,V2
52,63,-8.419,OK,0.5,6UKJ,16,V2
52,64,-8.77,OK,0.5,6UKJ,16,V2
52,65,-8.256,OK,0.5,6UKJ,16,V2
289,0,-6.219,OK,0.85,7F3Y,16,V2
289,1,-6.206,OK,0.8048780487804879,7F3Y,16,V2
289,2,-6.52,OK,0.7727272727272727,7F3Y,16,V2
289,3,-6.303,OK,0.7619047619047619,7F3Y,16,V2
289,4,-6.402,OK,0.7560975609756098,7F3Y,16,V2
289,5,-6.395,OK,0.7441860465116279,7F3Y,16,V2
289,6,-6.138,OK,0.7209302325581395,7F3Y,16,V2
289,7,-6.128,OK,0.7209302325581395,7F3Y,16,V2
289,8,-6.467,OK,0.7209302325581395,7F3Y,16,V2
289,9,-6.111,OK,0.7209302325581395,7F3Y,16,V2
289,10,-6.529,OK,0.717948717948718,7F3Y,16,V2
289,11,-6.464,OK,0.7105263157894737,7F3Y,16,V2
289,12,-6.284,OK,0.7045454545454546,7F3Y,16,V2
289,14,-6.264,OK,0.6595744680851063,7F3Y,16,V2
289,13,-6.47,OK,0.6888888888888889,7F3Y,16,V2
289,15,-6.306,OK,0.6511627906976745,7F3Y,16,V2
289,16,-6.445,OK,0.6511627906976745,7F3Y,16,V2
289,18,-6.071,OK,0.627906976744186,7F3Y,16,V2
289,17,-6.324,OK,0.6304347826086957,7F3Y,16,V2
289,20,-6.439,OK,0.625,7F3Y,16,V2
289,19,-6.482,OK,0.627906976744186,7F3Y,16,V2
289,21,-6.707,OK,0.6222222222222222,7F3Y,16,V2
289,22,-6.271,OK,0.6222222222222222,7F3Y,16,V2
289,23,-6.527,OK,0.6222222222222222,7F3Y,16,V2
289,25,-6.693,OK,0.6136363636363636,7F3Y,16,V2
289,24,-6.387,OK,0.6170212765957447,7F3Y,16,V2
289,26,-6.458,OK,0.6086956521739131,7F3Y,16,V2
289,27,-6.182,OK,0.6086956521739131,7F3Y,16,V2
289,28,-6.199,OK,0.6,7F3Y,16,V2
289,30,-6.547,OK,0.6,7F3Y,16,V2
289,29,-6.393,OK,0.6,7F3Y,16,V2
289,32,-6.441,OK,0.5952380952380952,7F3Y,16,V2
289,31,-6.491,OK,0.5957446808510638,7F3Y,16,V2
289,33,-6.698,OK,0.5909090909090909,7F3Y,16,V2
289,34,-6.186,OK,0.5909090909090909,7F3Y,16,V2
289,35,-6.303,OK,0.5869565217391305,7F3Y,16,V2
289,36,-6.408,OK,0.5869565217391305,7F3Y,16,V2
289,38,-6.136,OK,0.5789473684210527,7F3Y,16,V2
289,39,-6.439,OK,0.5777777777777777,7F3Y,16,V2
289,37,-6.565,OK,0.5833333333333334,7F3Y,16,V2
289,40,-6.412,OK,0.5777777777777777,7F3Y,16,V2
289,41,-6.025,OK,0.5777777777777777,7F3Y,16,V2
289,43,-6.278,OK,0.574468085106383,7F3Y,16,V2
289,42,-6.589,OK,0.5777777777777777,7F3Y,16,V2
289,44,-6.323,OK,0.574468085106383,7F3Y,16,V2
289,45,-6.209,OK,0.574468085106383,7F3Y,16,V2
289,46,-6.69,OK,0.574468085106383,7F3Y,16,V2
289,47,-6.288,OK,0.574468085106383,7F3Y,16,V2
289,48,-6.561,OK,0.574468085106383,7F3Y,16,V2
289,49,-6.037,OK,0.574468085106383,7F3Y,16,V2
289,52,-6.408,OK,0.5652173913043478,7F3Y,16,V2
289,50,-6.198,OK,0.5714285714285714,7F3Y,16,V2
289,51,-6.266,OK,0.5681818181818182,7F3Y,16,V2
289,53,-5.963,OK,0.5652173913043478,7F3Y,16,V2
289,55,-6.47,OK,0.5652173913043478,7F3Y,16,V2
289,54,-6.393,OK,0.5652173913043478,7F3Y,16,V2
289,56,-6.436,OK,0.5625,7F3Y,16,V2
289,57,-6.264,OK,0.5609756097560976,7F3Y,16,V2
289,59,-6.345,OK,0.56,7F3Y,16,V2
289,60,-6.469,OK,0.56,7F3Y,16,V2
289,58,-6.357,OK,0.5609756097560976,7F3Y,16,V2
289,61,-6.375,OK,0.56,7F3Y,16,V2
289,62,-6.28,OK,0.5581395348837209,7F3Y,16,V2
289,64,-6.405,OK,0.5555555555555556,7F3Y,16,V2
289,63,-6.672,OK,0.5555555555555556,7F3Y,16,V2
289,65,-6.482,OK,0.5531914893617021,7F3Y,16,V2
289,66,-6.542,OK,0.5531914893617021,7F3Y,16,V2
289,67,-6.613,OK,0.5531914893617021,7F3Y,16,V2
289,68,-6.692,OK,0.5531914893617021,7F3Y,16,V2
289,69,-6.561,OK,0.5531914893617021,7F3Y,16,V2
289,70,-6.483,OK,0.5531914893617021,7F3Y,16,V2
289,71,-6.101,OK,0.5531914893617021,7F3Y,16,V2
289,72,-6.254,OK,0.5510204081632653,7F3Y,16,V2
289,74,-6.619,OK,0.5490196078431373,7F3Y,16,V2
289,73,-6.315,OK,0.5490196078431373,7F3Y,16,V2
289,75,-6.49,OK,0.5454545454545454,7F3Y,16,V2
289,76,-6.412,OK,0.5434782608695652,7F3Y,16,V2
289,77,-6.398,OK,0.5434782608695652,7F3Y,16,V2
289,80,-6.589,OK,0.5434782608695652,7F3Y,16,V2
289,78,-6.244,OK,0.5434782608695652,7F3Y,16,V2
289,79,-6.701,OK,0.5434782608695652,7F3Y,16,V2
289,81,-6.875,OK,0.5434782608695652,7F3Y,16,V2
289,84,-6.48,OK,0.5416666666666666,7F3Y,16,V2
289,82,-6.101,OK,0.5416666666666666,7F3Y,16,V2
289,83,-6.284,OK,0.5416666666666666,7F3Y,16,V2
289,85,-6.575,OK,0.5416666666666666,7F3Y,16,V2
289,86,-6.285,OK,0.5416666666666666,7F3Y,16,V2
289,87,-6.233,OK,0.5416666666666666,7F3Y,16,V2
289,88,-6.686,OK,0.5416666666666666,7F3Y,16,V2
