smile,score_1syh,score_6y2f,score_4lde
CCC(CC)[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,-3.1,-5.6,-8.0
CC[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,-6.0,-5.6,-8.7
CCC(CC)[C@@H](CC)Oc1cc2oc(=O)ccc2cc1OC,-5.1,-5.9,-8.1
CCC(CC)[C@H](CC)Oc1cc2oc(=O)ccc2cc1OC,-2.8,-5.5,-8.1
CC[C@@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,-5.1,-5.9,-8.0
CC[C@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,-5.6,-6.4,-7.9
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(C)C,-5.3,-5.5,-8.1
COCC(COC)Oc1cc2ccc(=O)oc2cc1OC,-6.1,-5.8,-7.3
COc1cc2ccc(=O)oc2cc1O[C@H](C)CC(C)C,-5.4,-5.7,-7.9
CC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,-6.3,-5.3,-7.8
COc1cc2oc(=O)ccc2cc1O[C@@H](C)CC(C)C,-5.1,-5.8,-8.2
CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,-7.4,-5.4,-7.6
COc1cc2oc(=O)ccc2cc1O[C@H](C)CC(C)C,-5.5,-5.7,-8.2
CC[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,-6.0,-5.6,-7.7
CC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,-6.9,-5.5,-7.5
CC(C)=CCC/C(C)=C\COc1ccc2ccc(=O)oc2c1,-4.6,-5.1,-9.8
CC(C)=CCC/C(C)=C/COc1ccc2ccc(=O)oc2c1,-5.6,-5.9,-9.8
C=CC[C@@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,-4.8,-5.8,-8.1
C=CC[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,-5.8,-5.9,-8.7
C=CC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,-4.1,-5.7,-8.4
C=CC[C@H](Oc1cc2oc(=O)ccc2cc1OC)C(C)C,-5.8,-6.4,-8.2
COc1cc2ccc(=O)oc2cc1O[C@H](C)C(C)C,-5.4,-5.9,-8.1
COc1cc2oc(=O)ccc2cc1O[C@@H](C)C(C)C,-5.4,-5.8,-8.4
COc1cc2oc(=O)ccc2cc1O[C@H](C)C(C)C,-6.4,-5.8,-7.8
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(C)C,-5.8,-6.2,-8.0
C=CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,-6.8,-5.7,-7.9
COc1cc2oc(=O)ccc2cc1O[C@H](C)CC(C)(C)OC,-3.7,-6.2,-8.2
COc1cc2oc(=O)ccc2cc1O[C@@H](C)CC(C)(C)OC,-5.5,-5.9,-8.1
C=C[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,-6.4,-5.4,-7.7
COC/C(C)=C\COc1ccc2ccc(=O)oc2c1,-6.8,-5.5,-8.8
C=CC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,-6.4,-5.5,-7.7
COC/C(C)=C/COc1ccc2ccc(=O)oc2c1,-7.2,-5.4,-8.7
C=C[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,-6.9,-5.5,-8.0
CC(C)=CCc1cc2ccc(=O)oc2cc1O,-7.3,-5.7,-9.4
CCC[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,-5.9,-5.7,-7.8
CC[C@@H](C)[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,10000,10000,10000
CC[C@H](C)[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,-6.2,-5.7,-8.1
CC[C@@H](C)[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,-5.8,-5.8,-8.1
CC[C@@H](C)[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,10000,10000,10000
C=CCC(CC=C)Oc1cc2ccc(=O)oc2cc1OC,-5.8,-5.7,-8.3
C=C[C@@H](CC)Oc1cc2oc(=O)ccc2cc1OC,-5.7,-5.7,-7.8
C=C[C@H](CC)Oc1cc2oc(=O)ccc2cc1OC,-6.0,-5.8,-7.9
COc1cc2ccc(=O)oc2cc1O[C@H](C)CC(C)(C)OC,-4.2,-6.0,-8.1
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(C)(C)OC,-3.3,-5.5,-8.0
CCC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,-6.4,-5.6,-8.0
CC[C@H](C)[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,10000,10000,10000
CCC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,-6.7,-5.6,-7.8
CCCc1cc2ccc(=O)oc2cc1OC,-6.5,-5.2,-7.2
CC[C@H](COC)Oc1cc2ccc(=O)oc2cc1OC,-6.6,-5.7,-7.7
CC[C@@H](COC)Oc1cc2ccc(=O)oc2cc1OC,-6.2,-5.5,-7.5
CCC[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,-6.2,-5.7,-8.1
CCC[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,-5.8,-5.4,-8.2
CCC[C@@H](C)[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,10000,10000,10000
CCC[C@H](C)[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,10000,10000,10000
CCC[C@@H](C)[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,-5.4,-5.6,-8.5
CCC[C@H](Oc1cc2ccc(=O)oc2cc1OC)[C@@H](C)CC,-4.8,-5.6,-8.4
CCC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)[C@@H](C)CC,-5.4,-5.4,-8.2
C=C[C@H](CCC)Oc1cc2ccc(=O)oc2cc1OC,-6.9,-5.7,-8.1
C=C[C@@H](CCC)Oc1cc2ccc(=O)oc2cc1OC,-4.9,-5.5,-7.9
CCC[C@H](Oc1cc2ccc(=O)oc2cc1OC)[C@H](C)CC,10000,10000,10000
CCC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)[C@H](C)CC,10000,10000,10000
CCC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,-6.2,-5.5,-7.5
CC(C)=CCOc1cc2oc(=O)cc(C)c2cc1Cl,-3.9,-6.1,-8.5
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(F)(F)F,-7.6,-6.2,-8.2
COc1cc2ccc(=O)oc2cc1O[C@H](C)C(F)(F)F,-7.3,-6.3,-8.3
COc1cc2oc(=O)ccc2cc1O[C@H](C)C(F)(F)F,-7.1,-5.9,-8.0
COc1cc2oc(=O)ccc2cc1O[C@@H](C)C(F)(F)F,-7.2,-6.0,-7.9
CCOC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,-6.9,-5.3,-7.4
CCOC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,-5.7,-5.4,-7.4
CCc1cc(=O)oc2cc(OCC=C(C)C)ccc12,-6.8,-5.8,-9.3
Cc1cc2ccc(=O)oc2cc1OC[C@@H](O)C(C)(C)O,-6.4,-6.3,-8.7
COc1cc(O[C@H](C)C(C)C)cc2oc(=O)ccc12,-5.6,-5.9,-8.7
COc1cc(O[C@@H](C)C(C)C)cc2oc(=O)ccc12,-4.4,-5.8,-8.9
CCOc1cc2oc(=O)cc(C)c2cc1OCC,-6.8,-5.3,-7.3
C=CCOc1cc2oc(=O)cc(C)c2cc1CC,-6.7,-5.4,-7.6
COC(=O)COc1cc2oc(=O)cc(C)c2cc1Cl,-6.1,-5.8,-7.4
COc1cc2oc(=O)cc(C)c2cc1CCC(=O)[O-],10000,10000,10000
C=C(C)COc1cc2oc(=O)cc(CC)c2cc1Cl,-5.8,-5.9,-7.4
COCC(=O)COc1cc2oc(=O)cc(C)c2cc1Cl,-5.7,-6.0,-7.7
CC(Cl)=CCOc1ccc2ccc(=O)oc2c1,-7.6,-5.7,-8.9
COc1ccc2ccc(=O)oc2c1CC=C(C)C,-6.3,-5.5,-8.2
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CCCC(C)C,-5.2,-5.3,-8.7
COc1cc2ccc(=O)oc2cc1O[C@H](C)CCCC(C)C,-5.9,-5.7,-8.0
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(=O)OCCC(C)C,-4.6,-5.9,-8.7
C=CCC[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,-5.5,-5.5,-8.0
COc1cc2ccc(=O)oc2cc1O[C@H](C)C(=O)OCCC(C)C,-4.5,-6.1,-8.3
C=CCC[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,-5.6,-5.6,-8.0
C=CC[C@H](CCC)Oc1cc2ccc(=O)oc2cc1OC,-5.7,-5.6,-8.5
C=CC[C@@H](CCC)Oc1cc2ccc(=O)oc2cc1OC,-5.7,-5.5,-8.4
COc1cc2ccc(=O)oc2cc1O[C@H](C)COC(C)(C)C,-3.3,-6.1,-7.8
COc1cc2ccc(=O)oc2cc1O[C@@H](C)COC(C)(C)C,-2.7,-5.9,-7.8
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(=O)OC(C)(C)C,-3.5,-5.7,-8.9
CC(C)=CCOc1ccc2c(C)cc(=O)oc2c1,-6.8,-6.0,-9.2
COc1cc2cc(CC=C(C)C)c(=O)oc2cc1O,-6.6,-6.1,-9.2
COc1cc2ccc(=O)oc2c(O[C@H](C)CCC=C(C)C)c1[O-],10000,10000,10000
COc1cc2ccc(=O)oc2c(O[C@@H](C)CCC=C(C)C)c1[O-],10000,10000,10000
CCc1cc(=O)oc2c(C)c(OCC=C(C)C)ccc12,-3.0,-5.3,-9.1
C=C(C)COc1ccc2ccc(=O)oc2c1,-6.5,-5.5,-8.6
COc1cc2ccc(=O)oc2c(C(C)=O)c1OC,-7.0,-5.4,-6.6
CCCc1cc(=O)oc2cc(OCC=C(C)C)ccc12,-6.2,-5.5,-9.3
COc1cc2ccc(=O)oc2c(O)c1OC,-8.0,-5.7,-6.9
COc1cc2ccc(=O)oc2c(OC)c1O,-7.6,-5.2,-8.0
CCOc1ccc2ccc(=O)oc2c1,-7.5,-4.9,-8.0
COc1cc2ccc(=O)oc2c(OC)c1OC,-6.9,-5.3,-6.6
C=C(C)CCOc1ccc2ccc(=O)oc2c1,-7.3,-5.2,-8.5
CCCCc1cc(=O)oc2cc(OCC=C(C)C)ccc12,-5.6,-5.7,-9.6
C[C@H](O)COc1ccc2ccc(=O)oc2c1,-7.1,-5.8,-8.5
C[C@@H](O)COc1ccc2ccc(=O)oc2c1,-7.4,-5.9,-8.7
COc1cc2ccc(=O)oc2c(OC[C@@H](C)OC)c1O,-7.0,-5.5,-7.1
CCCOc1ccc2ccc(=O)oc2c1,-6.9,-5.1,-8.2
Cc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)cc1,-4.0,-6.9,-9.5
Cc1cc(Nc2ccc(F)cc2)n2nc(C(F)(F)F)nc2n1,-5.9,-7.1,-9.1
Cc1cc(Nc2ccc(Cl)cc2)n2nc(C(F)(F)F)nc2n1,-4.0,-6.8,-8.9
Cc1cc(Nc2ccccc2)n2nc(C(F)(F)F)nc2n1,-6.0,-6.8,-8.9
Cc1cc(Nc2ccc(OC(C)(C)C)cc2)n2nc(C(F)(F)F)nc2n1,3.4,-7.1,-9.8
CSc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)cc1,1.3,-6.8,-8.5
Cc1cc(Nc2ccc(C(C)C)cc2)n2nc(C(F)(F)F)nc2n1,1.1,-7.0,-10.2
COc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)cc1,-4.0,-6.8,-9.1
C#Cc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)cc1,10000,10000,10000
CC(=O)Nc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)cc1,1.7,-7.5,-10.0
Cc1cc(Nc2ccc(F)c(C)c2)n2nc(C(F)(F)F)nc2n1,-4.1,-7.3,-9.1
Cc1cc(Nc2ccc(C)c(F)c2)n2nc(C(F)(F)F)nc2n1,-3.4,-7.4,-9.2
Cc1cc(Nc2ccc(OC(C)C)cc2)n2nc(C(F)(F)F)nc2n1,2.2,-7.0,-9.7
COCc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)cc1,-2.7,-6.8,-9.3
Cc1cc(C)cc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)c1,-5.6,-7.3,-9.6
COC(=O)Nc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)cc1,1.3,-7.4,-9.8
Cc1cccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)c1,-5.9,-7.2,-9.1
COc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)cc1OC,-3.0,-7.0,-8.6
Cc1cc(Nc2ccc(NC(=O)C(C)C)cc2)n2nc(C(F)(F)F)nc2n1,7.7,-7.7,-10.7
CCOCc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)cc1,0.8,-6.6,-9.5
COCCOc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)cc1,0.1,-6.6,-9.0
Cc1cc(Nc2ccc(CCC#N)cc2)n2nc(C(F)(F)F)nc2n1,1.1,-6.8,-9.9
Cc1cc(Nc2ccc(COC(C)C)cc2)n2nc(C(F)(F)F)nc2n1,1.6,-6.8,-9.9
Cc1cc(Nc2cccc(Cl)c2)n2nc(C(F)(F)F)nc2n1,-5.4,-7.0,-8.7
COc1cc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)ccc1F,-5.4,-7.1,-8.8
CCc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)cc1F,-1.7,-7.1,-9.5
CCc1cc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)ccc1F,-4.5,-7.3,-9.2
CCOc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)cc1OCC,-0.9,-6.8,-8.6
Cc1cc(Nc2cccc(C(C)C)c2)n2nc(C(F)(F)F)nc2n1,-3.4,-7.1,-9.5
CCc1cccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)c1,-5.1,-7.0,-9.3
COc1cccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)c1,-5.4,-6.8,-8.7
Cc1cc(Nc2ccc(C(C)(F)F)cc2)n2ncnc2n1,-1.1,-6.5,-10.3
COCc1cccc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)c1,-5.2,-6.9,-8.8
Cc1cc(Nc2cc(F)cc(N(C)C)c2)n2nc(C(F)(F)F)nc2n1,-3.8,-7.3,-8.7
COc1cc(F)cc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)c1,-5.0,-7.2,-8.9
Cc1cc(Nc2cccc(OCC(C)C)c2)n2nc(C(F)(F)F)nc2n1,-1.5,-7.0,-9.3
Cc1cc(Nc2ccc(C(C)(C)C(F)(F)F)cc2)n2ncnc2n1,4.1,-6.9,-10.3
Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2ncnc2n1,-3.0,-6.8,-10.2
Cc1cc(Nc2ccc(C(C)(C)C)cc2)n2ncnc2n1,4.0,-6.6,-9.9
Cc1cc(Nc2ccc(CC(F)(F)F)cc2)n2ncnc2n1,-1.6,-6.5,-9.8
Cc1cc(Nc2ccc(CCC(F)(F)F)cc2)n2ncnc2n1,-3.6,-6.4,-10.1
Cc1cc(Nc2ccc(OC(C)(C)C)cc2)n2ncnc2n1,1.7,-6.2,-9.6
Cc1cc(Nc2ccc(C)c(C(F)(F)F)c2)n2ncnc2n1,-4.5,-6.8,-9.9
CCC(C)(C)c1ccc(Nc2cc(C)nc3ncnn23)cc1,3.1,-6.4,-9.7
Cc1cc(Nc2ccc(C(F)(F)F)c(F)c2)n2ncnc2n1,-2.3,-7.0,-10.2
Cc1cc(Nc2ccc(F)c(C(F)(F)F)c2)n2ncnc2n1,-4.0,-6.9,-10.0
Cc1cc(Nc2ccc(C(C)(C)C)c(F)c2)n2ncnc2n1,4.1,-6.7,-9.7
Cc1cc(Nc2ccc(Cl)c(C(F)(F)F)c2)n2ncnc2n1,-4.4,-6.8,-9.8
Cc1cc(Nc2ccc(C(F)(F)F)c(Cl)c2)n2ncnc2n1,-2.7,-6.7,-9.9
Cc1cc(Nc2ccc(C(C)C)cc2)n2ncnc2n1,-0.5,-6.4,-9.9
Cc1cc(Nc2cccc(C(C)(C)C)c2)n2ncnc2n1,-3.6,-6.6,-9.6
Cc1ccc(Nc2cc(C(F)(F)F)nc3ncnn23)cc1,-4.2,-6.7,-9.8
CC(=O)c1sc(NC(=O)Nc2ccc(C)cc2C)nc1C,11.7,-5.9,-9.8
CC(=O)c1sc(NC(=O)Nc2cc(C)ccc2C)nc1C,8.4,-5.8,-9.7
CC(=O)c1sc(NC(=O)Nc2ccccc2Cl)nc1C,6.6,-6.1,-9.3
Cc1cc(O)ccc1NC(=O)Nc1nc(C)c(C)s1,4.1,-5.9,-9.7
CC(=O)c1sc(NC(=O)Nc2cccc(Cl)c2Cl)nc1C,11.4,-6.0,-9.9
CCOC(=O)c1sc(NC(=O)Nc2cc(C)ccc2C)nc1C,10.5,-5.8,-9.6
CCc1sc(NC(=O)Nc2ccc(O)cc2C)nc1C,7.2,-5.8,-9.7
CC(=O)c1sc(NC(=O)Nc2cccc(Cl)c2)nc1C,7.6,-6.0,-9.4
CCOC(=O)c1nc(NC(=O)Nc2ccc(C)cc2C)sc1C,-1.0,-6.4,-9.2
CC(=O)c1nc(NC(=O)Nc2cc(C)ccc2C)sc1C,-0.9,-6.5,-9.4
Cc1ccccc1NC(=O)Nc1nc(C)c(C)s1,0.9,-5.9,-9.0
Cc1cc(O)ccc1NC(=O)Nc1nc(C(C)C)c(C)s1,9.0,-6.0,-10.4
CCc1nc(NC(=O)Nc2ccc(O)cc2C)sc1C,4.5,-5.9,-9.8
Cc1cc(NC(=O)Nc2nc(C)c(C)s2)c(C)cc1O,5.6,-6.3,-10.1
CCOC(=O)c1sc(NC(=O)Nc2cc(C)c(OC)cc2C)nc1C,14.5,-5.8,-9.7
COC(=O)c1sc(NC(=O)Nc2ccccc2Br)nc1C,6.6,-5.9,-8.9
COC(=O)c1sc(NC(=O)Nc2ccccc2F)nc1C,3.4,-5.9,-9.3
COC(=O)c1sc(NC(=O)Nc2ccccc2OC)nc1C,7.2,-5.6,-9.2
Cc1cccc(NC(=O)Nc2nc(C)c(C)s2)c1C,6.4,-5.6,-9.5
Cc1nc(NC(=O)Nc2ccccc2)sc1C(=O)[O-],10000,10000,10000
CCc1sc(NC(=O)Nc2cc(C)c(O)cc2C)nc1C,8.0,-5.9,-10.2
CCOC(=O)c1nc(NC(=O)Nc2ccc(OC)cc2C)sc1C,1.3,-6.5,-8.5
CCOC(=O)c1sc(NC(=O)Nc2ccccc2Br)nc1C,6.5,-5.8,-9.1
COc1ccc(NC(=O)Nc2nc(C(C)=O)c(C)s2)c(OC)c1,10.3,-5.8,-9.3
Cc1cc(O)ccc1NC(=O)Nc1ncc(C(C)C)s1,-2.3,-6.3,-8.5
CCc1csc(NC(=O)Nc2ccc(O)cc2C)n1,2.0,-5.9,-9.1
CCc1cnc(NC(=O)Nc2ccc(O)cc2C)s1,-6.8,-6.2,-7.9
Cc1cc(O)ccc1NC(=O)Nc1nc(C(C)C)cs1,5.6,-6.2,-9.6
CC(=O)c1nc(NC(=O)Nc2ccc(C)cc2)sc1C,-1.3,-6.2,-9.5
COCc1cnc(NC(=O)Nc2cc(C)ccc2C)s1,-1.7,-5.7,-8.5
CCc1sc(NC(=O)Nc2cc(F)c(O)cc2C)nc1C,7.8,-5.9,-9.9
CCCc1cnc(NC(=O)Nc2ccc(O)cc2C)s1,-5.8,-6.1,-8.4
CCCc1csc(NC(=O)Nc2ccc(O)cc2C)n1,2.7,-5.8,-9.1
Cc1csc(NC(=O)Nc2ccc(N(C)C)cc2C)n1,10.2,-5.8,-9.5
CCOC(=O)c1sc(NC(=O)Nc2ccc(C)c(OCC)c2)nc1C,11.7,-5.8,-10.0
CCc1cc(O)ccc1NC(=O)Nc1nc(CC)c(C)s1,5.9,-5.7,-9.5
Cc1nc(NC(=O)Nc2cccc(F)c2C)sc1C,-4.4,-6.2,-8.5
CCOC(=O)c1sc(NC(=O)Nc2cccc(CC)c2)nc1C,8.8,-5.6,-9.8
CCCc1cnc(NC(=O)Nc2cc(C)ccc2C)s1,-1.2,-5.8,-8.9
CCc1nc(NC(=O)Nc2cc(C)c(O)cc2C)sc1C,6.6,-6.0,-10.2
CCc1sc(NC(=O)Nc2ccc(O)cc2)nc1C,7.5,-5.8,-9.0
CCc1cc(O)ccc1NC(=O)Nc1nc(C(C)C)c(C)s1,8.2,-6.2,-10.1
CCc1nc(NC(=O)Nc2ccc(O)cc2OC)sc1C,3.9,-5.6,-9.5
CCc1nc(NC(=O)Nc2ccc(OC)cc2OC)sc1C,7.0,-5.6,-8.9
CCc1sc(NC(=O)Nc2cc(C)c(O)c(C)c2)nc1C,12.3,-5.8,-10.3
COCCc1cnc(NC(=O)Nc2cc(C)ccc2C)s1,-1.9,-5.8,-8.1
CCOC(=O)c1nc(NC(=O)Nc2ccccc2C)sc1C,-3.1,-6.3,-8.5
COc1ccc(NC(=O)Nc2nc(C(C)=O)c(C)s2)cc1,10.0,-6.1,-9.3
CCc1nc(NC(=O)Nc2cc(C)c(OC)cc2C)sc1C,3.4,-6.3,-9.8
COc1cccc(NC(=O)Nc2nc(C(C)=O)c(C)s2)c1,-1.8,-6.1,-9.0
CCc1nc(NC(=O)Nc2ccc(C)cc2)sc1C,-2.4,-5.8,-8.5
CCc1sc(NC(=O)Nc2ccc(C)c(OC)c2)nc1C,10.8,-5.4,-9.4
CCc1nc(NC(=O)Nc2cc(C)c(O)c(C)c2C)sc1C,12.9,-6.0,-10.4
COCc1cnc(NC(=O)Nc2ccccc2C)s1,-6.2,-5.8,-7.6
COCc1csc(NC(=O)Nc2ccccc2C)n1,-5.6,-6.0,-8.0
CCc1cnc(NC(=O)Nc2ccccc2C)s1,-6.9,-5.8,-8.0
COCc1csc(NC(=O)Nc2cc(C)c(O)cc2C)n1,3.4,-5.6,-9.2
Cc1cc(NC(=O)Nc2nc(C(C)C)cs2)c(C)cc1O,6.4,-6.0,-10.2
CCc1cnc(NC(=O)Nc2cc(C)c(O)cc2C)s1,-4.0,-6.3,-8.1
Cc1cc(NC(=O)Nc2ncc(C(C)C)s2)c(C)cc1O,-0.1,-6.5,-8.6
CCCc1csc(NC(=O)Nc2ccccc2C)n1,-5.4,-5.7,-8.7
CCc1csc(NC(=O)Nc2cc(C)c(O)cc2C)n1,4.1,-5.8,-9.5
Cc1sc(NC(=O)Nc2ccc(O)cc2)nc1C(C)C,7.6,-6.3,-9.9
COc1cc(C)c(NC(=O)Nc2ncc(C(C)C)s2)cc1OC,3.8,-6.1,-8.7
CCCc1cnc(NC(=O)Nc2cc(C)c(O)cc2C)s1,-3.4,-6.3,-8.5
COCc1cnc(NC(=O)Nc2cc(F)c(O)cc2C)s1,-4.4,-6.1,-7.6
COc1cc(C)c(NC(=O)Nc2ncc(C(C)C)s2)cc1C,2.1,-6.0,-8.9
CCCc1csc(NC(=O)Nc2ccc(O)cc2CC)n1,3.8,-5.9,-9.3
COc1cc(NC(=O)Nc2ncc(C(C)C)s2)c(C)cc1C,1.9,-6.0,-8.7
CCc1csc(NC(=O)Nc2cc(C)c(OC)cc2C)n1,7.3,-5.5,-9.1
COc1cc(C)c(NC(=O)Nc2ncc(C(F)(F)F)s2)cc1OC,2.4,-6.3,-8.5
COc1ccc(NC(=O)Nc2nc(C(C)C)c(C)s2)cc1,10.5,-5.9,-8.4
COCc1csc(NC(=O)Nc2cc(C)c(O)c(C)c2C)n1,7.8,-5.9,-9.7
COCc1cnc(NC(=O)Nc2cc(C)c(O)c(C)c2C)s1,1.2,-6.3,-7.9
CCOC(=O)c1nc(NC(=O)Nc2ccccc2Cl)sc1C,-2.9,-6.2,-8.6
COc1ccc(NC(=O)Nc2ncc(C(C)C)s2)c(OC)c1,7.6,-5.7,-9.2
COc1ccc(NC(=O)Nc2ncc(C(N)=O)s2)c(OC)c1,5.1,-6.0,-9.2
CCCc1csc(NC(=O)Nc2cc(C)c(OC)cc2C)n1,8.4,-5.6,-9.1
CCc1csc(NC(=O)Nc2cc(C)c(O)c(C)c2C)n1,7.2,-5.8,-9.9
COc1cnc(NC(=O)Nc2cc(C(C)C)c(O)cc2C)s1,1.3,-6.3,-8.9
COCCc1cnc(NC(=O)Nc2cc(C)c(O)cc2C)s1,-2.6,-6.2,-8.1
CCCc1cnc(NC(=O)Nc2cc(OC)c(C)cc2C)s1,0.4,-5.9,-8.2
CCCc1cnc(NC(=O)Nc2cccc(C)c2C)s1,-2.5,-5.9,-8.4
CCn1c(SCC(=O)Nc2ccccc2Cl)nc2ccccc2c1=O,-2.0,-6.5,-10.0
CCn1c(SCC(=O)Nc2ccccc2F)nc2ccccc2c1=O,-2.8,-6.7,-9.7
CCn1c(SCC(=O)Nc2ccccc2C)nc2ccccc2c1=O,-2.8,-7.0,-10.0
CCn1c(SCC(=O)Nc2ccc(F)cc2F)nc2ccccc2c1=O,-3.2,-6.8,-10.3
CCn1c(SCC(=O)Nc2cc(F)ccc2F)nc2ccccc2c1=O,-3.7,-6.7,-10.1
CCn1c(SCC(=O)Nc2ccc(C)cc2F)nc2ccccc2c1=O,-2.6,-6.9,-10.4
CCn1c(SCC(=O)Nc2cc(C)cc(C)c2)nc2ccccc2c1=O,-0.9,-6.7,-10.2
CCn1c(SCC(=O)Nc2ccc(Cl)cc2)nc2ccccc2c1=O,1.2,-6.5,-9.9
CCn1c(SCC(=O)Nc2cc(C)ccc2C)nc2ccccc2c1=O,0.1,-6.8,-9.9
CCn1c(SCC(=O)Nc2cccc(Cl)c2)nc2ccccc2c1=O,-2.7,-6.5,-9.9
CCn1c(SCC(=O)Nc2cccc(C)c2C)nc2ccccc2c1=O,-2.9,-6.7,-10.5
Cn1c(SCC(=O)Nc2cc(Cl)ccc2Cl)nc2ccccc2c1=O,-2.7,-7.1,-10.2
CCn1c(SCC(=O)Nc2ccc(F)cc2)nc2ccccc2c1=O,-0.5,-6.6,-9.7
CCn1c(SCC(=O)Nc2ccc(F)c(F)c2)nc2ccccc2c1=O,-3.0,-6.9,-10.2
CCn1c(SCC(=O)Nc2ccc(C)cc2)nc2ccccc2c1=O,0.6,-6.5,-10.4
CCn1c(SCC(=O)Nc2cc(C)ccc2OC)nc2ccccc2c1=O,-1.0,-6.6,-9.7
CCn1c(SCC(=O)Nc2cc(F)cc(F)c2)nc2ccccc2c1=O,-4.0,-6.9,-10.0
CCn1c(SCC(=O)Nc2cc(F)ccc2C)nc2ccccc2c1=O,-2.5,-6.8,-10.3
CCn1c(SCC(=O)Nc2cc(C)ccc2F)nc2ccccc2c1=O,-3.3,-7.0,-10.2
CCn1c(SCC(=O)Nc2ccccc2)nc2ccccc2c1=O,-3.8,-6.7,-9.6
CCn1c(SCC(=O)Nc2ccc(C)cc2C)nc2ccccc2c1=O,-1.9,-6.6,-10.9
Cn1c(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc2ccccc2c1=O,-1.0,-7.4,-10.8
CCCn1c(SCC(=O)Nc2cc(F)cc(F)c2)nc2ccccc2c1=O,-3.0,-7.1,-10.3
CCn1c(SCC(=O)Nc2c(F)cccc2F)nc2ccccc2c1=O,-3.3,-6.9,-10.1
CCCCc1c(C)[nH]c2c(OC)cccc2c1=O,-6.2,-5.6,-7.9
CCCc1c(C)[nH]c2c(OC)cccc2c1=O,-6.4,-5.4,-7.8
CCc1c(C)[nH]c2c(OC)cccc2c1=O,-6.9,-5.1,-7.3
