smiles,index,H0_entropy,H0_count,H0_max_pers,H0_mean_pers,H0_birth_mean,H0_birth_std,H0_death_mean,H0_death_std,H0_pers_q25,H0_pers_q50,H0_pers_q75,H1_entropy,H1_count,H1_max_pers,H1_mean_pers,H1_birth_mean,H1_birth_std,H1_death_mean,H1_death_std,H1_pers_q25,H1_pers_q50,H1_pers_q75,H2_entropy,H2_count,H2_max_pers,H2_mean_pers,H2_birth_mean,H2_birth_std,H2_death_mean,H2_death_std,H2_pers_q25,H2_pers_q50,H2_pers_q75,pers_img_0,pers_img_1,pers_img_2,pers_img_3,pers_img_4,pers_img_5,pers_img_6,pers_img_7,pers_img_8,pers_img_9,pers_img_10,pers_img_11,pers_img_12,pers_img_13,pers_img_14,pers_img_15,pers_img_16,pers_img_17,pers_img_18,pers_img_19,pers_img_20,pers_img_21,pers_img_22,pers_img_23,pers_img_24,betti_0,betti_1,betti_2,betti_3,betti_4,betti_5,betti_6,betti_7,betti_8,betti_9,betti_10,betti_11,betti_12,betti_13,betti_14,betti_15,betti_16,betti_17,betti_18,betti_19,tfp_valid
Cc1cccc(CNC[C@@H](O)c2ccccc2)c1,150,3.547091,36.0,2.1053278,1.5363165,0.0,0.0,1.5363165,0.4149993,1.153637,1.1636183,1.906693,0.9161572,2.0,1.3774892,0.9979872,2.1668024,0.3642743,3.1647894,0.17241888,1.3774836,1.3774855,1.3774873,0.69311625,0.0,0.48131514,0.4775604,3.3140273,0.0051009655,3.7915878,0.0013462305,0.0,0.0,0.0,0.0,0.0,0.026608087,0.0,0.0,0.24803442,0.25196558,0.0,0.0,0.0,0.0,0.0,0.0,0.0065116775,0.059810836,0.0,0.0,0.30672523,0.0,0.0,0.0,0.0,0.0,0.05777866,0.042565495,1.0,1.0,1.0,1.0,0.9722222,0.4722222,0.4722222,0.4722222,0.6944445,0.6666667,0.6666667,1.0,0.6666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True
CCc1ccc(CNCC(O)c2ccc(F)c(F)c2)cc1,151,3.6272283,39.0,2.108647,1.5779957,0.0,0.0,1.5779957,0.42269835,1.1606352,1.8857619,1.9789257,1.1625105,3.0,1.3973747,0.8704874,2.1332073,0.2271336,3.0036945,0.35260963,0.9700168,1.3669859,1.3821803,0.69302243,0.0,0.4821489,0.47465193,3.312951,0.0058305264,3.787603,0.0016664267,0.0,0.0,0.0,0.0,0.013837196,0.0,0.0,0.0,0.24605133,0.25394863,0.054858882,0.0,0.0,0.0,0.0,0.0,0.0058905724,0.053939767,0.0,0.0,0.26463723,0.0,0.0,0.0,0.0,0.0,0.052045293,0.054791022,1.0,1.0,1.0,1.0,1.0,0.51282054,0.51282054,0.51282054,0.6923077,1.0,1.0,1.0,0.6666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True
OCc1cccc(CNC[C@H](O)c2ccccc2)c1,152,3.5736377,37.0,2.1104767,1.5477805,0.0,0.0,1.5477805,0.42174843,1.153145,1.1631567,1.9061005,1.2236097,3.0,1.3796122,0.7831221,2.6877728,0.718904,3.470895,0.40079132,1.1836782,1.3754398,1.377526,0.6929225,0.0,0.47902298,0.46907866,3.3188643,0.007813334,3.7879431,0.0021309853,0.0,0.0,0.0,0.00038126818,0.0,0.013975137,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.084441185,0.009377665,0.05440603,0.0,0.0,0.23453574,0.0,0.0,0.0,0.0,0.0,0.055855382,0.04702759,0.75,0.75,0.75,0.75,0.7297297,0.36486486,0.36486486,0.36486486,0.5202702,0.5,0.5,0.75,0.75,1.0,1.0,0.25,0.0,0.0,0.0,0.0,True
OCc1cccc(CNCC(O)c2ccccc2)c1,153,3.5736217,37.0,2.1162565,1.5485021,0.0,0.0,1.5485021,0.42208934,1.1536924,1.1641538,1.906848,1.6738083,2.0,1.3785293,0.5104112,2.4786181,0.44985014,2.9890294,0.36074877,1.3761349,1.3769331,1.3777312,0.71248376,0.0,0.46973658,0.25335598,3.2414165,0.10930248,3.4947724,0.29354608,0.0,0.0,0.0,0.0051614577,0.012492313,0.05002846,0.23183371,0.0,0.3090096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009405629,0.054391395,0.0,0.0,0.2248078,0.0,0.0,0.0,0.0,0.0,0.055851724,0.04701793,0.8,0.8,0.8,0.8,0.77837837,0.38918918,0.38918918,0.38918918,0.42162162,0.6,0.8,0.8,0.4,1.0,0.4,0.0,0.0,0.0,0.0,0.0,True
OCc1cccc(CNC[C@@H](O)c2ccccc2)c1,154,3.573705,37.0,2.1137617,1.5480087,0.0,0.0,1.5480087,0.4214531,1.1533294,1.1642392,1.9090648,1.8317269,3.0,1.3769206,0.47698796,2.7128284,0.59749335,3.1898165,0.42612275,1.0152404,1.3765985,1.3767595,1.0980439,0.0,0.4673524,0.45076275,3.5004718,0.24877031,3.9512346,0.23451482,0.0,0.0,0.0,0.0025837997,0.024198929,0.0120222485,0.0,0.02255077,0.5,0.03385826,0.0,0.04569525,0.0,0.0,0.0,0.0,0.009399779,0.054393843,0.0,0.0,0.19242407,0.0,0.0,0.0,0.0,0.0,0.05585824,0.047014803,0.8333333,0.8333333,0.8333333,0.8333333,0.8108108,0.4054054,0.4054054,0.4054054,0.35585585,0.6666666,0.6666666,0.8333333,0.5,1.0,1.0,0.41666666,0.41666666,0.0,0.0,0.0,True
CCc1cccc(CNCC(O)c2ccc(C)cc2)c1,155,3.7005608,42.0,2.104973,1.5267102,0.0,0.0,1.5267102,0.4177027,1.1601971,1.1630008,1.9060477,1.6104113,4.0,1.3946007,0.6629629,2.4611704,0.39275846,3.1241333,0.27661073,0.7460839,1.0786892,1.381642,0.8566673,0.0,0.48033524,0.33368158,3.209468,0.14889081,3.5431495,0.34945077,0.0,0.0,0.0,0.02842117,0.011057244,0.0,0.01739135,0.0,0.23514737,0.23991697,0.0,0.04626903,0.056029562,0.0,0.0,0.0,0.005633522,0.06385713,0.0,0.0,0.19910063,0.0,0.0,0.0,0.0,0.0,0.049927425,0.04724859,0.85714287,0.85714287,0.85714287,0.85714287,0.8367347,0.38775513,0.38775513,0.38775513,0.2857143,0.42857143,0.42857143,0.85714287,0.42857143,1.0,0.85714287,0.0,0.0,0.0,0.0,0.0,True
Cc1ccc(CNCC(O)c2cccc(F)c2)cc1,156,3.5472598,36.0,2.1107605,1.5618078,0.0,0.0,1.5618078,0.41889513,1.1534615,1.5254807,1.9059346,1.4248371,4.0,1.3964634,0.81764406,2.3115675,0.40322816,3.1292114,0.17888178,0.5724947,0.9837125,1.3821945,0.6927298,0.0,0.48122692,0.46771407,3.3126893,0.0055134296,3.7804034,0.00799942,0.0,0.0,0.0,0.0,0.0,0.016658718,0.0,0.0,0.24277718,0.29962254,0.048104618,0.0,0.0,0.0,0.0,0.0,0.006425444,0.05544627,0.0,0.0,0.22617026,0.0,0.0,0.0,0.0,0.0,0.056883123,0.047911827,1.0,1.0,1.0,1.0,0.9722222,0.5,0.5,0.5,0.5277778,0.75,1.0,0.75,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True
Oc1ccc(CNCC(O)c2cccc(F)c2)cc1,157,3.490092,34.0,2.102784,1.5804849,0.0,0.0,1.5804849,0.4216116,1.1529199,1.8891554,1.9086498,1.007567,2.0,1.3816568,0.6076106,2.2939405,0.34861508,2.9015512,0.37561065,1.3791404,1.3799791,1.380818,0.6927687,0.0,0.4877317,0.47467315,3.3104906,0.0022585392,3.7851639,0.010800004,0.0,0.0,0.0,0.0010348818,0.010881338,0.01859614,0.0,0.0,0.24312234,0.25687763,0.0,0.0,0.0,0.0,0.0,0.0,0.010007723,0.0470902,0.0,0.0,0.30282095,0.0,0.0,0.0,0.0,0.0,0.059442762,0.050125968,1.0,1.0,1.0,1.0,0.9411765,0.5294118,0.5294118,0.5294118,0.6666667,0.6666667,1.0,1.0,0.6666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True
O[C@H](CNCc1ccc(F)cc1)c1cccc(Cl)c1,158,3.450579,33.0,3.317812,1.6360397,0.0,0.0,1.6360397,0.5068062,1.1535887,1.8905404,1.9098767,1.1363568,2.0,1.3843799,0.63725567,2.452861,0.54597074,3.0901167,0.36175984,1.3821989,1.382926,1.3836529,0.6929427,0.0,0.4890964,0.47940123,3.310247,0.002303481,3.7896483,0.007391691,0.0,0.0,0.0,0.0,0.04398304,0.0,0.0,0.0,0.24494414,0.25505587,0.0,0.0,0.0,0.0,0.0,0.0,0.006868738,0.04802606,0.0,0.0,0.2893503,0.0,0.0,0.0,0.0,0.0,0.060652077,0.05111979,0.75,0.75,0.75,0.75,0.75,0.4090909,0.4090909,0.4090909,0.54545456,0.77272725,0.5227273,0.77272725,0.5227273,1.0,0.75,0.0,0.0,0.0,0.0,0.0,True
Cc1ccc([C@@H](O)CNCc2cccc(F)c2)cc1,159,3.5472596,36.0,2.1113122,1.5617656,0.0,0.0,1.5617656,0.41889662,1.1543558,1.5267768,1.9042119,1.3579849,3.0,1.3942618,0.7592454,2.3595724,0.41865733,3.1188178,0.1947331,0.95494896,1.3840524,1.389157,0.86347395,0.0,0.45686364,0.32142153,3.4445465,0.17998053,3.765968,0.011750181,0.0,0.0,0.0,0.02645621,0.0,0.014947246,0.0,0.02825945,0.47354376,0.04617264,0.0,0.0,0.0,0.0,0.0,0.0,0.0064275693,0.055450838,0.0,0.0,0.24395396,0.0,0.0,0.0,0.0,0.0,0.056871314,0.04791693,1.0,1.0,1.0,1.0,0.9722222,0.5,0.5,0.5,0.5277778,0.5,1.0,0.75,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True
