smiles,H0_entropy,H0_count,H0_max_pers,H0_mean_pers,H1_entropy,H1_count,H1_max_pers,H1_mean_pers,H2_entropy,H2_count,H2_max_pers,H2_mean_pers
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,3.4356276988983154,32.0,2.104642868041992,1.6371350288391113,1.6529784202575684,4.0,1.3972903490066528,0.9043133854866028,1.0357612371444702,0.0,0.4798471927642822,0.3789616525173187
COc1cc(O)c2c(c1)O[C@H](c1ccccc1)CC2=O,3.4645018577575684,33.0,2.104769229888916,1.6111469268798828,1.707620620727539,5.0,1.3890438079833984,0.9498555660247803,0.6924536824226379,0.0,0.49373507499694824,0.4760093688964844
COc1cc2ccc(=O)oc2cc1OC,3.146332263946533,24.0,2.102681875228882,1.62455415725708,1.2823296785354614,3.0,1.3874297142028809,0.9169811606407166,0.5945038795471191,0.0,0.4613327980041504,0.32110536098480225
COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1,3.524592638015747,35.0,2.104830026626587,1.6270067691802979,1.799803376197815,4.0,1.3972707986831665,0.8426886200904846,1.0352615118026733,0.0,0.4885718822479248,0.38224348425865173
O=C(O)C=Cc1ccc(O)cc1,2.912376880645752,19.0,2.0179004669189453,1.5839388370513916,0.03216658532619476,1.0,1.3830302953720093,0.6950810551643372,-1.000088900582341e-12,0.0,0.49094486236572266,0.49094486236572266
CC(C)=CCOc1ccc2ccc(=O)oc2c1,3.368081569671631,30.0,2.11808705329895,1.581704020500183,1.308908224105835,3.0,1.411146879196167,0.975808322429657,0.6070781946182251,0.0,0.43086981773376465,0.3058358430862427
COc1ccc(-c2oc3cc(OC)c(OC)cc3c(=O)c2O)cc1OC,3.728506565093994,43.0,2.1032211780548096,1.6276949644088745,2.028519630432129,7.0,1.3881455659866333,0.6542004942893982,1.0440832376480103,0.0,0.48445916175842285,0.3906913697719574
COc1ccc(-c2oc3cc(OC)c(OC)cc3c(=O)c2O)cc1O,3.6565468311309814,40.0,2.1032397747039795,1.6360347270965576,1.9328895807266235,5.0,1.4100441932678223,0.6082766652107239,1.0457475185394287,0.0,0.48433470726013184,0.38534316420555115
CC(=O)OC1C(=O)c2c(O)cc(O)cc2O[C@H]1c1ccc(O)cc1,3.5786256790161133,37.0,2.136359214782715,1.6475640535354614,1.415544033050537,4.0,1.377977728843689,0.676076352596283,1.0335630178451538,0.0,0.48864126205444336,0.37925243377685547
C=C[C@@](C)(O)CC/C=C(\C)CCC=C(C)C,3.674349546432495,41.0,2.0981576442718506,1.47198486328125,1.9038007259368896,3.0,0.77105712890625,0.36553242802619934,0.6931129097938538,0.0,0.05856060981750488,0.05807960033416748
