smiles,index,H0_entropy,H0_count,H0_max_pers,H0_mean_pers,H0_birth_mean,H0_birth_std,H0_death_mean,H0_death_std,H0_pers_q25,H0_pers_q50,H0_pers_q75,H1_entropy,H1_count,H1_max_pers,H1_mean_pers,H1_birth_mean,H1_birth_std,H1_death_mean,H1_death_std,H1_pers_q25,H1_pers_q50,H1_pers_q75,H2_entropy,H2_count,H2_max_pers,H2_mean_pers,H2_birth_mean,H2_birth_std,H2_death_mean,H2_death_std,H2_pers_q25,H2_pers_q50,H2_pers_q75,pers_img_0,pers_img_1,pers_img_2,pers_img_3,pers_img_4,pers_img_5,pers_img_6,pers_img_7,pers_img_8,pers_img_9,pers_img_10,pers_img_11,pers_img_12,pers_img_13,pers_img_14,pers_img_15,pers_img_16,pers_img_17,pers_img_18,pers_img_19,pers_img_20,pers_img_21,pers_img_22,pers_img_23,pers_img_24,betti_0,betti_1,betti_2,betti_3,betti_4,betti_5,betti_6,betti_7,betti_8,betti_9,betti_10,betti_11,betti_12,betti_13,betti_14,betti_15,betti_16,betti_17,betti_18,betti_19,tfp_valid
CN(C)c1ccc(N=Cc2ccc(N3CCOCC3)cc2)cc1,200,3.771236,45.0,2.12596,1.5590559,0.0,0.0,1.5590559,0.41442692,1.1609542,1.1709636,1.9130818,2.011798,7.0,1.3883458,0.7203083,2.233947,0.2743844,2.9542553,0.29779708,0.6305779,0.71012783,1.1133935,1.0966523,0.0,0.48208094,0.4440352,3.223686,0.16845201,3.6677213,0.14155768,0.0,0.0,0.0,0.0030500835,0.0,0.0,0.016205266,0.0,0.31905302,0.23614782,0.0,0.072993115,0.0,0.043367933,0.0,0.0,0.0,0.06391404,0.0,0.0,0.14251609,0.0,0.0,0.0,0.0,0.0,0.050052594,0.05270003,1.0,1.0,1.0,1.0,1.0,0.4888889,0.4888889,0.4888889,0.33015874,1.0,1.0,0.71428573,0.7619048,1.0,0.6666667,0.0,0.0,0.0,0.0,0.0,True
CCOc1cc2c(cc1OCC)C(c1cc(Cl)ccc1O)NCC2,201,3.7616198,45.0,3.3135247,1.6108158,0.0,0.0,1.6108158,0.49297395,1.1617762,1.8938271,2.030181,1.8959454,4.0,1.3984861,0.5555688,2.491105,0.6370118,3.0466738,0.54075456,0.9821101,1.2584531,1.3822979,0.69307667,0.0,0.46673417,0.46125638,3.3234417,0.00016260147,3.784698,0.0053151846,0.0,0.0,0.0,0.002831315,0.017157488,0.024977893,0.0,0.022943811,0.5,0.0305049,0.0,0.0,0.0,0.0,0.0,0.0,0.0050593796,0.12332851,0.0,0.0,0.1665193,0.0,0.0,0.0,0.0,0.0,0.045091033,0.06158638,0.8333333,0.8333333,0.8333333,0.8333333,0.8148148,0.42592594,0.42592594,0.42592594,0.5555555,0.8518519,0.8518519,0.5185185,0.5185185,1.0,0.8333333,0.0,0.16666666,0.0,0.0,0.0,True
COc1ccc(C=C2SC(=Nc3ccc(F)cc3)NC2=O)c(OC)c1,202,3.6246939,39.0,3.340487,1.6729505,0.0,0.0,1.6729505,0.47252682,1.1599458,1.8907562,1.9340367,1.4115268,2.0,1.3900964,0.55888593,2.7311084,0.8437239,3.2899945,0.52783483,1.3861551,1.3874688,1.3887826,0.6929642,0.0,0.49098802,0.48177147,3.3051305,0.008210063,3.786902,0.001006484,0.0,0.0,0.0,0.0027531295,0.011728591,0.0,0.0,0.0,0.28521878,0.29719839,0.0,0.0,0.0,0.0,0.0,0.0,0.0028247389,0.04241787,0.0,0.0,0.23643446,0.0,0.0,0.0,0.0,0.014312293,0.049803246,0.057308514,0.97499996,0.97499996,0.97499996,0.97499996,0.97499996,0.59999996,0.59999996,0.525,0.5125,0.75624996,1.0,0.5125,0.5125,0.97499996,0.97499996,0.0,0.0,0.0,0.0,0.0,True
COc1ccc(C=C2SC(=Nc3ccccc3)NC2=O)cc1,203,3.5148532,35.0,3.3819742,1.65452,0.0,0.0,1.65452,0.4813295,1.1528381,1.8961989,1.9016877,1.0219628,2.0,1.3985106,0.8144655,2.2560737,0.38478547,3.0705392,0.22422168,1.3885169,1.3918481,1.3951793,0.6929307,0.0,0.49376225,0.4836973,3.3024745,0.0047454834,3.786172,0.005319476,0.0,0.0,0.0,0.001016603,0.0,0.0,0.0,0.0,0.29229635,0.2552021,0.0,0.0,0.0,0.0,0.0,0.0,0.003184587,0.044356197,0.0,0.0,0.28481832,0.0,0.0,0.0,0.0,0.01613321,0.056145176,0.04684751,0.97222215,0.97222215,0.97222215,0.97222215,0.97222215,0.5833333,0.5833333,0.5,0.6759259,0.6759259,1.0,0.6759259,0.6759259,0.97222215,0.97222215,0.0,0.0,0.0,0.0,0.0,True
CCOc1ccc2nc(C)cc(Nc3ccc(N(C)C)cc3)c2c1,204,3.7944665,46.0,2.1129162,1.555914,0.0,0.0,1.555914,0.40518183,1.1600963,1.5233109,1.9099226,1.865983,6.0,1.4056748,0.6415806,2.2815907,0.34234303,2.9231713,0.31381822,0.70108294,1.0300268,1.3780234,1.0872563,0.0,0.422673,0.37532744,3.3737502,0.04419421,3.7490776,0.011309689,0.0,0.0,0.0,0.011611651,0.0,0.0,0.13207825,0.0,0.3679217,0.0,0.0,0.10631092,0.0,0.0,0.0,0.0,0.0025486068,0.059637148,0.0,0.07037785,0.1450329,0.0,0.0,0.0,0.0,0.0,0.062348317,0.04213258,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5217391,1.0,1.0,0.8333333,0.5,0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,True
CCOC(=O)c1cnc2ccc(OC)cc2c1NCc1ccccc1,205,3.7513454,44.0,2.1177847,1.5895199,0.0,0.0,1.5895199,0.40295103,1.1597002,1.8819785,1.9128575,1.788713,5.0,1.379487,0.9024678,2.295554,0.436964,3.1980217,0.2682876,0.8485515,1.364761,1.378774,1.0791082,0.0,0.48608398,0.39929557,3.3656523,0.05875801,3.764948,0.02009862,0.0,0.0,0.0,0.0,0.0061702835,0.0,0.124144636,0.0,0.17296307,0.22911274,0.0,0.0,0.038615678,0.044774134,0.0,0.0,0.002607611,0.0527313,0.0,0.0,0.2175528,0.0,0.0,0.0,0.0,0.0043345294,0.05919412,0.0477991,1.0,1.0,1.0,1.0,1.0,0.54545456,0.54545456,0.52272725,0.82272726,1.0,1.0,0.8,1.0,0.8666667,1.0,0.0,0.0,0.0,0.0,0.0,True
Nc1nc(Nc2cccc(F)c2)nc2ccccc12,206,3.337788,29.0,2.0633667,1.6221896,0.0,0.0,1.6221896,0.38435614,1.1520753,1.8908864,1.9002984,1.5004579,4.0,1.3857725,0.99982065,2.1552267,0.29633814,3.1550472,0.16341048,1.1108285,1.3404989,1.384622,1.0431019,0.0,0.4368961,0.35611653,3.38623,0.08825842,3.7423465,0.0244707,0.0,0.0,0.0,0.0,0.0,0.09205737,0.0,0.025290988,0.40794262,0.036875695,0.0,0.0,0.0,0.0,0.0,0.0,0.011546028,0.032687534,0.0,0.086466126,0.18470053,0.0,0.0,0.0,0.0,0.0,0.09419685,0.028236263,1.0,1.0,1.0,1.0,1.0,0.62068963,0.62068963,0.62068963,0.6,0.6,1.0,0.8,0.6,0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,True
COc1cccc(Nc2nc(N)c3ccccc3n2)c1,207,3.4649768,33.0,2.1049194,1.5940535,0.0,0.0,1.5940535,0.39340952,1.1526409,1.8920078,1.9013952,1.675712,5.0,1.3888632,0.9197189,2.1779938,0.26780596,3.0977128,0.18378991,0.54861164,1.2899938,1.3723198,1.0341046,0.0,0.4653523,0.36576962,3.3859594,0.09242987,3.751729,0.03345338,0.0,0.0,0.0,0.0,0.0,0.086815335,0.0,0.0,0.43846115,0.06334584,0.0,0.0,0.0,0.0,0.0,0.0,0.010332958,0.040323015,0.0,0.07792198,0.16678905,0.0,0.0,0.0,0.0,0.0,0.08438873,0.03162196,1.0,1.0,1.0,1.0,1.0,0.57575756,0.57575756,0.57575756,0.5,0.6666667,1.0,0.6666667,0.5,0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,True
CCOC(=O)c1cnc2ccc(OC)cc2c1Nc1ccc(N2CCN(C)CC2)cc1,208,4.025372,58.0,2.1231353,1.5822586,0.0,0.0,1.5822586,0.41644353,1.1608636,1.8453302,1.9702353,2.2674372,6.0,1.4042709,0.5862961,2.378201,0.3545536,2.964497,0.18940039,0.7763464,1.0843077,1.3845227,1.3532157,0.0,0.43080354,0.33559102,3.2733169,0.17693277,3.608908,0.23962529,0.0,0.0,0.0,0.005643258,0.01127356,0.08167973,0.1085346,0.0,0.32839313,0.039273683,0.025792023,0.0,0.031175971,0.03258201,0.0,0.0,0.002012234,0.057428535,0.0,0.0,0.16898537,0.0,0.0,0.0,0.0,0.0033158956,0.045348454,0.058561545,1.0,1.0,1.0,1.0,1.0,0.51724136,0.51724136,0.5,0.4789272,0.7777778,1.0,0.7777778,0.6666667,0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,True
Oc1ccc(Br)cc1CN1CCN(Cc2ccc(Cl)cc2)CC1,210,3.677835,42.0,3.987696,1.6687158,0.0,0.0,1.6687158,0.6101399,1.1611547,1.893264,2.0476384,1.6049465,3.0,1.3782653,0.5702797,2.6549175,0.7067164,3.2251973,0.5405803,1.2054992,1.3757724,1.3770188,1.6521027,0.0,0.48573494,0.3579469,3.2695189,0.11697678,3.6274657,0.11368756,0.0,0.0,0.0,0.010378412,0.027984975,0.0,0.0,0.20239331,0.202636,0.113083564,0.0,0.0,0.0,0.0,0.0,0.07563729,0.0026466716,0.055554878,0.0,0.0,0.2012198,0.0,0.0,0.0,0.0,0.0,0.047910776,0.060554344,0.7368421,0.7368421,0.7368421,0.7368421,0.7192982,0.3859649,0.3859649,0.3859649,0.7719298,0.7719298,0.7719298,0.7719298,0.6736842,1.0,0.31228068,0.01754386,0.24561404,0.0,0.0,0.0,True
