partition,model,descriptor_mode,seed,fold,best_val_auc,test_auc,test_ap,test_f1,test_bacc,n_test
canonical_scaffold,GIN-TNE,permuted,0,0,0.8896871248499401,0.8358316683466148,0.9498834759700763,0.8884183091708747,0.7179796764753407,3829
canonical_scaffold,GIN-TNE,permuted,0,1,0.895383973549182,0.781233577281663,0.8427339373973016,0.7888603594706696,0.7058149128555147,3970
canonical_scaffold,GIN-TNE,permuted,0,2,0.8798211374002725,0.8580466084254968,0.9570865782670033,0.9054852320675105,0.7158465991316931,4327
canonical_scaffold,GIN-TNE,permuted,0,3,0.9025682501932708,0.7734282505240302,0.8939858171859276,0.8676754668383774,0.6814319170291068,3969
canonical_scaffold,GIN-TNE,permuted,0,4,0.903725386115166,0.8090201024202135,0.9199619828420269,0.8507958719608186,0.6712471060292723,3741
canonical_scaffold,GIN-TNE,permuted,1,0,0.8955761633976294,0.7603915136372372,0.9439754638737432,0.9151224569133083,0.6343383624831828,4389
canonical_scaffold,GIN-TNE,permuted,1,1,0.8886251907102899,0.7771600589629666,0.909025790413772,0.8306632213608958,0.6552451895168944,3865
canonical_scaffold,GIN-TNE,permuted,1,2,0.8717842209820296,0.7885313165222873,0.8889534975675348,0.8440174672489082,0.6762719222087168,3828
canonical_scaffold,GIN-TNE,permuted,1,3,0.8737804300464147,0.8005936065007914,0.8568762597659234,0.7762502490535963,0.6866404741371479,3928
canonical_scaffold,GIN-TNE,permuted,1,4,0.8833715474361923,0.7325826885686041,0.9177102267489565,0.8845915841584159,0.6149938350642576,3826
canonical_scaffold,GIN-TNE,permuted,2,0,0.8873872223630428,0.7457987049513828,0.916176599882859,0.8570506615037109,0.5703824242193547,3729
canonical_scaffold,GIN-TNE,permuted,2,1,0.9025911687642283,0.7173385916485951,0.8010045107208993,0.7212012550425818,0.6488924175135891,3679
canonical_scaffold,GIN-TNE,permuted,2,2,0.879558056506472,0.84876077242757,0.9161712753665435,0.8640381647256911,0.6494524699958446,4473
canonical_scaffold,GIN-TNE,permuted,2,3,0.9010327131278875,0.8633679193054821,0.9546914679092053,0.9072806471686372,0.775290231668218,4039
canonical_scaffold,GIN-TNE,permuted,2,4,0.8874803872554896,0.8207921883012939,0.9385204489988734,0.90173765954175,0.6888989106089874,3916
canonical_scaffold,GIN-TNE,permuted,3,0,0.9018750309697241,0.7864080709237079,0.9232371137085238,0.8679857281868311,0.6644098331741353,3871
canonical_scaffold,GIN-TNE,permuted,3,1,0.9025304287414391,0.8198639114558608,0.9129806159167693,0.8442430345753609,0.6926520247574859,4037
canonical_scaffold,GIN-TNE,permuted,3,2,0.8961341272515557,0.7682962262894946,0.832908843276875,0.7723270440251573,0.7060247318073396,3870
canonical_scaffold,GIN-TNE,permuted,3,3,0.8992682689263884,0.8417787502678469,0.9664491253558862,0.8983487350401455,0.7460242772256012,3991
canonical_scaffold,GIN-TNE,permuted,3,4,0.8963120163981928,0.8512819054061403,0.9352449415353651,0.8784403669724771,0.7487482283891611,4067
canonical_scaffold,GIN-TNE,permuted,4,0,0.8943380382456012,0.7864236765030482,0.8768037407693917,0.8336717740446742,0.6982809028938608,3787
canonical_scaffold,GIN-TNE,permuted,4,1,0.8985938837993401,0.8150941795350417,0.918203199378411,0.8945634266886326,0.7032132554362318,3757
canonical_scaffold,GIN-TNE,permuted,4,2,0.8869307687408444,0.7913096794273264,0.9299635328002265,0.8655377044434795,0.6989293495175848,4418
canonical_scaffold,GIN-TNE,permuted,4,3,0.8834553635225058,0.8607518047585824,0.9315380192067081,0.858985236721534,0.7226459825433214,4035
canonical_scaffold,GIN-TNE,permuted,4,4,0.8748131669150977,0.7787079528333795,0.919666246765824,0.8626498218334953,0.6364067352335271,3839
