sig_id,pert_id,pert_iname,cell_id,pert_idose,pert_itime
DOS023_VCAP_24H:BRD-K95481773-001-01-6:5.05,BRD-K95481773,BRD-K95481773,VCAP,5 µM,24 h
DOS023_VCAP_24H:BRD-K95611306-001-01-4:5.01,BRD-K95611306,BRD-K95611306,VCAP,5 µM,24 h
DOS023_VCAP_24H:BRD-K95773671-001-01-9:4.87,BRD-K95773671,BRD-K95773671,VCAP,5 µM,24 h
DOS023_VCAP_24H:BRD-K95880052-001-01-1:5.03,BRD-K95880052,BRD-K95880052,VCAP,5 µM,24 h
DOS023_VCAP_24H:BRD-K96003120-001-01-7:4.98,BRD-K96003120,BRD-K96003120,VCAP,5 µM,24 h
DOS023_VCAP_24H:BRD-K96274292-001-01-6:5.06,BRD-K96274292,BRD-K96274292,VCAP,5 µM,24 h
DOS023_VCAP_24H:BRD-K96636466-001-01-6:4.97,BRD-K96636466,BRD-K96636466,VCAP,5 µM,24 h
DOS023_VCAP_24H:BRD-K96646082-001-01-9:5.03,BRD-K96646082,BRD-K96646082,VCAP,5 µM,24 h
DOS023_VCAP_24H:BRD-K97029281-001-02-4:5.01,BRD-K97029281,BRD-K97029281,VCAP,5 µM,24 h
DOS023_VCAP_24H:BRD-K97408390-001-01-0:5.01,BRD-K97408390,BRD-K97408390,VCAP,5 µM,24 h
DOS023_VCAP_24H:BRD-K97614198-001-01-7:4.95,BRD-K97614198,BRD-K97614198,VCAP,5 µM,24 h
DOS023_VCAP_24H:BRD-K98092496-001-01-4:5.03,BRD-K98092496,BRD-K98092496,VCAP,5 µM,24 h
DOS023_VCAP_24H:BRD-K98383296-001-02-7:5,BRD-K98383296,BRD-K98383296,VCAP,5 µM,24 h
DOS023_VCAP_24H:CMAP-ERG-AZD2281:10,BRD-K02113016,olaparib,VCAP,10 µM,24 h
DOS023_VCAP_6H:BRD-A19037878:10,BRD-A19037878,trichostatin-a,VCAP,10 µM,6 h
DOS023_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,VCAP,10 µM,6 h
DOS023_VCAP_6H:BRD-A75409952:10,BRD-A75409952,wortmannin,VCAP,10 µM,6 h
DOS023_VCAP_6H:BRD-A79768653:10,BRD-A79768653,sirolimus,VCAP,10 µM,6 h
DOS023_VCAP_6H:BRD-A84481105:10,BRD-A84481105,thioridazine,VCAP,10 µM,6 h
DOS023_VCAP_6H:BRD-A90490067:10,BRD-A90490067,fulvestrant,VCAP,10 µM,6 h
DOS023_VCAP_6H:BRD-K00172657-001-01-6:5.04,BRD-K00172657,BRD-K00172657,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K00596708-001-02-3:5.01,BRD-K00596708,BRD-K00596708,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K00611064-001-01-0:4.87,BRD-K00611064,BRD-K00611064,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K00812396-001-02-1:5.01,BRD-K00812396,BRD-K00812396,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K01221769-001-02-3:5,BRD-K01221769,BRD-K01221769,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K01547285-001-01-8:4.8,BRD-K01547285,BRD-K01547285,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K01800462-001-02-4:5,BRD-K01800462,BRD-K01800462,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K01922500-001-01-2:4.93,BRD-K01922500,BRD-K01922500,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K02113016:10,BRD-K02113016,olaparib,VCAP,10 µM,6 h
DOS023_VCAP_6H:BRD-K03413212-001-01-9:5.07,BRD-K03413212,BRD-K03413212,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K03679890-001-01-4:5.02,BRD-K03679890,BRD-K03679890,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K04577097-001-01-0:4.97,BRD-K04577097,BRD-K04577097,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K05984448-001-01-3:5.04,BRD-K05984448,BRD-K05984448,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K06039860-001-02-2:5.04,BRD-K06039860,BRD-K06039860,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K06188347-001-01-2:4.95,BRD-K06188347,BRD-K06188347,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K07105437-001-01-6:5,BRD-K07105437,BRD-K07105437,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K07594626-001-01-2:4.96,BRD-K07594626,BRD-K07594626,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K07660364-001-01-7:4.91,BRD-K07660364,BRD-K07660364,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K07686903-001-01-0:5.02,BRD-K07686903,BRD-K07686903,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K08666983-001-01-4:5.06,BRD-K08666983,BRD-K08666983,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K09002810-001-01-0:4.93,BRD-K09002810,BRD-K09002810,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K09124072-001-02-3:5,BRD-K09124072,BRD-K09124072,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K09557852-001-01-2:5.08,BRD-K09557852,BRD-K09557852,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K09584219-001-02-2:5.01,BRD-K09584219,BRD-K09584219,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K09645804-001-02-2:5,BRD-K09645804,BRD-K09645804,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K09861842-001-01-1:5.03,BRD-K09861842,BRD-K09861842,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K10388622-001-01-8:4.98,BRD-K10388622,BRD-K10388622,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K11424789-001-01-9:5.08,BRD-K11424789,BRD-K11424789,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K11627226-001-01-8:4.81,BRD-K11627226,BRD-K11627226,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K11857988-001-01-9:5,BRD-K11857988,BRD-K11857988,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K12506756-001-01-1:5.04,BRD-K12506756,BRD-K12506756,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K12511144-001-01-2:4.95,BRD-K12511144,BRD-K12511144,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K12907790-001-01-9:4.92,BRD-K12907790,BRD-K12907790,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K12974237-001-02-8:5.01,BRD-K12974237,BRD-K12974237,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K13007539-001-01-3:5.01,BRD-K13007539,BRD-K13007539,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K13107877-001-01-1:4.96,BRD-K13107877,BRD-K13107877,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K13119088-001-01-1:5.01,BRD-K13119088,BRD-K13119088,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K13667629-001-01-5:5.03,BRD-K13667629,BRD-K13667629,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K13960684-001-01-6:5.03,BRD-K13960684,BRD-K13960684,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K14030662-001-01-3:5.02,BRD-K14030662,BRD-K14030662,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K14346766-001-01-8:5.03,BRD-K14346766,BRD-K14346766,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K14417684-001-01-6:4.94,BRD-K14417684,BRD-K14417684,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K14487375-001-01-3:5.06,BRD-K14487375,BRD-K14487375,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K15104539-001-01-6:5.07,BRD-K15104539,BRD-K15104539,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K15185037-001-01-2:5.01,BRD-K15185037,BRD-K15185037,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K15513102-001-01-5:5.12,BRD-K15513102,BRD-K15513102,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K15690570-001-01-4:5,BRD-K15690570,BRD-K15690570,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K15707609-001-01-1:4.93,BRD-K15707609,BRD-K15707609,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K15955205-001-01-4:4.97,BRD-K15955205,BRD-K15955205,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K16117792-001-01-9:4.93,BRD-K16117792,BRD-K16117792,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K16954564-001-02-9:5.02,BRD-K16954564,BRD-K16954564,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K16980308-001-02-5:5.01,BRD-K16980308,BRD-K16980308,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K16980601-001-01-1:4.87,BRD-K16980601,BRD-K16980601,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K17289060-001-01-0:4.99,BRD-K17289060,BRD-K17289060,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K17654006-001-01-2:5.04,BRD-K17654006,BRD-K17654006,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K17666351-001-02-5:5.01,BRD-K17666351,BRD-K17666351,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K17883815-001-01-8:5.05,BRD-K17883815,BRD-K17883815,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K18319377-001-02-0:5,BRD-K18319377,BRD-K18319377,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K18511213-001-02-0:5,BRD-K18511213,BRD-K18511213,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K19204484-001-01-5:4.92,BRD-K19204484,BRD-K19204484,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K19390271-001-01-9:4.91,BRD-K19390271,BRD-K19390271,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K19520352-001-01-3:5.02,BRD-K19520352,BRD-K19520352,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K19873234-001-01-0:4.88,BRD-K19873234,BRD-K19873234,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K19995377-001-01-8:5.03,BRD-K19995377,BRD-K19995377,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K20121961-001-01-0:4.96,BRD-K20121961,BRD-K20121961,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K20272026-001-01-4:4.92,BRD-K20272026,BRD-K20272026,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K20342961-001-01-2:4.99,BRD-K20342961,BRD-K20342961,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K20441249-001-01-6:4.98,BRD-K20441249,BRD-K20441249,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K20820984-001-01-0:4.99,BRD-K20820984,BRD-K20820984,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K20950855-001-01-1:5.04,BRD-K20950855,BRD-K20950855,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K21082546-001-01-7:4.97,BRD-K21082546,BRD-K21082546,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K21665449-001-01-7:4.96,BRD-K21665449,BRD-K21665449,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K22608272-001-01-8:5.02,BRD-K22608272,BRD-K22608272,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K22630074-001-01-2:4.95,BRD-K22630074,BRD-K22630074,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K22827077-001-02-9:5,BRD-K22827077,BRD-K22827077,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K23414424-001-01-7:5.23,BRD-K23414424,BRD-K23414424,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K23664396-001-01-1:5.01,BRD-K23664396,BRD-K23664396,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K23728767-001-01-5:4.9,BRD-K23728767,BRD-K23728767,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K24469697-001-01-0:4.96,BRD-K24469697,BRD-K24469697,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K24572125-001-01-3:5.08,BRD-K24572125,BRD-K24572125,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K25765811-001-01-1:4.95,BRD-K25765811,BRD-K25765811,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K26962314-001-01-5:4.91,BRD-K26962314,BRD-K26962314,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K26968526-001-01-6:4.98,BRD-K26968526,BRD-K26968526,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K27305650:10,BRD-K27305650,LY-294002,VCAP,10 µM,6 h
DOS023_VCAP_6H:BRD-K28987821-001-01-6:5,BRD-K28987821,BRD-K28987821,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K29110787-001-01-6:5.03,BRD-K29110787,BRD-K29110787,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K29674378-001-01-6:4.93,BRD-K29674378,BRD-K29674378,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K30468438-001-01-8:5.04,BRD-K30468438,BRD-K30468438,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K30758351-001-01-5:5.03,BRD-K30758351,BRD-K30758351,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K30851490-001-01-0:4.96,BRD-K30851490,BRD-K30851490,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K31027517-001-01-5:4.91,BRD-K31027517,BRD-K31027517,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K31314139-001-01-5:4.93,BRD-K31314139,BRD-K31314139,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K31610599-001-01-9:5.05,BRD-K31610599,BRD-K31610599,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K31618614-001-02-1:5.1,BRD-K31618614,BRD-K31618614,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K31641287-001-01-1:4.9,BRD-K31641287,BRD-K31641287,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K31791559-001-01-5:5.02,BRD-K31791559,BRD-K31791559,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K31815095-001-01-3:5,BRD-K31815095,BRD-K31815095,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K32053117-001-01-4:5.04,BRD-K32053117,BRD-K32053117,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K32380923-001-01-5:4.92,BRD-K32380923,BRD-K32380923,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K32388810-001-01-4:4.77,BRD-K32388810,BRD-K32388810,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K32652655-001-01-1:5.08,BRD-K32652655,BRD-K32652655,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K32735617-001-01-1:4.96,BRD-K32735617,BRD-K32735617,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K32784186-001-01-0:5.05,BRD-K32784186,BRD-K32784186,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K33562246-001-01-7:5.13,BRD-K33562246,BRD-K33562246,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K34038660-001-01-4:5.02,BRD-K34038660,BRD-K34038660,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K34502913-001-01-4:5.07,BRD-K34502913,BRD-K34502913,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K34604832-001-01-6:5.05,BRD-K34604832,BRD-K34604832,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K34684441-001-01-1:5.04,BRD-K34684441,BRD-K34684441,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K34929727-001-01-5:4.89,BRD-K34929727,BRD-K34929727,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K35081088-001-01-7:4.99,BRD-K35081088,BRD-K35081088,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K35131740-001-01-0:5.11,BRD-K35131740,BRD-K35131740,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K35193027-001-01-4:5.01,BRD-K35193027,BRD-K35193027,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K35455895-001-01-6:4.98,BRD-K35455895,BRD-K35455895,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K35493431-001-01-8:5.06,BRD-K35493431,BRD-K35493431,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K35584941-001-01-7:4.99,BRD-K35584941,BRD-K35584941,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K35716266-001-01-2:5.26,BRD-K35716266,BRD-K35716266,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K35995122-001-01-6:4.98,BRD-K35995122,BRD-K35995122,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K36446300-001-02-1:5.02,BRD-K36446300,BRD-K36446300,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K36623409-001-01-7:4.86,BRD-K36623409,BRD-K36623409,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K36671358-001-01-7:5.01,BRD-K36671358,BRD-K36671358,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K36853464-001-01-2:5.05,BRD-K36853464,BRD-K36853464,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K37933621-001-01-1:5.02,BRD-K37933621,BRD-K37933621,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K38540783-001-01-7:5.07,BRD-K38540783,BRD-K38540783,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K38860595-001-01-7:5.06,BRD-K38860595,BRD-K38860595,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K38955087-001-01-0:4.91,BRD-K38955087,BRD-K38955087,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K39014692-001-01-2:4.94,BRD-K39014692,BRD-K39014692,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K39066612-001-01-9:5.04,BRD-K39066612,BRD-K39066612,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K39143839-001-01-3:5,BRD-K39143839,BRD-K39143839,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K39363780-001-01-6:5.02,BRD-K39363780,BRD-K39363780,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K39367499-001-01-9:5.12,BRD-K39367499,BRD-K39367499,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K39398102-001-01-3:5.04,BRD-K39398102,BRD-K39398102,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K39839350-001-01-5:5.02,BRD-K39839350,BRD-K39839350,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K40121369-001-01-4:5,BRD-K40121369,BRD-K40121369,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K40212960-001-01-4:5.03,BRD-K40212960,BRD-K40212960,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K40518011-001-01-3:4.96,BRD-K40518011,BRD-K40518011,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K41888384-001-01-8:4.89,BRD-K41888384,BRD-K41888384,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K42216874-001-01-8:5.02,BRD-K42216874,BRD-K42216874,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K42702351-001-01-9:5.04,BRD-K42702351,BRD-K42702351,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K42752188-001-01-3:4.9,BRD-K42752188,BRD-K42752188,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K43325273-001-01-3:5.11,BRD-K43325273,BRD-K43325273,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K43438744-001-02-3:5,BRD-K43438744,BRD-K43438744,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K43481697-001-01-2:5.02,BRD-K43481697,BRD-K43481697,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K43568193-001-01-5:4.97,BRD-K43568193,BRD-K43568193,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K43797669:10,BRD-K43797669,genistein,VCAP,10 µM,6 h
DOS023_VCAP_6H:BRD-K43842808-001-01-1:4.98,BRD-K43842808,BRD-K43842808,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K43931839-001-02-3:5,BRD-K43931839,BRD-K43931839,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K44150994-001-01-2:4.98,BRD-K44150994,BRD-K44150994,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K44887903-001-01-9:5.09,BRD-K44887903,SA-1472321,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K45319476-001-01-9:5.06,BRD-K45319476,BRD-K45319476,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K45480436-001-02-6:5.01,BRD-K45480436,BRD-K45480436,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K45887240-001-01-0:5.03,BRD-K45887240,BRD-K45887240,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K46373821-001-01-7:4.97,BRD-K46373821,BRD-K46373821,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K46447740-001-01-7:5.1,BRD-K46447740,BRD-K46447740,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K46661156-001-01-0:5.16,BRD-K46661156,BRD-K46661156,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K46732958-001-01-9:5,BRD-K46732958,BRD-K46732958,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K46746423-001-01-6:5.06,BRD-K46746423,BRD-K46746423,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K46810582-001-01-7:4.94,BRD-K46810582,BRD-K46810582,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K47002284-001-01-1:4.98,BRD-K47002284,BRD-K47002284,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K47533918-001-01-9:4.99,BRD-K47533918,BRD-K47533918,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K47943934-001-01-0:5.17,BRD-K47943934,BRD-K47943934,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K48054407-001-01-3:5.01,BRD-K48054407,BRD-K48054407,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K48225424-001-01-8:5.09,BRD-K48225424,BRD-K48225424,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K48431409-001-01-1:5.07,BRD-K48431409,BRD-K48431409,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K48809858-001-01-4:5.01,BRD-K48809858,BRD-K48809858,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K49255961-001-01-3:4.77,BRD-K49255961,BRD-K49255961,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K49988102-001-01-9:4.95,BRD-K49988102,BRD-K49988102,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K50230035-001-01-4:5.04,BRD-K50230035,BRD-K50230035,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K50572265-001-01-0:4.92,BRD-K50572265,BRD-K50572265,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K50791850-001-01-7:5.17,BRD-K50791850,BRD-K50791850,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K50845321-001-01-2:5.01,BRD-K50845321,BRD-K50845321,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K51471107-001-01-6:5.01,BRD-K51471107,BRD-K51471107,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K51703152-001-01-6:5.08,BRD-K51703152,BRD-K51703152,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K51812182-001-01-9:4.96,BRD-K51812182,BRD-K51812182,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K51908245-001-01-0:4.93,BRD-K51908245,BRD-K51908245,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K53283097-001-01-5:4.89,BRD-K53283097,BRD-K53283097,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K53283295-001-01-5:5.01,BRD-K53283295,BRD-K53283295,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K53808186-001-01-1:5.16,BRD-K53808186,BRD-K53808186,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K54586093-001-01-4:5.07,BRD-K54586093,BRD-K54586093,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K54743934-001-02-2:5.01,BRD-K54743934,BRD-K54743934,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K55082668-001-01-8:4.97,BRD-K55082668,BRD-K55082668,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K55149044-001-01-0:5.15,BRD-K55149044,BRD-K55149044,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K55252655-001-01-2:5.02,BRD-K55252655,BRD-K55252655,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K55345900-001-02-5:5.01,BRD-K55345900,BRD-K55345900,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K55362990-001-01-3:4.98,BRD-K55362990,BRD-K55362990,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K56553629-001-01-5:5.03,BRD-K56553629,BRD-K56553629,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K56593673-001-01-6:4.98,BRD-K56593673,BRD-K56593673,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K57027181-001-01-9:5.03,BRD-K57027181,BRD-K57027181,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K57330428-001-01-0:5.07,BRD-K57330428,BRD-K57330428,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K57640948-001-01-3:5.17,BRD-K57640948,BRD-K57640948,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K57851810-001-01-1:5.22,BRD-K57851810,BRD-K57851810,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K58282082-001-01-9:4.86,BRD-K58282082,BRD-K58282082,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K58415365-001-01-3:4.98,BRD-K58415365,BRD-K58415365,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K58493165-001-01-2:5.04,BRD-K58493165,BRD-K58493165,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K58980886-001-01-6:5.08,BRD-K58980886,BRD-K58980886,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K59108735-001-01-6:4.91,BRD-K59108735,BRD-K59108735,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K59611536-001-01-0:4.89,BRD-K59611536,BRD-K59611536,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K59983542-001-01-5:5.09,BRD-K59983542,BRD-K59983542,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K60667054-001-01-1:5.05,BRD-K60667054,BRD-K60667054,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K60759206-001-01-3:5.08,BRD-K60759206,BRD-K60759206,VCAP,5 µM,6 h
DOS023_VCAP_6H:BRD-K61004012-001-02-5:5.01,BRD-K61004012,BRD-K61004012,VCAP,5 µM,6 h
