Ligand,Vina_Score,Vinardo_Score,Best_Score,Category
ligand_201,-5.526,-4.584,-5.526,OTHERS
ligand_202,-6.792,-4.457,-6.792,OTHERS
ligand_203,-6.569,-4.385,-6.569,OTHERS
ligand_204,-6.314,-4.158,-6.314,OTHERS
ligand_205,-5.813,-4.863,-5.813,OTHERS
ligand_206,-4.263,-4.018,-4.263,OTHERS
ligand_207,-4.069,-3.661,-4.069,OTHERS
ligand_208,-5.09,-4.194,-5.09,OTHERS
ligand_209,-5.092,-3.739,-5.092,OTHERS
ligand_20,-4.753,-3.668,-4.753,OTHERS
ligand_210,-3.925,-3.64,-3.925,OTHERS
ligand_211,-4.937,-4.109,-4.937,OTHERS
ligand_212,-4.185,-3.917,-4.185,OTHERS
ligand_213,-5.936,-4.746,-5.936,OTHERS
ligand_214,-5.81,-3.768,-5.81,OTHERS
ligand_215,-5.248,-5.231,-5.248,OTHERS
ligand_216,-4.739,-3.85,-4.739,OTHERS
ligand_217,-6.423,-3.774,-6.423,OTHERS
ligand_218,-3.856,-3.453,-3.856,OTHERS
ligand_219,-4.743,-3.759,-4.743,OTHERS
ligand_21,-4.412,-3.315,-4.412,OTHERS
ligand_220,-4.812,-3.31,-4.812,OTHERS
ligand_221,-5.036,-4.263,-5.036,OTHERS
ligand_222,-4.915,-4.416,-4.915,OTHERS
ligand_223,-4.545,-3.739,-4.545,OTHERS
ligand_224,-5.524,-4.608,-5.524,OTHERS
ligand_225,-4.324,-3.823,-4.324,OTHERS
ligand_226,-5.054,-4.126,-5.054,OTHERS
ligand_227,-4.463,-3.499,-4.463,OTHERS
ligand_228,-4.735,-3.891,-4.735,OTHERS
ligand_229,-4.638,-4.056,-4.638,OTHERS
ligand_22,-6.791,-4.842,-6.791,OTHERS
ligand_230,-5.147,-4.193,-5.147,OTHERS
ligand_231,-5.695,-5.516,-5.695,OTHERS
ligand_232,-4.705,-3.927,-4.705,OTHERS
ligand_233,-6.189,-4.318,-6.189,OTHERS
ligand_234,-4.747,-3.955,-4.747,OTHERS
ligand_235,-4.422,-3.907,-4.422,OTHERS
ligand_236,-4.521,-3.64,-4.521,OTHERS
ligand_237,-5.666,-4.535,-5.666,OTHERS
ligand_238,-4.463,-3.904,-4.463,OTHERS
ligand_239,-5.141,-3.815,-5.141,OTHERS
ligand_23,-6.698,-5.087,-6.698,OTHERS
ligand_240,-5.674,-4.8,-5.674,OTHERS
ligand_241,-4.438,-4.141,-4.438,OTHERS
ligand_242,-4.905,-3.957,-4.905,OTHERS
ligand_243,-5.582,-4.684,-5.582,OTHERS
ligand_244,-4.608,-3.384,-4.608,OTHERS
ligand_245,-4.332,-3.152,-4.332,OTHERS
ligand_246,-3.988,-3.121,-3.988,OTHERS
ligand_247,-5.13,-4.458,-5.13,OTHERS
ligand_248,-5.049,-4.331,-5.049,OTHERS
ligand_249,-5.579,-4.815,-5.579,OTHERS
ligand_24,-5.147,-4.394,-5.147,OTHERS
ligand_250,-4.811,-4.332,-4.811,OTHERS
ligand_251,-6.387,-4.597,-6.387,OTHERS
ligand_252,-4.786,-4.284,-4.786,OTHERS
ligand_253,-4.625,-4.043,-4.625,OTHERS
ligand_254,-4.989,-4.361,-4.989,OTHERS
ligand_255,-6.299,-3.644,-6.299,OTHERS
ligand_256,-4.958,-3.544,-4.958,OTHERS
ligand_257,-4.622,-4.036,-4.622,OTHERS
ligand_258,-5.001,-3.619,-5.001,OTHERS
ligand_259,-4.256,-4.02,-4.256,OTHERS
ligand_25,-6.487,-4.592,-6.487,OTHERS
ligand_260,-4.995,-4.631,-4.995,OTHERS
ligand_261,-5.074,-3.998,-5.074,OTHERS
ligand_262,-4.548,-2.879,-4.548,OTHERS
ligand_263,-5.061,-4.326,-5.061,OTHERS
ligand_264,-5.089,-4.587,-5.089,OTHERS
ligand_265,-5.819,-4.659,-5.819,OTHERS
