Ligand,Vina_Score,Vinardo_Score,Best_Score,Category
ligand_0,-4.473,-3.21,-4.473,OTHERS
ligand_100,-4.69,-3.687,-4.69,OTHERS
ligand_101,-4.224,-3.851,-4.224,OTHERS
ligand_102,-4.951,-4.236,-4.951,OTHERS
ligand_103,-5.493,-4.953,-5.493,OTHERS
ligand_104,-5.053,-4.374,-5.053,OTHERS
ligand_105,-5.859,-5.244,-5.859,OTHERS
ligand_106,-5.436,-3.831,-5.436,OTHERS
ligand_107,-5.12,-4.472,-5.12,OTHERS
ligand_108,-4.698,-4.208,-4.698,OTHERS
ligand_109,-5.751,-5.336,-5.751,OTHERS
ligand_10,-4.966,-3.836,-4.966,OTHERS
ligand_110,-6.255,-4.678,-6.255,OTHERS
ligand_111,-6.042,-4.612,-6.042,OTHERS
ligand_112,-4.216,-3.773,-4.216,OTHERS
ligand_113,-5.195,-4.25,-5.195,OTHERS
ligand_114,-5.208,-4.536,-5.208,OTHERS
ligand_115,-6.065,-3.947,-6.065,OTHERS
ligand_116,-4.692,-3.652,-4.692,OTHERS
ligand_117,-6.109,-4.999,-6.109,OTHERS
ligand_118,-5.466,-4.78,-5.466,OTHERS
ligand_119,-5.937,-5.742,-5.937,OTHERS
ligand_11,-5.469,-4.409,-5.469,OTHERS
ligand_120,-5.464,-4.532,-5.464,OTHERS
ligand_121,-5.491,-4.564,-5.491,OTHERS
ligand_122,-3.894,-3.395,-3.894,OTHERS
ligand_123,-5.116,-4.641,-5.116,OTHERS
ligand_124,-6.937,-4.754,-6.937,OTHERS
ligand_125,-4.6,-4.114,-4.6,OTHERS
ligand_126,-5.238,-4.212,-5.238,OTHERS
ligand_127,-5.96,-3.96,-5.96,OTHERS
ligand_128,-5.605,-4.454,-5.605,OTHERS
ligand_129,-4.332,-3.292,-4.332,OTHERS
ligand_12,-5.762,-4.478,-5.762,OTHERS
ligand_130,-5.128,-4.953,-5.128,OTHERS
ligand_131,-4.85,-3.957,-4.85,OTHERS
ligand_132,-4.723,-4.247,-4.723,OTHERS
ligand_133,-5.054,-3.866,-5.054,OTHERS
ligand_134,-4.976,-3.13,-4.976,OTHERS
ligand_135,-4.853,-3.518,-4.853,OTHERS
ligand_136,-4.775,-4.319,-4.775,OTHERS
ligand_137,-4.662,-3.767,-4.662,OTHERS
ligand_138,-4.189,-3.326,-4.189,OTHERS
ligand_139,-6.203,-4.821,-6.203,OTHERS
ligand_13,-5.218,-4.933,-5.218,OTHERS
ligand_140,-5.644,-3.804,-5.644,OTHERS
ligand_141,-4.762,-3.482,-4.762,OTHERS
ligand_142,-4.287,-3.892,-4.287,OTHERS
ligand_143,-4.936,-3.751,-4.936,OTHERS
ligand_144,-5.752,-5.119,-5.752,OTHERS
ligand_145,-5.644,-3.403,-5.644,OTHERS
ligand_146,-4.888,-3.428,-4.888,OTHERS
ligand_147,-4.673,-3.879,-4.673,OTHERS
ligand_148,-6.906,-5.334,-6.906,OTHERS
ligand_149,-5.184,-4.066,-5.184,OTHERS
ligand_14,-4.986,-4.16,-4.986,OTHERS
ligand_150,-6.273,-4.282,-6.273,OTHERS
ligand_151,-6.425,-3.687,-6.425,OTHERS
ligand_152,-5.555,-4.929,-5.555,OTHERS
ligand_153,-5.015,-4.736,-5.015,OTHERS
ligand_154,-5.044,-4.392,-5.044,OTHERS
ligand_155,-4.145,-3.091,-4.145,OTHERS
ligand_156,-4.957,-3.048,-4.957,OTHERS
ligand_157,-5.666,-5.253,-5.666,OTHERS
ligand_158,-5.065,-4.445,-5.065,OTHERS
ligand_159,-5.443,-4.116,-5.443,OTHERS
ligand_15,-5.121,-4.335,-5.121,OTHERS
ligand_160,-4.283,-3.998,-4.283,OTHERS
ligand_161,-4.972,-3.797,-4.972,OTHERS
ligand_162,-6.543,-6.003,-6.543,OTHERS
ligand_163,-4.227,-3.165,-4.227,OTHERS
ligand_164,-5.523,-3.84,-5.523,OTHERS
ligand_165,-4.85,-4.263,-4.85,OTHERS
ligand_166,-4.488,-3.697,-4.488,OTHERS
ligand_167,-5.112,-4.654,-5.112,OTHERS
ligand_168,-6.155,-4.331,-6.155,OTHERS
ligand_169,-4.711,-4.263,-4.711,OTHERS
ligand_16,-4.402,-3.561,-4.402,OTHERS
ligand_170,-4.497,-3.835,-4.497,OTHERS
ligand_171,-4.098,-3.077,-4.098,OTHERS
ligand_172,-5.92,-4.721,-5.92,OTHERS
ligand_173,-4.573,-3.349,-4.573,OTHERS
ligand_174,-6.03,-4.414,-6.03,OTHERS
ligand_175,-5.206,-4.221,-5.206,OTHERS
ligand_176,-5.264,-4.914,-5.264,OTHERS
ligand_177,-5.28,-4.951,-5.28,OTHERS
ligand_178,-4.168,-3.722,-4.168,OTHERS
ligand_179,-4.213,-3.613,-4.213,OTHERS
ligand_17,-4.71,-3.655,-4.71,OTHERS
ligand_180,-5.375,-4.401,-5.375,OTHERS
ligand_181,-5.56,-4.773,-5.56,OTHERS
ligand_182,-5.075,-4.385,-5.075,OTHERS
ligand_183,-5.04,-4.257,-5.04,OTHERS
ligand_184,-4.851,-4.033,-4.851,OTHERS
ligand_185,-4.74,-4.218,-4.74,OTHERS
ligand_186,-4.219,-4.057,-4.219,OTHERS
ligand_187,-6.332,-4.558,-6.332,OTHERS
ligand_188,-4.635,-4.311,-4.635,OTHERS
ligand_189,-5.056,-3.684,-5.056,OTHERS
ligand_18,-4.305,-3.967,-4.305,OTHERS
ligand_190,-4.321,-3.339,-4.321,OTHERS
ligand_191,-4.851,-4.365,-4.851,OTHERS
ligand_192,-4.117,-3.348,-4.117,OTHERS
ligand_193,-5.095,-4.504,-5.095,OTHERS
ligand_194,-5.833,-4.381,-5.833,OTHERS
ligand_195,-4.387,-4.238,-4.387,OTHERS
ligand_196,-4.616,-3.933,-4.616,OTHERS
ligand_197,-4.918,-4.577,-4.918,OTHERS
ligand_198,-5.047,-4.667,-5.047,OTHERS
ligand_199,-5.779,-5.392,-5.779,OTHERS
ligand_19,-5.294,-4.516,-5.294,OTHERS
ligand_1,-4.509,-3.32,-4.509,OTHERS
ligand_200,-5.091,-4.303,-5.091,OTHERS
