seed,fragment_set,c_puct,policy_temperature,n_iterations,max_steps,best_smiles,best_reward,elapsed_s
13,all,1.414,0.8,1000,8,CC(C(N)=O)(C(N)=S)C1(C2(C=O)CCC2)CCNCC1,0.6996,16.80
