partition,model,descriptor_mode,seed,fold,best_val_auc,test_auc,test_ap,test_f1,test_bacc,n_test
novel_202,GIN-TFP,native,0,0,0.9189366141449025,0.803850974978062,0.9214926107367569,0.8825161887141536,0.6187761953289642,3871
novel_202,GIN-TFP,native,0,1,0.9139376455929357,0.8480626376919407,0.9285394093219684,0.8518000699056274,0.7419283723325598,4018
novel_202,GIN-TFP,native,0,2,0.9210620173731641,0.7805798486814483,0.8597031208670434,0.8117956423741548,0.6743641020908218,3787
novel_202,GIN-TFP,native,0,3,0.9208136094674556,0.8267031916517844,0.9337311512980802,0.866189111747851,0.6275853952494194,4298
novel_202,GIN-TFP,native,0,4,0.9063302240176991,0.7548430065354576,0.9194908902005372,0.9219691403379868,0.6362866002497197,3862
novel_202,GIN-TFP,native,1,0,0.9056561641694394,0.845821097470806,0.9207798048466296,0.8682144076476613,0.7616720399689876,4061
novel_202,GIN-TFP,native,1,1,0.9277627280195145,0.7687537696507201,0.8622966736395982,0.7797107524627961,0.692365761605347,3698
novel_202,GIN-TFP,native,1,2,0.9159133300237594,0.7824279410436982,0.9380651169269582,0.8986572438162544,0.6312377469947893,4136
novel_202,GIN-TFP,native,1,3,0.9125823364303316,0.7579637106619026,0.912649212753508,0.9052197802197802,0.6366455207898801,4241
novel_202,GIN-TFP,native,1,4,0.9180822445301344,0.8076185923566417,0.887863123662775,0.8546080028969762,0.6970599700663321,3700
novel_202,GIN-TFP,native,2,0,0.9164515828709172,0.8047873171785311,0.902665873732472,0.8609271523178808,0.6790821071568365,4699
novel_202,GIN-TFP,native,2,1,0.9036340227170947,0.9221195715515389,0.9607784168468139,0.9070617664036944,0.8354209640932893,3675
novel_202,GIN-TFP,native,2,2,0.9200242282382171,0.8294207264411018,0.9289573485352616,0.8354755784061697,0.7459045276474612,3876
novel_202,GIN-TFP,native,2,3,0.9210630100979218,0.7906988379641153,0.9022358961062931,0.8248201438848921,0.6939960410214832,3898
novel_202,GIN-TFP,native,2,4,0.9242704540275588,0.7530721517087983,0.9363236866018603,0.893029232251847,0.6550010591724333,3688
novel_202,GIN-TFP,native,3,0,0.9226004972976131,0.7984555038337043,0.912863172047561,0.8484953905026961,0.7070453353269422,3881
novel_202,GIN-TFP,native,3,1,0.9169968606175134,0.8365623012111862,0.9467314801732319,0.8661916072842438,0.7164184152998496,4091
novel_202,GIN-TFP,native,3,2,0.9170601411936808,0.8030240217383573,0.8984743764166352,0.8512999365884591,0.6601779756866148,4094
novel_202,GIN-TFP,native,3,3,0.9201198471561213,0.8331117091208506,0.9384526976602027,0.8798976491284184,0.6883465857099713,3915
novel_202,GIN-TFP,native,3,4,0.9093226233620326,0.8094077600437772,0.8880790414406062,0.8498355864084765,0.7406020885552105,3855
novel_202,GIN-TFP,native,4,0,0.9047896808695006,0.8287246951704285,0.9415914829866681,0.8850058245964387,0.6541393638121061,3657
novel_202,GIN-TFP,native,4,1,0.9143684523064196,0.8210719221294237,0.9497775465458581,0.9022409873335498,0.6908399927897615,3686
novel_202,GIN-TFP,native,4,2,0.9110450192775124,0.8249122546960826,0.8865762185170363,0.8319157553665452,0.7340764714117483,3656
novel_202,GIN-TFP,native,4,3,0.9156494365466084,0.7905605447767035,0.877130081173014,0.8417011222681631,0.6768214214566747,4553
novel_202,GIN-TFP,native,4,4,0.9090952742947025,0.8408589055444463,0.9450619753080511,0.8889544314997788,0.7366686212305734,4284
