step,mpo_pred,log_posterior,latent_1,latent_2
48,0.7331452741525746,-5.975299637686789,9.5958960212643,4.031193596876079
49,0.7378355083442708,-5.848271391731471,9.670839411237074,4.002705190237822
50,0.7338932667079533,-5.830690426112833,9.587099588854327,3.943265155017948
51,0.7338932667079533,-5.830690426112833,9.587099588854327,3.943265155017948
52,0.7348452762050924,-5.713063557859288,9.521671261185572,3.9860541990874396
53,0.7375998781269324,-5.684313213577691,9.628393502842771,3.9529053818777142
54,0.7357237964268102,-5.710764175228242,9.63533161635605,3.968924441209422
55,0.7366604399260372,-5.583790995478163,9.42803327275692,3.8571860299104612
56,0.7340657246340078,-5.745160748598842,9.387325449121887,3.8287496461064516
57,0.7378973946986661,-5.628444241928969,9.409633423384415,3.9720710967670687
58,0.7375857930254427,-5.6586186209767995,9.324479704465839,4.038629620398412
59,0.7375857930254426,-5.6586186209767995,9.324479704465839,4.038629620398412
60,0.7377364712515058,-5.800801504758424,9.566521205690579,4.0821180475447765
61,0.7357867456034585,-6.175339247115165,9.600985728314184,4.148950649355577
62,0.7365225886853787,-6.240359035139946,9.74136786752084,4.1046970781663585
63,0.7375357490391129,-6.163927314206213,9.786601262585153,3.948121170948307
64,0.73874430131741,-6.038649814794594,9.703978315948758,3.9728877610592015
65,0.7387443013174098,-6.038649814794594,9.703978315948758,3.9728877610592015
66,0.7367227984859045,-6.0732114840882065,9.579531137188651,3.8840080297361097
67,0.7380921873994197,-5.847937798661442,9.51423952272218,3.9388508218190896
68,0.7350953069494003,-5.96045884146886,9.368757274196401,4.0724694318203065
69,0.7370184254403835,-5.944475426145557,9.440196922459467,4.272199084895106
70,0.7417805431000762,-5.6888452081479075,9.622326807540778,4.107023170077179
71,0.7734619002337698,-4.535874195628246,9.67386784783086,4.049269281341614
72,0.7734619002337701,-4.535874195628246,9.67386784783086,4.049269281341614
73,0.7737784128220148,-4.560893880366587,9.698032299998534,3.987871601202324
74,0.7671575314675774,-4.800168994632574,9.656868467776913,4.124135865182658
75,0.7677113200129716,-4.820763477152456,9.628246172792846,4.105143481080432
76,0.770532638189627,-4.754939479974068,9.594513656585995,4.09094315963968
77,0.7705326381896274,-4.754939479974068,9.594513656585995,4.09094315963968
78,0.7734738038515887,-4.547596100061115,9.592757373938252,4.000700850160429
79,0.7693924361912394,-4.577190211555561,9.336282939756195,4.079185253821243
80,0.7744783116495843,-4.446954669062839,9.375053253882397,4.062492460810386
81,0.7732905156409597,-4.5083048845278695,9.454133426000297,4.212329904840059
82,0.7717490778341851,-4.510906825932148,9.375891792604152,3.9802943036014446
83,0.7696635282705374,-4.584528227879185,9.480809154748288,3.882698421989954
84,0.7661058785685039,-4.929672291075522,9.47960068966946,3.8616294205536383
85,0.7609066540073092,-4.799175726355797,9.251526905132268,3.711965551563306
86,0.763734654523462,-4.767228927860384,9.296308276804538,3.7177929846568505
87,0.7728064683841246,-4.319601420640538,9.134321077365362,3.4930661291227647
88,0.7728064683841247,-4.319601420640538,9.134321077365362,3.4930661291227647
89,0.7664678233127652,-4.539631403825014,9.247925945720905,3.400981089341852
90,0.7665931490928652,-4.572304430456885,9.282005086521115,3.2226199763704337
91,0.7664107097091017,-4.794120230892092,9.41706759861638,3.2238252944306165
92,0.7648825200874917,-4.949506245604005,9.596823715280845,3.3132466272819574
93,0.7642592851393046,-5.0751296574760305,9.47179216138853,3.3643688087367107
94,0.7633963653188226,-5.040289879715802,9.387287628591615,3.255998926000905
95,0.7637900325809316,-5.123353421057821,9.355376968890525,3.277722045481957
96,0.7637900325809315,-5.123353421057821,9.355376968890525,3.277722045481957
97,0.7637900325809317,-5.123353421057821,9.355376968890525,3.277722045481957
98,0.7641171930130752,-4.904082798350329,9.265942364282772,3.245095844979653
99,0.7640771446969677,-4.714655461770471,9.256612499317423,3.2582016275842673
100,0.7635264167265094,-4.601359813831761,9.207637481027303,3.3490617635734785
101,0.7635283979195661,-4.5938644616104956,9.274294747888257,3.2508598215904483
102,0.7633069634189159,-4.474645263488772,9.233600373011,3.1923724080971483
103,0.7641342688414218,-4.332585739088335,9.037741228971298,3.191140478804217
104,0.7647607574466706,-4.325566725399899,8.920544069681219,3.081808093015479
105,0.7642610775801431,-4.440247781827931,8.864771180931697,3.040969230290006
106,0.7351397443238042,-5.629515646465286,8.903740351463698,3.051224548662633
107,0.7346513713055814,-5.699678211335563,8.796115831431822,2.976048963881283
108,0.7358039114601582,-5.741348177341832,8.93245870264039,2.787969121083877
109,0.7358185109895793,-5.7528370015931465,8.973837934359413,2.7647421880914536
110,0.7338100607344219,-5.951542002468016,8.858751483440855,2.7559545138498915
111,0.7372866527564056,-5.624434061709232,8.823181651883752,2.789538639543194
112,0.7372866527564057,-5.624434061709232,8.823181651883752,2.789538639543194
113,0.7390243558434066,-5.44427515476706,8.722947253814672,2.7785658943737648
114,0.7329979540613701,-5.750286681665619,8.694667678899915,2.767947701311507
115,0.7334069631404943,-5.672971900141784,8.739048949838226,2.8142846819147755
116,0.7364656599501364,-5.591396879178229,8.772152965337845,2.7840227059677307
117,0.7366552423372071,-5.586642587997195,8.80742498164048,2.8607049931461552
118,0.7369307920693268,-5.569205923292767,8.870816019413855,2.861004322266151
119,0.7365076547351815,-5.503991602330157,9.01504649853248,2.8109298478904594
120,0.7369980954220601,-5.469750413528676,9.077016695080728,2.84491738400973
121,0.7364297162776622,-5.59722545399171,9.080622687760506,2.8444540867872954
122,0.736054448767675,-5.7069885446389215,9.179236319456583,2.788676952188353
123,0.7367674974802612,-5.57375897134896,9.093315717599026,2.734910694498051
124,0.7358746526362057,-5.80882688070546,9.337828732104917,2.597179128946014
125,0.7359889203910055,-5.642268105658037,9.292181617682445,2.710402586163939
126,0.7346412310822519,-5.654475086761979,9.272493047812054,2.5989408898571464
127,0.7346125936640251,-5.723808828694478,9.416023063476597,2.6233161378973113
128,0.7356008256266744,-5.802400678382068,9.48134755180472,2.59564612888874
129,0.7359448434183037,-5.844524241932712,9.530803217337006,2.693012480023149
130,0.7366461362331974,-5.927156116163484,9.39522182022435,2.6135525345106436
131,0.7359520961259504,-5.895784433419012,9.403120691858351,2.7269205823863136
132,0.7357957725073341,-6.197357336821483,9.379537755640866,2.7085030077347914
133,0.7359183508494985,-6.334409062982631,9.310952488023203,2.8466737670725712
134,0.73744035247667,-6.334528451983581,9.078991415348082,2.6465191926287033
135,0.7374480831487248,-6.246089710139425,9.097397198475239,2.7427849498773873
136,0.7387329647901628,-6.146860503817148,8.85230998562123,2.6010165328614305
137,0.7369707853731985,-6.038504215535973,9.09805239482882,2.781190727636145
138,0.7370503716379907,-6.213737451894495,9.089567341662619,2.6211701427317973
139,0.7370757617328803,-6.242850551056789,9.15285313312335,2.620106275069978
140,0.7370803977085679,-6.449292635446296,9.127187721483374,2.6951184562836725
141,0.7376149468520562,-6.320998260405559,9.07856830841347,2.7371411272311312
142,0.7345752513555135,-6.383942119070231,9.108319415532025,2.8258170326716052
143,0.7372599547579995,-6.460303080621138,8.988783518102215,2.9583126006097684
144,0.7354652565423472,-6.4004984818845605,8.931118788878846,3.014266637671385
145,0.7386850500719252,-6.457039641662508,8.851866205833055,3.016925171803995
146,0.7383569385647737,-6.144716258324466,8.956353487078498,3.023723834409104
147,0.7378369434461041,-6.013689908163111,8.87666238814883,3.053920908661031
148,0.7376287977995236,-5.989770870136743,8.97659602139628,3.0636622499568094
149,0.7384031456426865,-6.196368444839239,9.041620921954115,3.123017719447366
150,0.7384031456426863,-6.196368444839239,9.041620921954115,3.123017719447366
151,0.738547466325985,-6.279439094224077,8.90898131162226,3.1206943483623295
152,0.7362835093784856,-6.275389902681882,8.993529622470446,2.963132415645268
153,0.738774210312652,-6.024235173328348,9.068915129463814,2.9380221568415767
154,0.7380660409118346,-6.230972832120406,9.149372159622297,2.8705107616272305
155,0.7389595814402741,-5.889076340741218,9.07332127481516,2.814435345218456
156,0.7370025194903976,-5.906398105937389,9.060940345382194,2.8886382355164053
157,0.7362614930674467,-5.782005182444323,9.126729146425513,3.159712788238238
158,0.7356165168659047,-5.9606967307499605,9.357713588634521,3.1923971352770404
159,0.734941380498397,-5.923777508418107,9.429900103412244,3.3836926160502157
160,0.7357451845533786,-5.963545778260976,9.5215312475197,3.2103717057293175
161,0.7334028573972982,-5.828171639449702,9.370055769940347,3.2932838128359228
162,0.7695019854958748,-4.287181205931647,9.399178911625086,3.4406449520612323
163,0.7710536862755553,-4.342648653653707,9.524054688866137,3.3319881661021733
164,0.7671585276423489,-4.527709077515663,9.710286445005625,3.392253410732823
165,0.7682159737846677,-4.5007893320428956,9.652221304731066,3.461720471895664
166,0.7735010090340121,-4.28731998412214,9.495428263088016,3.5878142042519623
167,0.7699378432056987,-4.393774080699067,9.473705647266149,3.5668733215480013
168,0.7712472950950381,-4.318869596228528,9.548255537918648,3.5397805085322207
169,0.7701881531599614,-4.171523827739181,9.25269365548414,3.415048761562804
170,0.7710774976448639,-4.096569101763648,9.281697695132493,3.6476267407509724
171,0.7710774976448639,-4.096569101763648,9.281697695132493,3.6476267407509724
172,0.7670693402208728,-4.108162703650032,9.196321772873752,3.693597336252471
173,0.7683334229156014,-4.141600127284769,9.308826165044554,3.69225575755999
174,0.7675399124111348,-4.153123055170143,9.353823999179209,3.7485870649116326
175,0.7682745429781044,-4.160875953981824,9.371698095507842,3.686957756092422
176,0.7683247464908901,-4.305831334409488,9.442895797806948,3.56880984929954
177,0.7715824353798558,-4.224596954261997,9.438582438842857,3.7685612670800164
178,0.7715824353798557,-4.224596954261997,9.438582438842857,3.7685612670800164
179,0.7687361316261248,-4.199786266812743,9.396136167864668,3.8764491709829905
180,0.7687361316261249,-4.199786266812743,9.396136167864668,3.8764491709829905
181,0.7680767212091552,-4.258923146337823,9.480128428377949,3.900144709854915
182,0.762373598153961,-4.354069425022326,9.323422603354405,3.827710457914095
183,0.7621410875347443,-4.359003214875003,9.308841557545524,3.7885064783270215
184,0.7620647957500625,-4.428614380811953,9.381813124923895,3.629796648247197
185,0.7612742005168837,-4.503522640114584,9.484691216898446,3.408377911142897
186,0.7613798558392266,-4.35581580924484,9.250256886056558,3.5026544912654245
187,0.7603574302091296,-4.44585954494608,9.288053985856028,3.5479083331633836
188,0.7593022751431819,-4.430403799810737,9.14587762092157,3.5166727889977967
189,0.7618989265208921,-4.401351146765904,9.120640208423122,3.5124149268933524
190,0.7671136232341687,-4.135428988991323,9.044621199561231,3.5701551846452775
191,0.7671136232341688,-4.135428988991323,9.044621199561231,3.5701551846452775
192,0.7617860439118272,-4.326215981054815,8.868099168030946,3.6675370918170085
193,0.7614773733994503,-4.304091169140999,8.873444959292694,3.6556202080842164
194,0.7622369907915411,-4.312553857949956,8.834881961140377,3.631975566087765
195,0.7628747316462892,-4.2811561141742285,8.824615752036314,3.8118043361800713
196,0.7619296223348346,-4.2888195949917955,8.81568371176624,3.6519990986524
197,0.7623664251631408,-4.291963375629228,8.787623667082434,3.501932158374216
198,0.7626579092607322,-4.407421539752488,8.773484116868053,3.5892378183834905
199,0.7623041697670142,-4.6180479064318645,9.010944771870696,3.4154663588697773
200,0.762304169767014,-4.6180479064318645,9.010944771870696,3.4154663588697773
201,0.7629143128110392,-4.57715989233898,9.023604442898465,3.357098323189159
202,0.7613314401579951,-4.760686043003047,9.215899062305123,3.469833799353401
203,0.7619238786457329,-4.719241869961213,9.194461551334612,3.3256359257894
204,0.7616583132936525,-4.843433506527058,9.15559823322793,3.473375292286867
205,0.7614281829223353,-5.013529647179525,9.244883814860227,3.3959242861355277
206,0.7609426533984557,-5.1573141551953094,9.141812111666994,3.4029661988682567
207,0.7609426533984557,-5.1573141551953094,9.141812111666994,3.4029661988682567
208,0.7617957970269009,-4.927963287488587,9.007131856789037,3.4240328866407186
209,0.7654322402137317,-5.068330575953496,9.075907969949025,3.5453212558130343
210,0.7625301400689904,-5.253752104207858,9.045831511464351,3.360105070272914
211,0.7625301400689907,-5.253752104207858,9.045831511464351,3.360105070272914
212,0.7619560539988791,-5.20771625412566,8.848448124478455,3.387485454805266
213,0.7644843150842058,-4.991728539710564,8.822365278637998,3.1767165160438258
214,0.7635169171560581,-4.976178661031185,8.978246903417906,3.08910552362103
215,0.7626979217131489,-4.902634171328755,8.987043193051006,3.1110640163390246
216,0.7633719417242234,-4.918275464844665,8.837305876041553,2.980034341362481
217,0.7632345060089076,-4.899000267429712,8.807372085266381,3.0472457728721243
218,0.7634905279227454,-4.855728472256492,8.87293389138352,2.9387847106285006
219,0.7637007449575649,-4.891843736646441,8.835856074437313,2.96234169769249
220,0.76266363061995,-4.751946344228373,9.01674752864559,3.1048745920395207
221,0.7630504521433041,-4.893776323522351,9.043421145443254,2.998518619096049
222,0.76273709079006,-4.9451433835054885,9.016779792035736,2.9403592256678883
223,0.760817854394813,-4.954113628134178,9.003777185885887,3.0022697275143737
224,0.7642939277647348,-5.35939566986182,9.058963063039016,2.7105537394446673
225,0.7611000662009108,-5.695274642601716,9.161653637671078,2.5184032863898036
226,0.7615112420225091,-5.488325894319485,8.989737524283473,2.4780440745378702
227,0.7608522317730794,-5.608775083295825,8.922010105882546,2.3978821904610252
228,0.7615621053914027,-5.663572026754651,8.83109981702221,2.310760583258444
229,0.761402664827548,-5.851332402855675,8.921906101374008,2.190490924668341
230,0.7617114133331558,-5.8725697158817205,8.970415488223718,2.2143297621520834
231,0.7597022812755853,-5.772864929354367,8.836379867421599,2.291315451457619
232,0.7588023520258346,-5.884133241289554,8.839484587470453,2.266109169917283
233,0.758503209435351,-5.8400742640275,8.894016913667159,2.2892752143409347
234,0.7581649364821934,-5.833739727096987,9.11543217524635,2.2440801163555837
235,0.7590108901015595,-5.8651914883886445,9.004339065724777,2.3629585277909713
236,0.7605287704923848,-5.784314450124862,9.001530758214374,2.2969285161887725
237,0.761223035150103,-6.31098932489191,8.868183326340954,2.149747281056354
238,0.761433870049567,-6.397790848028647,8.828491942217175,2.161122096404968
239,0.7603482071247788,-6.654794045800341,9.020136429890716,2.084778164673902
240,0.7612135306415171,-6.532745819813487,8.897665952125662,2.200673122911592
241,0.762263487185385,-6.577239007759982,8.788376428015788,2.0559726652700907
242,0.7612072828630774,-6.848626329287964,8.841445821818262,2.0363722354855893
243,0.7612072828630775,-6.848626329287964,8.841445821818262,2.0363722354855893
244,0.7612125192645367,-6.8070569673634385,8.831917243116868,1.9895746041531601
245,0.7616427743438801,-6.812282186596243,8.841376496412638,2.068043475766329
246,0.761429093725916,-6.6645071108741964,8.91856392564962,2.0400757926530395
247,0.7611508432933981,-6.5193967686960725,8.968198229083693,2.131199597109934
248,0.7621425135911968,-6.627859978382244,9.045452209841969,2.186714165304417
249,0.7612130652335658,-6.143820143998644,9.087681111754504,2.293560372028847
250,0.7612412386903796,-5.774754823427341,9.11257450279417,2.37819077825962
251,0.7615445521832876,-5.669387747189974,9.040626348196314,2.308764402034813
252,0.7612481728018246,-5.629767789639725,8.955951938907912,2.2012071734205114
253,0.7622256344039144,-5.43822828783933,8.903798074429274,2.106811820948311
254,0.7610431237562799,-5.698295435074227,8.829960416341562,2.045194312530859
255,0.7621081410610632,-5.386350068657482,8.880733261505387,2.1054949978735267
256,0.7621005980257626,-5.243138411533964,8.882466724420517,2.093314475468193
257,0.7618308605969476,-5.2806464659593075,8.886147274330213,2.1106151894334158
258,0.7608869733253659,-5.256354321845904,8.895227276691218,2.1710943476884728
259,0.7610044512967739,-5.127626712166169,8.974266624387836,2.26905288180407
260,0.7619787204526788,-5.277710691059353,8.909340332426822,2.120496681480963
261,0.7614894890100321,-5.1171439163191454,8.967268529558915,2.3390830581227253
262,0.7623202610808302,-5.132590671422147,8.86287412241205,2.33517316600107
263,0.7614859018588204,-5.271362657351136,8.912103813605853,2.273121303936204
264,0.7622892110523023,-5.132157728652518,8.67397707959366,2.376499920730094
265,0.7616488819853146,-5.117590053680932,8.59549915487806,2.390320433665422
266,0.7592605950064448,-5.242524362043032,8.54995102999258,2.4319572484793173
267,0.7632977006873767,-5.22129240110724,8.495297250689742,2.2335429261664177
268,0.7589812742366864,-5.1848346243198336,8.565046081881842,2.4612859710220274
269,0.7584662675444218,-5.19701617007261,8.681540526400655,2.554060210977148
270,0.759948068294368,-4.980084387849719,8.63807057902834,2.5909960169471384
271,0.7622004162368728,-4.773264010917447,8.665994734421696,2.7278744801374946
272,0.7616393602138309,-4.786249164187343,8.638955040212153,2.7698209694228195
273,0.7616393602138308,-4.786249164187343,8.638955040212153,2.7698209694228195
274,0.7616393602138307,-4.786249164187343,8.638955040212153,2.7698209694228195
275,0.7619034941366786,-4.798332122474593,8.62131844516322,2.7006439951225882
276,0.7619034941366788,-4.798332122474593,8.62131844516322,2.7006439951225882
277,0.7612902789219431,-4.744020167553012,8.874508912937438,2.84865391549398
278,0.7598484006486608,-4.777612869264511,8.863031118037245,3.0079451244062607
279,0.762294273282186,-4.743214299202227,8.942065176215715,2.85465863657099
280,0.7629840473921579,-4.957740297005457,8.937565655451415,2.6585740767240367
281,0.758146524940686,-5.0726596242178905,8.87314483041277,2.7174444045455517
282,0.7598475828356486,-5.261027723087558,8.837686075687634,2.4802248517392003
283,0.7577651473422438,-5.59562860717898,8.76318778181507,2.4170162694583093
284,0.7578062371264667,-5.440814142750046,8.87656670907147,2.6277047427861238
285,0.7582177742357115,-5.564424341673815,8.886813945781785,2.6034428380460963
286,0.7584620401696728,-5.1760214114580405,8.789652068480489,2.6774120888873885
287,0.7584678141211029,-5.262400581716707,8.736143353142818,2.6370958211943836
288,0.7585363061510539,-5.469427369890523,8.544483606390997,2.51115451452377
289,0.7585913156060671,-5.509266104902175,8.61067836533405,2.5127674560513706
290,0.7585484362919995,-5.288122996184503,8.63184974375111,2.588982380247239
291,0.758600494801418,-5.190840704282435,8.620417526950634,2.5996928832481863
292,0.7608517924400915,-5.1056771240802075,8.544218374567935,2.7087588768569995
293,0.7626463024554931,-4.864553718209652,8.569109734435438,2.8096257124524833
294,0.7624851725911254,-4.896126436092207,8.538397027126859,2.7494796312965826
295,0.7418954838192034,-5.758016569079913,8.593921034554802,2.5783323153235367
296,0.7257423880301928,-6.710052035011753,8.556779260946595,2.6865675083027103
297,0.7254479316403958,-6.827732050856156,8.469783513644547,2.6000332250925267
298,0.7254479316403958,-6.827732050856156,8.469783513644547,2.6000332250925267
299,0.7624773102792529,-4.945065593666341,8.26128068397656,2.638936984135903
300,0.7403601676375323,-5.791280384006489,8.265886497834272,2.7717526462254827
301,0.7281112642364459,-6.392645953503566,8.49318568043221,2.8357462628055616
302,0.7283472468225255,-6.324636394744685,8.630419914718862,2.7366356312468265
303,0.7411878336860623,-5.466826501031904,8.771436114249056,2.767576915222819
304,0.7583434220483933,-4.678711804150582,8.689165911941146,2.891365284014692
305,0.7588785733144194,-4.691601411047144,8.709636580543199,3.009260741873857
306,0.758825837010762,-4.742487946660296,8.649338749286498,2.9700381405818286
307,0.758942151607834,-4.686388467552037,8.581029569127981,3.123773895771609
308,0.7588067227630889,-4.650682687334633,8.57678618812007,3.132789578538366
309,0.7587598682111569,-4.622847445149729,8.55539087373399,3.1992188087439293
310,0.7574594478754914,-4.690863446626234,8.53974872581966,3.3632542181337604
311,0.7561793753850501,-4.8380802122631215,8.537678089409036,3.304662397088602
312,0.7599363340882648,-4.823904400104112,8.39479654598641,3.2624062988087275
313,0.7590695156568906,-4.8092037130454965,8.538394358466586,3.2159682595891828
314,0.7565733069307673,-4.810964095046349,8.583793921611282,3.3392546339200835
315,0.759266726215773,-4.764831008573486,8.712478147875832,3.1482783433454555
316,0.7592583559391499,-4.822185802121576,8.76200544248269,3.162841374779844
317,0.7593278430255088,-4.767616383476275,8.744384136586493,3.202872365610811
318,0.7593278430255085,-4.79907176747138,8.630363450921378,3.1887320985282734
319,0.7591988712111417,-4.860159623737884,8.456902301227657,3.206696766606279
320,0.7575630132782409,-4.936250710617095,8.326708844211307,3.379438595269089
321,0.7547622522311139,-5.285744794544153,8.241415062432079,3.444196005575258
322,0.7558585443571074,-5.483115319371685,8.31639161779789,3.4833456093100685
323,0.7554315179276728,-5.781754131709898,8.391406444121124,3.570543159281969
324,0.7556471103773246,-5.5105731129736455,8.566671199576218,3.6531145234245
325,0.7551382357698004,-5.372301469897931,8.830145275017719,3.7087057265544443
326,0.7548474472968156,-5.386084320092882,8.936743037992033,3.7471825809749437
327,0.7554525156568408,-5.227815888218651,8.858163411053756,3.6955528212887927
328,0.7555175109946227,-5.3758577797783405,8.832202007919179,3.7925332700279673
329,0.7556308780659203,-5.51049947991025,8.694597674761864,3.7291001706754128
330,0.7557652292709659,-5.457006128839906,8.769884891476751,3.8134176016776795
331,0.7545818811533263,-5.0620881591923395,8.954099957333577,4.005867205378937
332,0.7544101577543928,-5.026332899802858,9.003426736717486,3.995113830952331
333,0.7587402998003168,-5.024919820857923,9.061466333203347,4.0682951703844195
334,0.7551392395093144,-5.112470671976279,9.045953304250107,4.211387072266855
335,0.7559550831550634,-5.2346450003900555,8.956974271620387,4.064523129235326
336,0.7551634678029091,-5.44776691768071,8.96343323731471,4.121747371254053
337,0.7557355410481087,-5.318585550245902,8.909713857913369,4.038618787658946
338,0.7559286958727295,-5.392024259298788,8.940060547995035,4.0897701578508645
339,0.7557099973683253,-5.655515678136517,8.876237835207462,4.023452782787188
340,0.7554997588527442,-5.762918411872433,8.73558777250624,4.125575011709101
341,0.755887293596453,-5.924517050993353,8.687088800080067,4.314367408862047
342,0.7564331288072106,-5.942435465845584,8.778304039677746,4.242167954888376
343,0.7605656386824365,-5.7843373968125364,8.643261897872208,4.2110040114934035
344,0.7642202527301946,-5.638252018869124,8.466565708059202,4.353166709301624
345,0.7652042132476014,-5.642435335716095,8.453355586777889,4.375882989140371
346,0.7652542205293288,-5.663097128784602,8.420543669657894,4.124273469563095
347,0.7622479127268961,-5.737501838517613,8.417800334239521,4.154717021844476
348,0.7615563942594653,-5.781664330672128,8.520605690779439,4.14938673494536
349,0.7642559707309675,-5.752332457055119,8.750572097740923,4.140413657954198
350,0.769867498696034,-5.554208166163046,8.90917248083691,4.162611935721825
351,0.7726760976311545,-5.50324012793118,8.832526297417143,4.041606650752922
352,0.7753562976973609,-5.450246983387114,8.677743014143152,4.015070639921496
353,0.7744336718889666,-5.457961078596245,8.642418644960392,3.9729553416557803
354,0.7727774166005086,-5.5041411266446545,8.589284011613508,3.768482515355298
355,0.7724300956014819,-5.559594366506242,8.453457672127628,3.684387601488252
356,0.7730358132258903,-5.560231491423676,8.467368846103788,3.6747992412316552
357,0.7728479170566016,-5.556924665116679,8.430017446385703,3.7233295695379693
358,0.7731498681097839,-5.567744218766407,8.42244029873972,3.678212033814028
359,0.7733653942492739,-5.497679625938778,8.669621206345267,3.695262852415993
360,0.7685461001944487,-5.595140177301514,8.755525812163041,3.716037912177405
361,0.7685461001944488,-5.595140177301514,8.755525812163041,3.716037912177405
362,0.7713102032801359,-5.5100504942619795,8.770933811377928,3.8129788912522256
363,0.7726141232637334,-5.483856509022219,8.9037816924571,3.747330280570353
364,0.7725801513590376,-5.462558337590853,8.896710133284653,3.7517961086666998
365,0.7768785701441319,-5.2641946457701865,9.058308375700857,3.8297490507438448
366,0.7768785701441318,-5.2641946457701865,9.058308375700857,3.8297490507438448
367,0.7707716288704499,-5.4270917838633554,9.09527896826477,3.8965908192724457
368,0.7720331462535059,-4.864625808284575,9.149022353687505,4.0938104144668275
369,0.7721322487212537,-4.858615724845542,9.232583846476128,4.0824187751615195
370,0.7716965446455897,-4.803383615789295,9.171759873542399,4.0047713343466835
371,0.7725164366422977,-4.750414880141728,9.22723952571493,4.072432789524336
372,0.7718333440671635,-4.861778340071199,9.33366047460073,4.1412939596222245
373,0.7720558412371002,-5.0508994255405915,9.371662804505592,4.042588444168536
374,0.7710222478057444,-5.226234591598541,9.33593229847891,3.9063833610832708
375,0.7713657014522335,-5.353282075734221,9.315287722637857,4.008859034458348
376,0.7716240161586398,-5.448669614336428,9.363256775697609,4.040903985842952
377,0.7701571837597105,-5.154575774124485,9.40988965291465,3.9092114784796577
378,0.7677427090401409,-5.333921480399541,9.225477607797897,3.9347196828664335
379,0.7679242760770285,-5.250146503418262,9.11794876977576,4.021695801582929
380,0.7678878049611605,-5.300845739848655,9.22931474044989,3.9364264901194472
381,0.7679496298998666,-5.585084772154923,9.247898198201781,4.051364174215229
