seed,hypervolume,front_size,smiles,mpo,syba,sa,rrs,pns
16,1.1344,12,CCCCc1c(C)ccc(O)c1C1CCCCN1,0.8465,0.0000,3.0000,0.1935,1.0000
16,1.1344,12,COCc1ccc(O)c(-c2cccc(S(C)=O)c2)c1,0.9336,0.0000,3.0000,0.0000,1.0000
16,1.1344,12,CCOc1c(-c2cc(C)ccc2O)cc(C)c(C)c1CO,0.8965,0.0000,3.0000,0.1846,1.0000
16,1.1344,12,CCc1cc(C(C)O)cc(-c2c(OC)ccc(CCOC)c2C2CC(O)CCN2)c1O,0.5120,0.0000,3.0000,0.1977,1.0000
16,1.1344,12,COc1cc(O)ccc1Cc1cccc(C2CCO2)c1,0.9244,0.0000,3.0000,0.0530,1.0000
16,1.1344,12,COCCc1ccc(OC)c(-c2c(C)ccc(C)c2O)c1C1CCCCN1,0.7756,0.0000,3.0000,0.1974,1.0000
16,1.1344,12,COC(=O)c1c(CO)cc(C)c(OC)c1-n1ccnn1,0.8342,0.0000,3.0000,0.1972,1.0000
16,1.1344,12,CCc1cc(-c2c(C)cc(C)c(C)c2O)c(OC)cc1OC,0.8990,0.0000,3.0000,0.0957,1.0000
16,1.1344,12,COc1c(C)ccc(C)c1-c1cc(CC(OC)C2CCCCN2)ccc1OCO,0.6571,0.0000,3.0000,0.1975,1.0000
16,1.1344,12,CCOc1c(CO)cccc1-c1cc(C)ccc1OC,0.9180,0.0000,3.0000,0.0625,1.0000
16,1.1344,12,CCOc1c(CO)cc(C#N)cc1-c1cc(C)ccc1OC,0.9180,0.0000,3.0000,0.0625,1.0000
16,1.1344,12,CCOc1cc(O)cc(-c2cccc(C(F)(F)CF)c2C)c1,0.8570,0.0000,3.0000,0.1892,1.0000
