centroid_id,final_status,category,vina_affinity_kcal_mol,gate_inside_fraction,gate_triad_min_A,note
295,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
296,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
297,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
298,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
299,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
300,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
301,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
302,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
303,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
304,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
305,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
306,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
307,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
308,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
309,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
310,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
311,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
312,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
313,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
314,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
315,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
316,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
317,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
318,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
319,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
320,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
321,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
322,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
323,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
324,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
325,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
326,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
327,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
328,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
329,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
330,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
331,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
332,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
333,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
334,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
335,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
336,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
337,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
338,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
339,PASS,REMEDIATION_PASS_RAW_VINA,-5.408,1.0,7.435400056486537,"re-docked, biological gate verified (array 15016)"
340,PASS,REMEDIATION_PASS_RAW_VINA,-4.304,1.0,2.5485197664526757,"re-docked, biological gate verified (array 15016)"
341,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
342,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
343,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
344,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
345,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
346,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
347,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
348,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
349,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
350,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
351,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
352,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
353,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
354,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
355,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
356,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
357,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
358,PROTOCOL_EXCLUSION,PROTOCOL_EXCLUSION_UNSUPPORTED_ELEMENT_FOR_AD4,,,,boron-containing centroid; AutoDock4 atom types do not support B
359,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
360,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
361,EMBED_FAILURE,REMEDIATION_EMBED_FAILURE_ALL_STRATEGIES,,,,no ligand 3D embedding possible across all strategies
362,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
363,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
364,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
365,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
366,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
367,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
368,PROTOCOL_EXCLUSION,PROTOCOL_EXCLUSION_UNSUPPORTED_ELEMENT_FOR_AD4,,,,boron-containing centroid; AutoDock4 atom types do not support B
369,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
370,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
371,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
372,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
373,DOCKED_GATE_FAILED,REMEDIATION_DOCKED_GATE_FAILED,-6.103,1.0,11.336208052078083,rank-1 inside box but triad distance > 10.0 A
374,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
375,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
376,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
377,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
378,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
379,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
380,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
381,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
382,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
383,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
384,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
385,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
386,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
387,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
388,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
389,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
390,DOCKED_GATE_FAILED,REMEDIATION_DOCKED_GATE_FAILED,-5.268,1.0,11.712934730459313,rank-1 inside box but triad distance > 10.0 A
391,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
392,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
393,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
394,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
395,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
396,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
397,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
398,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
399,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
400,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
401,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
402,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
403,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
404,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
405,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
406,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
407,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
408,PROTOCOL_EXCLUSION,PROTOCOL_EXCLUSION_UNSUPPORTED_ELEMENT_FOR_AD4,,,,boron-containing centroid; AutoDock4 atom types do not support B
409,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
410,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
411,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
412,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
413,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
414,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
415,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
416,DOCKED_GATE_FAILED,REMEDIATION_DOCKED_GATE_FAILED,-2.365,1.0,15.524515515789856,rank-1 inside box but triad distance > 10.0 A
417,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
418,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
419,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
420,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
421,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
422,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
423,PROTOCOL_EXCLUSION,PROTOCOL_EXCLUSION_UNSUPPORTED_ELEMENT_FOR_AD4,,,,boron-containing centroid; AutoDock4 atom types do not support B
424,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
425,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
426,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
427,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
428,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
429,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
430,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
431,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
432,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
433,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
434,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
435,PROTOCOL_EXCLUSION,PROTOCOL_EXCLUSION_UNSUPPORTED_ELEMENT_FOR_AD4,,,,boron-containing centroid; AutoDock4 atom types do not support B
436,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
437,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
438,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
439,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
440,PROTOCOL_EXCLUSION,PROTOCOL_EXCLUSION_UNSUPPORTED_ELEMENT_FOR_AD4,,,,boron-containing centroid; AutoDock4 atom types do not support B
441,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
442,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
443,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
444,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
445,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
446,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
447,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
448,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
449,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
450,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
451,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
452,PROTOCOL_EXCLUSION,PROTOCOL_EXCLUSION_UNSUPPORTED_ELEMENT_FOR_AD4,,,,boron-containing centroid; AutoDock4 atom types do not support B
453,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
454,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
455,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
456,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
457,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
458,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
459,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
460,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
461,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
462,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
463,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
464,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
465,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
466,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
467,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
468,PROTOCOL_EXCLUSION,PROTOCOL_EXCLUSION_UNSUPPORTED_ELEMENT_FOR_AD4,,,,boron-containing centroid; AutoDock4 atom types do not support B
469,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
470,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
471,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
472,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
473,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
474,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
475,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
476,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
477,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
478,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
479,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
480,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
481,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
482,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
483,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
484,PASS,HISTORICAL_UNIFORM_PASS,,,,"uniform 484 run, biological gate verified"
