seed,initial_smiles,max_steps,n_iterations,fragment_set,policy,best_state,best_reward
8,C,8,1000,all,scafvae,Oc1cc(CC2CCC(c3ccccc3)CN2)cc(C2CCCO2)c1,0.634889
