ScafVAE,Pareto,c_PUCT,Temperature,Vocab,ConfigID,Replicate,Reward
True,True,2.0,1.5,Small,30,0,0.7719451417381976
True,True,2.0,1.5,Small,30,1,0.7770403403213859
True,True,2.0,1.5,Small,30,2,0.7584338261245847
True,True,2.0,1.5,Small,30,3,0.704019424791529
True,True,2.0,1.5,Small,30,4,0.7016848629369915
