ScafVAE,Pareto,c_PUCT,Temperature,Vocab,ConfigID,Replicate,Reward
False,True,2.0,1.5,Small,14,0,0.583617443613029
False,True,2.0,1.5,Small,14,1,0.5983222836621984
False,True,2.0,1.5,Small,14,2,0.5252092919616701
False,True,2.0,1.5,Small,14,3,0.6042698794041411
False,True,2.0,1.5,Small,14,4,0.7037391624059742
