ScafVAE,Pareto,c_PUCT,Temperature,Vocab,ConfigID,Replicate,Reward
True,True,2.0,0.5,Small,28,0,0.7293892992445311
True,True,2.0,0.5,Small,28,1,0.6747248513537566
True,True,2.0,0.5,Small,28,2,0.687483071401419
True,True,2.0,0.5,Small,28,3,0.7970871456022915
True,True,2.0,0.5,Small,28,4,0.7501772990141651
