ScafVAE,Pareto,c_PUCT,Temperature,Vocab,ConfigID,Replicate,Reward
False,True,1.0,0.5,Large,9,0,0.7472784972394412
False,True,1.0,0.5,Large,9,1,0.7043175840154153
False,True,1.0,0.5,Large,9,2,0.7624980522792387
False,True,1.0,0.5,Large,9,3,0.7521509778957912
False,True,1.0,0.5,Large,9,4,0.6993118997205758
